grp , pp , S , IDR , IDL , decTimeL , MTL , peakVelR , maxangleR , rho , circularityR , accQL , accTimeR , q4L , Rf , q2L , IPerfEfL , q3L , accQR , q2R , flsAmp , peakVelL , phDiffStd , MTR , decTimeR , IPerfR , IPerfL , circularityL , phDiffMean , IPerfEfR , q3R , maxangleL , flsPC , q1L , accTimeL , q4R , q1R , Lf
1,2,4,1,1,0.51816,1.1292,0.21624,0.17933,1,0.80794,1.3068,0.47444,0.61493,0.3756,0.54818,12.838,0.87885,1.5177,0.47681,0.091565,0.2209,0.0044945,1.3088,0.52672,6.1791,12.786,0.74038,-0.25132,6.517,0.91069,0.18987,0.16926,0.8879,0.48425,0.5842,0.97169,0.3756
1,2,4,1,2,0.4726,0.83386,0.21303,0.21549,1,0.70095,1.2155,0.51425,0.68821,0.61566,0.68568,4.5965,0.89836,1.3584,0.63629,0.16904,0.2878,0.012007,0.78361,0.48734,8.4275,3.2963,0.72675,-0.25854,7.6055,0.92161,0.19182,0.17371,0.86083,0.52867,0.63692,0.90042,0.61566
1,2,4,1,2,0.49692,0.87181,0.24869,0.20392,1,0.75888,1.4958,0.492,0.60518,0.59925,0.58471,4.6044,0.84106,1.643,0.55738,0.15607,0.30276,0.004413,0.86257,0.50916,6.1991,3.0322,0.72858,-0.19808,5.9474,1.0092,0.22386,0.17676,0.93414,0.50424,0.62211,0.95482,0.59925
1,2,4,1,2,0.48485,0.79855,0.30576,0.22899,1,0.72333,1.223,0.51034,0.63315,0.63477,0.634,4.4065,0.80727,1.3762,0.606,0.16668,0.34433,0.0040483,0.78521,0.49157,10.157,3.3026,0.69603,-0.16805,10.03,0.85633,0.22098,0.1757,0.82275,0.51642,0.57344,0.82252,0.63477
1,2,4,2,1,0.4762,1.0994,0.17377,0.19397,1,0.88582,1.2005,0.45884,0.57255,0.41624,0.53522,12.22,0.67626,1.4898,0.44616,0.099919,0.17087,0.0086791,1.0782,0.54419,12.108,12.098,0.67593,-0.10387,12.725,0.86943,0.23138,0.16931,0.65359,0.52608,0.55318,0.96077,0.41624
1,2,4,2,1,0.49355,1.1757,0.22042,0.099098,1,0.74,1.4132,0.46052,0.54859,0.38147,0.54976,5.0388,0.80414,1.4942,0.52972,0.10099,0.21041,0.010712,1.2103,0.54032,3.3681,4.7518,0.82615,-0.11256,4.0348,0.91511,0.21625,0.17306,0.84694,0.50735,0.66904,1.0174,0.38147
1,2,4,2,1,0.49855,1.073,0.18622,0.17254,1,0.76706,1.2859,0.47142,0.61963,0.44103,0.63588,11.251,0.86688,1.3872,0.53327,0.10365,0.18761,0.013863,1.1115,0.52976,4.7151,11.377,0.77975,-0.25985,5.2421,0.94932,0.29635,0.1686,0.81585,0.50358,0.54547,0.97848,0.44103
1,2,4,2,2,0.47869,0.54095,0.32025,0.15333,1,0.78943,0.94568,0.49606,0.76203,0.97656,0.79755,7.1927,0.76856,1.0639,0.78943,0.17633,0.34398,0.0065541,0.49795,0.50612,8.7264,5.3805,0.80945,0.00081776,8.9695,0.78707,0.1806,0.17616,0.85072,0.52338,0.76396,0.80962,0.97656
1,2,4,2,2,0.46779,0.4364,0.37285,0.16155,1.0333,0.84435,0.88295,0.50961,0.82808,1.3162,0.8368,9.2886,0.83569,0.98121,0.83108,0.14479,0.39503,0.97359,0.40532,0.49321,11.264,6.5143,0.83152,2.391,11.262,0.86046,0.16883,0.15679,0.86944,0.53471,0.86913,0.78662,1.2738
1,2,4,2,2,0.48349,0.40895,0.37064,0.12588,1,0.78126,0.95154,0.51656,0.83949,1.4012,0.83428,9.7388,0.77927,0.96966,0.81174,0.16512,0.43432,0.0049822,0.37827,0.48632,11.525,6.9401,0.81549,-0.026743,12.115,0.80051,0.14387,0.17656,0.79529,0.51918,0.78476,0.73403,1.4012
1,2,4,3,1,0.51029,0.99851,0.20676,0.1844,1,0.87838,1.7074,0.49415,0.63304,0.49716,0.54539,7.2518,0.95506,1.7216,0.62477,0.11948,0.2292,0.004134,0.96553,0.50787,5.2491,7.3335,0.89235,0.03449,8.5003,0.99954,0.22371,0.17158,0.97418,0.49109,0.6697,1.0594,0.49716
1,2,4,3,1,0.50674,0.92726,0.23595,0.15294,1,0.75669,1.6646,0.50404,0.57859,0.58218,0.56903,6.2929,0.96005,1.5226,0.53114,0.12701,0.28213,0.0061636,0.87438,0.49791,5.0586,6.1538,0.86328,-0.035961,7.4843,0.96725,0.17707,0.16815,0.88349,0.49442,0.64103,0.99389,0.58218
1,2,4,3,1,0.48708,0.91764,0.24328,0.2679,1,0.91318,1.525,0.50204,0.53491,0.561,0.56337,5.757,0.9177,1.6318,0.62695,0.13286,0.28498,0.0034194,0.88595,0.49925,3.3727,5.9598,0.84301,-0.062239,5.7478,1.0146,0.18911,0.17278,0.85805,0.51404,0.63616,0.95655,0.561
1,2,4,3,2,0.49683,0.28009,0.54179,0.1448,1,0.82469,0.98959,0.49023,0.86511,2.0182,0.82092,11.414,0.79013,1.0766,0.86127,0.14396,0.56338,0.019447,0.28425,0.51351,9.7371,9.7901,0.79989,0.080934,10.77,0.78189,0.12328,0.17651,0.79398,0.50693,0.84311,0.80868,2.0182
1,2,4,3,2,0.48327,0.24514,0.64917,0.1353,1,0.83786,0.93709,0.50988,0.87681,2.2536,0.80745,11.603,0.85204,0.97778,0.85329,0.11574,0.65989,0.0089717,0.24518,0.49456,11.556,11.096,0.8366,-0.0095704,14.776,0.83642,0.1737,0.17392,0.91777,0.521,0.8632,0.85956,2.2536
1,2,4,3,2,0.49597,0.31289,0.47598,0.16012,1,0.81737,0.9918,0.48697,0.82655,1.7361,0.81686,10.447,0.76976,1.0906,0.82292,0.14829,0.5415,0.019121,0.29889,0.51705,10.459,9.7585,0.83452,0.015284,12.102,0.75576,0.14782,0.17624,0.89167,0.50778,0.84468,0.85486,1.7361
1,2,7,1,1,0.49443,1.037,0.22343,0.17263,1,0.86278,1.145,0.47539,0.61748,0.47084,0.47669,11.964,0.55474,1.4064,0.48786,0.11871,0.23146,0.0051587,1.0484,0.52614,8.1664,12.103,0.59177,-0.10506,7.8669,0.77685,0.16327,0.17328,0.76939,0.50784,0.60962,0.91254,0.47084
1,2,7,1,1,0.4893,1.025,0.19149,0.24126,1,0.71647,1.1461,0.48112,0.65625,0.43945,0.60297,11.329,0.79658,1.2845,0.51015,0.11823,0.1827,0.0079693,1.062,0.52054,8.8623,11.027,0.72159,-0.12665,8.7856,0.75997,0.23064,0.17513,0.65961,0.51277,0.60375,0.8611,0.43945
1,2,7,1,1,0.49552,0.98298,0.22282,0.16463,1,0.77265,1.292,0.48357,0.59292,0.45573,0.58575,14.7,0.8206,1.4011,0.55395,0.12177,0.24093,0.0031003,0.97794,0.51912,14.314,14.879,0.75325,-0.10053,14.47,0.85296,0.22749,0.17524,0.6836,0.50727,0.59495,0.84233,0.45573
1,2,7,1,2,0.50399,0.78589,0.27126,0.20496,1,0.82762,1.4026,0.50251,0.65173,0.65104,0.58077,5.0653,0.72952,1.3752,0.57193,0.16735,0.28812,0.0029758,0.75194,0.49975,11.986,3.3311,0.83607,-0.065803,11.626,0.83202,0.20942,0.17597,0.85952,0.49729,0.55837,0.89242,0.65104
1,2,7,1,2,0.49664,0.75616,0.24444,0.26324,1,0.79737,1.1949,0.50581,0.70257,0.70801,0.64945,5.6295,0.86566,1.2984,0.63846,0.17014,0.24475,0.0040442,0.73918,0.49578,8.4769,3.4864,0.76369,-0.12394,8.4684,0.89499,0.22483,0.17636,0.85265,0.5047,0.60608,0.94472,0.70801
1,2,7,1,2,0.48263,0.81106,0.27462,0.23495,1.0417,0.70037,1.2908,0.51706,0.66222,0.60096,0.58125,4.2768,0.82671,1.3656,0.52642,0.14853,0.31196,0.89252,0.76362,0.48535,12.864,3.2233,0.78988,-3.1179,13.03,0.88814,0.33342,0.14882,0.89077,0.51861,0.57725,0.92864,0.626
1,2,7,2,1,0.4965,0.87273,0.24605,0.20636,1,0.74269,1.4474,0.46558,0.59932,0.53478,0.54936,10.498,0.80405,1.6335,0.51314,0.12958,0.23883,0.0059582,0.90796,0.5362,7.1434,11.51,0.60968,-0.06955,7.9888,0.95775,0.20807,0.17314,0.8297,0.50566,0.61841,1.0373,0.53478
1,2,7,2,1,0.49429,0.94254,0.2278,0.26692,1,0.75144,1.3708,0.48704,0.57566,0.54023,0.60233,5.4569,0.84082,1.634,0.56833,0.13705,0.23361,0.0062717,0.90791,0.51416,4.8362,5.7277,0.77079,-0.049614,5.3894,0.93105,0.21469,0.17531,0.73214,0.50679,0.61742,0.94889,0.54023
1,2,7,2,1,0.50779,1.0249,0.19998,0.22199,1,0.87916,1.5779,0.46639,0.64829,0.47084,0.54922,7.8912,0.87667,1.6889,0.51837,0.11624,0.21427,0.0045064,0.99466,0.53496,5.4039,7.615,0.74878,-0.043147,6.4602,0.98147,0.23846,0.17229,0.97323,0.49364,0.68302,1.0106,0.47084
1,2,7,2,2,0.51787,0.5188,0.26279,0.11828,1.0357,0.75258,1.11,0.49295,0.8009,0.88206,0.77391,7.1019,0.81684,1.1095,0.75399,0.17478,0.35005,0.98265,0.44552,0.51048,13.709,5.2549,0.81448,0.097842,14.102,0.76346,0.2091,0.17486,0.87622,0.48415,0.75555,0.71987,0.91356
1,2,7,2,2,0.51745,0.4631,0.35726,0.28006,1,0.77751,1.0782,0.4922,0.84041,1.0653,0.77632,9.6562,0.85649,1.0537,0.76558,0.17153,0.33305,0.0058328,0.46251,0.50998,8.733,5.6659,0.81702,0.066569,10.215,0.7742,0.24973,0.17382,0.91097,0.48473,0.76732,0.72461,1.0653
1,2,7,2,2,0.50596,0.50196,0.31819,0.16747,1,0.83383,1.0525,0.49066,0.76794,0.97656,0.82198,7.5682,0.84753,1.0581,0.86162,0.17661,0.32048,0.0041836,0.50145,0.51135,8.0271,5.2117,0.82512,0.039016,8.4127,0.77604,0.19026,0.1764,0.92078,0.49605,0.82397,0.88119,0.97656
1,2,7,3,1,0.50896,1.0317,0.21836,0.16728,1,0.88645,1.5703,0.49563,0.62499,0.52584,0.52998,5.5914,0.8907,1.6477,0.52687,0.12871,0.23147,0.0046911,1.0399,0.5054,2.6813,5.509,0.91218,0.060463,4.3703,0.94089,0.15866,0.17338,0.95646,0.49208,0.56531,0.95974,0.52584
1,2,7,3,1,0.4968,0.92975,0.22169,0.29981,1,0.85119,1.4582,0.48096,0.63843,0.54023,0.58851,5.8746,0.88322,1.7296,0.54507,0.12384,0.22666,0.010684,0.93079,0.52012,2.8088,5.7612,0.78349,0.1188,3.6362,0.92065,0.21985,0.16998,0.90233,0.50428,0.59665,0.93776,0.54023
1,2,7,3,1,0.4938,0.88904,0.237,0.25604,1,0.74576,1.524,0.47971,0.63321,0.53267,0.61002,6.1176,0.83348,1.9666,0.51276,0.12822,0.2467,0.005549,0.88824,0.52143,2.9465,6.0394,0.90649,0.035006,4.4981,0.86215,0.19019,0.17276,0.91879,0.50734,0.59172,0.91884,0.53267
1,2,7,3,2,0.47035,0.23365,0.68579,0.11211,1,0.84357,0.88778,0.51935,0.80094,1.7756,0.84853,11.084,0.88664,0.95248,0.81496,0.14259,0.6864,0.010232,0.23371,0.48516,11.724,11.727,0.80151,0.080303,13.549,0.83668,0.15333,0.17523,0.80535,0.53417,0.86535,0.72692,1.7756
1,2,7,3,2,0.4767,0.2641,0.5961,0.12873,1,0.81363,0.9143,0.51728,0.81036,1.5625,0.78884,13.131,0.75538,0.973,0.81363,0.16264,0.63511,0.013606,0.24058,0.48742,12.22,11.863,0.78884,0.022207,17.515,0.75394,0.13189,0.1763,0.72565,0.52786,0.88671,0.76528,1.5625
1,2,7,3,2,0.48572,0.20649,0.77017,0.15127,1,0.84813,0.94307,0.51781,0.88252,3.125,0.86842,14.852,0.88049,0.9599,0.88427,0.11142,0.74655,0.036913,0.20413,0.48768,14.264,14.31,0.85055,-0.055163,16.168,0.82391,0.1461,0.17427,0.79053,0.51979,0.84813,0.82705,3.125
1,3,1,1,1,0.48684,1.0604,0.1163,0.22743,1,0.5993,1.0587,0.52227,0.59079,0.31121,0.53772,20.528,0.70711,1.0229,0.53766,0.10517,0.12194,0.0021532,0.88082,0.48282,27.114,20.683,0.71567,0.081874,29.276,0.76961,0.24307,0.17646,0.77155,0.51704,0.572,0.73513,0.31121
1,3,1,1,1,0.49042,1.3352,0.14938,0.24131,1,0.57683,1.1335,0.5277,0.57016,0.3125,0.59141,13.26,0.83131,1.0395,0.5634,0.10883,0.16122,0.0015579,1.1126,0.47567,17.942,13.211,0.69954,0.073539,20.015,0.85312,0.24918,0.17593,0.88378,0.51206,0.52603,0.75744,0.3125
1,3,1,1,1,0.48441,1.411,0.16168,0.22749,1,0.62463,1.1103,0.53781,0.57941,0.28853,0.5763,12.742,0.85889,1.0138,0.61433,0.097779,0.16421,0.0010918,1.2849,0.46501,15.008,12.44,0.64042,0.042532,16.282,0.69449,0.24286,0.17659,0.92421,0.51793,0.52704,0.68695,0.28853
1,3,1,1,2,0.50242,1.237,0.1373,0.24781,1,0.72891,1.0956,0.53123,0.58508,0.43945,0.69826,5.4505,0.68587,0.96682,0.61822,0.15097,0.16985,0.0098737,0.83431,0.47306,22.869,5.2533,0.7259,0.019116,21.624,0.8311,0.27219,0.17078,0.64918,0.4996,0.59207,0.74264,0.43945
1,3,1,1,2,0.49771,1.0918,0.16865,0.29345,1,0.67551,1.1463,0.50804,0.65164,0.42318,0.60954,5.488,0.90403,1.1124,0.53975,0.1529,0.19939,0.0025029,0.76935,0.49688,26.197,4.0966,0.73905,0.066184,27.263,0.75772,0.26835,0.16869,0.7776,0.50387,0.54899,0.7143,0.42318
1,3,1,1,2,0.49596,1.1638,0.1565,0.31018,1,0.62376,1.0867,0.52751,0.608,0.40409,0.61086,5.0293,0.7726,1.0199,0.5383,0.14111,0.21374,0.0025957,0.6957,0.47804,29.495,3.6306,0.69476,0.061147,29.393,0.68323,0.3336,0.17296,0.72616,0.50544,0.56899,0.62936,0.40409
1,3,1,2,1,0.50924,1.4562,0.10163,0.23469,1,0.61041,1.1563,0.51337,0.51583,0.23643,0.54842,16.55,0.52778,1.0653,0.58347,0.075722,0.11637,0.0018087,1.2334,0.49032,14.736,15.906,0.60729,0.054005,16.525,0.79643,0.27845,0.17655,0.80358,0.49374,0.56123,0.73534,0.23643
1,3,1,2,1,0.48131,1.1511,0.17955,0.29087,1,0.5477,1.0613,0.52459,0.56476,0.32552,0.56563,19.211,0.74322,1.0436,0.49854,0.10091,0.1608,0.0043445,1.1526,0.4784,11.955,18.326,0.66224,0.0758,13.821,0.64549,0.37017,0.1766,0.78033,0.52213,0.54261,0.59421,0.32552
1,3,1,2,1,0.4953,1.2196,0.15994,0.28452,1,0.63034,1.1045,0.51702,0.66512,0.31795,0.63212,13.787,0.7586,1.0568,0.54762,0.098345,0.16334,0.0030836,1.0474,0.48669,14.827,15.796,0.71547,0.06068,18.031,0.76787,0.414,0.17658,0.86952,0.50766,0.52432,0.71413,0.31795
1,3,1,2,2,0.49677,0.81735,0.25031,0.19036,1,0.65716,1.0869,0.52113,0.71265,0.61678,0.73451,5.0443,0.72886,1.0467,0.56035,0.16457,0.23451,0.0043524,0.75498,0.48102,8.6206,3.8352,0.79776,0.12585,9.2329,0.78944,0.25594,0.17571,0.79445,0.5047,0.59531,0.82725,0.61678
1,3,1,2,2,0.48641,0.78979,0.27023,0.3465,1,0.66228,1.1016,0.52269,0.66748,0.64174,0.66694,4.278,0.868,1.0867,0.63357,0.16798,0.24402,0.0048501,0.75571,0.47914,7.2998,3.3198,0.76181,0.051722,8.0642,0.9228,0.35383,0.17545,0.81946,0.51486,0.62148,0.83819,0.64174
1,3,1,2,2,0.49517,0.77006,0.2541,0.35929,1,0.6921,1.122,0.52763,0.67429,0.67608,0.63064,5.9958,0.75543,1.0562,0.53882,0.17525,0.24636,0.0044723,0.69149,0.47541,12.169,4.7161,0.73254,0.060319,13.911,0.80527,0.28574,0.17073,0.82636,0.50664,0.60527,0.75743,0.67608
1,3,1,3,1,0.48059,1.1599,0.19923,0.33901,1,0.60203,1.0736,0.5281,0.56515,0.39673,0.53912,11.402,0.58088,1.061,0.498,0.10127,0.1897,0.0034076,1.2019,0.47329,3.6158,10.73,0.64836,0.080787,5.6252,0.87278,0.49479,0.17215,0.73239,0.52142,0.59328,0.81179,0.39673
1,3,1,3,1,0.49689,1.1149,0.21725,0.24124,1,0.60358,1.1493,0.53904,0.62958,0.39405,0.52704,12.464,0.64922,0.99656,0.57987,0.11793,0.19958,0.0015264,1.1082,0.46267,4.4379,12.409,0.68721,0.068684,7.143,0.79086,0.2643,0.17663,0.73519,0.50544,0.51201,0.7344,0.39405
1,3,1,3,1,0.49143,1.4931,0.1629,0.2768,1,0.68331,1.2207,0.527,0.66553,0.32944,0.55725,6.2359,0.6745,1.1702,0.56733,0.092433,0.16718,0.0040351,1.396,0.47477,4.6085,5.5804,0.6864,0.064144,6.9643,0.82596,0.27822,0.17467,0.76737,0.50962,0.66691,0.84662,0.32944
1,3,1,3,2,0.49353,0.5788,0.29029,0.20267,1,0.7413,1.0599,0.52927,0.76511,0.87193,0.76549,4.5862,0.90393,0.98006,0.79854,0.17645,0.28542,0.01104,0.57812,0.47247,4.5292,4.5152,0.79366,0.10473,5.6757,0.90091,0.29517,0.17566,0.77455,0.50821,0.67565,0.78785,0.87193
1,3,1,3,2,0.4711,0.54322,0.27767,0.18644,1,0.82118,0.91654,0.52319,0.85526,0.939,0.76834,5.5465,0.91133,0.98586,0.74783,0.17655,0.28509,0.0085742,0.54316,0.47866,4.8146,4.8183,0.84124,0.081198,6.9933,0.84812,0.2425,0.17567,0.78254,0.53075,0.75508,0.82941,0.939
1,3,1,3,2,0.46625,0.49967,0.28794,0.24419,1,0.82729,0.90113,0.55374,0.77827,1.0231,0.83186,5.4455,0.9433,0.83422,0.82074,0.17089,0.28373,0.011215,0.49964,0.44827,5.2155,5.2235,0.84498,0.10481,7.1318,0.90765,0.21949,0.17184,0.82528,0.53576,0.79424,0.83922,1.0231
1,3,4,1,1,0.48715,0.91921,0.12157,0.38867,1,0.69872,1.0408,0.5262,0.61833,0.29524,0.74506,25.734,0.91866,1.0027,0.70013,0.10544,0.10029,0.002846,1.0022,0.47772,20.877,25.729,0.76524,0.097898,20.208,0.65701,0.31038,0.17561,0.78951,0.51768,0.57346,0.68211,0.29524
1,3,4,1,1,0.48203,1.0352,0.11136,0.33398,1,0.64784,1.0403,0.51764,0.60511,0.31346,0.64357,21.242,0.83917,1.0189,0.5854,0.10725,0.10472,0.0038765,0.964,0.48595,19.097,20.701,0.74405,0.098741,18.804,0.67084,0.37598,0.17626,0.65642,0.52186,0.56249,0.73297,0.31346
1,3,4,1,1,0.47052,1.1437,0.14512,0.29153,1,0.68467,0.98978,0.50161,0.60236,0.3418,0.66507,16.702,0.78531,1.1111,0.59626,0.10998,0.12604,0.0030393,1.171,0.50073,12.47,16.313,0.77042,0.10066,12.079,0.69063,0.31694,0.17673,0.71174,0.53255,0.59793,0.75008,0.3418
1,3,4,1,2,0.50364,0.84017,0.20344,0.39828,1,0.59962,1.0934,0.51147,0.61646,0.50863,0.65412,8.5638,0.71946,1.0666,0.5515,0.17019,0.22876,0.0035891,0.66461,0.49366,27.267,7.4353,0.74182,0.043054,26.619,0.67606,0.39871,0.16349,0.71744,0.49922,0.55111,0.65633,0.50863
1,3,4,1,2,0.53274,0.92528,0.14287,0.28524,1,0.69464,1.1895,0.50576,0.61011,0.39725,0.67889,10.12,0.82553,1.0912,0.66794,0.13888,0.17199,0.0045807,0.68977,0.4994,27.438,6.6334,0.68059,0.074548,27.577,0.78363,0.33658,0.17328,0.74612,0.46981,0.56537,0.66176,0.39725
1,3,4,1,2,0.48624,1.0989,0.14985,0.26139,1,0.74441,1.0639,0.5149,0.60719,0.40409,0.67693,8.1189,0.8094,1.0801,0.60944,0.14216,0.15529,0.0045725,0.85011,0.4889,20.229,5.1622,0.72683,0.12521,20.523,0.70063,0.31427,0.1725,0.76428,0.51575,0.60974,0.71341,0.40409
1,3,4,2,1,0.5015,1.0124,0.13102,0.24428,1,0.64663,1.1433,0.50332,0.5991,0.36119,0.71488,14.795,0.75274,1.069,0.6342,0.10771,0.14529,0.0027028,0.84119,0.50107,17.533,15.639,0.68909,0.10455,21.005,0.77292,0.23821,0.17644,0.69778,0.50144,0.56953,0.6768,0.36119
1,3,4,2,1,0.49383,1.1723,0.15497,0.30389,1,0.69512,1.1577,0.50506,0.54539,0.36227,0.74804,12.048,0.77757,1.0822,0.58662,0.11756,0.15725,0.004385,1.0636,0.49823,13.162,11.396,0.70661,0.14064,15.032,0.54503,0.30268,0.17655,0.58863,0.50831,0.59234,0.60295,0.36227
1,3,4,2,1,0.46208,1.0119,0.12364,0.25839,1,0.7072,0.95228,0.49713,0.54394,0.36621,0.64248,16.616,0.86957,1.0989,0.57992,0.12032,0.12507,0.004322,0.90995,0.507,16.505,16.987,0.6882,0.11094,17.43,0.74982,0.36638,0.17631,0.71966,0.54111,0.57924,0.83041,0.36621
1,3,4,2,2,0.49187,0.72928,0.27922,0.35588,1,0.75096,1.0115,0.51352,0.58514,0.68063,0.72895,5.8945,0.83132,1.0372,0.64699,0.16504,0.25833,0.0028866,0.69945,0.48867,8.7843,3.5951,0.7267,0.085665,10.38,0.75172,0.37914,0.17676,0.56958,0.50951,0.61538,0.72107,0.68063
1,3,4,2,2,0.50947,0.78641,0.25308,0.30316,1,0.68266,1.0973,0.50286,0.62965,0.65104,0.69487,5.075,0.76323,1.0845,0.65549,0.1632,0.23621,0.0033789,0.76006,0.49894,7.1867,3.3451,0.7438,0.10216,8.292,0.67602,0.48057,0.17671,0.73052,0.49182,0.6727,0.70247,0.65104
1,3,4,2,2,0.48959,0.70761,0.25228,0.45433,1,0.81876,1.0005,0.49193,0.60685,0.69754,0.82931,5.6863,0.87828,1.1007,0.8463,0.17317,0.23326,0.0027414,0.69428,0.50999,7.7009,3.7091,0.81619,0.14945,8.9796,0.82842,0.37455,0.17464,0.82207,0.51183,0.67661,0.83717,0.69754
1,3,4,3,1,0.47912,1.0015,0.17915,0.35265,1,0.63998,1.0149,0.5118,0.55201,0.38726,0.64175,14.665,0.80575,1.0192,0.66721,0.11441,0.16253,0.0042886,1.0388,0.49034,5.562,15.558,0.75621,0.13856,9.0167,0.76743,0.27474,0.17649,0.6907,0.52381,0.61978,0.61802,0.38726
1,3,4,3,1,0.47813,1.2177,0.14386,0.35614,1,0.71244,1.0457,0.52001,0.59057,0.37802,0.66056,9.2161,0.86631,0.98655,0.66649,0.10642,0.15933,0.0065132,0.99052,0.48324,8.4435,8.9867,0.70324,0.12315,12.048,0.75205,0.41621,0.17542,0.59804,0.52356,0.52753,0.80007,0.37802
1,3,4,3,1,0.47274,1.1824,0.15388,0.43149,1,0.74863,0.99527,0.50157,0.60143,0.39062,0.61368,8.9362,0.80533,1.0584,0.70507,0.11063,0.16544,0.005111,0.98452,0.50148,7.9337,9.1059,0.66677,0.12256,11.998,0.84743,0.51486,0.17578,0.61726,0.52897,0.64974,0.79138,0.39062
1,3,4,3,2,0.4686,0.41812,0.36572,0.17574,1,0.82539,0.90124,0.52708,0.77888,1.2207,0.85377,6.2582,0.9363,0.91428,0.8379,0.1607,0.33906,0.01012,0.41695,0.47533,6.2635,6.2506,0.82483,0.23129,9.0595,0.85643,0.2228,0.17147,0.81864,0.5338,0.80293,0.87304,1.2207
1,3,4,3,2,0.45778,0.41149,0.34346,0.34068,1,0.88181,0.85657,0.50709,0.81792,1.1936,0.87086,7.7852,0.90326,0.98476,0.81519,0.16895,0.33221,0.0046412,0.41019,0.49535,6.3541,6.3413,0.86246,0.36248,9.3863,0.96234,0.2091,0.17536,0.90531,0.54466,0.8631,0.88438,1.1936
1,3,4,3,2,0.45905,0.41394,0.34072,0.23011,1,0.86398,0.85715,0.51398,0.82798,1.3021,0.90269,7.9462,0.85053,0.96125,0.87918,0.16303,0.33164,0.0093955,0.41248,0.48848,6.4133,6.4006,0.86212,0.29107,9.0459,0.8379,0.15821,0.17487,0.83481,0.54342,0.81261,0.90085,1.3021
1,3,7,1,1,0.48419,0.58302,0.1447,0.2792,1,0.64451,0.99581,0.52535,0.53893,0.38365,0.66661,30.796,0.90947,0.98836,0.65671,0.11875,0.10821,0.0017034,0.73701,0.47993,28.145,31.576,0.72538,0.048821,29.86,0.81383,0.37533,0.17676,0.702,0.52174,0.55779,0.66305,0.38365
1,3,7,1,1,0.48552,0.73033,0.12544,0.33063,1,0.67696,1.015,0.52264,0.63731,0.37435,0.60026,24.464,0.73107,1.0167,0.65178,0.11523,0.12865,0.0017509,0.69004,0.482,24.711,24.061,0.79039,0.034206,24.938,0.66886,0.35847,0.17676,0.7446,0.519,0.53863,0.65972,0.37435
1,3,7,1,1,0.50188,0.66821,0.15124,0.50895,1,0.61552,1.0817,0.52297,0.47967,0.39673,0.56011,25.045,0.79707,0.99993,0.54714,0.12174,0.12981,0.0021821,0.79619,0.48168,24.747,24.743,0.59574,0.00030139,26.342,0.68698,0.39161,0.17677,0.60114,0.50276,0.51693,0.67035,0.39673
1,3,7,1,2,0.49465,0.77974,0.18871,0.49124,1,0.58231,0.99798,0.5023,0.62452,0.53074,0.70923,11.2,0.77677,1.0634,0.52921,0.15359,0.23817,0.0014631,0.60648,0.50311,28.796,7.6513,0.71206,-0.024173,28.801,0.59179,0.41056,0.17605,0.79448,0.5083,0.57459,0.63201,0.53074
1,3,7,1,2,0.50434,0.86056,0.17386,0.33892,1,0.67702,1.0634,0.52133,0.64728,0.45839,0.5649,12.244,0.7611,0.98367,0.62935,0.14892,0.19526,0.0019415,0.718,0.48322,24.2,8.0157,0.64927,0.014674,24.435,0.67998,0.32521,0.17397,0.76779,0.49874,0.55635,0.58216,0.45839
1,3,7,1,2,0.50709,0.91572,0.18981,0.47369,1,0.68922,1.0617,0.50664,0.63277,0.4702,0.6507,8.9264,0.78158,1.0551,0.57355,0.15071,0.22926,0.0014849,0.70923,0.49758,22.445,5.4099,0.6507,0.0079403,22.608,0.72816,0.34682,0.17411,0.74021,0.495,0.60785,0.63927,0.4702
1,3,7,2,1,0.51091,0.81403,0.18512,0.37228,1,0.63586,1.136,0.50606,0.51949,0.44759,0.61229,23.26,0.71264,1.0474,0.57995,0.12943,0.16744,0.0025533,0.8836,0.49709,12.598,23.016,0.70926,0.046424,15.211,0.69237,0.4071,0.17669,0.73753,0.49341,0.64215,0.66597,0.44759
1,3,7,2,1,0.50566,0.86768,0.16214,0.33077,1,0.64783,1.1106,0.51344,0.61559,0.39673,0.61968,18.079,0.68602,1.0362,0.55091,0.12191,0.16413,0.0033156,0.82553,0.49048,15.669,18.217,0.73636,0.056569,19.254,0.69065,0.37477,0.17676,0.70826,0.49776,0.56008,0.72052,0.39673
1,3,7,2,1,0.50537,0.83556,0.19188,0.31679,1,0.66618,1.1032,0.53164,0.61994,0.47871,0.65474,13.757,0.74156,0.94808,0.63007,0.13848,0.19552,0.0020214,0.78554,0.47214,15.147,14.062,0.66947,0.050908,19.226,0.59769,0.33044,0.17675,0.59583,0.49727,0.58621,0.67112,0.47871
1,3,7,2,2,0.49589,0.66053,0.2979,0.33943,1,0.71295,1.0087,0.50801,0.68207,0.8138,0.70596,6.035,0.6769,1.0339,0.69473,0.17672,0.28164,0.0035316,0.61397,0.49485,11.41,4.6316,0.72424,-0.026531,11.455,0.81939,0.37743,0.17296,0.69916,0.50589,0.60624,0.70262,0.8138
1,3,7,2,2,0.50964,0.58651,0.32536,0.39649,1,0.72812,1.0518,0.51878,0.7691,0.84635,0.75156,6.2304,0.68994,0.95921,0.64143,0.17664,0.31355,0.0046278,0.56529,0.48361,9.5528,4.4659,0.74439,-0.020682,10.54,0.73634,0.36664,0.17512,0.78767,0.49208,0.70953,0.64886,0.84635
