grp , pp , S , IDR , IDL , decTimeL , MTL , peakVelR , maxangleR , rho , circularityR , accQL , accTimeR , q4L , Rf , q2L , IPerfEfL , q3L , accQR , q2R , flsAmp , peakVelL , phDiffStd , MTR , decTimeR , IPerfR , IPerfL , circularityL , phDiffMean , IPerfEfR , q3R , maxangleL , flsPC , q1L , accTimeL , q4R , q1R , Lf
1,3,7,2,2,0.50342,0.59032,0.31176,0.67294,1,0.74919,1.0253,0.50352,0.7324,0.86388,0.79676,5.7177,0.86216,1.0099,0.69123,0.17625,0.28258,0.0038402,0.58964,0.49818,6.8257,4.4242,0.8085,0.026297,7.6253,0.8413,0.42618,0.17257,0.83018,0.49828,0.6596,0.73378,0.86388
1,3,7,3,1,0.49474,0.69115,0.24247,0.41459,1,0.5947,1.0352,0.52915,0.55078,0.48828,0.5888,23.729,0.73921,0.92345,0.61914,0.12913,0.18464,0.0016391,0.91154,0.47335,6.4867,24.244,0.64075,0.1055,10.373,0.64701,0.33355,0.17555,0.62741,0.50981,0.52729,0.70203,0.48828
1,3,7,3,1,0.50307,0.727,0.25952,0.45302,1,0.6528,1.063,0.50299,0.59528,0.4702,0.62995,26.203,0.66403,1.0321,0.63614,0.12419,0.16569,0.0015545,1.0561,0.4984,3.6319,25.282,0.65429,0.067787,5.8148,0.71535,0.35,0.17515,0.53755,0.50168,0.50523,0.65031,0.4702
1,3,7,3,1,0.48604,0.68693,0.20723,0.28317,1,0.63377,1.0121,0.52631,0.58427,0.4469,0.63204,25.577,0.7438,0.96212,0.67387,0.13058,0.16596,0.0011831,0.79651,0.47727,9.3076,25.505,0.6551,0.073559,15.563,0.69779,0.32181,0.17676,0.62704,0.51876,0.59309,0.56193,0.4469
1,3,7,3,2,0.43601,0.3567,0.42269,0.18503,1,0.84604,0.78655,0.54192,0.76669,1.3428,0.8673,9.024,0.89158,0.86177,0.839,0.16937,0.41795,0.007781,0.35552,0.46095,7.4431,7.4246,0.79853,0.19052,9.44,0.86476,0.1611,0.17674,0.81508,0.56685,0.83259,0.83121,1.3428
1,3,7,3,2,0.4281,0.30217,0.40755,0.20345,1,0.89676,0.75089,0.55323,0.81342,1.7278,0.92701,11.356,0.96715,0.81883,0.91808,0.14543,0.42082,0.010544,0.30234,0.45009,8.6344,8.6395,0.90975,0.057203,12.813,0.91166,0.2046,0.17589,0.78238,0.57522,0.85092,0.83158,1.7278
1,3,7,3,2,0.42969,0.29033,0.41581,0.21633,1,0.87558,0.75286,0.56754,0.85021,1.7278,0.9144,12.529,0.8639,0.77555,0.80576,0.16078,0.40563,0.0081765,0.29018,0.43592,8.9858,8.9928,0.86828,0.063523,12.292,0.91525,0.18457,0.17565,0.87372,0.57377,0.88827,0.81442,1.7278
2,4,1,1,1,0.51637,1.8287,0.085526,0.21039,1,0.67779,1.2093,0.53313,0.5433,0.21701,0.59055,9.4115,0.79041,1.0975,0.59161,0.085043,0.08415,0.0015391,1.7767,0.46939,13.373,9.9368,0.6621,0.048045,15.242,0.71561,0.22561,0.17434,1.0222,0.4855,0.62641,0.79915,0.21701
2,4,1,1,1,0.48539,2.082,0.084978,0.22828,1,0.91902,1.1365,0.53155,0.52984,0.21612,0.53128,5.4707,0.77198,1.2019,0.62013,0.075921,0.09371,0.001845,1.7877,0.47064,11.637,5.5092,0.76213,0.057166,9.4424,0.87674,0.25425,0.17657,0.75716,0.51565,0.61663,0.97384,0.21612
2,4,1,1,1,0.50147,2.2591,0.081388,0.22617,1,0.7645,1.1751,0.52084,0.6122,0.17188,0.61515,7.9402,0.85458,1.1484,0.66212,0.06181,0.082345,0.0013287,2.1888,0.48129,11.323,7.6066,0.81593,0.029536,12.661,0.86538,0.19765,0.17653,0.71694,0.49996,0.63757,0.81924,0.17188
2,4,1,1,2,0.50499,1.1869,0.1312,0.28209,1,0.70006,1.2455,0.52926,0.64935,0.36119,0.62959,7.7781,0.75808,1.1148,0.59628,0.13228,0.12218,0.0034899,1.1489,0.47286,11.258,5.0409,0.71623,0.061397,11.299,0.83126,0.19522,0.17259,0.7776,0.49695,0.6271,0.7999,0.36119
2,4,1,1,2,0.47468,1.2653,0.16035,0.38838,1,0.79308,1.1673,0.51891,0.61346,0.39673,0.67976,3.3903,0.80701,1.2425,0.64733,0.12862,0.14566,0.0027073,1.2643,0.48188,4.255,2.0783,0.8388,0.065554,4.164,0.95033,0.2796,0.17615,0.86211,0.52612,0.59972,0.89747,0.39673
2,4,1,1,2,0.49733,1.201,0.16209,0.42945,1,0.70728,1.2774,0.51576,0.71047,0.42093,0.70776,3.2463,0.85604,1.2388,0.55683,0.13571,0.15273,0.001416,1.2004,0.48508,4.4539,2.179,0.75869,0.048093,4.5261,0.83809,0.32317,0.17578,0.90332,0.5035,0.6897,0.84239,0.42093
2,4,1,2,1,0.51041,1.683,0.11735,0.41166,1,0.71139,1.4801,0.50741,0.69778,0.29297,0.61038,3.3823,0.81923,1.4341,0.57887,0.096943,0.12144,0.0017072,1.6806,0.49319,2.4009,3.1904,0.72205,0.028003,2.9797,0.88774,0.2934,0.17673,1.0345,0.49019,0.63541,0.9272,0.29297
2,4,1,2,1,0.5088,1.7302,0.12095,0.37666,1.0435,0.75589,1.3698,0.50776,0.67229,0.29668,0.63397,3.2304,0.85817,1.4091,0.62978,0.086894,0.11981,0.86294,1.7288,0.49282,2.3277,3.0925,0.74707,1.1034,2.74,0.8866,0.30578,0.15789,1.0041,0.49178,0.55208,0.939,0.28432
2,4,1,2,1,0.49695,1.8002,0.12228,0.34593,1,0.7292,1.2999,0.52593,0.57127,0.27466,0.5323,3.0568,0.90311,1.3768,0.57534,0.097044,0.12863,0.0013221,1.7949,0.47463,2.2467,2.9848,0.7267,0.035008,2.9025,0.83919,0.35549,0.17614,0.9858,0.50361,0.66622,0.86218,0.27466
2,4,1,2,2,0.49269,0.85196,0.20812,0.232,1,0.7522,1.1966,0.48949,0.81771,0.62145,0.74598,4.0519,0.93791,1.2384,0.65761,0.17329,0.20135,0.0068296,0.8274,0.51186,5.3874,3.109,0.77815,0.1256,5.9402,0.81717,0.23975,0.17019,0.95214,0.50851,0.74874,1.0014,0.62145
2,4,1,2,2,0.49566,0.79262,0.22413,0.3141,1,0.82473,1.1598,0.50549,0.78979,0.65104,0.75567,4.7262,0.88056,1.1001,0.66894,0.16881,0.21836,0.0028276,0.79204,0.49579,5.0987,3.3265,0.82143,0.089773,5.9294,0.90514,0.18635,0.17537,0.89073,0.50562,0.7142,0.9038,0.65104
2,4,1,2,2,0.51233,0.76829,0.21916,0.3655,1,0.84179,1.2268,0.49803,0.74792,0.65984,0.71742,5.3269,0.96168,1.1296,0.7756,0.16496,0.22476,0.0026057,0.76784,0.50328,5.2312,3.3984,0.8592,0.090403,5.5832,0.91271,0.35624,0.17661,1.0752,0.48898,0.7275,0.95647,0.65984
2,4,1,3,1,0.49627,1.5881,0.10929,0.21944,1,0.74465,1.2266,0.52702,0.48982,0.28529,0.5152,11.012,0.82863,1.1708,0.58847,0.089808,0.12287,0.0055755,1.3998,0.47574,7.1677,10.523,0.60771,0.091248,11.223,0.8708,0.2711,0.17657,0.82793,0.50571,0.56216,0.8841,0.28529
2,4,1,3,1,0.49977,1.4858,0.12814,0.40988,1,0.74457,1.3315,0.51601,0.70757,0.32552,0.60002,3.5023,0.90896,1.3991,0.5754,0.11227,0.12799,0.001518,1.4875,0.48467,1.7567,3.6051,0.74078,0.060974,3.1691,0.90845,0.27836,0.17593,1.0491,0.50091,0.66838,0.93642,0.32552
2,4,1,3,1,0.4846,1.5388,0.12572,0.45615,1,0.83957,1.2872,0.51453,0.56517,0.33346,0.56108,3.4902,0.8788,1.4419,0.72568,0.092595,0.13208,0.005495,1.5361,0.48613,1.7063,3.4951,0.76544,0.035325,2.2582,0.81829,0.38298,0.17439,0.88202,0.51606,0.74923,0.81831,0.33346
2,4,1,3,2,0.46825,0.59847,0.28822,0.31306,1,0.82991,0.90034,0.48416,0.83499,0.84635,0.83243,5.6874,0.93534,1.0837,0.72953,0.17163,0.28511,0.0066739,0.59667,0.51752,4.369,4.3568,0.8514,0.10161,6.1797,0.7975,0.27292,0.17625,0.85655,0.53342,0.78513,0.88505,0.84635
2,4,1,3,2,0.50161,0.57942,0.29253,0.3598,1,0.76295,1.0198,0.49878,0.85634,0.87554,0.80701,6.2301,0.76896,1.0167,0.70143,0.17664,0.31592,0.0028887,0.57479,0.50297,4.5417,4.5431,0.85109,0.1448,6.6316,0.82302,0.23631,0.17599,0.86866,0.50014,0.75768,0.81645,0.87554
2,4,1,3,2,0.49675,0.40864,0.41153,0.1087,1,0.81803,0.98968,0.51018,0.85163,1.2695,0.81059,7.9534,0.83527,0.97643,0.81231,0.17113,0.40631,0.0048113,0.40849,0.49232,6.4948,6.4901,0.82005,0.16846,8.3437,0.76641,0.13281,0.1767,0.87986,0.50574,0.86883,0.87513,1.2695
2,4,4,1,1,0.50201,1.7906,0.12231,0.391,1,0.69801,1.2162,0.4958,0.67816,0.28796,0.58884,3,0.93315,1.3869,0.67305,0.098005,0.1186,0.0026468,1.7061,0.50504,4.4794,2.9998,0.73383,0.021738,4.4542,0.88128,0.31998,0.17653,0.82642,0.49855,0.58068,0.92028,0.28796
2,4,4,1,1,0.49348,1.759,0.10322,0.35329,1,0.7097,1.2679,0.49972,0.58456,0.29431,0.56338,3.2745,0.86067,1.2841,0.62655,0.10094,0.11701,0.0017911,1.4837,0.50241,11.354,3.0547,0.73307,0.053405,11.756,0.74633,0.40865,0.17641,0.94278,0.50709,0.66572,0.90242,0.29431
2,4,4,1,1,0.50235,1.5903,0.1245,0.58714,1,0.68938,1.1967,0.51094,0.64897,0.28796,0.59995,7.6908,0.78112,1.1606,0.52361,0.10185,0.11276,0.0015418,1.7231,0.48965,3.1125,7.5497,0.74352,0.03663,3.2734,0.70982,0.3326,0.17596,0.77239,0.49907,0.71642,0.89443,0.28796
2,4,4,1,2,0.49231,0.60567,0.11587,0.26493,2.9615,0.68262,1.023,0.45047,0.81633,0.27599,0.82167,4.9871,0.79178,1.4923,0.72789,0.15653,0.23487,0.98327,1.6844,0.55044,4.8694,4.3237,0.79497,-0.4221,2.5066,0.68406,0.15934,0.13311,0.84267,0.50936,0.65769,0.94926,0.81734
2,4,4,1,2,0.51794,0.64934,0.10888,0.20996,2.963,0.75599,1.118,0.47301,0.8699,0.26367,0.79737,4.4828,0.78847,1.2484,0.65574,0.16694,0.23211,0.97625,1.6476,0.52845,7.7806,4.0457,0.79987,-1.7966,3.4999,0.94867,0.19576,0.13621,0.78259,0.48361,0.50601,0.97171,0.78125
2,4,4,1,2,0.52408,0.67184,0.1014,0.1848,2.9565,0.66492,1.1541,0.47538,0.83893,0.24957,0.83321,4.3904,0.75515,1.278,0.7581,0.15527,0.21306,0.93345,1.7978,0.52548,4.5908,3.8865,0.80807,0.84101,1.8038,0.92027,0.18455,0.12621,0.82102,0.47741,0.54474,0.88928,0.73785
2,4,4,2,1,0.47656,1.4893,0.16407,0.30256,1,0.72652,1.1601,0.51439,0.68676,0.33444,0.6566,3.6023,0.88366,1.2231,0.4773,0.11505,0.13322,0.073832,1.4824,0.4863,2.7489,3.6076,0.86307,0.52382,2.9372,0.66225,0.27535,0.17521,0.90767,0.52412,0.66879,0.763,0.33444
2,4,4,2,1,0.49304,1.4902,0.13901,0.35095,1,0.71137,1.206,0.50044,0.64344,0.33409,0.51496,3.6869,0.83049,1.2068,0.56735,0.10701,0.1346,0.0042284,1.4353,0.50059,4.1083,3.5871,0.72736,0.13266,5.0206,0.65374,0.50499,0.17671,0.73961,0.50764,0.55571,0.79621,0.33409
2,4,4,2,1,0.50375,1.4796,0.13415,0.33959,1,0.74072,1.3184,0.49239,0.69227,0.33854,0.76525,3.6113,0.80716,1.2187,0.60725,0.11543,0.1363,0.0020606,1.4678,0.50829,2.7423,3.6147,0.78982,0.062111,3.4451,0.68062,0.69079,0.17601,0.9446,0.49693,0.65386,0.94821,0.33854
2,4,4,2,2,0.51689,0.49155,0.13166,0.14871,2.9615,0.82345,1.095,0.47778,0.8099,0.34782,0.86899,5.5409,0.81235,1.162,0.7988,0.172,0.29617,0.98567,1.3411,0.52319,3.8737,5.3485,0.80086,2.8477,3.3564,1.0032,0.21131,0.17568,0.76305,0.48517,0.55188,1.0814,1.0301
2,4,4,2,2,0.52343,0.59876,0.12128,0.22415,3.0435,0.64757,1.1221,0.46864,0.81549,0.27391,0.85222,4.8815,0.78888,1.3117,0.61558,0.11639,0.24393,0.99712,1.657,0.53205,2.7683,4.3588,0.81763,0.31505,2.1477,0.82349,0.19841,0.10139,0.84816,0.47824,0.48919,0.89217,0.83365
2,4,4,2,2,0.53131,0.585,0.122,0.25282,2.9615,0.62729,1.1593,0.49097,0.79263,0.28853,0.80212,4.7794,0.76051,1.2057,0.61929,0.16569,0.25433,0.97757,1.603,0.51014,4.4492,4.4533,0.80502,2.0033,2.6519,0.90231,0.22606,0.14827,0.82895,0.47041,0.43853,0.89013,0.85449
2,4,4,3,1,0.49375,1.8056,0.24496,0.18671,3.087,0.79802,1.0939,0.4904,0.59552,0.8667,0.61698,2.8475,0.85733,1.1041,0.77236,0.00013432,0.1338,0.9873,0.60493,0.51128,4.3536,2.976,0.79074,0.070546,5.679,0.70169,0.18105,0.00028014,0.81711,0.50681,0.817,0.86,0.28076
2,4,4,3,1,0.48645,1.5908,0.271,0.21582,2.9545,0.79041,1.0936,0.47579,0.58383,0.89404,0.56164,4.1949,0.73996,1.1592,0.78514,0.00019877,0.13419,0.97289,0.55574,0.52603,4.7309,4.5245,0.55026,-2.7525,5.812,0.73821,0.19558,0.00039844,0.60198,0.5144,0.88326,0.90066,0.3026
2,4,4,3,1,0.50708,1.7169,0.26464,0.17156,2.9565,0.8372,1.2847,0.48983,0.62909,0.88542,0.62507,3.1626,0.76113,1.0773,0.80513,0.00019601,0.1284,0.96633,0.57026,0.51195,4.6296,3.1297,0.72594,-0.52983,5.6397,0.7245,0.32896,0.00042205,0.88114,0.49351,0.85664,0.81072,0.29948
2,4,4,3,2,0.49754,0.3848,0.44853,0.36608,1,0.80439,0.99013,0.50609,0.80612,1.3021,0.84737,8.6359,0.8462,0.98357,0.73191,0.15682,0.44226,0.0039838,0.38453,0.49652,6.7777,6.7683,0.85301,0.18364,10.975,0.83149,0.26918,0.17198,0.90854,0.50506,0.77441,0.82878,1.3021
2,4,4,3,2,0.49673,0.37484,0.45323,0.18077,1,0.81912,0.98888,0.51365,0.85274,1.3787,0.84498,9.3631,0.79553,0.95542,0.8393,0.1609,0.42715,0.0065812,0.37492,0.48903,6.9687,6.9674,0.84289,0.17174,10.057,0.80375,0.1429,0.17548,0.7926,0.50595,0.85507,0.76756,1.3787
2,4,4,3,2,0.48229,0.27249,0.63613,0.27457,1,0.82147,0.9339,0.54941,0.82294,1.8717,0.86997,11.007,0.94859,0.82859,0.82569,0.14511,0.57342,0.0057056,0.27251,0.45427,9.5556,9.547,0.88863,0.13486,11.66,0.98125,0.1839,0.1767,0.82531,0.52139,0.8299,0.71189,1.8717
2,4,7,1,1,0.50814,2.1452,0.093664,0.42689,1,0.7573,1.2927,0.52015,0.69645,0.23129,0.54229,2.6244,0.95841,1.2443,0.67322,0.08398,0.096113,0.0014406,1.9335,0.48135,8.003,2.4947,0.66774,0.053981,8.7988,0.66552,0.34747,0.17608,0.94278,0.49233,0.64373,0.87985,0.23129
2,4,7,1,1,0.50229,2.1507,0.09831,0.26548,1,0.70454,1.2657,0.52203,0.67028,0.23353,0.54627,2.6595,0.74191,1.2597,0.63252,0.087836,0.096305,0.0014619,2.0692,0.47876,4.1766,2.4969,0.60808,0.063142,4.4923,0.80738,0.36022,0.17527,0.83118,0.49818,0.7092,0.80283,0.23353
2,4,7,1,1,0.49766,1.9672,0.10287,0.31233,1,0.72879,1.251,0.52198,0.60041,0.23872,0.55235,5.5937,0.84129,1.1756,0.58377,0.085015,0.10108,0.0014072,1.9293,0.479,5.2364,5.0967,0.77885,0.056741,5.7942,0.80903,0.39678,0.17633,0.92128,0.5033,0.68298,0.73447,0.23872
2,4,7,1,2,0.50924,0.66323,0.099897,0.23396,3.0455,0.99086,1.09,0.48891,0.83204,0.24982,0.81422,5.6552,0.81572,1.1487,0.82649,0.14475,0.21433,0.96571,1.9876,0.5116,2.6891,3.9324,0.82581,-2.2957,2.9297,1.0438,0.24602,0.12137,0.87892,0.49227,0.825,0.96071,0.76081
2,4,7,1,2,0.50544,0.65556,0.098113,0.26916,3.0769,0.90452,1.0685,0.4799,0.82252,0.25139,0.83413,5.5872,0.83432,1.1704,0.8193,0.10578,0.2088,0.9273,1.974,0.52061,2.7116,3.984,0.84748,3.0854,2.7753,0.76092,0.22885,0.087224,0.83555,0.4961,0.88637,0.80619,0.77351
2,4,7,1,2,0.50505,0.62883,0.09987,0.29505,3.0476,0.93193,1.0622,0.50268,0.8688,0.25959,0.82689,5.5804,0.74872,1.1498,0.68454,0.1276,0.22803,0.94685,1.893,0.49786,2.8433,4.1496,0.88191,0.61159,3.0546,0.87299,0.25141,0.10912,0.84947,0.49655,0.81445,0.86317,0.79114
2,4,7,2,1,0.49056,2.8264,0.16622,0.33328,3,0.84502,1.0771,0.52039,0.56213,0.48491,0.62823,6.8868,1.0779,1.2097,0.74966,7.3078e-05,0.073996,0.17783,1.0177,0.4806,3.9693,6.7501,0.83885,-1.1321,4.706,0.81893,0.17459,0.00014616,1.0217,0.51071,0.75458,0.85399,0.16164
2,4,7,2,1,0.49372,2.5076,0.19601,0.31726,2.9643,0.8131,1.1784,0.4996,0.6528,0.58735,0.56383,2.6737,0.86733,1.1619,0.72783,2.4455e-05,0.090812,0.98553,0.85681,0.50158,4.7206,2.3806,0.62466,1.3714,5.5256,0.7546,0.31449,6.3618e-05,0.75419,0.50673,0.7805,0.89716,0.19814
2,4,7,2,1,0.47084,2.5759,0.19608,0.331,3.0909,0.86264,1.0645,0.50193,0.5744,0.60369,0.58998,2.3847,1.0441,1.1463,0.76778,2.4287e-05,0.095857,0.98847,0.85841,0.49924,4.6954,2.0761,0.74832,-2.2069,5.6353,0.83813,0.21087,6.1224e-05,0.8929,0.52955,0.82758,0.91672,0.19531
2,4,7,2,2,0.51096,0.48585,0.12822,0.31283,3,0.7356,1.0516,0.46312,0.90582,0.34312,0.86923,7.0663,0.7788,1.2621,0.68519,0.12532,0.30402,0.20462,1.4606,0.53756,2.7509,5.3647,0.84926,1.7459,3.3138,0.60975,0.19612,0.12818,0.82862,0.49111,0.6459,0.83971,1.0293
2,4,7,2,2,0.51335,0.56344,0.11921,0.26228,2.96,0.93998,1.0742,0.48519,0.84847,0.30141,0.8595,5.6949,0.85894,1.2077,0.74922,0.16228,0.24786,0.94779,1.6704,0.51541,2.4288,4.6228,0.85929,-2.1379,2.9977,0.89812,0.20831,0.14814,0.76905,0.48843,0.71255,0.97324,0.89217
2,4,7,2,2,0.50109,0.51473,0.12186,0.27983,3.0385,0.92136,1.0124,0.51659,0.86029,0.3214,0.82915,6.4529,0.78569,1.0377,0.81779,0.12469,0.27391,0.9667,1.5032,0.48416,2.9899,5.0672,0.83362,-3.0484,3.6098,0.98039,0.22312,0.12247,0.86461,0.50086,0.7552,0.80986,0.97656
2,4,7,3,1,0.50841,1.6909,0.26135,0.26095,3.0455,0.81516,1.4081,0.51049,0.60059,0.8724,0.58932,4.9173,0.92561,1.0075,0.78095,9.0234e-05,0.12599,0.95612,0.5724,0.49131,4.6704,4.919,0.71035,0.13546,6.6403,0.7877,0.47115,0.00016461,0.94367,0.49252,0.85689,0.86356,0.28646
2,4,7,3,1,0.46713,1.8078,0.25431,0.27215,3.0417,0.82123,1.1158,0.51363,0.60456,0.82894,0.56306,5.8837,0.85293,1.0147,0.7531,2.5391e-05,0.12124,0.96288,0.61114,0.48802,4.302,5.5557,0.56306,1.5179,5.3859,0.81955,0.24865,5.1617e-05,0.86432,0.53391,0.8541,0.88901,0.27253
2,4,7,3,1,0.49876,1.3624,0.26566,0.25065,3,0.81354,1.2797,0.50007,0.72199,0.91773,0.58516,2.2294,0.85909,1.0518,0.77886,0.00024132,0.11034,0.20108,0.54022,0.5019,5.1404,7.196,0.57065,-1.4551,4.8951,0.76267,0.31334,0.00045471,0.89909,0.5026,0.81843,0.90989,0.30591
2,4,7,3,2,0.49629,0.37389,0.46085,0.18375,1,0.81051,0.98885,0.51851,0.845,1.3877,0.86348,7.3187,0.88618,0.93641,0.80722,0.15983,0.43499,0.0075652,0.37396,0.48418,6.982,6.9772,0.84475,0.15713,10.137,0.79809,0.26968,0.17515,0.86982,0.50639,0.86667,0.84588,1.3877
2,4,7,3,2,0.48555,0.3101,0.52797,0.18218,1,0.84301,0.94583,0.51773,0.85261,1.6276,0.85598,10.431,0.8429,0.94023,0.83838,0.16642,0.47425,0.0039422,0.30982,0.48553,8.4625,8.4539,0.87048,0.18863,11.52,0.8352,0.23229,0.17498,0.91981,0.5177,0.804,0.87683,1.6276
2,4,7,3,2,0.48626,0.30578,0.5559,0.1674,1,0.80969,0.95172,0.52765,0.82633,1.77,0.88822,10.501,0.83398,0.90694,0.79361,0.14014,0.51343,0.0056459,0.30495,0.47571,8.7412,8.734,0.87292,0.19597,13.001,0.73544,0.15802,0.17496,0.86117,0.5171,0.86333,0.79543,1.77
2,5,1,1,1,0.47414,1.4844,0.14107,0.21096,1,0.70329,1.0438,0.49734,0.65746,0.29524,0.60369,10.343,0.65718,1.2388,0.57409,0.098316,0.11844,0.0034856,1.6161,0.50356,4.783,11.135,0.5784,0.069596,5.0095,0.60639,0.23365,0.17666,0.70599,0.52795,0.6019,0.66131,0.29524
2,5,1,1,1,0.4875,1.8647,0.10847,0.14072,1,0.65992,1.1469,0.5215,0.58607,0.26537,0.64109,2.9017,0.80471,1.1138,0.57543,0.09744,0.11552,0.0024429,1.6109,0.47994,7.6664,2.8949,0.76734,0.054125,7.5369,0.6913,0.16334,0.1754,0.67994,0.51304,0.52092,0.64028,0.26537
2,5,1,1,1,0.49683,1.4846,0.11941,0.25022,1,0.69874,1.1849,0.51131,0.57146,0.2762,0.59967,4.9353,0.6585,1.1765,0.56917,0.095084,0.10459,0.0025515,1.5771,0.48968,5.2748,7.5004,0.74289,0.033176,4.5687,0.61929,0.25417,0.17644,0.67981,0.50458,0.5263,0.6657,0.2762
2,5,1,1,2,0.45514,0.72293,0.094124,0.21571,3.0833,0.76506,0.87933,0.52043,0.7841,0.23916,0.80244,4.3339,0.72865,1.0355,0.72064,0.088418,0.206,0.9546,1.8687,0.48052,5.0305,3.7172,0.77423,-0.78708,5.1354,0.81498,0.15951,0.068026,0.71173,0.54629,0.68141,0.85063,0.7374
2,5,1,1,2,0.46856,0.50668,0.14129,0.25685,2.8571,0.72212,0.91239,0.52992,0.85486,0.3418,0.86601,5.9009,0.80888,0.96933,0.64004,0.10022,0.28266,0.92931,1.3062,0.47134,6.6942,5.2613,0.83739,-1.6225,6.0331,0.75012,0.1532,0.098052,0.78583,0.53347,0.62941,0.62573,0.97656
2,5,1,1,2,0.46201,0.60436,0.11789,0.24168,2.8519,0.66732,0.88624,0.54577,0.83338,0.2866,0.86081,5.3591,0.75771,0.88703,0.64108,0.10942,0.2483,0.96229,1.6171,0.45559,7.23,4.3858,0.82038,1.8201,7.4147,0.63291,0.11945,0.0914,0.68095,0.53968,0.66,0.50537,0.81734
2,5,1,2,1,0.46481,2.4006,0.23119,0.21644,3.619,0.7716,0.93762,0.51477,0.59868,0.68091,0.65194,3.6487,0.79172,1.0189,0.76723,3.8064e-05,0.076789,0.99096,0.74082,0.48679,6.2589,3.7695,0.67608,2.0039,5.5485,0.74834,0.20331,7.2466e-05,0.62948,0.5359,0.74458,0.76352,0.18815
2,5,1,2,1,0.46184,3.1643,0.18221,0.19793,3.7692,0.79877,0.92049,0.50694,0.56478,0.53168,0.71145,1.5182,0.79228,1.1599,0.71714,5.5468e-05,0.067007,0.95419,0.98251,0.49416,4.4232,2.5042,0.63681,-2.5708,5.1631,0.74648,0.17495,0.00013169,0.72937,0.53864,0.74637,0.75031,0.14106
2,5,1,2,1,0.46972,1.7132,0.16796,0.18565,2,0.76699,1.0131,0.50812,0.56762,0.51048,0.65094,6.3716,0.67529,1.1161,0.72697,0.00032166,0.10112,0.73395,1.0813,0.49282,3.7933,7.1589,0.70709,0.43593,4.2036,0.77633,0.1792,0.00082351,0.58269,0.53163,0.74045,0.75957,0.25524
2,5,1,2,2,0.46903,0.65822,0.081313,0.20258,2.75,0.65247,0.95356,0.50352,0.75626,0.29151,0.78153,4.6637,0.71031,1.065,0.68808,0.14631,0.23918,0.94954,0.89988,0.50021,14.906,4.6327,0.76354,-0.78192,10.902,0.62875,0.17187,0.12436,0.68097,0.53275,0.60083,0.46976,0.80166
2,5,1,2,2,0.47617,0.6978,0.13709,0.18578,1.9231,0.75929,0.94866,0.50128,0.76664,0.38471,0.80706,5.1278,0.77302,1.1064,0.69698,0.17878,0.21773,0.97237,1.2244,0.49991,4.7779,4.1743,0.77524,-2.718,5.2073,0.77536,0.13356,0.16216,0.74573,0.52543,0.76281,0.68176,0.73982
2,5,1,2,2,0.47085,0.53978,0.1763,0.23638,1.8462,0.71847,0.91527,0.51028,0.83852,0.50781,0.87695,6.1608,0.8303,1.0498,0.66411,0.10335,0.27859,0.98794,0.88203,0.49155,7.2874,5.4758,0.85065,1.9646,7.3018,0.58956,0.13821,0.0978,0.83655,0.53125,0.70299,0.73561,0.9375
2,5,1,3,1,0.4696,1.4768,0.3447,0.14819,3.7083,0.82885,1.0136,0.54604,0.68034,1.1745,0.67238,4.9733,0.8771,0.85235,0.88053,0.00052763,0.13571,0.98203,0.42434,0.4565,6.5966,5.3582,0.77711,1.8029,8.1927,0.84162,0.17347,0.00088848,0.74221,0.53141,0.87229,0.74807,0.31672
2,5,1,3,1,0.47558,1.9154,0.36184,0.16859,4.5385,0.82991,1.0039,0.53833,0.62334,1.2004,0.72014,3.0091,0.67481,0.87307,0.88233,0.00060346,0.11434,0.96722,0.42587,0.46405,6.183,2.8443,0.72128,0.82887,7.0335,0.82175,0.13761,0.0014313,0.69971,0.52496,0.80653,0.74764,0.26449
2,5,1,3,1,0.51102,1.6093,0.36724,0.15451,4.3571,0.75941,1.1458,0.54485,0.68924,1.2157,0.71562,4.8805,0.83572,0.85188,0.87512,0.00049339,0.1004,0.98021,0.40613,0.45766,6.5423,5.1043,0.75838,-2.5956,7.5344,0.79736,0.16623,0.00092795,0.89954,0.48994,0.77883,0.73998,0.27902
2,5,1,3,2,0.49675,0.57898,0.28901,0.14322,1,0.80093,1.0276,0.48828,0.8461,0.97656,0.82014,6.4966,0.90961,1.0932,0.79301,0.17674,0.27672,0.0067616,0.57834,0.51348,4.593,4.5848,0.83613,-0.051698,6.3664,0.75384,0.15258,0.17672,0.78616,0.50501,0.80741,0.77527,0.97656
2,5,1,3,2,0.48726,0.50006,0.30755,0.19963,1,0.80824,0.9627,0.47756,0.89919,0.97656,0.88364,6.4634,0.86067,1.1164,0.78399,0.17591,0.30715,0.0035643,0.50049,0.52445,5.2241,5.2303,0.87148,-0.080721,6.8692,0.80966,0.16871,0.17546,0.90157,0.51475,0.85409,0.85857,0.97656
2,5,1,3,2,0.47587,0.43733,0.35458,0.22472,1,0.80283,0.90989,0.53483,0.89389,1.1626,0.85139,7.6531,0.86134,0.88093,0.86717,0.17661,0.32984,0.0035105,0.43741,0.46746,5.9627,5.9627,0.85623,0.043958,7.7478,0.85755,0.21423,0.17549,0.79854,0.52642,0.77589,0.83191,1.1626
