grp , pp , S , ID , Uq1R , UaccTimeR , Uq3R , UdecTimeR , UpeakVelR , UmaxangleR , UIPerfR , UcircularityR , UMTR , Uq2R , UIPerfEfR , UaccQR , Uq4R
2,7,7,3,0.89757,0.52118,0.98633,0.48251,0.48232,0.2497,9.5953,0.93053,0.27183,0.89243,11.735,0.92961,0.93053
2,7,7,3,0.88236,0.51539,0.91362,0.48864,0.50598,0.17937,10.494,0.90269,0.25718,0.91697,12.16,0.95251,0.87906
2,7,7,3,0.83478,0.55378,0.8841,0.4527,0.78983,0.17454,16.843,0.86342,0.15466,0.92475,21.092,0.83405,0.87757
1,8,1,1,0.85016,0.5203,0.69929,0.48168,0.23823,0.21869,10.517,0.59256,0.96037,0.54005,10.598,1.1113,0.6925
1,8,1,1,0.75033,0.50318,0.6773,0.49925,0.23314,0.15881,12.928,0.56747,0.83452,0.59218,12.516,1.2797,0.62947
1,8,1,1,0.88404,0.50857,0.64088,0.49326,0.28737,0.33822,9.7673,0.68852,0.86538,0.49841,9.9202,1.2201,0.66341
1,8,1,2,0.76362,0.50056,0.66478,0.50126,0.38842,0.25299,7.269,0.70434,0.56586,0.68,7.7039,1.029,0.75762
1,8,1,2,0.88359,0.48712,0.70975,0.51482,0.33415,0.20238,7.7515,0.79374,0.52382,0.72936,8.1431,1.1042,0.80523
1,8,1,2,0.88425,0.48425,0.66446,0.5173,0.30143,0.23625,6.1928,0.76293,0.64967,0.70447,6.335,1.17,0.7518
1,8,1,3,0.79674,0.5288,0.93826,0.47567,0.66288,0.18449,11.633,0.9072,0.22388,0.9614,10.188,0.92176,0.82377
1,8,1,3,0.96461,0.56726,0.9079,0.4379,0.69526,0.19553,13.394,0.94092,0.19425,0.91581,19.273,0.78751,0.95905
1,8,1,3,0.87941,0.51015,0.79246,0.49396,0.56412,0.21284,10.687,0.83592,0.24436,0.85091,13.718,0.98802,0.86499
1,8,4,1,0.84631,0.48009,0.8096,0.52086,0.21736,0.40151,5.0652,0.65239,1.0588,0.50079,5.1897,1.3986,0.5886
1,8,4,1,0.65124,0.49637,0.77413,0.50492,0.21067,0.23895,6.8752,0.65639,1.1497,0.58912,6.8935,1.309,0.59403
1,8,4,1,0.8717,0.48175,0.92418,0.51956,0.20827,0.46854,7.0127,0.69611,1.0999,0.54609,6.8708,1.4891,0.71014
1,8,4,2,0.91517,0.47733,0.81858,0.52446,0.27267,0.22494,7.1492,0.77937,0.62305,0.70309,7.397,1.2622,0.73401
1,8,4,2,0.90619,0.49222,0.86988,0.5102,0.36809,0.16143,9.6765,0.86576,0.41984,0.88219,9.3294,1.0456,0.85187
1,8,4,2,0.81695,0.48841,0.80451,0.51309,0.24835,0.3583,5.9792,0.77421,0.67179,0.69008,6.5134,1.1543,0.75591
1,8,4,3,0.83107,0.60027,0.82778,0.40553,0.8358,0.19961,15.078,0.84201,0.17269,0.90208,14.947,0.6846,0.77749
1,8,4,3,0.86025,0.58662,0.9269,0.41834,0.66968,0.17857,12.88,0.92106,0.2021,0.93233,18.114,0.72466,0.82983
1,8,4,3,0.80612,0.58118,0.84251,0.42397,0.69821,0.16385,13.395,0.8499,0.19426,0.84069,17.241,0.74766,0.85819
1,8,7,1,0.74699,0.48193,0.68417,0.51975,0.24428,0.36779,8.9136,0.63926,0.87763,0.55692,8.9222,1.2464,0.62978
1,8,7,1,0.81757,0.4748,0.74058,0.52695,0.26053,0.38435,9.3159,0.69179,0.82859,0.62474,9.5494,1.3541,0.61637
1,8,7,1,0.76004,0.48318,0.6722,0.5182,0.23776,0.33581,7.3211,0.64989,0.87689,0.57599,7.1484,1.3112,0.62043
1,8,7,2,0.91291,0.47552,0.8619,0.5263,0.29417,0.24164,7.2681,0.80762,0.5555,0.70918,7.4288,1.1466,0.78074
1,8,7,2,0.90145,0.48028,0.80533,0.52196,0.34389,0.39632,8.941,0.83893,0.44868,0.82455,10.043,1.091,0.83266
1,8,7,2,0.92359,0.48566,0.88542,0.51656,0.34865,0.1869,8.8842,0.84553,0.45224,0.79616,9.4246,1.0736,0.81584
1,8,7,3,0.85421,0.57697,0.89078,0.42888,0.79218,0.16438,15.201,0.91228,0.17136,0.9075,15.432,0.7608,0.9194
1,8,7,3,0.86002,0.59046,0.98649,0.41511,0.73677,0.19393,14.49,0.88983,0.17993,0.9419,20.078,0.71933,0.86684
1,8,7,3,0.78648,0.57524,0.88612,0.43032,0.72367,0.16725,14.471,0.89942,0.17998,0.95834,18.325,0.7643,0.92304
1,9,1,1,0.79572,0.4571,0.65927,0.54384,0.17915,0.2842,5.0221,0.72312,1.0719,0.6233,4.8589,1.3078,0.61967
1,9,1,1,0.71128,0.47603,0.63181,0.52491,0.19152,0.25189,5.0366,0.71183,1.0699,0.63898,5.0012,1.2436,0.66358
1,9,1,1,0.70663,0.48596,0.62847,0.51512,0.18869,0.31955,5.7297,0.69637,1.0147,0.54534,5.2202,1.2789,0.61828
1,9,1,2,0.89196,0.51397,0.89793,0.48777,0.28045,0.37277,6.9571,0.8322,0.57828,0.73582,6.5417,0.99063,0.77171
1,9,1,2,0.87388,0.49907,0.88221,0.50262,0.2747,0.25757,6.7592,0.84234,0.59489,0.74192,7.1491,1.0539,0.73656
1,9,1,2,0.92553,0.49179,0.85055,0.51049,0.21539,0.35347,9.1147,0.83632,0.66996,0.71054,9.651,1.0949,0.78022
1,9,1,3,0.84751,0.51379,0.87115,0.4883,0.25909,0.18373,5.4481,0.87792,0.47943,0.87258,6.7242,0.9606,0.81346
1,9,1,3,0.81784,0.511,0.90798,0.49155,0.31197,0.16368,6.627,0.8489,0.39312,0.87703,8.4869,0.96978,0.85286
1,9,1,3,0.86903,0.51923,0.87965,0.48347,0.32738,0.18888,7.0037,0.85807,0.37205,0.85277,9.9926,0.93758,0.8649
1,9,4,1,0.64749,0.50973,0.76441,0.49132,0.23037,0.22405,5.568,0.60766,0.96807,0.61275,5.6847,1.1793,0.56687
1,9,4,1,0.73009,0.49534,0.79184,0.50586,0.24877,0.28753,6.4089,0.73906,0.8366,0.63236,6.44,1.2212,0.57722
1,9,4,1,0.67245,0.50252,0.72277,0.49865,0.24696,0.14217,6.2109,0.65208,0.866,0.64715,6.148,1.1946,0.6478
1,9,4,2,0.8204,0.51287,0.90568,0.4892,0.32496,0.44053,8.2661,0.82837,0.4855,0.75805,9.4377,0.97009,0.70757
1,9,4,2,0.81419,0.50798,0.81664,0.49402,0.32596,0.40077,8.008,0.73581,0.50062,0.69982,8.7467,0.99682,0.67473
1,9,4,2,0.86286,0.51672,0.94767,0.48534,0.33434,0.34305,8.2145,0.83715,0.48827,0.66476,8.8052,0.95863,0.76963
1,9,4,3,0.89157,0.51605,0.88336,0.48756,0.48082,0.19049,9.3808,0.90067,0.27774,0.87509,12.811,0.95863,0.89079
1,9,4,3,0.94319,0.50558,0.81069,0.49841,0.4768,0.17591,10.377,0.91325,0.25089,0.92393,13.202,1.0063,0.8935
1,9,4,3,0.81385,0.5143,0.92647,0.48909,0.43647,0.17442,8.8126,0.9196,0.29573,0.91235,10.385,0.95889,0.85699
1,9,7,1,0.73498,0.49836,0.75508,0.50273,0.23317,0.30387,5.8388,0.69475,0.92183,0.56679,5.4666,1.2028,0.53885
1,9,7,1,0.83399,0.49414,0.78674,0.50701,0.22196,0.49235,6.0974,0.71225,0.87758,0.61534,6.0398,1.2023,0.61859
1,9,7,1,0.81109,0.48216,0.83547,0.51889,0.2102,0.36293,5.5757,0.79416,0.96074,0.6211,5.6312,1.3577,0.62317
1,9,7,2,0.78832,0.50057,0.86704,0.50119,0.30618,0.23498,7.0291,0.77014,0.57619,0.71408,7.5794,1.0494,0.60776
1,9,7,2,0.83969,0.51796,0.88503,0.48428,0.36491,0.25001,8.9503,0.8053,0.45011,0.76935,9.1513,0.94786,0.80373
1,9,7,2,0.85694,0.51853,0.843,0.48351,0.33002,0.2931,8.1932,0.80847,0.49037,0.75706,9.1626,0.94876,0.77965
1,9,7,3,0.85478,0.50446,0.8309,0.49924,0.48317,0.15365,9.6256,0.87952,0.27157,0.9023,11.667,1.0044,0.86012
1,9,7,3,0.8242,0.5143,0.90714,0.49018,0.51642,0.20754,11.642,0.88718,0.2239,0.91392,16.291,0.97735,0.90369
1,9,7,3,0.81065,0.50705,0.90916,0.4968,0.4839,0.14857,10.026,0.88055,0.25971,0.90692,12.542,1.004,0.92749
2,10,1,1,0.78217,0.49972,0.77949,0.50195,0.16017,0.38789,8.9178,0.77288,1.0548,0.59327,8.255,1.1462,0.62664
2,10,1,1,0.77389,0.50333,0.8192,0.49861,0.15001,0.26058,10.339,0.66285,1.0068,0.63816,9.0313,1.0717,0.58959
2,10,1,1,0.81318,0.52937,0.90387,0.47275,0.14677,0.22022,11.298,0.69013,1.0957,0.633,9.9215,1.059,0.746
2,10,1,2,0.90179,0.48629,0.7515,0.51492,0.19803,0.22803,4.8516,0.75347,0.91083,0.64318,4.3735,1.1218,0.74206
2,10,1,2,0.89084,0.5087,0.85227,0.49262,0.22231,0.45472,5.2588,0.82499,0.76326,0.67892,5.4865,0.99675,0.7352
2,10,1,2,0.83955,0.51518,0.87141,0.48634,0.25504,0.32571,6.054,0.79426,0.66257,0.78999,6.1116,0.95909,0.79757
2,10,1,3,0.91546,0.4957,0.83581,0.50595,0.26158,0.38334,4.2986,0.83739,0.60637,0.78452,6.0696,1.0349,0.87182
2,10,1,3,0.81876,0.49622,0.77874,0.50547,0.25606,0.24611,4.412,0.79652,0.59052,0.78267,5.6958,1.0255,0.85971
2,10,1,3,0.85954,0.52263,0.84735,0.47898,0.22922,0.23374,4.192,0.81229,0.62366,0.77312,6.5501,0.93466,0.83221
2,10,4,1,0.86773,0.52568,0.70751,0.47745,0.16285,0.26108,16.641,0.69889,0.96585,0.5759,19.376,1.1851,0.61188
2,10,4,1,0.8307,0.5186,0.73723,0.48258,0.16793,0.38791,6.257,0.72223,1.2533,0.57129,7.5987,1.1729,0.63218
2,10,4,1,0.81707,0.50238,0.80058,0.49968,0.17197,0.33591,10.947,0.74535,1.0967,0.67907,12.522,1.1658,0.64439
2,10,4,2,0.7403,0.50648,0.87873,0.49495,0.21249,0.44656,5.7323,0.76286,0.77293,0.56424,6.5222,1.0605,0.6671
2,10,4,2,0.87759,0.50124,0.8573,0.50001,0.2132,0.70563,5.0011,0.82955,0.80114,0.6397,5.7374,1.0611,0.71442
2,10,4,2,0.83577,0.5001,0.79845,0.50171,0.23319,0.48278,7.2135,0.79629,0.70094,0.68876,7.8604,1.0494,0.73976
2,10,4,3,0.92123,0.50862,0.8058,0.49338,0.31432,0.2766,5.206,0.88396,0.50098,0.81969,7.6413,0.98184,0.85958
2,10,4,3,0.93104,0.51398,0.90585,0.48785,0.28426,0.26812,4.7586,0.83262,0.54705,0.80596,6.9998,0.96107,0.78804
2,10,4,3,0.88557,0.51077,0.892,0.49123,0.30497,0.19305,5.1938,0.77486,0.568,0.73517,7.3941,0.98961,0.7996
2,10,7,1,0.91945,0.52799,0.89175,0.47451,0.27121,0.15579,13.272,0.61785,0.91861,0.57617,15.747,1.2169,0.58205
2,10,7,1,0.88331,0.53849,0.90359,0.46496,0.23622,0.26531,18.332,0.68636,0.76697,0.57034,21.035,1.3285,0.56288
2,10,7,1,0.96839,0.50734,0.85062,0.49426,0.28273,0.2618,8.5113,0.75162,0.92128,0.56998,9.5642,1.3417,0.55426
2,10,7,2,0.74875,0.49554,0.83272,0.50618,0.30836,0.48972,6.8643,0.75054,0.60693,0.64289,8.0904,1.0916,0.66325
2,10,7,2,0.76478,0.50986,0.85545,0.49178,0.30009,0.46276,6.5543,0.77516,0.61195,0.6827,7.1763,1.0227,0.65876
2,10,7,2,0.7488,0.50821,0.94342,0.49345,0.29804,0.52134,6.636,0.75076,0.60413,0.61006,7.7981,1.0441,0.70998
2,10,7,3,0.90757,0.50935,0.85755,0.49272,0.3374,0.33169,5.3878,0.81983,0.4831,0.70295,7.7075,1.0014,0.76495
2,10,7,3,0.98682,0.50358,0.91914,0.49858,0.37086,0.39896,5.6188,0.8453,0.46333,0.74214,8.5024,1.0252,0.71687
2,10,7,3,0.94126,0.50613,0.9964,0.49595,0.34248,0.39994,5.4088,0.86175,0.48105,0.73417,8.9245,1.0129,0.8382
