grp,pp,S,DID,HarmonicityL,HarmonicityR,HarmonicityDownL,HarmonicityDownR,HarmonicityUpL,HarmonicityUpR,CircularityL,CircularityR,fL,fR,IDefL,IDefR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
1,3,2,2,0.61203,0.36914,0.83663,0.53155,0.1045,0.10838,0.8403,0.86935,0.71806,0.71806,3.9436,4.6334,0.23076,0.25508,0.713,0.699,0.321,0.311,0.396,0.389,0.43614,0.45286,3.6458,5.7225,5.531,6.6287,0.82165,0.85251,0.17754,0.23369,0.79841,0.85252,0.7457,0.78978,0.91872,0.91644,0.84991,0.87478,0.21188,0.52256,0.90381,1,0.98759,0.89108,0.14847,0.004138,1.2192,0.74558,0.93668,0.15413,0.031,0.086957
1,3,2,3,0.050895,0.07324,0.060604,0.064504,0.040928,0.081702,0.73878,0.83736,0.49867,0.49867,3.1851,5.1129,0.26551,0.2951,0.975,0.955,0.385,0.388,0.575,0.57,0.39593,0.40055,2.6661,5.5727,3.2668,5.3538,0.75751,0.81967,0.28848,0.28116,0.78984,0.8438,0.72443,0.74564,0.8582,0.91146,0.69241,0.79799,2.9073,0.54244,0.72392,1,0.92518,0.60178,0.050806,0.0068913,1.1195,0.3575,1.0176,0.030414,0.003,0.0061538
1,3,2,3,0.046701,0.092667,0.060635,0.052706,0.034192,0.10195,0.80191,0.84782,0.39725,0.39725,3.954,5.3182,0.22683,0.24289,1.182,1.208,0.531,0.495,0.661,0.715,0.44784,0.40402,2.1992,4.4056,3.3452,4.4025,0.77477,0.80374,0.22161,0.30637,0.74812,0.84383,0.70093,0.7563,0.90799,0.89515,0.78338,0.73964,1.5208,0.3779,0.719,1,0.98023,0.58812,0.085778,0.010555,1.1834,0.28082,1.1256,0.077858,-0.025,-0.042301
1,3,2,3,0.043459,0.090693,0.058975,0.077465,0.036006,0.095619,0.82715,0.86776,0.40409,0.40409,4.0324,5.4851,0.16916,0.205,1.218,1.191,0.479,0.453,0.741,0.745,0.38898,0.38673,2.1342,4.4685,3.3106,4.6054,0.79297,0.80952,0.24539,0.29543,0.79229,0.86482,0.7156,0.73012,0.92054,0.91467,0.76784,0.7881,0.26248,0.67816,0.76229,1,0.97689,0.58842,0.12951,0.013101,1.2205,0.45193,1.1049,0.10495,0.005,0.0082102
1,3,3,1,1,1,1,1,1,1,0.7947,0.83192,1.3563,1.3563,2.9904,3.2718,0.41436,0.42664,0.347,0.353,0.181,0.169,0.178,0.19,0.51126,0.48742,7.4912,7.3639,8.6179,9.2685,0.82776,0.86588,0.19001,0.10019,0.78225,0.87363,0.86692,0.81924,0.85298,0.86652,0.74531,0.82765,0.17373,0.20794,0.82123,1,0.97342,0.99616,0.16325,0.010364,1.1551,0.81743,0.78571,0.17033,0.021,0.12104
1,3,3,1,1,1,1,1,1,1,0.87131,0.85653,1.6927,1.6927,3.3585,3.7322,0.41781,0.40648,0.3,0.303,0.162,0.153,0.155,0.157,0.49614,0.50649,8.6649,8.5791,11.195,12.317,0.90403,0.84618,0.16457,0.14154,0.85747,0.84618,0.91353,0.87235,0.92542,0.84395,0.83028,0.84107,0.28542,0.21211,0.76176,1,0.99831,0.89685,0.07181,0.0087378,1.224,0.89775,0.82966,0.086984,0.008,0.053333
1,3,3,1,1,1,1,1,1,1,0.82487,0.84163,1.7439,1.7439,3.4683,3.5166,0.40796,0.41858,0.29,0.289,0.153,0.158,0.144,0.141,0.50508,0.50714,8.9637,8.9947,11.96,12.168,0.82771,0.85014,0.11163,0.15285,0.81904,0.84342,0.88497,0.89238,0.81341,0.82175,0.79435,0.85312,0.22828,0.36472,0.76333,1,0.99725,0.88924,0.071546,0.0074458,1.1862,0.89295,0.76653,0.077369,0.006,0.041379
1,3,3,2,0.16076,0.10334,0.24101,0.14347,0.12046,0.06211,0.81029,0.84988,0.82397,0.82397,3.3649,4.1658,0.29029,0.33184,0.64,0.636,0.334,0.285,0.315,0.365,0.50154,0.44046,4.0617,6.2893,5.2577,6.5499,0.84071,0.8507,0.19644,0.2171,0.76867,0.84579,0.84366,0.8183,0.92117,0.92851,0.82652,0.81308,0.25636,0.42484,0.72509,1,0.97732,0.92211,-0.014317,0.0046967,1.1702,0.53334,0.98107,-0.009112,-0.008,-0.025
1,3,3,2,0.30249,0.13781,0.58426,0.45373,0.092738,0.038167,0.84581,0.865,0.83705,0.83705,3.6128,4.3645,0.31146,0.3388,0.593,0.575,0.285,0.263,0.289,0.311,0.50245,0.45081,4.3836,6.9565,6.0924,7.5905,0.85146,0.85368,0.18834,0.18998,0.80956,0.83962,0.85644,0.81687,0.88933,0.91305,0.84036,0.84266,0.3978,0.40294,0.74077,1,0.99053,0.95233,-0.013094,0.0074157,1.2122,0.66983,0.96256,-0.009325,-0.013,-0.043845
1,3,3,2,0.40728,0.19206,0.69706,1,0.10435,0.04098,0.8573,0.87754,0.87554,0.87554,3.3789,4.5182,0.2801,0.30924,0.583,0.588,0.278,0.266,0.309,0.322,0.47395,0.45719,4.4588,6.8027,5.7956,7.6841,0.88638,0.86854,0.15994,0.20671,0.84751,0.86964,0.88608,0.82858,0.92143,0.93571,0.79329,0.85828,0.17992,0.49291,0.74545,1,0.97474,0.93874,0.022017,0.009112,1.2273,0.74266,0.94112,0.02008,0.003,0.010292
1,3,3,3,0.048461,0.069481,0.04312,0.065348,0.049463,0.061182,0.8601,0.87808,0.54253,0.54253,3.8737,5.3803,0.28514,0.2876,0.912,0.9,0.439,0.423,0.473,0.516,0.47842,0.45611,2.8503,5.9133,4.2474,5.9781,0.87323,0.85285,0.19605,0.24242,0.85304,0.86115,0.86596,0.81108,0.91825,0.91113,0.82791,0.82599,0.39208,0.45119,0.70844,1,0.99598,0.79613,-0.015323,0.0033823,1.2312,0.3652,1.1424,-0.0072875,-0.026,-0.057018
1,3,3,3,0.033898,0.079977,0.032976,0.056703,0.033657,0.086133,0.8392,0.8858,0.45711,0.45711,3.9983,5.601,0.24383,0.257,1.0685,1.073,0.47,0.4475,0.5925,0.6085,0.43762,0.42022,2.4328,4.9601,3.742,5.2203,0.8222,0.821,0.25581,0.23556,0.85424,0.87911,0.79457,0.77396,0.88037,0.8801,0.76101,0.7894,0.49103,0.37373,0.71126,1,0.98556,0.67137,0.02532,0.004799,1.2362,0.33313,1.1626,0.022023,-0.006,-0.011231
1,3,3,3,0.043155,0.067131,0.054204,0.054454,0.033766,0.067131,0.84434,0.87689,0.46875,0.46875,4.2339,5.6867,0.26056,0.27055,1.018,1.041,0.464,0.432,0.549,0.602,0.46371,0.41702,2.5535,5.1123,4.159,5.4627,0.84253,0.82482,0.25107,0.27348,0.84872,0.84567,0.7887,0.74489,0.92188,0.91483,0.8082,0.79981,0.3258,0.59523,0.69685,1,0.98515,0.68234,0.019507,0.0047547,1.2334,0.30875,1.165,0.013643,-0.046,-0.090373
1,6,1,1,0.11607,0.13895,0.1717,0.33058,0.073342,0.053861,0.78697,0.8254,0.45956,0.45956,3.4567,4.0415,0.17468,0.14866,1.096,1.1105,0.467,0.4335,0.6425,0.672,0.42439,0.3963,2.372,2.3408,3.1543,3.6394,0.76805,0.7933,0.20257,0.22023,0.81488,0.82508,0.67778,0.70889,0.81633,0.89025,0.75465,0.81015,0.16423,0.30601,0.77377,1,0.99425,0.70953,-0.089308,0.0099289,1.1705,0.67557,0.88265,-0.084478,-0.027,-0.04927
1,6,1,1,0.22368,0.18641,0.41252,0.42951,0.08684,0.10082,0.75915,0.75501,0.51945,0.51945,3.4744,4.0203,0.18602,0.17116,0.955,0.972,0.402,0.38,0.553,0.585,0.41848,0.4012,2.7219,2.6743,3.6382,4.1361,0.74859,0.75882,0.21186,0.22336,0.75757,0.75269,0.67083,0.63807,0.81873,0.84198,0.76926,0.78304,0.20165,0.33552,0.76315,1,0.99983,0.81259,-0.044447,0.0071802,1.0859,0.66185,0.80195,-0.044745,-0.018,-0.037696
1,6,1,1,0.23616,0.17736,0.49749,0.3904,0.1393,0.13175,0.79323,0.79204,0.54506,0.54506,4.065,4.1758,0.19809,0.18354,0.9,0.889,0.38,0.353,0.503,0.55,0.42919,0.3923,2.8883,2.924,4.5166,4.6972,0.75766,0.75769,0.21882,0.22973,0.79544,0.77482,0.70095,0.67067,0.80618,0.86532,0.73729,0.77465,0.4152,0.28634,0.76405,1,0.99516,0.87915,-0.02379,0.0071243,1.1468,0.66317,0.87262,-0.037781,-0.017,-0.037778
1,6,1,2,0.086014,0.083606,0.099758,0.16727,0.062461,0.06479,0.82372,0.84939,0.42832,0.42832,3.9439,5.289,0.20014,0.17446,1.164,1.21,0.473,0.429,0.709,0.77,0.40257,0.36794,2.2332,3.3058,3.3883,4.3711,0.80834,0.81736,0.26473,0.35513,0.86488,0.85172,0.71071,0.67572,0.89183,0.95948,0.79136,0.81646,0.25856,0.31071,0.81329,1,0.99022,0.65437,-0.088135,0.0050116,1.2176,0.53894,1.0209,-0.085614,-0.022,-0.037801
1,6,1,2,0.083532,0.1067,0.19593,0.23063,0.03257,0.080427,0.81276,0.82088,0.39063,0.39063,4.3193,4.8781,0.17194,0.15474,1.24,1.238,0.444,0.44,0.769,0.735,0.3641,0.3688,2.0963,3.231,3.4833,3.9403,0.77271,0.80394,0.25467,0.32725,0.80766,0.80504,0.67759,0.62533,0.91329,0.93205,0.78062,0.8124,0.65478,0.4725,0.74171,1,0.99926,0.65938,0.0076574,0.0050213,1.1943,0.56557,0.969,-0.0036639,-0.012,-0.019355
1,6,1,2,0.09721,0.11492,0.15481,0.23144,0.056463,0.081887,0.818,0.8402,0.43403,0.45211,4.1973,4.7755,0.18433,0.17095,1.11,1.112,0.447,0.412,0.662,0.693,0.39905,0.36953,2.3419,3.5971,3.7814,4.2945,0.78691,0.81605,0.2229,0.28303,0.80577,0.82532,0.69689,0.66234,0.90984,0.94194,0.81827,0.82824,0.37632,0.32644,0.75208,1,0.99648,0.70898,0.0055642,0.004289,1.2045,0.59911,0.96595,-0.0052462,-0.01,-0.018018
1,6,1,3,0.064364,0.068966,0.061962,0.071339,0.070514,0.052472,0.81216,0.84505,0.33619,0.33619,4.2521,5.6204,0.16164,0.14065,1.493,1.51,0.507,0.532,0.99,0.958,0.33333,0.35573,1.7411,3.5245,2.8481,3.7221,0.75396,0.80781,0.26338,0.31814,0.8203,0.8326,0.66744,0.67847,0.92454,0.93774,0.71931,0.77978,0.42843,0.41438,0.80024,1,0.99836,0.57725,-0.056413,0.0040777,1.2108,0.47031,1.0557,-0.047385,0.011,0.014735
1,6,1,3,0.05263,0.066133,0.10397,0.078234,0.041252,0.056905,0.8016,0.82521,0.313,0.313,4.3487,5.7848,0.17021,0.13646,1.565,1.568,0.541,0.519,1.062,1.078,0.33287,0.32586,1.661,3.3941,2.7787,3.6893,0.73009,0.77274,0.32983,0.38611,0.79422,0.85471,0.64433,0.63317,0.94029,0.962,0.71389,0.72179,0.58443,0.64666,0.77533,1,0.99975,0.56176,-0.052145,0.0047514,1.2009,0.41549,1.0514,-0.050394,0.018,0.023003
1,6,1,3,0.058546,0.046552,0.060113,0.054559,0.049891,0.032263,0.77922,0.84386,0.29927,0.29927,3.8038,5.8923,0.16936,0.14369,1.473,1.487,0.507,0.512,0.957,0.975,0.35263,0.34348,1.7647,3.579,2.5824,3.9625,0.68675,0.77052,0.31273,0.33388,0.73378,0.8268,0.6022,0.63372,0.85449,0.94098,0.67897,0.73439,0.57929,0.80758,0.76677,1,0.98945,0.48591,-0.049608,0.0049101,1.1951,0.39671,1.0791,-0.039837,0.011,0.014936
1,6,2,1,0.45709,1,0.69562,1,0.07338,0.14757,0.86624,0.88889,0.75605,0.75605,3.881,3.7775,0.24547,0.24464,0.668,0.666,0.332,0.325,0.324,0.337,0.48885,0.49048,3.8914,3.9031,5.81,5.6719,0.85722,0.89285,0.15873,0.18105,0.88712,0.91771,0.89372,0.87392,0.82739,0.85328,0.82353,0.87801,0.2786,0.23065,0.7754,1,0.99961,0.95646,0.05402,0.0051533,1.2503,0.82105,0.91629,0.052846,0.008,0.023952
1,6,2,1,1,1,1,1,0.10216,1,0.87443,0.88877,0.84186,0.84186,3.6174,3.9281,0.26419,0.25233,0.602,0.601,0.305,0.294,0.295,0.305,0.51215,0.4904,4.318,4.3252,6.009,6.536,0.87056,0.89953,0.16598,0.14842,0.89407,0.92509,0.90592,0.88524,0.85024,0.88082,0.84962,0.89401,0.25641,0.23169,0.74976,1,0.99987,0.98599,0.027631,0.0068151,1.253,0.87308,0.88224,0.034483,0.002,0.0066445
1,6,2,1,0.17357,1,0.66518,1,0.071456,0.2128,0.84695,0.8586,0.7019,0.7019,3.669,3.7934,0.22902,0.20828,0.7185,0.7145,0.3585,0.3325,0.375,0.388,0.48215,0.46843,3.6179,3.6382,5.1065,5.3092,0.84515,0.8602,0.17284,0.18656,0.83628,0.85848,0.81194,0.84162,0.86976,0.88172,0.86666,0.85823,0.19355,0.19905,0.80514,1,0.99944,0.93791,-0.096629,0.0090184,1.2123,0.84666,0.84773,-0.093515,-0.021,-0.058455
1,6,2,2,0.17515,0.25006,0.4099,0.63189,0.099795,0.086309,0.87708,0.86758,0.58129,0.58129,4.4652,4.4888,0.20789,0.20713,0.859,0.85,0.385,0.379,0.453,0.467,0.45,0.44983,3.0261,4.7059,5.1981,5.2809,0.86276,0.86792,0.22232,0.22349,0.91944,0.88345,0.84016,0.8299,0.86173,0.90759,0.86515,0.85442,0.31031,0.36556,0.74351,1,0.9976,0.89723,-9.74e-05,0.0037014,1.2471,0.74229,0.9554,-0.0040238,-0.004,-0.0093132
1,6,2,2,0.21798,0.52461,0.49329,0.74195,0.097123,0.085794,0.83447,0.87449,0.61678,0.61678,4.1659,4.6247,0.21601,0.21134,0.805,0.8135,0.3715,0.368,0.4405,0.44,0.4567,0.45909,3.2291,4.9171,5.175,5.685,0.83926,0.85162,0.19938,0.23284,0.85956,0.8629,0.81047,0.79917,0.84025,0.88462,0.83459,0.85743,0.33828,0.22849,0.75143,1,0.98036,0.80492,0.02218,0.0056257,1.2159,0.7552,0.92366,0.009559,0.0005,0.0012422
1,6,2,2,0.141,0.24748,0.23633,0.54189,0.078066,0.15034,0.8375,0.86665,0.53074,0.53074,3.968,4.8005,0.20937,0.18375,0.951,0.939,0.401,0.407,0.554,0.544,0.4187,0.42447,2.7334,4.2599,4.1724,5.1124,0.79963,0.83719,0.24415,0.22886,0.83775,0.85469,0.72507,0.77225,0.85798,0.90012,0.81879,0.82778,0.28828,0.6044,0.83643,1,0.99998,0.82847,-0.12988,0.0077284,1.2312,0.69177,0.9644,-0.11742,-0.033,-0.069401
1,6,2,3,0.074369,0.089957,0.047975,0.09409,0.12744,0.07063,0.8092,0.82836,0.30353,0.30353,3.0179,5.5389,0.17157,0.14741,1.526,1.545,0.507,0.531,0.999,0.988,0.34235,0.35537,1.7034,3.4446,1.9777,3.585,0.76118,0.80007,0.29562,0.33554,0.85453,0.85327,0.74605,0.65715,0.93415,0.91755,0.65279,0.76847,0.60164,1.7289,0.7453,1,0.98312,0.48599,-0.057388,0.015419,1.1741,0.46006,1.0292,-0.030764,0.016,0.02097
1,6,2,3,0.11426,0.1034,0.069935,0.11658,0.12792,0.07809,0.81227,0.86003,0.37435,0.37435,3.9596,5.6515,0.17897,0.15642,1.343,1.3025,0.498,0.495,0.8475,0.8125,0.36418,0.38875,1.9356,4.0859,2.9483,4.339,0.79293,0.82778,0.2757,0.30949,0.86574,0.85423,0.73148,0.70302,0.86897,0.91965,0.7486,0.80137,0.29462,0.36078,0.75856,1,0.97938,0.55867,-0.075447,0.010921,1.2165,0.52548,1.0329,-0.044756,0.0065,0.0096798
1,6,2,3,0.083453,0.07603,0.10571,0.11104,0.06233,0.046532,0.84158,0.86994,0.38726,0.38726,4.021,5.5739,0.17934,0.16249,1.26,1.271,0.4835,0.483,0.776,0.7945,0.38008,0.38498,2.0631,4.1872,3.1913,4.3854,0.81345,0.80898,0.23531,0.31178,0.88396,0.85832,0.75089,0.74005,0.8891,0.92865,0.76145,0.79363,0.31418,1.1147,0.75516,1,0.98852,0.59943,-0.049765,0.0099156,1.238,0.54402,1.0502,-0.034886,0.0085,0.013492
1,6,3,1,0.59786,1,1,1,0.10641,0.091122,0.84281,0.87346,0.78125,0.78125,3.6585,4.4846,0.24899,0.24547,0.649,0.657,0.32,0.319,0.328,0.331,0.48882,0.48513,4.0053,3.9566,5.6372,6.8259,0.8283,0.87153,0.15642,0.17319,0.83863,0.88117,0.84886,0.83577,0.82854,0.85719,0.80345,0.88648,0.19959,0.25364,0.77026,1,0.99597,0.94807,0.10417,0.0078766,1.2188,0.79945,0.89754,0.10248,0.02,0.061633
1,6,3,1,0.68107,1,1,1,0.15222,0.56121,0.88672,0.90529,0.80218,0.80218,4.3152,4.2225,0.24545,0.23745,0.631,0.631,0.325,0.301,0.305,0.322,0.51002,0.47939,4.1196,4.1196,6.8386,6.6917,0.88748,0.90766,0.17994,0.17326,0.88247,0.89134,0.87839,0.89793,0.8697,0.92925,0.90429,0.90043,0.28335,0.20065,0.76371,1,0.99908,0.9664,0.033727,0.0038734,1.2696,0.87781,0.90905,0.031956,0,0
1,6,3,1,0.60956,1,1,1,0.090819,0.048162,0.88711,0.89031,0.80218,0.80218,3.6041,4.1645,0.26656,0.2482,0.62,0.617,0.318,0.3,0.302,0.311,0.51586,0.49425,4.1927,4.2131,5.8131,6.7496,0.89269,0.89287,0.17717,0.19274,0.8722,0.87664,0.90328,0.88026,0.89221,0.91782,0.89269,0.90418,0.27638,0.1924,0.74781,1,0.99885,0.98452,-0.015539,0.0068488,1.2624,0.85904,0.89751,-0.015347,-0.013,-0.041935
1,6,3,2,0.15628,0.30488,0.46557,0.61806,0.07899,0.1006,0.86827,0.88752,0.60705,0.60705,3.7382,4.9706,0.21611,0.21612,0.824,0.821,0.3905,0.378,0.426,0.44,0.47439,0.45403,3.1547,4.8722,4.5367,6.0545,0.86203,0.87206,0.20859,0.21842,0.86342,0.86709,0.83792,0.82368,0.88893,0.9171,0.85551,0.88429,0.34392,0.17848,0.74644,1,0.98972,0.82519,0.019055,0.011399,1.2463,0.74069,0.96462,-0.003246,0.006,0.014563
1,6,3,2,0.20877,0.24337,0.31107,0.45847,0.055376,0.12645,0.82609,0.87603,0.54506,0.54506,4.0161,4.7491,0.21127,0.20474,0.904,0.895,0.409,0.395,0.497,0.501,0.46366,0.43493,2.8755,4.4693,4.4426,5.3062,0.80002,0.86329,0.21728,0.24344,0.80719,0.87075,0.7518,0.77446,0.84148,0.92543,0.80748,0.87386,0.39386,0.30702,0.74672,1,0.98959,0.77214,-0.0085187,0.0090278,1.2191,0.66127,0.97029,-0.0017685,-0.004,-0.0088496
1,6,3,2,0.1722,0.46886,0.49055,0.63436,0.069133,0.087485,0.8566,0.90896,0.63345,0.63345,3.9172,4.7727,0.23693,0.22346,0.797,0.796,0.377,0.3695,0.4085,0.4155,0.48461,0.46741,3.2617,5.0252,4.9152,5.9959,0.8417,0.90562,0.20746,0.27611,0.82004,0.90469,0.80524,0.8662,0.88011,0.93673,0.85757,0.92047,0.24741,0.37352,0.76509,1,0.99632,0.86987,-0.067668,0.006649,1.2509,0.73854,0.96963,-0.061324,-0.019,-0.047679
1,6,3,3,0.078133,0.045512,0.038567,0.045512,0.11386,0.042731,0.87843,0.85855,0.41853,0.41853,4.597,5.7684,0.2192,0.19987,1.16,1.174,0.494,0.48,0.665,0.682,0.4211,0.41591,2.2409,4.5332,3.9629,4.9135,0.8543,0.8178,0.25331,0.34822,0.87851,0.84895,0.782,0.70364,0.89409,0.88895,0.83953,0.82044,0.39357,0.90087,0.76517,1,0.99973,0.70756,-0.074325,0.0083751,1.2557,0.42384,1.1286,-0.055416,-0.013,-0.022414
1,6,3,3,0.10355,0.092284,0.12743,0.096482,0.061251,0.075323,0.86213,0.89996,0.46794,0.46794,4.2497,5.6595,0.20931,0.19573,1.103,1.087,0.485,0.461,0.595,0.625,0.44831,0.43107,2.3567,4.896,3.8529,5.2065,0.84011,0.88511,0.23405,0.27567,0.85175,0.90211,0.77579,0.80581,0.88205,0.94377,0.83272,0.88219,0.46334,0.7136,0.7381,1,0.99854,0.74237,-0.027181,0.0067308,1.2641,0.54641,1.0901,-0.023536,0,0
1,6,3,3,0.086785,0.089196,0.10891,0.098798,0.073307,0.078065,0.86097,0.88272,0.46064,0.46064,4.484,5.442,0.21564,0.19527,1.091,1.098,0.472,0.474,0.615,0.623,0.44,0.43796,2.3826,4.8469,4.11,4.9563,0.82786,0.85564,0.21578,0.27977,0.85416,0.86503,0.76998,0.77325,0.87114,0.93203,0.81658,0.87288,0.40664,0.68932,0.73801,1,0.99971,0.7501,-0.039067,0.0069635,1.2484,0.48806,1.1043,-0.025207,-0.005,-0.0091659
1,8,1,1,1,1,1,1,1,1,0.8026,0.83429,1.4648,1.4648,2.6702,3.0617,0.46175,0.4289,0.342,0.343,0.182,0.176,0.163,0.166,0.52522,0.51929,7.6008,7.5786,7.8076,8.9263,0.75849,0.85136,0.18273,0.11451,0.71286,0.85403,0.98969,0.82524,0.77847,0.80241,0.73254,0.87514,0.21723,0.23407,0.74889,1,0.98979,0.97096,0.1364,0.0036248,1.1508,0.86227,0.76767,0.13,0.015,0.087719
1,8,1,1,1,1,1,1,1,1,0.85849,0.84747,1.5625,1.5625,3.259,3.0095,0.52877,0.49629,0.316,0.317,0.166,0.167,0.149,0.151,0.52866,0.52681,8.2261,8.2002,10.313,9.4935,0.88366,0.88198,0.13056,0.17969,0.85476,0.87853,0.91559,0.84611,0.88201,0.81683,0.88537,0.93085,0.15892,0.13949,0.84772,1,0.9989,0.88984,0.089127,0.0033717,1.2171,0.93492,0.77107,0.085732,0.01,0.063291
1,8,1,1,1,1,1,1,1,1,0.83863,0.87811,1.5259,1.5259,2.5382,2.9729,0.46978,0.48777,0.332,0.333,0.176,0.173,0.157,0.157,0.53271,0.52493,7.8297,7.8062,7.6452,8.9277,0.86317,0.9026,0.14056,0.13469,0.8599,0.91267,0.87372,0.87399,0.81868,0.83803,0.90072,0.95819,0.16959,0.1729,0.74576,1,0.98558,0.96784,0.0049624,0.0069116,1.2248,0.9368,0.76426,0.0097846,0.001,0.0060241
1,8,1,2,0.071791,0.078269,0.10042,0.086345,0.032397,0.064591,0.78795,0.8153,0.65104,0.65104,3.5347,4.5889,0.3209,0.3241,0.759,0.7795,0.294,0.293,0.464,0.485,0.37984,0.3674,3.4251,5.1318,4.6573,5.8872,0.80359,0.78724,0.22302,0.25076,0.84088,0.85367,0.65727,0.62432,0.86559,0.8412,0.80553,0.78071,2.801,0.76612,0.7478,1,0.98983,0.85597,0.029279,0.0034389,1.1585,0.36984,1.0246,0.024761,0.005,0.013175
1,8,1,2,0.11477,0.09988,0.14703,0.11628,0.045665,0.066109,0.78849,0.7564,0.53478,0.53478,3.9443,4.2963,0.21137,0.23392,0.912,0.903,0.28,0.321,0.623,0.592,0.32202,0.35105,2.8503,4.4297,4.3249,4.7578,0.77148,0.73348,0.26937,0.29642,0.89729,0.84348,0.67565,0.63103,0.87182,0.80738,0.7361,0.70155,0.36858,0.52354,0.82788,1,0.99806,0.85949,0.079434,0.004102,1.1179,0.47344,0.91055,0.080097,0.024,0.052632
1,8,1,2,0.20348,0.29233,0.37351,1,0.11279,0.17522,0.82406,0.84247,0.61035,0.61035,3.3338,4.4691,0.20774,0.22537,0.816,0.821,0.297,0.329,0.507,0.501,0.36421,0.38009,3.1856,4.8721,4.0855,5.4434,0.84022,0.82247,0.24528,0.22481,0.92853,0.91633,0.72104,0.75575,0.89782,0.84705,0.8254,0.77176,0.32897,0.33381,0.79974,1,0.98081,0.80164,0.10757,0.0090378,1.1841,0.68334,0.91386,0.09919,0.022,0.053922
1,8,1,3,0.034274,0.038879,0.017521,0.019949,0.052955,0.046121,0.78319,0.81472,0.44389,0.44389,3.8696,5.299,0.24977,0.26122,1.147,1.126,0.35,0.419,0.753,0.732,0.32045,0.35418,2.2663,4.7264,3.3737,4.7061,0.72792,0.71912,0.29763,0.2856,0.86909,0.86008,0.66306,0.65462,0.81772,0.81759,0.68329,0.68593,0.40703,0.5775,0.77315,1,0.99349,0.68464,0.034083,0.002566,1.1709,0.22238,1.1052,0.028269,0.037,0.064516
1,8,1,3,0.076154,0.0624,0.065294,0.054954,0.082193,0.066306,0.77587,0.83438,0.37042,0.37042,3.8696,5.5582,0.16873,0.1849,1.286,1.284,0.398,0.437,0.877,0.867,0.32187,0.32717,2.0214,4.1448,3.009,4.3288,0.74164,0.74159,0.27612,0.35245,0.88549,0.9191,0.63843,0.66784,0.85783,0.85003,0.71392,0.69697,0.39149,0.85356,0.86718,1,0.97529,0.54421,0.090699,0.0043401,1.18,0.3915,1.0428,0.07951,0.014,0.021773
1,8,1,3,0.033661,0.045251,0.022918,0.035132,0.034883,0.061952,0.72608,0.82442,0.42969,0.42969,3.0278,5.7346,0.19715,0.22361,1.1315,1.173,0.3605,0.4125,0.7755,0.7425,0.31702,0.34665,2.2976,4.5371,2.6762,4.8889,0.70613,0.72487,0.27899,0.33763,0.82609,0.88056,0.60421,0.69522,0.76478,0.82048,0.67711,0.67765,0.61895,0.64899,0.80301,1,0.93131,0.54029,0.074984,0.0065892,1.12,0.36397,1.029,0.045733,0.033,0.05833
1,8,2,1,1,1,1,1,1,1,0.83373,0.88801,1.8029,1.8029,2.7663,3.4994,0.53716,0.51393,0.28,0.279,0.155,0.146,0.129,0.135,0.54577,0.51877,9.2838,9.3171,9.8798,12.543,0.86372,0.87963,0.1139,0.13962,0.77548,0.88846,0.95267,0.84642,0.88673,0.85062,0.86317,0.9536,0.25117,0.24435,0.76395,1,0.95583,0.95998,0.053734,0.0078045,1.2211,0.94035,0.80597,0.049177,0.005,0.035714
1,8,2,1,1,1,1,1,1,1,0.8643,0.83926,1.9531,1.9531,3.1161,3.2295,0.54334,0.5149,0.261,0.26,0.147,0.141,0.116,0.121,0.55094,0.53992,9.9596,9.9979,11.939,12.421,0.90033,0.84111,0.076242,0.14606,0.80597,0.84402,0.90683,0.82389,0.91419,0.84352,0.92367,0.87916,0.17416,0.16378,0.80001,1,0.99143,0.74784,0.085801,0.0064414,1.2088,0.91094,0.79402,0.081321,0.007,0.05364
1,8,2,1,1,1,1,1,1,1,0.85511,0.82016,2.1484,2.2461,3.4654,3.0797,0.59184,0.62126,0.226,0.228,0.13,0.125,0.11,0.1065,0.55323,0.54126,11.502,11.401,15.334,13.507,0.82344,0.77906,0.17259,0.13833,0.79011,0.76437,0.90731,0.78352,0.89829,0.76674,0.83599,0.81868,0.26787,0.14195,0.7534,1,0.99034,0.67573,0.03798,0.0075211,1.1823,0.89401,0.79025,0.047536,0.0025,0.022124
1,8,2,2,1,1,1,1,0.29671,1,0.85287,0.88849,0.83705,0.83705,3.9112,4.3893,0.26673,0.27266,0.594,0.596,0.279,0.293,0.323,0.321,0.46073,0.47832,4.3762,6.7114,6.5844,7.3646,0.87311,0.89449,0.16702,0.17198,0.88352,0.9382,0.82128,0.89774,0.84627,0.84654,0.8817,0.87082,0.21148,0.2499,0.78142,1,0.99181,0.95494,-0.050167,0.0046317,1.2411,0.80287,0.91089,-0.042993,-0.005,-0.016835
