grp,pp,S,DID,HarmonicityL,HarmonicityR,HarmonicityDownL,HarmonicityDownR,HarmonicityUpL,HarmonicityUpR,CircularityL,CircularityR,fL,fR,IDefL,IDefR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
1,8,2,2,1,1,1,1,0.11345,1,0.85268,0.88569,0.86806,0.86806,3.9463,4.3997,0.2762,0.28241,0.579,0.582,0.2685,0.2625,0.307,0.306,0.46701,0.45631,4.4896,6.8729,6.8158,7.5597,0.83586,0.90049,0.17917,0.18702,0.83458,0.93892,0.8017,0.87742,0.8552,0.8486,0.84179,0.8863,0.24415,0.2551,0.76052,1,0.99923,0.99469,-0.053155,0.0048153,1.227,0.81103,0.90339,-0.047142,-0.007,-0.02418
1,8,2,2,1,1,1,1,1,1,0.86899,0.85919,1.0173,1.0173,3.3442,4.1804,0.30171,0.31343,0.503,0.495,0.25,0.263,0.25,0.258,0.50862,0.51832,5.1679,8.0808,6.6485,8.4453,0.8667,0.86227,0.14254,0.16558,0.812,0.87971,0.87583,0.83761,0.87662,0.81808,0.81155,0.8736,0.22297,0.14424,0.76885,1,0.99473,0.99629,-0.020377,0.0025213,1.2179,0.83031,0.8778,-0.010813,-0.003,-0.011928
1,8,2,3,0.057099,0.037913,0.059822,0.022282,0.056161,0.049815,0.7907,0.833,0.43403,0.43403,4.0412,5.5338,0.21651,0.21705,1.195,1.178,0.37,0.41,0.808,0.786,0.3218,0.35115,2.1753,4.5178,3.3817,4.6976,0.74141,0.7479,0.29548,0.33127,0.82417,0.87688,0.63589,0.65737,0.86772,0.85187,0.71183,0.73733,0.96616,0.73552,0.76304,1,0.99279,0.67046,0.021378,0.0024254,1.194,0.30291,1.0825,0.018511,0.03,0.050209
1,8,2,3,0.054339,0.050656,0.045625,0.040292,0.072009,0.066787,0.77796,0.83732,0.39405,0.39405,3.5887,5.5576,0.20378,0.20359,1.194,1.234,0.395,0.433,0.812,0.787,0.32929,0.34964,2.1771,4.3127,3.0056,4.5038,0.77638,0.75938,0.25892,0.32177,0.87678,0.89288,0.68044,0.6807,0.88971,0.84034,0.72485,0.73398,1.4445,2.9087,0.78191,1,0.95696,0.53884,0.045161,0.0040614,1.1732,0.35545,1.0517,0.04688,0.022,0.036851
1,8,2,3,0.064508,0.03717,0.016925,0.022448,0.12401,0.055782,0.78867,0.84456,0.34102,0.34102,3.8596,5.6632,0.18632,0.18539,1.4535,1.4685,0.4435,0.5045,0.987,0.9665,0.313,0.33936,1.7884,3.6241,2.6554,3.8565,0.78404,0.78022,0.28975,0.35411,0.90031,0.92655,0.67425,0.71104,0.89602,0.87563,0.70737,0.73594,0.88486,0.72479,0.78755,1,0.99008,0.5445,0.035204,0.0025811,1.1956,0.28978,1.0768,0.028556,0.0115,0.015824
1,8,3,1,1,1,1,1,1,1,0.79506,0.82166,2.0419,2.0419,2.2695,2.8538,0.58531,0.57181,0.241,0.241,0.131,0.126,0.114,0.119,0.53409,0.52091,10.786,10.786,9.4169,11.841,0.83,0.8791,0.1693,0.10345,0.68282,0.74778,0.8525,0.78332,0.88895,0.89692,0.84397,0.92509,0.26686,0.70186,0.76016,1,0.98928,0.85229,0.041739,0.019952,1.1596,0.90066,0.73469,0.050667,0.004,0.033195
1,8,3,1,1,1,1,1,1,1,0.84006,0.84056,2.1307,2.1307,2.834,2.7057,0.61536,0.60474,0.238,0.237,0.1345,0.1285,0.107,0.11,0.55026,0.5402,10.922,10.968,11.908,11.417,0.84701,0.87243,0.11728,0.16321,0.77884,0.91627,0.9263,0.88645,0.86161,0.82538,0.84701,0.93268,0.21488,0.18936,0.75556,1,0.9871,0.68998,0.057851,0.013281,1.1992,0.93822,0.76836,0.052952,0.005,0.042017
1,8,3,1,1,1,1,1,1,1,0.78197,0.84494,2.0419,2.0419,2.8691,3.2078,0.57471,0.60086,0.2475,0.2465,0.1475,0.1335,0.1135,0.119,0.56594,0.5346,10.503,10.546,11.592,13.013,0.72348,0.87007,0.10615,0.11119,0.68737,0.87007,0.81328,0.78332,0.81582,0.84927,0.74554,0.91196,0.17024,0.13957,0.74659,1,0.99767,0.81413,-0.019873,0.010813,1.1585,0.86283,0.77346,-0.025906,-0.002,-0.016162
1,8,3,2,1,1,1,1,1,1,0.88084,0.86341,0.89844,0.89844,3.9688,4.1603,0.25573,0.29964,0.559,0.5575,0.2835,0.2805,0.2755,0.2875,0.50618,0.483,4.6502,7.1749,7.0998,7.4625,0.89783,0.86247,0.1826,0.1594,0.90109,0.89995,0.86705,0.87741,0.87741,0.83694,0.91428,0.83379,0.25023,0.17073,0.76017,1,0.99519,0.97968,-0.014289,0.005294,1.2304,0.83371,0.88474,-0.016654,-0.0045,-0.0161
1,8,3,2,1,1,1,1,1,1,0.8339,0.88857,0.93587,0.93587,3.9734,4.3761,0.25906,0.30949,0.519,0.517,0.258,0.262,0.273,0.258,0.49351,0.50088,5.0086,7.7369,7.6559,8.4644,0.8305,0.88778,0.15032,0.1448,0.83153,0.92811,0.81012,0.90688,0.83189,0.85321,0.83593,0.87101,0.1735,0.15283,0.76,1,0.97066,0.95338,0.01553,0.0043668,1.2188,0.83204,0.88029,0.019253,0.002,0.0077071
1,8,3,2,1,1,1,1,1,1,0.87251,0.88283,1.019,1.019,3.1005,4.4866,0.27571,0.32671,0.4945,0.4995,0.256,0.256,0.24,0.2435,0.517,0.51201,5.2568,8.008,6.2701,8.9821,0.91836,0.87657,0.21284,0.14971,0.92213,0.90487,0.85515,0.88726,0.80309,0.82996,0.94435,0.87527,0.23631,0.3514,0.75539,1,0.97525,0.97912,-0.026966,0.01123,1.2499,0.88198,0.86899,-0.036387,-0.002,-0.008089
1,8,3,3,0.050713,0.070194,0.059458,0.095154,0.029842,0.043908,0.83284,0.85966,0.49825,0.49825,4.9158,5.4201,0.22794,0.23891,1.012,1.003,0.374,0.372,0.611,0.652,0.37347,0.36653,2.5686,5.306,4.8575,5.4039,0.77731,0.82233,0.25735,0.29314,0.83969,0.90167,0.71819,0.72547,0.86504,0.90408,0.74104,0.79059,0.734,1.2313,0.76391,1,0.99977,0.7884,-0.031043,0.001899,1.2344,0.35319,1.1143,-0.025415,-0.004,-0.0079051
1,8,3,3,0.08998,0.11801,0.11475,0.10302,0.054983,0.12265,0.84067,0.86698,0.40211,0.40211,4.2326,5.5561,0.16721,0.18779,1.182,1.177,0.448,0.453,0.732,0.74,0.38924,0.37889,2.1992,4.5216,3.5808,4.7205,0.82977,0.83027,0.24101,0.30172,0.90954,0.97304,0.78956,0.80839,0.88529,0.87136,0.75247,0.75495,0.40627,1.1471,0.75416,1,0.99477,0.64159,0.031005,0.0039284,1.2319,0.47587,1.0554,0.021907,0.014,0.023689
1,8,3,3,0.10116,0.13673,0.17902,0.13563,0.069051,0.094868,0.85388,0.88043,0.47743,0.47743,4.5853,5.4887,0.17767,0.20602,1.033,1.028,0.4,0.3975,0.639,0.6345,0.37976,0.38464,2.5164,5.177,4.4388,5.3392,0.82835,0.83871,0.26258,0.28178,0.87203,0.93406,0.77024,0.80587,0.89365,0.88585,0.78199,0.7868,0.69391,1.0482,0.78022,1,0.99331,0.72012,0.047683,0.0035031,1.2533,0.53334,1.0637,0.036418,0.012,0.023233
1,9,1,1,0.50367,0.3454,1,1,0.04362,0.17097,0.84886,0.83018,0.66817,0.66817,3.5083,4.1904,0.18161,0.20238,0.755,0.755,0.342,0.291,0.436,0.455,0.44332,0.38109,3.443,3.443,4.6468,5.5501,0.85113,0.81509,0.22285,0.20605,0.81323,0.87785,0.79695,0.7723,0.92418,0.86656,0.83385,0.76908,0.17475,0.19632,0.80824,1,0.99917,0.93332,0.11962,0.0093446,1.2082,0.76566,0.8815,0.11399,0.015,0.039735
1,9,1,1,1,1,1,1,1,1,0.81453,0.86101,0.939,0.939,3.1149,3.5878,0.23734,0.2493,0.558,0.5575,0.2735,0.2655,0.288,0.295,0.47961,0.47477,4.6585,4.6627,5.5822,6.4355,0.81315,0.86252,0.14755,0.15444,0.77896,0.85687,0.86423,0.85463,0.8639,0.89207,0.76227,0.82494,0.25133,0.18191,0.76353,1,0.98605,0.97425,-0.02483,0.004585,1.185,0.87189,0.79388,-0.029915,-0.009,-0.032258
1,9,1,1,1,1,1,1,1,1,0.81799,0.81887,1.1719,1.1719,3.127,3.6077,0.3081,0.31932,0.4285,0.425,0.218,0.2135,0.2075,0.2215,0.50635,0.48616,6.0666,6.1164,7.2978,8.4887,0.78872,0.81856,0.16368,0.12278,0.73891,0.8019,0.8343,0.81664,0.82896,0.81154,0.74573,0.8306,0.15362,0.18376,0.75802,1,0.99933,0.98444,-0.046204,0.0055842,1.1627,0.8053,0.81162,-0.041198,-0.008,-0.03734
1,9,1,2,0.18414,0.21008,0.3783,0.23003,0.1348,0.16513,0.86366,0.85581,0.54253,0.54253,4.0793,4.7543,0.15703,0.19181,0.924,0.926,0.355,0.346,0.571,0.576,0.38188,0.38078,2.8133,4.3197,4.4149,5.1343,0.87359,0.83741,0.21662,0.22477,0.93246,0.9196,0.7966,0.79714,0.91061,0.89791,0.83262,0.77623,0.5991,0.63596,0.75946,1,0.99155,0.77765,0.041699,0.0096404,1.2305,0.7575,0.9257,0.031255,0,0
1,9,1,2,0.49522,0.34049,0.66619,0.50824,0.12753,0.17918,0.85497,0.8575,0.65984,0.65984,3.4694,4.1646,0.19264,0.22382,0.774,0.772,0.325,0.318,0.442,0.456,0.42119,0.40944,3.3585,5.1813,4.4824,5.3946,0.87799,0.84231,0.19305,0.20118,0.89072,0.87322,0.86461,0.80052,0.90554,0.91104,0.8251,0.80195,0.18777,0.43365,0.7493,1,0.98553,0.85028,0.019058,0.0077867,1.2084,0.78855,0.89209,0.010725,-0.01,-0.02584
1,9,1,2,1,0.7355,1,1,0.14574,0.12334,0.87003,0.89969,0.73242,0.73242,3.6976,4.4267,0.22478,0.23761,0.691,0.691,0.306,0.305,0.385,0.388,0.43732,0.43634,3.7619,5.7887,5.351,6.4062,0.86412,0.89226,0.18774,0.18981,0.87066,0.92382,0.83292,0.87417,0.90797,0.92366,0.84332,0.85743,0.19344,0.6449,0.74904,1,0.98452,0.89159,-0.0021497,0.0064906,1.2548,0.8251,0.92768,-0.0083972,-0.007,-0.02026
1,9,1,3,0.066774,0.074333,0.055059,0.062717,0.06039,0.08098,0.79059,0.83572,0.34759,0.34759,3.717,5.3836,0.11373,0.1403,1.407,1.432,0.49,0.458,0.933,0.97,0.34116,0.32027,1.8475,3.7164,2.6418,3.7595,0.78706,0.79002,0.25051,0.31728,0.84042,0.92608,0.7684,0.74548,0.85158,0.88358,0.64225,0.70089,0.282,0.59223,0.75586,1,0.98182,0.53032,0.03643,0.0078611,1.176,0.56201,0.96838,0.020355,-0.001,-0.0014215
1,9,1,3,0.088021,0.074303,0.096591,0.067769,0.067024,0.082677,0.76256,0.82715,0.39378,0.39378,3.1724,5.5043,0.13684,0.16185,1.275,1.27,0.419,0.427,0.837,0.86,0.33699,0.33514,2.0388,4.1905,2.4881,4.3341,0.75161,0.77312,0.23098,0.31663,0.86141,0.91163,0.69287,0.74829,0.75918,0.83357,0.72339,0.64654,0.44648,0.30581,0.7487,1,0.93236,0.50364,0.054352,0.017711,1.1432,0.56138,0.95849,0.027955,-0.009,-0.014118
1,9,1,3,0.14286,0.13055,0.16342,0.1219,0.11926,0.14033,0.77655,0.85265,0.41316,0.41316,3.4243,5.0716,0.14438,0.16746,1.194,1.204,0.414,0.425,0.791,0.766,0.33534,0.35773,2.1771,4.4204,2.8679,4.2124,0.7667,0.83107,0.25403,0.2671,0.8751,0.92321,0.70177,0.79062,0.79614,0.90358,0.7277,0.74443,0.39532,0.35988,0.74134,1,0.95411,0.55605,-0.012727,0.010857,1.1699,0.61024,0.93884,-0.0079276,-0.0135,-0.022613
1,9,2,1,1,1,1,1,1,1,0.84195,0.8862,1.8029,1.8029,3.109,3.8076,0.45953,0.5127,0.287,0.286,0.151,0.149,0.139,0.138,0.52069,0.52336,9.0574,9.089,10.833,13.313,0.83781,0.88786,0.18296,0.12229,0.75495,0.93658,0.97163,0.8947,0.88189,0.84276,0.77798,0.89583,0.17918,0.20254,0.80182,1,0.99114,0.90365,-0.087871,0.0066726,1.221,0.91632,0.82176,-0.07927,-0.009,-0.062718
1,9,2,1,1,1,1,1,1,1,0.8327,0.84621,1.6741,1.6741,3.3666,3.7701,0.44497,0.46339,0.295,0.298,0.155,0.158,0.14,0.137,0.52381,0.53103,8.8117,8.723,11.412,12.651,0.84199,0.84541,0.14933,0.10308,0.7819,0.81452,0.86322,0.86589,0.84536,0.84157,0.83914,0.87068,0.14938,0.14861,0.76553,1,0.9963,0.91298,-0.10407,0.012467,1.1911,0.88306,0.8041,-0.083058,-0.007,-0.047458
1,9,2,1,1,1,1,1,1,1,0.83872,0.8736,1.5625,1.5625,2.9854,3.5196,0.40289,0.4304,0.316,0.314,0.167,0.17,0.149,0.145,0.5302,0.53287,8.2261,8.2785,9.4475,11.209,0.86363,0.86531,0.19149,0.13267,0.81518,0.85716,0.88061,0.8438,0.90918,0.86319,0.87329,0.90948,0.16893,0.17883,0.74594,1,0.98819,0.95736,0.00065579,0.009442,1.2179,0.93013,0.7901,-0.015708,-0.001,-0.0063291
1,9,2,2,1,1,1,1,1,1,0.82403,0.85964,1.0615,1.0615,3.929,4.3645,0.32047,0.33445,0.478,0.471,0.233,0.238,0.245,0.242,0.46292,0.4774,5.4382,8.4926,8.2196,9.2665,0.8334,0.86686,0.14786,0.15938,0.78451,0.84471,0.81662,0.84988,0.88804,0.88279,0.85333,0.86867,0.21852,0.21218,0.75248,1,0.99882,0.99944,0.0080823,0.0037703,1.1991,0.78117,0.8732,0.019017,0.003,0.012552
1,9,2,2,1,1,1,1,1,0.14793,0.81225,0.84853,1.0156,1.0156,3.3462,4.1691,0.28771,0.31734,0.529,0.52,0.243,0.244,0.28,0.284,0.46205,0.45987,4.9139,7.6923,6.3255,8.0174,0.81707,0.8449,0.18062,0.17568,0.79745,0.8599,0.733,0.837,0.86249,0.85892,0.87411,0.82904,0.23376,0.33208,0.74728,1,0.97968,0.98253,0.043478,0.013171,1.1755,0.76968,0.86529,0.030163,0.004,0.015123
1,9,2,2,1,1,1,1,1,1,0.84239,0.88589,1.0173,1.0173,3.7844,4.2491,0.31231,0.32194,0.497,0.503,0.251,0.239,0.264,0.2675,0.48202,0.47328,5.2303,7.9524,7.6145,8.4476,0.84432,0.88086,0.16528,0.15187,0.82761,0.904,0.81871,0.86319,0.87615,0.87748,0.85799,0.86145,0.23659,0.1776,0.74818,1,0.99243,0.99437,0.029141,0.0070941,1.2266,0.79578,0.90409,0.015664,0.0025,0.01006
1,9,2,3,0.051293,0.065881,0.045528,0.09812,0.055641,0.05989,0.79177,0.86133,0.43403,0.43403,2.9955,5.9116,0.16623,0.18619,1.112,1.112,0.337,0.329,0.76,0.775,0.30385,0.29703,2.3376,4.7859,2.6938,5.3162,0.7885,0.7984,0.29317,0.35084,0.8359,0.95595,0.76361,0.7376,0.94923,0.93302,0.6507,0.72844,0.25901,0.36992,0.75438,1,0.93723,0.55329,0.018313,0.0075904,1.1827,0.58338,0.96815,0.019593,-0.014,-0.02518
1,9,2,3,0.11358,0.092639,0.16014,0.10164,0.087312,0.061566,0.74548,0.74665,0.50706,0.50706,2.6048,3.9888,0.17023,0.20825,0.987,0.966,0.331,0.32,0.638,0.657,0.34452,0.33433,2.6337,5.5092,2.6391,4.1292,0.79162,0.75061,0.27385,0.2942,0.8815,0.8329,0.65771,0.67689,0.81368,0.82625,0.74785,0.69294,0.46715,0.3372,0.72889,1,0.99587,0.8143,0.097161,0.021914,1.0616,0.54828,0.85427,0.053279,0.002,0.0040527
1,9,2,3,0.098386,0.096052,0.13183,0.13068,0.080749,0.078051,0.78404,0.86428,0.50863,0.50863,3.8387,5.2157,0.18547,0.20661,1.01,1,0.346,0.325,0.65,0.67,0.34889,0.32861,2.5737,5.3219,3.8007,5.2157,0.76931,0.8323,0.2661,0.30586,0.83699,0.91744,0.64537,0.75889,0.86495,0.96627,0.7563,0.77768,0.43681,0.66709,0.74075,1,0.98401,0.72057,-0.029667,0.011723,1.1992,0.54274,0.98031,-0.011417,-0.021,-0.041584
1,9,3,1,1,1,1,1,1,1,0.80369,0.89387,1.6741,1.6741,3.1837,4.0496,0.42809,0.48263,0.304,0.301,0.158,0.156,0.145,0.144,0.51852,0.51385,8.5509,8.6361,10.473,13.454,0.83676,0.91225,0.14789,0.14102,0.75667,0.91115,0.86053,0.89142,0.83441,0.86799,0.83028,0.93737,0.17547,0.14401,0.77754,1,0.93917,0.98725,-0.12697,0.012157,1.2099,0.89891,0.81551,-0.1095,-0.013,-0.085526
1,9,3,1,1,1,1,1,1,1,0.8434,0.86901,1.8029,1.8029,3.7024,3.5743,0.4434,0.47775,0.28,0.28,0.144,0.145,0.135,0.135,0.51408,0.51471,9.2838,9.2838,13.223,12.765,0.84914,0.87226,0.10013,0.10426,0.84556,0.87498,0.86759,0.90986,0.85342,0.86266,0.84644,0.87414,0.20179,0.13497,0.73527,1,0.99932,0.86354,-0.17369,0.0088903,1.2161,0.92045,0.80153,-0.14278,-0.013,-0.092857
1,9,3,1,1,1,1,1,1,1,0.82915,0.82385,2.1307,2.1307,3.5923,3.088,0.50786,0.52286,0.239,0.239,0.126,0.13,0.114,0.112,0.5375,0.53414,10.876,10.876,15.03,12.921,0.80693,0.81472,0.10474,0.096964,0.81231,0.80758,0.85409,0.84557,0.78765,0.8229,0.77842,0.82801,0.19279,0.16179,0.74096,1,0.99047,0.70455,-0.1651,0.024798,1.1668,0.89538,0.77594,-0.15099,-0.011,-0.09205
1,9,3,2,0.53884,1,0.65252,1,0.080169,1,0.85313,0.88809,0.97656,0.97656,3.5348,4.3488,0.28376,0.31758,0.51,0.517,0.245,0.25,0.267,0.273,0.47601,0.47767,5.097,7.7369,6.931,8.4117,0.86274,0.89118,0.14646,0.15879,0.87209,0.89953,0.86443,0.88548,0.86985,0.89963,0.80772,0.86618,0.28667,0.22428,0.82148,1,0.99609,0.99404,0.10498,0.0062216,1.2362,0.79844,0.91022,0.10449,0.016,0.062745
1,9,3,2,1,0.58582,1,1,1,0.13352,0.81844,0.85831,0.939,0.939,3.1159,4.3183,0.28722,0.30897,0.542,0.546,0.252,0.241,0.294,0.3085,0.45651,0.44508,4.7961,7.326,5.7489,7.9089,0.83936,0.85464,0.20983,0.19647,0.79997,0.87408,0.83214,0.83263,0.87864,0.90408,0.76133,0.82457,0.13736,0.21914,0.75051,1,0.99167,0.98192,-0.01112,0.0064814,1.1926,0.76676,0.86779,-0.0086164,-0.0065,-0.023985
1,9,3,2,1,1,1,1,1,1,0.81095,0.89539,1.1161,1.1161,2.7885,4.453,0.3095,0.33866,0.461,0.451,0.228,0.222,0.238,0.233,0.49138,0.48451,5.6387,8.8692,6.0489,9.8736,0.81681,0.90279,0.152,0.15396,0.76963,0.90726,0.89772,0.90058,0.84719,0.89969,0.76765,0.89202,0.17584,0.22393,0.75222,1,0.93546,0.96696,-0.012858,0.011712,1.2081,0.85078,0.8511,-0.012152,-0.006,-0.02603
1,9,3,3,0.14645,0.1267,0.18606,0.18297,0.077341,0.094004,0.81406,0.861,0.48828,0.48828,4.0156,5.4799,0.17885,0.19612,1.04,1.046,0.384,0.375,0.652,0.669,0.37173,0.35592,2.4995,5.0879,3.8611,5.2389,0.80008,0.83366,0.2493,0.30266,0.87162,0.92367,0.73415,0.73899,0.87557,0.8944,0.74093,0.77892,0.32116,0.83426,0.75645,1,0.98993,0.71872,0.026589,0.0070153,1.2148,0.54673,1.0101,0.025927,-0.004,-0.0076923
1,9,3,3,0.069815,0.099402,0.18223,0.13915,0.023689,0.037104,0.72919,0.83568,0.42969,0.42969,3.5587,5.4693,0.16572,0.19727,1.1385,1.1295,0.3875,0.3925,0.7955,0.7475,0.35357,0.34754,2.2835,4.7118,3.1261,4.8423,0.73876,0.78043,0.26886,0.29369,0.81024,0.85898,0.58624,0.67149,0.80269,0.8488,0.74534,0.7513,0.65915,0.78896,0.77532,1,0.94921,0.56723,0.10251,0.01476,1.1478,0.45071,0.99112,0.06065,0.008,0.014054
1,9,3,3,0.11163,0.11234,0.24316,0.18687,0.055466,0.063673,0.80593,0.88628,0.46609,0.53267,2.731,5.4932,0.18356,0.21582,0.971,0.957,0.36,0.341,0.601,0.622,0.38244,0.34479,2.6771,5.5611,2.8126,5.74,0.82796,0.8603,0.22031,0.26174,0.81989,0.93331,0.79637,0.74999,0.93833,0.94193,0.70725,0.82012,0.31663,0.35962,0.735,1.1429,0.61798,0.44709,-0.14069,0.81834,1.2076,0.59346,0.99597,0.18638,-0.011,-0.022657
2,1,1,1,1,1,1,1,1,1,0.86779,0.86928,1.1719,1.1719,3.1048,3.7257,0.3302,0.32979,0.4345,0.4285,0.18,0.2015,0.2525,0.2245,0.41055,0.47195,5.9827,6.0664,7.1456,8.6948,0.87613,0.88201,0.18081,0.15892,0.88695,0.86447,0.88014,0.84198,0.97407,0.94166,0.81805,0.90357,0.34638,0.13342,0.6951,1,0.99679,0.99686,0.36966,0.0079602,1.2267,0.93451,0.8093,0.34698,0.055,0.25316
2,1,1,1,1,1,1,1,1,1,0.84574,0.78167,0.9375,0.9375,3.1374,3.3291,0.286,0.28623,0.515,0.509,0.213,0.234,0.307,0.285,0.40491,0.43776,5.0475,5.107,6.092,6.5405,0.84455,0.79997,0.20637,0.17652,0.90753,0.79645,0.78172,0.70887,0.88267,0.81818,0.85515,0.84968,0.2961,0.36419,0.76029,1,0.99928,0.99905,0.19377,0.0087249,1.1556,0.86926,0.74811,0.16994,0.027,0.10485
2,1,1,1,1,1,1,1,1,1,0.80077,0.73251,0.97656,1.3486,3.1304,2.9543,0.34859,0.36787,0.403,0.39,0.198,0.2,0.221,0.234,0.41495,0.42448,6.4503,6.6653,7.7677,7.5752,0.71031,0.64654,0.22202,0.14769,0.79021,0.68769,0.67868,0.63753,0.77265,0.7053,0.65987,0.63171,0.17669,0.16792,0.38442,1.381,0.50364,0.44089,-1.0865,0.96412,1.0867,0.73713,0.75356,1.6327,0.02,0.099256
2,1,1,2,0.089546,0.048241,0.077907,0.042807,0.089546,0.058007,0.75201,0.77456,0.45956,0.45956,3.6161,4.8578,0.16858,0.19935,1.066,1.058,0.321,0.296,0.707,0.716,0.32484,0.30185,2.4385,3.7807,3.3922,4.5915,0.70117,0.67891,0.26444,0.34971,0.83658,0.88647,0.65155,0.66766,0.76354,0.80016,0.66141,0.6247,0.48071,0.59867,0.74033,1,0.98775,0.68067,0.05925,0.010874,1.1097,0.50103,0.92435,0.047207,-0.011,-0.020638
2,1,1,2,0.23061,0.14192,1,0.1618,0.16939,0.076181,0.81788,0.80751,0.61678,0.61678,3.7608,4.0484,0.21031,0.24615,0.806,0.806,0.263,0.265,0.522,0.52,0.33721,0.33873,3.2251,4.9628,4.666,5.0229,0.81159,0.78181,0.20838,0.26902,0.90607,0.87323,0.77083,0.71666,0.8774,0.89082,0.73241,0.71099,0.36154,0.35911,0.83119,1,0.99449,0.84892,0.14996,0.0077048,1.1583,0.66601,0.89407,0.13935,0.024,0.059553
2,1,1,2,0.22268,0.19683,1,0.20981,0.13796,0.18768,0.79503,0.83108,0.60454,0.60454,3.143,4.0934,0.18496,0.20923,0.853,0.843,0.285,0.299,0.562,0.533,0.32695,0.35176,3.0474,4.745,3.6846,4.8557,0.79948,0.81207,0.211,0.24121,0.92163,0.87165,0.69404,0.75501,0.83946,0.90247,0.78125,0.75547,0.42832,0.30083,0.75217,1,0.97122,0.77447,0.093148,0.01133,1.1563,0.7154,0.86613,0.076712,0.021,0.049238
2,1,1,3,0.025926,0.022374,0.014173,0.013225,0.040268,0.029644,0.77554,0.82037,0.41594,0.41594,3.8272,5.5181,0.19754,0.23266,1.2275,1.205,0.3305,0.3815,0.851,0.8275,0.27642,0.30956,2.1177,4.4165,3.1179,4.5794,0.73741,0.72277,0.25897,0.33791,0.87474,0.90335,0.69038,0.66439,0.85034,0.91761,0.64103,0.65967,1.5634,2.9754,0.76847,1,0.97772,0.60432,0.07513,0.0077415,1.1729,0.29667,1.0499,0.044264,0.016,0.026069
2,1,1,3,0.033104,0.038995,0.018574,0.014976,0.058484,0.043752,0.75223,0.82731,0.36414,0.36414,3.3606,5.9635,0.1657,0.19426,1.328,1.31,0.375,0.407,0.93,0.896,0.29396,0.31547,1.9575,4.0625,2.5307,4.5523,0.68273,0.71979,0.3262,0.33776,0.89597,0.89433,0.61903,0.65189,0.75526,0.85984,0.61228,0.65717,0.26415,1.0146,0.78357,1,0.97287,0.53163,0.073264,0.0068736,1.1616,0.33695,1.0572,0.049648,0.0145,0.021837
2,1,1,3,0.034447,0.032503,0.021391,0.022714,0.04735,0.043155,0.71782,0.85088,0.39062,0.39062,3.1168,5.9511,0.17787,0.19913,1.339,1.349,0.396,0.426,0.944,0.922,0.30014,0.29948,1.9413,3.9451,2.3277,4.4115,0.72554,0.7657,0.30383,0.37234,0.91281,0.95196,0.6306,0.72946,0.80392,0.94759,0.66765,0.69473,0.34691,3.1228,0.7694,1,0.89378,0.45584,0.062495,0.008887,1.1469,0.39042,1.0047,0.041448,0.013,0.019417
2,1,2,1,1,1,1,1,1,1,0.87513,0.87904,0.9375,0.9375,3.5485,3.7102,0.29559,0.31317,0.522,0.517,0.222,0.216,0.301,0.304,0.41887,0.40977,4.9798,5.028,6.7978,7.1765,0.87326,0.87954,0.1696,0.1752,0.9196,0.90335,0.80502,0.83581,0.89202,0.94503,0.88887,0.8551,0.24285,0.23554,0.7954,1,0.99619,0.98861,0.12726,0.0086595,1.2374,0.89585,0.85138,0.13157,0.014,0.05364
2,1,2,1,1,1,1,1,1,1,0.87803,0.85911,1.3021,1.3021,3.6974,3.6519,0.37735,0.39246,0.374,0.372,0.182,0.188,0.193,0.188,0.47938,0.50526,6.9504,6.9878,9.8861,9.817,0.87496,0.84701,0.15817,0.13423,0.86829,0.84729,0.86913,0.84357,0.89157,0.85062,0.87496,0.85061,0.19133,0.16163,0.78887,1,0.99929,0.95676,0.14683,0.007465,1.2282,0.90367,0.83939,0.13853,0.019,0.1016
2,1,2,1,1,1,1,1,1,1,0.74526,0.73175,1.4323,1.4323,2.7842,3.0448,0.39898,0.43988,0.328,0.328,0.16,0.165,0.157,0.147,0.51064,0.54086,7.9252,7.9252,8.4883,9.2829,0.68764,0.60655,0.12515,0.1734,0.74796,0.59228,0.65225,0.61789,0.68268,0.63616,0.7965,0.8205,0.16789,0.23271,0.73852,1,0.99522,0.94823,0.067628,0.016163,1.0423,0.69333,0.73847,0.04237,0.002,0.012195
2,1,2,2,0.28121,0.2843,1,1,0.23576,0.25374,0.85407,0.84174,0.64174,0.64174,4.104,4.3692,0.22899,0.24832,0.726,0.724,0.255,0.259,0.475,0.451,0.3528,0.36495,3.5805,5.5249,5.6529,6.0348,0.84684,0.83414,0.23172,0.24386,0.96475,0.92686,0.79439,0.79227,0.88746,0.87668,0.78362,0.74629,0.24249,0.30028,0.81551,1,0.99943,0.89787,0.071052,0.0049109,1.2154,0.74172,0.89313,0.068723,0.016,0.044077
