grp,pp,S,ID,Harmonicity,Circularity,IDef,f,peakVel,MT,accTime,decTime,accQ,IPerf,IPerfEf,vfTrajCircularity,vfCircularity,q1,q2,q3,q4,maxangle
2,7,1,1,0.39405,0.79094,5.2867,0.28076,0.11889,1.64,0.611,1.038,0.37667,3.2451,3.2236,0.74104,0.37179,0.93141,0.66138,0.8303,0.68049,0.33452
2,7,1,1,0.23511,0.78372,5.5776,0.37339,0.14106,1.413,0.485,0.908,0.35714,3.7664,3.9473,0.697,0.35546,0.80585,0.60764,0.80946,0.61858,0.56204
2,7,1,1,0.18792,0.82048,5.2777,0.31196,0.13853,1.487,0.494,0.962,0.34437,3.579,3.5492,0.78547,0.34707,0.94029,0.74149,0.90905,0.68879,0.50124
2,7,1,2,1,0.77258,2.7579,1.237,0.51143,0.281,0.1465,0.139,0.52452,9.2512,9.8151,0.79114,0.17594,0.80098,0.78435,0.76867,0.79261,0.27754
2,7,1,2,1,0.75566,2.8351,1.6927,0.45055,0.31,0.157,0.151,0.52322,8.3854,9.1456,0.75846,0.16669,0.76436,0.85935,0.75043,0.72841,0.17066
2,7,1,2,1,0.78008,2.8626,1.3787,0.41849,0.354,0.1805,0.1695,0.51695,7.3431,8.0865,0.81944,0.17658,0.83743,0.88769,0.78033,0.789,0.18852
2,7,2,1,0.076179,0.83594,5.5604,0.42379,0.16998,1.186,0.404,0.778,0.34401,4.4873,4.6884,0.78922,0.32651,0.92373,0.73576,0.886,0.74588,0.35603
2,7,2,1,0.069453,0.84867,5.8868,0.40537,0.18221,1.1865,0.417,0.789,0.34759,4.4854,4.9615,0.78577,0.3215,0.92509,0.7348,0.87252,0.7412,2.0397
2,7,2,1,0.15849,0.88047,5.8268,0.43403,0.17268,1.103,0.405,0.713,0.35997,4.825,5.2827,0.83088,0.329,0.98477,0.80149,0.89048,0.7783,1.1083
2,7,2,2,1,0.81134,3.1102,1.8834,0.51743,0.279,0.138,0.14,0.5,9.3171,11.148,0.83361,0.15413,0.85596,0.92997,0.80383,0.76785,0.18921
2,7,2,2,1,0.7773,2.6522,1.6276,0.45843,0.308,0.158,0.152,0.5092,8.4398,8.6111,0.8272,0.21456,0.87164,0.93176,0.80805,0.74418,0.17319
2,7,2,2,1,0.84479,3.2533,1.8029,0.48048,0.281,0.144,0.139,0.50896,9.2508,11.577,0.8652,0.1267,0.87045,0.90922,0.84886,0.83317,0.33598
2,7,3,1,0.083672,0.8427,5.653,0.43634,0.19324,1.1205,0.4005,0.7195,0.37137,4.7496,5.0451,0.7857,0.29608,0.88758,0.77103,0.86517,0.70813,1.2877
2,7,3,1,0.085635,0.84242,5.7723,0.44222,0.20023,1.112,0.412,0.702,0.37366,4.7859,5.1909,0.77783,0.29567,0.87355,0.76343,0.85016,0.69169,1.4644
2,7,3,1,0.065966,0.80954,5.8506,0.51945,0.22602,0.995,0.368,0.631,0.36739,5.3487,5.88,0.70476,0.29645,0.78107,0.65797,0.76949,0.63212,1.0952
2,7,3,2,1,0.83191,3.4201,1.8717,0.53673,0.258,0.129,0.127,0.50893,10.075,13.256,0.81305,0.12548,0.84505,0.86761,0.78699,0.78225,0.14284
2,7,3,2,1,0.83564,3.6086,2.2461,0.59103,0.221,0.115,0.109,0.52174,11.762,16.329,0.82255,0.19656,0.8175,0.78435,0.83457,0.82098,0.36625
2,7,3,2,1,0.85417,3.3045,2.2461,0.63324,0.222,0.115,0.109,0.51364,11.709,14.885,0.8396,0.1074,0.82742,0.86237,0.84231,0.82357,0.15977
2,10,1,1,0.07039,0.8425,5.3142,0.44582,0.18628,1.108,0.3945,0.701,0.3714,4.8033,4.7963,0.76963,0.32846,0.89979,0.73793,0.84311,0.72132,0.77223
2,10,1,1,0.12398,0.8258,4.9325,0.46064,0.16876,1.087,0.438,0.653,0.40777,4.896,4.5377,0.78965,0.32096,0.87781,0.74324,0.85218,0.75289,0.36363
2,10,1,1,0.077233,0.86773,5.2602,0.36621,0.15213,1.279,0.514,0.813,0.37082,4.161,4.1127,0.84093,0.27829,0.96274,0.81205,0.87807,0.77638,0.28853
2,10,1,2,0.26151,0.81201,3.7014,0.67817,0.21233,0.754,0.353,0.394,0.46592,3.4476,4.909,0.78852,0.18292,0.8151,0.77918,0.81241,0.76004,0.1598
2,10,1,2,1,0.8495,3.4384,0.83189,0.28224,0.605,0.288,0.328,0.47258,4.2966,5.6832,0.84922,0.14719,0.87353,0.81374,0.83959,0.83699,0.18619
2,10,1,2,1,0.84549,2.9379,0.84186,0.28052,0.594,0.288,0.313,0.47627,4.3762,4.946,0.85095,0.19846,0.90151,0.81269,0.83387,0.87592,0.16608
2,10,2,1,0.061686,0.82657,6.3812,0.2917,0.16742,1.575,0.485,1.082,0.32464,3.379,4.0515,0.75152,0.39496,0.95541,0.73606,0.77892,0.59487,0.36879
2,10,2,1,0.044509,0.81479,6.2854,0.33031,0.16232,1.515,0.46,1.049,0.30205,3.5128,4.1488,0.68558,0.38245,0.94661,0.7175,0.77044,0.58232,0.41155
2,10,2,1,0.052013,0.7976,5.909,0.3155,0.18603,1.4425,0.4425,0.972,0.3204,3.6894,4.0964,0.63413,0.43587,0.79193,0.59251,0.70068,0.59778,0.76416
2,10,2,2,0.65543,0.8232,3.2677,0.89844,0.29589,0.546,0.244,0.303,0.44401,4.7609,5.9848,0.83202,0.16097,0.83954,0.75429,0.89175,0.84452,0.21549
2,10,2,2,1,0.82074,3.5846,0.97656,0.32461,0.518,0.233,0.283,0.45149,5.0183,6.92,0.80753,0.14493,0.77967,0.76626,0.8831,0.832,0.2928
2,10,2,2,1,0.84811,4.1157,0.9375,0.30968,0.54,0.2455,0.287,0.45615,4.8139,7.6217,0.8267,0.21367,0.80008,0.7572,0.89221,0.87839,0.25495
2,10,3,1,0.037505,0.83165,6.1845,0.45956,0.30562,1.074,0.319,0.762,0.3019,4.9552,5.7583,0.65084,0.3517,0.87131,0.62498,0.88547,0.61111,0.99707
2,10,3,1,0.028422,0.86557,6.2549,0.48828,0.31043,1.022,0.313,0.71,0.30515,5.2074,6.1203,0.73103,0.3674,0.93962,0.68854,0.95082,0.67513,1.2787
2,10,3,1,0.041585,0.82613,5.7533,0.48828,0.31012,1.042,0.324,0.721,0.308,5.1074,5.5214,0.66588,0.31801,0.85433,0.59957,0.8943,0.65206,0.79169
2,10,3,2,0.4661,0.88484,4.2964,0.93587,0.32542,0.5395,0.223,0.3155,0.41106,4.8184,7.9639,0.87237,0.22406,0.91277,0.82368,0.9417,0.85004,0.52161
2,10,3,2,1,0.83742,4.2222,1.0653,0.35749,0.474,0.203,0.273,0.4128,5.4841,8.9075,0.84579,0.16773,0.86869,0.80394,0.89813,0.79879,0.30262
2,10,3,2,0.44926,0.8783,3.897,1.021,0.34631,0.491,0.208,0.282,0.41856,5.2942,7.9369,0.88373,0.18321,0.91946,0.8383,0.91733,0.85469,0.16953
