grp,pp,S,IDL,IDR,HarmonicityL,HarmonicityR,HarmonicityDownL,HarmonicityDownR,HarmonicityUpL,HarmonicityUpR,CircularityL,CircularityR,fL,fR,IDefL,IDefR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
2,1,1,1,1,0.083872,0.035824,0.056621,0.026692,0.12292,0.058623,0.80021,0.87591,0.20867,0.20867,5.2565,5.8891,0.15649,0.19082,2.4,2.375,0.864,0.871,1.535,1.492,0.35703,0.35839,2.2175,2.2408,2.1902,2.4796,0.69863,0.74067,0.41033,0.37249,0.93988,0.92963,0.63633,0.68126,0.92822,0.91699,0.6555,0.67656,0.4915,0.72578,0.7817,1,0.97409,0.32276,0.1087,0.0085991,1.2363,0.20621,1.1922,0.063984,0.038,0.031667
2,1,1,1,1,0.087795,0.039796,0.084793,0.024747,0.088519,0.049334,0.75312,0.85121,0.19531,0.19531,5.485,5.9572,0.12886,0.16207,2.556,2.634,0.923,0.965,1.638,1.658,0.35376,0.36281,2.0821,2.0205,2.1459,2.2617,0.6441,0.70224,0.4398,0.38088,0.82294,0.92912,0.55242,0.65889,0.93165,0.89892,0.56701,0.61611,1.4409,0.509,0.74502,1,0.94652,0.27452,0.13825,0.014649,1.1871,0.27067,1.1295,0.081254,0.073,0.057121
2,1,1,1,2,0.051819,0.030933,0.024885,0.022117,0.084286,0.034375,0.79378,0.78933,0.27902,0.27902,5.3549,4.4539,0.1658,0.17209,1.68,1.72,0.525,0.482,1.164,1.216,0.31583,0.2839,3.1678,2.3256,3.1874,2.5895,0.70846,0.70571,0.39084,0.32333,0.87975,0.91343,0.64184,0.6712,0.83139,0.87994,0.58321,0.62031,0.72599,0.45467,0.74268,1,0.99805,0.54297,0.028928,0.0032672,1.1747,0.22474,1.0907,0.020934,-0.008,-0.0095238
2,1,1,1,2,0.040834,0.019998,0.014451,0.011296,0.076685,0.044762,0.82496,0.80817,0.32066,0.32066,5.2083,4.3772,0.16002,0.17623,1.558,1.5715,0.395,0.4135,1.1295,1.135,0.26276,0.28008,3.4159,2.5453,3.343,2.7854,0.75916,0.77384,0.4342,0.35898,0.97604,0.94363,0.73353,0.74436,0.93516,0.90649,0.62817,0.62184,2.1926,1.2561,0.85388,1,0.99995,0.5852,0.099681,0.0052607,1.2025,0.32919,1.0604,0.077475,0.0225,0.028883
2,1,1,1,2,0.046938,0.027766,0.014552,0.017875,0.10047,0.040528,0.83835,0.84014,0.29839,0.29839,5.5044,4.4653,0.16974,0.18788,1.675,1.634,0.479,0.508,1.159,1.144,0.28825,0.32173,3.1773,2.448,3.2862,2.7327,0.75983,0.79042,0.38857,0.32,0.93842,0.93211,0.6987,0.75792,0.93513,0.94124,0.69142,0.69168,0.87795,0.50058,0.8198,1,0.99987,0.5416,0.086056,0.0040231,1.2392,0.26033,1.1355,0.071478,0.028,0.033433
2,1,1,1,3,0.052703,0.042364,0.022601,0.033,0.067828,0.066866,0.81435,0.75883,0.36227,0.36227,5.2768,3.4588,0.19432,0.18573,1.475,1.429,0.427,0.467,0.975,0.969,0.32046,0.33656,3.6081,1.8191,3.5775,2.4204,0.75632,0.7599,0.3556,0.32648,0.93101,0.90474,0.7284,0.72408,0.93211,0.91635,0.65898,0.60412,0.76102,3.112,0.76712,1,0.98829,0.71338,0.051793,0.0068058,1.1514,0.29176,1.0258,0.028343,0.008,0.010847
2,1,1,1,3,0.042125,0.034513,0.021179,0.020413,0.05318,0.05194,0.8352,0.75645,0.36058,0.36058,5.3188,4.0417,0.18564,0.18363,1.424,1.4195,0.4155,0.421,1.0105,0.9865,0.31266,0.31076,3.7374,1.8313,3.7352,2.8472,0.78463,0.74391,0.37041,0.28216,0.93916,0.85143,0.75576,0.68749,0.90495,0.87101,0.68405,0.62693,1.3092,0.84013,0.83402,1,0.98033,0.73732,0.099725,0.0056538,1.1676,0.29751,1.0455,0.073248,0.021,0.029494
2,1,1,1,3,0.041293,0.030476,0.024107,0.023525,0.052636,0.035188,0.8245,0.78442,0.3418,0.3418,5.4384,3.6988,0.16862,0.16991,1.453,1.4325,0.403,0.4145,1.045,1.0435,0.28245,0.28111,3.6627,1.8147,3.7429,2.5822,0.72759,0.72365,0.3561,0.33786,0.92174,0.82807,0.6735,0.70827,0.93349,0.92355,0.65096,0.60598,0.5149,1.2083,0.8505,1,0.99206,0.67139,0.10215,0.0064584,1.1826,0.32172,1.0505,0.067777,0.03,0.041294
2,1,1,2,1,0.025926,0.022374,0.014173,0.013225,0.040268,0.029644,0.77554,0.82037,0.41594,0.41594,3.8272,5.5181,0.19754,0.23266,1.2275,1.205,0.3305,0.3815,0.851,0.8275,0.27642,0.30956,2.1177,4.4165,3.1179,4.5794,0.73741,0.72277,0.25897,0.33791,0.87474,0.90335,0.69038,0.66439,0.85034,0.91761,0.64103,0.65967,1.5634,2.9754,0.76847,1,0.97772,0.60432,0.07513,0.0077415,1.1729,0.29667,1.0499,0.044264,0.016,0.026069
2,1,1,2,1,0.033104,0.038995,0.018574,0.014976,0.058484,0.043752,0.75223,0.82731,0.36414,0.36414,3.3606,5.9635,0.1657,0.19426,1.328,1.31,0.375,0.407,0.93,0.896,0.29396,0.31547,1.9575,4.0625,2.5307,4.5523,0.68273,0.71979,0.3262,0.33776,0.89597,0.89433,0.61903,0.65189,0.75526,0.85984,0.61228,0.65717,0.26415,1.0146,0.78357,1,0.97287,0.53163,0.073264,0.0068736,1.1616,0.33695,1.0572,0.049648,0.0145,0.021837
2,1,1,2,1,0.034447,0.032503,0.021391,0.022714,0.04735,0.043155,0.71782,0.85088,0.39062,0.39062,3.1168,5.9511,0.17787,0.19913,1.339,1.349,0.396,0.426,0.944,0.922,0.30014,0.29948,1.9413,3.9451,2.3277,4.4115,0.72554,0.7657,0.30383,0.37234,0.91281,0.95196,0.6306,0.72946,0.80392,0.94759,0.66765,0.69473,0.34691,3.1228,0.7694,1,0.89378,0.45584,0.062495,0.008887,1.1469,0.39042,1.0047,0.041448,0.013,0.019417
2,1,1,2,2,0.089546,0.048241,0.077907,0.042807,0.089546,0.058007,0.75201,0.77456,0.45956,0.45956,3.6161,4.8578,0.16858,0.19935,1.066,1.058,0.321,0.296,0.707,0.716,0.32484,0.30185,2.4385,3.7807,3.3922,4.5915,0.70117,0.67891,0.26444,0.34971,0.83658,0.88647,0.65155,0.66766,0.76354,0.80016,0.66141,0.6247,0.48071,0.59867,0.74033,1,0.98775,0.68067,0.05925,0.010874,1.1097,0.50103,0.92435,0.047207,-0.011,-0.020638
2,1,1,2,2,0.23061,0.14192,1,0.1618,0.16939,0.076181,0.81788,0.80751,0.61678,0.61678,3.7608,4.0484,0.21031,0.24615,0.806,0.806,0.263,0.265,0.522,0.52,0.33721,0.33873,3.2251,4.9628,4.666,5.0229,0.81159,0.78181,0.20838,0.26902,0.90607,0.87323,0.77083,0.71666,0.8774,0.89082,0.73241,0.71099,0.36154,0.35911,0.83119,1,0.99449,0.84892,0.14996,0.0077048,1.1583,0.66601,0.89407,0.13935,0.024,0.059553
2,1,1,2,2,0.22268,0.19683,1,0.20981,0.13796,0.18768,0.79503,0.83108,0.60454,0.60454,3.143,4.0934,0.18496,0.20923,0.853,0.843,0.285,0.299,0.562,0.533,0.32695,0.35176,3.0474,4.745,3.6846,4.8557,0.79948,0.81207,0.211,0.24121,0.92163,0.87165,0.69404,0.75501,0.83946,0.90247,0.78125,0.75547,0.42832,0.30083,0.75217,1,0.97122,0.77447,0.093148,0.01133,1.1563,0.7154,0.86613,0.076712,0.021,0.049238
2,1,1,2,3,1,1,1,1,1,1,0.86779,0.86928,1.1719,1.1719,3.1048,3.7257,0.3302,0.32979,0.4345,0.4285,0.18,0.2015,0.2525,0.2245,0.41055,0.47195,5.9827,6.0664,7.1456,8.6948,0.87613,0.88201,0.18081,0.15892,0.88695,0.86447,0.88014,0.84198,0.97407,0.94166,0.81805,0.90357,0.34638,0.13342,0.6951,1,0.99679,0.99686,0.36966,0.0079602,1.2267,0.93451,0.8093,0.34698,0.055,0.25316
2,1,1,2,3,1,1,1,1,1,1,0.84574,0.78167,0.9375,0.9375,3.1374,3.3291,0.286,0.28623,0.515,0.509,0.213,0.234,0.307,0.285,0.40491,0.43776,5.0475,5.107,6.092,6.5405,0.84455,0.79997,0.20637,0.17652,0.90753,0.79645,0.78172,0.70887,0.88267,0.81818,0.85515,0.84968,0.2961,0.36419,0.76029,1,0.99928,0.99905,0.19377,0.0087249,1.1556,0.86926,0.74811,0.16994,0.027,0.10485
2,1,1,2,3,1,1,1,1,1,1,0.80077,0.73251,0.97656,1.3486,3.1304,2.9543,0.34859,0.36787,0.403,0.39,0.198,0.2,0.221,0.234,0.41495,0.42448,6.4503,6.6653,7.7677,7.5752,0.71031,0.64654,0.22202,0.14769,0.79021,0.68769,0.67868,0.63753,0.77265,0.7053,0.65987,0.63171,0.17669,0.16792,0.38442,1.381,0.50364,0.44089,-1.0865,0.96412,1.0867,0.73713,0.75356,1.6327,0.02,0.099256
2,1,2,1,1,0.063796,0.03857,0.040972,0.026659,0.071543,0.060057,0.81586,0.86113,0.22978,0.22978,5.5069,6.4016,0.1789,0.1955,2.068,2.181,0.694,0.715,1.369,1.398,0.3306,0.34094,2.5735,2.4401,2.6629,2.9352,0.66844,0.69186,0.35753,0.37275,0.87372,0.91532,0.61739,0.66509,0.88128,0.89011,0.64153,0.62743,0.65376,0.42651,0.74804,1,0.9925,0.39042,0.054605,0.0042293,1.267,0.13564,1.2259,0.023443,0.027,0.026112
2,1,2,1,1,0.032874,0.024402,0.023294,0.01622,0.055055,0.040576,0.8724,0.88333,0.29431,0.29431,5.8743,6.2593,0.20947,0.21418,1.703,1.681,0.55,0.538,1.134,1.1305,0.32909,0.32767,3.125,3.1659,3.4494,3.7236,0.78069,0.80029,0.36609,0.36888,0.95192,0.96877,0.69854,0.74244,0.95182,0.96491,0.70274,0.70251,0.38146,1.415,0.73509,1,0.99952,0.52786,0.024207,0.0018456,1.3055,0.14041,1.2488,0.013438,0.035,0.041104
2,1,2,1,1,0.037723,0.029929,0.022665,0.014702,0.05895,0.046099,0.83572,0.88578,0.28269,0.28269,5.6479,6.1216,0.20117,0.21816,1.7695,1.771,0.5675,0.5655,1.15,1.1795,0.34075,0.3298,3.0076,3.0051,3.1918,3.4566,0.71439,0.79615,0.38778,0.3904,0.89829,0.97915,0.67211,0.78034,0.90927,0.95393,0.63846,0.6829,0.6608,0.45082,0.74751,1,0.99278,0.47224,0.038987,0.0031713,1.279,0.15623,1.2195,0.025437,0.019,0.021475
2,1,2,1,2,0.037743,0.028988,0.029215,0.02003,0.038989,0.035378,0.85582,0.83566,0.32552,0.32552,6.0018,4.8004,0.1956,0.21439,1.429,1.462,0.451,0.464,1.006,0.988,0.30318,0.33077,3.7242,2.736,4.2,3.2834,0.78985,0.74228,0.34481,0.35608,0.89741,0.88769,0.68353,0.68026,0.96047,0.91324,0.7185,0.69514,0.53262,0.61853,0.79736,1,0.99974,0.59561,0.0558,0.0029958,1.2554,0.22905,1.1726,0.034286,0.031,0.043387
2,1,2,1,2,0.06762,0.042474,0.058507,0.044159,0.064495,0.027578,0.86965,0.84498,0.42379,0.42379,5.7004,4.9966,0.1936,0.20683,1.2195,1.238,0.3635,0.381,0.828,0.824,0.31306,0.32111,4.3641,3.231,4.6745,4.0361,0.82173,0.79532,0.36682,0.32798,0.95163,0.92426,0.76253,0.72584,0.95838,0.90768,0.73059,0.71184,0.33049,0.68843,0.85771,1,0.99952,0.73358,0.095946,0.0039047,1.2623,0.40485,1.1066,0.075738,0.034,0.055761
2,1,2,1,2,0.037302,0.037045,0.030778,0.034792,0.038997,0.036408,0.85639,0.83716,0.41118,0.41118,5.5239,4.8697,0.21404,0.22069,1.185,1.215,0.339,0.373,0.85,0.798,0.28661,0.32696,4.4911,3.2922,4.6615,4.008,0.79716,0.80994,0.30812,0.25843,0.93027,0.93191,0.74299,0.75127,0.93587,0.90022,0.70058,0.69536,0.71372,1.7219,0.84599,1,0.99761,0.73494,0.082126,0.0029929,1.2465,0.36122,1.1061,0.069924,0.056,0.094515
2,1,2,1,3,0.039227,0.029107,0.039227,0.031447,0.037085,0.023402,0.84182,0.8273,0.39062,0.39062,5.4544,4.4313,0.18785,0.20572,1.252,1.259,0.358,0.386,0.89,0.857,0.28612,0.31645,4.2507,2.0647,4.3565,3.5197,0.78084,0.82059,0.35507,0.29414,0.92535,0.92226,0.73316,0.74647,0.93204,0.89759,0.72097,0.70168,2.9756,1.885,0.88589,1,0.99938,0.69523,0.11025,0.00376,1.2213,0.40452,1.065,0.090139,0.032,0.051118
2,1,2,1,3,0.056987,0.075122,0.042838,0.082426,0.067857,0.042447,0.87354,0.84421,0.4695,0.4695,5.2926,3.9581,0.20459,0.20104,1.082,1.079,0.322,0.367,0.736,0.695,0.30435,0.36269,4.9186,2.4091,4.8915,3.6683,0.85074,0.83758,0.37987,0.27997,0.96916,0.91346,0.76191,0.8087,0.96767,0.92036,0.76474,0.72268,1.0022,0.48693,0.86296,1,0.99781,0.79629,0.11463,0.0038605,1.2394,0.51376,1.0462,0.10395,0.062,0.1146
2,1,2,1,3,0.044553,0.044945,0.041381,0.044945,0.06097,0.038948,0.83459,0.81103,0.44041,0.44041,5.1615,3.8099,0.21827,0.22153,1.123,1.106,0.316,0.333,0.7845,0.7615,0.28938,0.30495,4.7391,2.3504,4.5962,3.4448,0.79966,0.78249,0.35462,0.28327,0.95918,0.89359,0.75028,0.75776,0.92087,0.8577,0.68483,0.66595,0.31538,0.66833,0.88529,1,0.9999,0.73784,0.10483,0.0036851,1.197,0.39046,1.0439,0.089812,0.043,0.076581
2,1,2,2,1,0.051642,0.033847,0.062509,0.036855,0.029408,0.022471,0.83221,0.87628,0.4695,0.4695,4.2158,5.7961,0.21819,0.22497,1.084,1.077,0.344,0.34,0.737,0.747,0.3157,0.31584,2.398,4.9414,3.8891,5.3817,0.80197,0.8531,0.32676,0.35874,0.94418,0.96299,0.74991,0.75021,0.87724,0.95683,0.71196,0.7626,0.67466,1.4392,0.74362,1,0.98739,0.68996,0.027882,0.0027682,1.2529,0.42937,1.0851,0.023322,-0.008,-0.01476
2,1,2,2,1,0.034008,0.023109,0.01965,0.016448,0.063179,0.032618,0.7951,0.84029,0.42126,0.42126,3.5916,5.8956,0.2111,0.23513,1.1545,1.151,0.3265,0.3555,0.8165,0.79,0.29993,0.30671,2.2516,4.6239,3.111,5.1223,0.73564,0.76449,0.30508,0.33088,0.96383,0.96862,0.67712,0.77703,0.76259,0.83681,0.64453,0.64016,0.28463,0.53559,0.76671,1,0.985,0.6298,0.043052,0.0061277,1.193,0.3357,1.0842,0.025834,0.011,0.019056
2,1,2,2,1,0.063299,0.055742,0.062883,0.045423,0.04593,0.057202,0.81955,0.85898,0.47832,0.47832,4.4192,5.6033,0.21097,0.21951,1.043,1.037,0.319,0.338,0.721,0.698,0.29865,0.33501,2.4923,5.132,4.237,5.4034,0.77849,0.81448,0.2897,0.35622,0.92935,0.95921,0.7368,0.77008,0.8697,0.90388,0.69308,0.72062,0.34945,0.30062,0.77258,1,0.99309,0.72015,0.032233,0.0021579,1.2301,0.46771,1.0472,0.030459,0.016,0.030681
2,1,2,2,2,0.28121,0.2843,1,1,0.23576,0.25374,0.85407,0.84174,0.64174,0.64174,4.104,4.3692,0.22899,0.24832,0.726,0.724,0.255,0.259,0.475,0.451,0.3528,0.36495,3.5805,5.5249,5.6529,6.0348,0.84684,0.83414,0.23172,0.24386,0.96475,0.92686,0.79439,0.79227,0.88746,0.87668,0.78362,0.74629,0.24249,0.30028,0.81551,1,0.99943,0.89787,0.071052,0.0049109,1.2154,0.74172,0.89313,0.068723,0.016,0.044077
2,1,2,2,2,0.28279,0.26781,1,0.3579,0.2445,0.21666,0.87685,0.86426,0.65104,0.65104,3.8587,4.5236,0.20768,0.22225,0.769,0.769,0.283,0.293,0.489,0.476,0.36242,0.38397,3.3803,5.2016,5.0178,5.8824,0.87785,0.84858,0.23236,0.25164,0.96898,0.91491,0.79664,0.80209,0.90753,0.90336,0.83542,0.788,0.26618,0.28688,0.82013,1,0.99261,0.86535,0.1039,0.0052746,1.2362,0.79388,0.90778,0.10378,0.027,0.070221
2,1,2,2,2,0.33895,0.27752,1,0.30358,0.267,0.20093,0.8576,0.86855,0.7019,0.7019,3.6716,4.4427,0.24261,0.25611,0.7125,0.711,0.2755,0.278,0.4375,0.4335,0.38583,0.38703,3.6484,5.6259,5.1532,6.2485,0.86122,0.86911,0.24816,0.25509,0.94643,0.95412,0.76075,0.85207,0.87468,0.90109,0.82706,0.78952,0.21144,0.54137,0.79481,1,0.99587,0.90877,0.09708,0.0064542,1.2247,0.74183,0.92575,0.087774,0.02,0.05614
2,1,2,2,3,1,1,1,1,1,1,0.87513,0.87904,0.9375,0.9375,3.5485,3.7102,0.29559,0.31317,0.522,0.517,0.222,0.216,0.301,0.304,0.41887,0.40977,4.9798,5.028,6.7978,7.1765,0.87326,0.87954,0.1696,0.1752,0.9196,0.90335,0.80502,0.83581,0.89202,0.94503,0.88887,0.8551,0.24285,0.23554,0.7954,1,0.99619,0.98861,0.12726,0.0086595,1.2374,0.89585,0.85138,0.13157,0.014,0.05364
2,1,2,2,3,1,1,1,1,1,1,0.87803,0.85911,1.3021,1.3021,3.6974,3.6519,0.37735,0.39246,0.374,0.372,0.182,0.188,0.193,0.188,0.47938,0.50526,6.9504,6.9878,9.8861,9.817,0.87496,0.84701,0.15817,0.13423,0.86829,0.84729,0.86913,0.84357,0.89157,0.85062,0.87496,0.85061,0.19133,0.16163,0.78887,1,0.99929,0.95676,0.14683,0.007465,1.2282,0.90367,0.83939,0.13853,0.019,0.1016
2,1,2,2,3,1,1,1,1,1,1,0.74526,0.73175,1.4323,1.4323,2.7842,3.0448,0.39898,0.43988,0.328,0.328,0.16,0.165,0.157,0.147,0.51064,0.54086,7.9252,7.9252,8.4883,9.2829,0.68764,0.60655,0.12515,0.1734,0.74796,0.59228,0.65225,0.61789,0.68268,0.63616,0.7965,0.8205,0.16789,0.23271,0.73852,1,0.99522,0.94823,0.067628,0.016163,1.0423,0.69333,0.73847,0.04237,0.002,0.012195
2,1,3,1,1,0.048807,0.026146,0.042463,0.014967,0.06302,0.042336,0.83986,0.86151,0.31672,0.31672,5.5177,6.1998,0.18262,0.19396,1.552,1.531,0.489,0.504,1.034,1.005,0.30981,0.32771,3.4291,3.4761,3.5552,4.0495,0.75604,0.76052,0.3976,0.32182,0.86366,0.89287,0.65674,0.69349,0.92053,0.90976,0.67584,0.70194,0.50442,0.6376,0.78926,1,0.99854,0.55085,0.083941,0.0050207,1.2659,0.24711,1.1913,0.055649,0.069,0.088918
2,1,3,1,1,0.045259,0.034238,0.019172,0.019002,0.072857,0.041271,0.84563,0.82764,0.3125,0.3125,5.4166,5.4332,0.1815,0.18377,1.558,1.533,0.479,0.469,1.056,1.072,0.32161,0.30652,3.4159,3.4716,3.4766,3.5442,0.75562,0.75359,0.35117,0.33145,0.92038,0.8759,0.69802,0.65195,0.9098,0.87416,0.66403,0.68174,0.87789,0.55104,0.73131,1,0.99992,0.57128,0.034677,0.0042247,1.2416,0.26219,1.1521,0.021802,0.005,0.0064185
2,1,3,1,1,0.040517,0.053088,0.033552,0.0316,0.056384,0.063991,0.84831,0.88148,0.34652,0.34652,5.3364,5.6574,0.18637,0.19849,1.443,1.443,0.475,0.506,0.977,0.949,0.32622,0.35734,3.6881,3.6881,3.6981,3.9206,0.77082,0.8224,0.29881,0.30892,0.9079,0.9362,0.70203,0.77381,0.90276,0.92907,0.70564,0.74575,0.3053,0.39474,0.75808,1,0.99789,0.58821,0.053993,0.0058735,1.2717,0.27293,1.1773,0.057803,0.01,0.01386
2,1,3,1,2,0.043156,0.039499,0.033945,0.039499,0.051768,0.034354,0.85736,0.82179,0.39438,0.39438,5.7043,4.4591,0.19382,0.19601,1.29,1.292,0.385,0.431,0.878,0.868,0.30909,0.33195,4.1255,3.096,4.4219,3.4513,0.78177,0.74452,0.38775,0.28161,0.90401,0.84025,0.69683,0.66103,0.94689,0.83737,0.75153,0.71699,0.4231,0.71531,0.82724,1,0.99841,0.71051,0.064797,0.0021717,1.2362,0.33815,1.1208,0.056584,0.038,0.058915
2,1,3,1,2,0.074705,0.056428,0.096778,0.098921,0.052839,0.035678,0.86081,0.8499,0.40409,0.40409,5.4216,4.233,0.17891,0.18574,1.17,1.207,0.392,0.421,0.805,0.781,0.32973,0.35277,4.5487,3.314,4.6338,3.5071,0.83718,0.83373,0.32599,0.27768,0.95614,0.91677,0.77685,0.76573,0.9373,0.87847,0.74438,0.76758,0.40809,0.20552,0.8771,1,0.99942,0.70916,0.083668,0.0026027,1.2397,0.50175,1.0514,0.074133,0.037,0.063248
2,1,3,1,2,0.098425,0.10906,0.20654,0.19648,0.039421,0.051639,0.86159,0.83209,0.44922,0.44922,5.4812,4.0903,0.17789,0.17849,1.133,1.149,0.341,0.404,0.778,0.717,0.31839,0.36427,4.6972,3.4813,4.8378,3.5599,0.81723,0.81794,0.33538,0.24473,0.91375,0.90126,0.73901,0.72613,0.94224,0.87471,0.76395,0.79215,0.37085,0.37215,0.75147,1,0.99142,0.81142,0.13745,0.0032464,1.2304,0.57569,1.0048,0.13128,0.06,0.10591
2,1,3,1,3,0.14809,1,0.070409,1,0.19776,1,0.85192,0.84025,0.24414,1.0764,5.4278,3.3703,0.1075,0.31227,2.0565,0.466,0.737,0.214,1.262,0.25,0.36696,0.46339,2.588,5.5782,2.6395,7.2324,0.81223,0.84662,0.29821,0.13946,0.94174,0.85811,0.74982,0.84814,0.92624,0.84885,0.75104,0.81992,0.47532,0.24551,0.070254,4.5,0.60801,0.57233,2.6709,0.98034,1.2006,1.189,0.91983,-1.665,1.1e-05,4.721e-05
2,1,3,1,3,0.16116,1,0.059197,1,0.2697,1,0.8417,0.85056,0.21587,1.028,5.3391,3.587,0.10043,0.31081,2.106,0.478,0.789,0.212,1.333,0.264,0.36676,0.4463,2.527,5.4382,2.5352,7.5042,0.77922,0.86071,0.32444,0.18128,0.93098,0.87478,0.70969,0.86847,0.87477,0.87317,0.72149,0.80481,0.29732,0.17454,0.058589,5,0.45575,0.44586,2.4649,0.95182,1.2071,1.1678,0.92875,-0.97148,1.2e-05,5.0209e-05
2,1,3,1,3,0.12923,1,0.057509,1,0.14625,1,0.85363,0.84069,0.23935,1.1297,5.6999,3.3635,0.10297,0.33347,2.102,0.44,0.778,0.203,1.331,0.236,0.3667,0.46229,2.5318,5.9079,2.7117,7.6442,0.78441,0.84961,0.32054,0.15627,0.91222,0.86614,0.71197,0.86162,0.87201,0.84755,0.7551,0.81078,0.46102,0.16967,0.05687,4.5,0.69627,0.62515,1.5813,0.98327,1.2034,1.1706,0.93185,-1.7817,2.3e-05,0.00010455
2,1,3,2,1,1,0.1223,1,0.11825,1,0.13063,0.73125,0.83131,0.87099,0.29033,3.0914,5.7562,0.26886,0.11759,0.556,1.7535,0.2315,0.662,0.322,1.106,0.4216,0.36784,4.6753,3.0351,5.5602,3.2827,0.72308,0.75363,0.15586,0.33677,0.71671,0.85627,0.69618,0.6649,0.77737,0.80513,0.70817,0.72715,0.29199,0.24492,0.086175,3,0.59562,0.66558,-3.0763,0.64628,1.1216,1.0115,0.89733,0.63763,0.025,0.089928
2,1,3,2,1,1,0.072155,1,0.068168,1,0.072155,0.80732,0.84259,0.8942,0.28238,3.3923,5.6239,0.26876,0.1174,0.565,1.689,0.241,0.619,0.322,1.122,0.43002,0.35051,4.6008,3.1509,6.0041,3.3297,0.80627,0.80361,0.15785,0.33147,0.8031,0.93209,0.77169,0.699,0.85613,0.90707,0.76987,0.77844,0.1763,0.49686,0.047407,3.1667,0.52429,0.57331,-2.7447,0.97066,1.1725,1.1242,0.89688,4.5225,-0.007,-0.024779
2,1,3,2,1,1,0.12183,1,0.088009,1,0.1266,0.77703,0.83492,0.88542,0.28646,3.2962,5.4389,0.28207,0.11823,0.5545,1.697,0.237,0.622,0.3115,1.069,0.42985,0.36069,4.688,3.1361,5.9444,3.205,0.75097,0.80084,0.16421,0.30296,0.77037,0.9202,0.72389,0.71063,0.78255,0.84716,0.73053,0.7379,0.17588,0.61555,0.069662,3,0.80753,0.88573,-0.72829,0.73361,1.1507,1.0811,0.92069,0.48812,0.003,0.010821
2,1,3,2,2,1,0.19439,1,0.23612,1,0.11294,0.78061,0.81944,0.99499,0.51592,2.9229,4.2418,0.31527,0.1627,0.498,1.03,0.211,0.388,0.283,0.655,0.42285,0.39286,5.2198,3.8835,5.8694,4.1183,0.77989,0.79189,0.16013,0.24425,0.78231,0.87554,0.77254,0.70535,0.81656,0.80154,0.7413,0.7422,0.24995,0.34162,0.1147,2,0.61943,0.62094,2.9592,0.70899,1.1408,1.0529,0.84664,0.67735,-0.013,-0.052209
2,1,3,2,2,1,0.37661,1,1,1,0.18792,0.85322,0.81664,0.95578,0.51945,3.504,4.4375,0.32246,0.17546,0.523,0.937,0.2255,0.38,0.2875,0.555,0.4392,0.39402,4.9703,4.2689,6.6998,4.7359,0.84087,0.76618,0.15382,0.23514,0.84821,0.92902,0.82106,0.76214,0.89356,0.74946,0.81892,0.74319,0.14355,0.39257,0.12249,1.84,0.87254,0.88844,1.4552,0.97174,1.1877,1.1242,0.90337,0.19609,0.011,0.042065
2,1,3,2,2,1,0.17684,1,1,1,0.08614,0.83565,0.83722,0.939,0.4695,3.4461,4.5022,0.30986,0.17217,0.541,1.056,0.214,0.459,0.316,0.625,0.40468,0.3858,4.8049,3.7879,6.3698,4.2635,0.83958,0.81697,0.18908,0.2301,0.8816,0.92504,0.77997,0.78087,0.87833,0.78802,0.8216,0.78216,0.21926,0.22265,0.24669,2,0.87355,0.89574,-2.1254,0.48738,1.1889,1.1059,0.89467,-0.72832,0.035,0.12939
2,1,3,2,3,1,1,1,1,1,1,0.85139,0.85838,2.0345,2.0345,3.3625,2.8936,0.51845,0.55443,0.25,0.253,0.144,0.141,0.11,0.124,0.57492,0.52075,10.398,10.275,13.45,11.437,0.86847,0.87776,0.11939,0.12895,0.82615,0.91725,0.93066,0.93787,0.86529,0.79736,0.87231,0.88125,0.15597,0.17528,0.78939,1,0.99705,0.80669,0.1437,0.014244,1.2193,0.92584,0.78842,0.13271,0.009,0.072
2,1,3,2,3,1,1,1,1,1,1,0.8759,0.88426,2.1307,2.1307,3.4006,3.7686,0.54122,0.58696,0.235,0.236,0.129,0.125,0.11,0.114,0.52756,0.49356,11.062,11.015,14.471,15.969,0.88787,0.88934,0.1349,0.12519,0.87696,0.87643,0.96345,0.92399,0.88392,0.87938,0.87838,0.90021,0.255,0.18652,0.79642,1,0.99643,0.80367,0.12576,0.011462,1.2527,0.95292,0.81928,0.1322,0.007,0.059574
2,1,3,2,3,1,1,1,1,1,1,0.83301,0.81086,1.9531,1.9531,3.3503,2.9336,0.46737,0.53863,0.264,0.262,0.144,0.148,0.122,0.129,0.54941,0.53199,9.8464,9.9216,12.691,11.197,0.81187,0.84086,0.12951,0.11782,0.83869,0.90362,0.79721,0.69926,0.79416,0.72838,0.86557,0.88994,0.26896,0.16078,0.76676,1,0.9974,0.80854,0.09457,0.0099653,1.1704,0.85972,0.7699,0.10323,0.009,0.068182
