grp,pp,S,IDL,IDR,HarmonicityL,HarmonicityR,HarmonicityDownL,HarmonicityDownR,HarmonicityUpL,HarmonicityUpR,CircularityL,CircularityR,fL,fR,IDefL,IDefR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
1,6,2,2,1,0.074369,0.089957,0.047975,0.09409,0.12744,0.07063,0.8092,0.82836,0.30353,0.30353,3.0179,5.5389,0.17157,0.14741,1.526,1.545,0.507,0.531,0.999,0.988,0.34235,0.35537,1.7034,3.4446,1.9777,3.585,0.76118,0.80007,0.29562,0.33554,0.85453,0.85327,0.74605,0.65715,0.93415,0.91755,0.65279,0.76847,0.60164,1.7289,0.7453,1,0.98312,0.48599,-0.057388,0.015419,1.1741,0.46006,1.0292,-0.030764,0.016,0.02097
1,6,2,2,1,0.11426,0.1034,0.069935,0.11658,0.12792,0.07809,0.81227,0.86003,0.37435,0.37435,3.9596,5.6515,0.17897,0.15642,1.343,1.3025,0.498,0.495,0.8475,0.8125,0.36418,0.38875,1.9356,4.0859,2.9483,4.339,0.79293,0.82778,0.2757,0.30949,0.86574,0.85423,0.73148,0.70302,0.86897,0.91965,0.7486,0.80137,0.29462,0.36078,0.75856,1,0.97938,0.55867,-0.075447,0.010921,1.2165,0.52548,1.0329,-0.044756,0.0065,0.0096798
1,6,2,2,1,0.083453,0.07603,0.10571,0.11104,0.06233,0.046532,0.84158,0.86994,0.38726,0.38726,4.021,5.5739,0.17934,0.16249,1.26,1.271,0.4835,0.483,0.776,0.7945,0.38008,0.38498,2.0631,4.1872,3.1913,4.3854,0.81345,0.80898,0.23531,0.31178,0.88396,0.85832,0.75089,0.74005,0.8891,0.92865,0.76145,0.79363,0.31418,1.1147,0.75516,1,0.98852,0.59943,-0.049765,0.0099156,1.238,0.54402,1.0502,-0.034886,0.0085,0.013492
1,6,2,2,2,0.17515,0.25006,0.4099,0.63189,0.099795,0.086309,0.87708,0.86758,0.58129,0.58129,4.4652,4.4888,0.20789,0.20713,0.859,0.85,0.385,0.379,0.453,0.467,0.45,0.44983,3.0261,4.7059,5.1981,5.2809,0.86276,0.86792,0.22232,0.22349,0.91944,0.88345,0.84016,0.8299,0.86173,0.90759,0.86515,0.85442,0.31031,0.36556,0.74351,1,0.9976,0.89723,-9.74e-05,0.0037014,1.2471,0.74229,0.9554,-0.0040238,-0.004,-0.0093132
1,6,2,2,2,0.21798,0.52461,0.49329,0.74195,0.097123,0.085794,0.83447,0.87449,0.61678,0.61678,4.1659,4.6247,0.21601,0.21134,0.805,0.8135,0.3715,0.368,0.4405,0.44,0.4567,0.45909,3.2291,4.9171,5.175,5.685,0.83926,0.85162,0.19938,0.23284,0.85956,0.8629,0.81047,0.79917,0.84025,0.88462,0.83459,0.85743,0.33828,0.22849,0.75143,1,0.98036,0.80492,0.02218,0.0056257,1.2159,0.7552,0.92366,0.009559,0.0005,0.0012422
1,6,2,2,2,0.141,0.24748,0.23633,0.54189,0.078066,0.15034,0.8375,0.86665,0.53074,0.53074,3.968,4.8005,0.20937,0.18375,0.951,0.939,0.401,0.407,0.554,0.544,0.4187,0.42447,2.7334,4.2599,4.1724,5.1124,0.79963,0.83719,0.24415,0.22886,0.83775,0.85469,0.72507,0.77225,0.85798,0.90012,0.81879,0.82778,0.28828,0.6044,0.83643,1,0.99998,0.82847,-0.12988,0.0077284,1.2312,0.69177,0.9644,-0.11742,-0.033,-0.069401
1,6,2,2,3,0.45709,1,0.69562,1,0.07338,0.14757,0.86624,0.88889,0.75605,0.75605,3.881,3.7775,0.24547,0.24464,0.668,0.666,0.332,0.325,0.324,0.337,0.48885,0.49048,3.8914,3.9031,5.81,5.6719,0.85722,0.89285,0.15873,0.18105,0.88712,0.91771,0.89372,0.87392,0.82739,0.85328,0.82353,0.87801,0.2786,0.23065,0.7754,1,0.99961,0.95646,0.05402,0.0051533,1.2503,0.82105,0.91629,0.052846,0.008,0.023952
1,6,2,2,3,1,1,1,1,0.10216,1,0.87443,0.88877,0.84186,0.84186,3.6174,3.9281,0.26419,0.25233,0.602,0.601,0.305,0.294,0.295,0.305,0.51215,0.4904,4.318,4.3252,6.009,6.536,0.87056,0.89953,0.16598,0.14842,0.89407,0.92509,0.90592,0.88524,0.85024,0.88082,0.84962,0.89401,0.25641,0.23169,0.74976,1,0.99987,0.98599,0.027631,0.0068151,1.253,0.87308,0.88224,0.034483,0.002,0.0066445
1,6,2,2,3,0.17357,1,0.66518,1,0.071456,0.2128,0.84695,0.8586,0.7019,0.7019,3.669,3.7934,0.22902,0.20828,0.7185,0.7145,0.3585,0.3325,0.375,0.388,0.48215,0.46843,3.6179,3.6382,5.1065,5.3092,0.84515,0.8602,0.17284,0.18656,0.83628,0.85848,0.81194,0.84162,0.86976,0.88172,0.86666,0.85823,0.19355,0.19905,0.80514,1,0.99944,0.93791,-0.096629,0.0090184,1.2123,0.84666,0.84773,-0.093515,-0.021,-0.058455
1,6,3,1,1,0.10316,0.089553,0.10371,0.089553,0.10064,0.085873,0.89429,0.86144,0.27127,0.27127,6.3732,5.8828,0.16818,0.1499,1.873,1.837,0.694,0.684,1.121,1.183,0.38866,0.37229,2.8414,2.8971,3.4027,3.2024,0.81373,0.76606,0.32771,0.36263,0.93462,0.86858,0.72486,0.67996,0.94492,0.9123,0.78749,0.73206,0.48142,0.62692,0.74577,1,0.99705,0.5393,-0.0468,0.0059072,1.308,0.26105,1.2256,-0.023862,-0.046,-0.049119
1,6,3,1,1,0.11914,0.080956,0.085406,0.066535,0.12802,0.096989,0.88679,0.88423,0.32992,0.32992,5.8863,6.0579,0.18725,0.1734,1.494,1.526,0.627,0.59,0.862,0.942,0.42007,0.38418,3.5622,3.4875,3.9399,3.9698,0.83432,0.84691,0.29133,0.30172,0.89856,0.90106,0.74957,0.71536,0.90665,0.93649,0.81724,0.82302,0.68904,1.1768,0.74067,1,0.99981,0.59062,-0.032499,0.0052612,1.2977,0.29944,1.2077,-0.027476,-0.023,-0.03079
1,6,3,1,1,0.10165,0.053976,0.088429,0.0364,0.11068,0.077016,0.8933,0.87833,0.2694,0.2694,6.2465,6.3748,0.17478,0.16398,1.768,1.764,0.709,0.637,1.04,1.121,0.4093,0.36674,3.0101,3.017,3.5331,3.6138,0.83115,0.79619,0.258,0.31378,0.90697,0.9086,0.74167,0.73976,0.93076,0.93383,0.7992,0.74381,0.71651,1.0237,0.74617,1,0.99926,0.51874,-0.041815,0.0037602,1.3115,0.2438,1.2389,-0.034549,-0.017,-0.019231
1,6,3,1,2,0.10477,0.083386,0.070864,0.079233,0.11784,0.08263,0.90489,0.86316,0.40838,0.40838,5.7388,5.3675,0.20258,0.18964,1.23,1.236,0.538,0.478,0.671,0.745,0.43847,0.39142,4.3268,3.2362,4.6657,4.3426,0.88948,0.83412,0.24509,0.32263,0.92119,0.8832,0.83483,0.76088,0.9131,0.91802,0.87016,0.81229,1.1852,1.3092,0.74365,1,0.99497,0.74981,-0.025659,0.0091952,1.279,0.41762,1.1436,-0.021076,-0.018,-0.029268
1,6,3,1,2,0.11787,0.053951,0.093377,0.051618,0.1389,0.050572,0.89958,0.8669,0.34032,0.34032,6.1615,5.0822,0.19636,0.17537,1.331,1.334,0.576,0.525,0.78,0.831,0.42643,0.37582,3.9984,2.9985,4.6292,3.8098,0.85639,0.84951,0.27574,0.31225,0.90613,0.9259,0.80102,0.8006,0.93107,0.93234,0.82178,0.74475,0.26223,0.62044,0.74303,1,0.98998,0.6785,-0.067641,0.007793,1.2835,0.38775,1.1614,-0.059543,-0.028,-0.042074
1,6,3,1,2,0.076115,0.069419,0.048044,0.062318,0.10025,0.075234,0.89685,0.8567,0.38147,0.38147,6.0482,5.0917,0.19956,0.176,1.314,1.302,0.576,0.488,0.731,0.819,0.43834,0.37171,4.0502,3.0722,4.6029,3.9107,0.84844,0.79619,0.31565,0.28931,0.89764,0.87514,0.77315,0.72949,0.91366,0.90122,0.82775,0.75349,1.0325,0.99821,0.75157,1,0.99368,0.72207,-0.074236,0.0057252,1.2762,0.39732,1.1598,-0.070377,-0.04,-0.060883
1,6,3,1,3,0.088844,0.099903,0.080394,0.097584,0.10111,0.093979,0.89953,0.85725,0.42969,0.42969,5.8863,4.2709,0.2042,0.17769,1.1395,1.1275,0.519,0.455,0.6385,0.699,0.43431,0.39019,4.6705,2.3055,5.1658,3.788,0.88402,0.85978,0.30237,0.28926,0.91798,0.89774,0.83415,0.8175,0.92649,0.93855,0.84394,0.78263,0.87215,0.44103,0.73717,1,0.9823,0.81797,-0.0014836,0.0072826,1.2604,0.52308,1.0786,-0.0047373,-0.0015,-0.0026327
1,6,3,1,3,0.072453,0.061241,0.035195,0.11876,0.09973,0.046111,0.89047,0.8348,0.39063,0.39063,5.8073,4.3295,0.19921,0.16597,1.24,1.249,0.548,0.4895,0.698,0.7375,0.44046,0.38951,4.2919,2.0812,4.6834,3.4663,0.86993,0.80471,0.25063,0.26736,0.91253,0.85566,0.8191,0.74085,0.90858,0.88948,0.83244,0.74547,1.303,0.42982,0.7558,1,0.97601,0.7873,-0.033889,0.0066103,1.2451,0.45515,1.0977,-0.026181,-0.0215,-0.034677
1,6,3,1,3,0.070511,0.099158,0.051912,0.10295,0.079726,0.07385,0.89323,0.84063,0.41853,0.43846,5.7627,4.1904,0.22043,0.18683,1.172,1.159,0.507,0.483,0.639,0.653,0.44889,0.43056,4.5409,2.2428,4.9169,3.6155,0.85766,0.79821,0.23503,0.24143,0.88505,0.81344,0.79721,0.76211,0.92854,0.88581,0.84366,0.76549,0.25997,0.43912,0.7429,1,0.98704,0.8143,-0.015855,0.0034093,1.2399,0.40098,1.1344,-0.013018,-0.005,-0.0085324
1,6,3,2,1,0.078133,0.045512,0.038567,0.045512,0.11386,0.042731,0.87843,0.85855,0.41853,0.41853,4.597,5.7684,0.2192,0.19987,1.16,1.174,0.494,0.48,0.665,0.682,0.4211,0.41591,2.2409,4.5332,3.9629,4.9135,0.8543,0.8178,0.25331,0.34822,0.87851,0.84895,0.782,0.70364,0.89409,0.88895,0.83953,0.82044,0.39357,0.90087,0.76517,1,0.99973,0.70756,-0.074325,0.0083751,1.2557,0.42384,1.1286,-0.055416,-0.013,-0.022414
1,6,3,2,1,0.10355,0.092284,0.12743,0.096482,0.061251,0.075323,0.86213,0.89996,0.46794,0.46794,4.2497,5.6595,0.20931,0.19573,1.103,1.087,0.485,0.461,0.595,0.625,0.44831,0.43107,2.3567,4.896,3.8529,5.2065,0.84011,0.88511,0.23405,0.27567,0.85175,0.90211,0.77579,0.80581,0.88205,0.94377,0.83272,0.88219,0.46334,0.7136,0.7381,1,0.99854,0.74237,-0.027181,0.0067308,1.2641,0.54641,1.0901,-0.023536,0,0
1,6,3,2,1,0.086785,0.089196,0.10891,0.098798,0.073307,0.078065,0.86097,0.88272,0.46064,0.46064,4.484,5.442,0.21564,0.19527,1.091,1.098,0.472,0.474,0.615,0.623,0.44,0.43796,2.3826,4.8469,4.11,4.9563,0.82786,0.85564,0.21578,0.27977,0.85416,0.86503,0.76998,0.77325,0.87114,0.93203,0.81658,0.87288,0.40664,0.68932,0.73801,1,0.99971,0.7501,-0.039067,0.0069635,1.2484,0.48806,1.1043,-0.025207,-0.005,-0.0091659
1,6,3,2,2,0.15628,0.30488,0.46557,0.61806,0.07899,0.1006,0.86827,0.88752,0.60705,0.60705,3.7382,4.9706,0.21611,0.21612,0.824,0.821,0.3905,0.378,0.426,0.44,0.47439,0.45403,3.1547,4.8722,4.5367,6.0545,0.86203,0.87206,0.20859,0.21842,0.86342,0.86709,0.83792,0.82368,0.88893,0.9171,0.85551,0.88429,0.34392,0.17848,0.74644,1,0.98972,0.82519,0.019055,0.011399,1.2463,0.74069,0.96462,-0.003246,0.006,0.014563
1,6,3,2,2,0.20877,0.24337,0.31107,0.45847,0.055376,0.12645,0.82609,0.87603,0.54506,0.54506,4.0161,4.7491,0.21127,0.20474,0.904,0.895,0.409,0.395,0.497,0.501,0.46366,0.43493,2.8755,4.4693,4.4426,5.3062,0.80002,0.86329,0.21728,0.24344,0.80719,0.87075,0.7518,0.77446,0.84148,0.92543,0.80748,0.87386,0.39386,0.30702,0.74672,1,0.98959,0.77214,-0.0085187,0.0090278,1.2191,0.66127,0.97029,-0.0017685,-0.004,-0.0088496
1,6,3,2,2,0.1722,0.46886,0.49055,0.63436,0.069133,0.087485,0.8566,0.90896,0.63345,0.63345,3.9172,4.7727,0.23693,0.22346,0.797,0.796,0.377,0.3695,0.4085,0.4155,0.48461,0.46741,3.2617,5.0252,4.9152,5.9959,0.8417,0.90562,0.20746,0.27611,0.82004,0.90469,0.80524,0.8662,0.88011,0.93673,0.85757,0.92047,0.24741,0.37352,0.76509,1,0.99632,0.86987,-0.067668,0.006649,1.2509,0.73854,0.96963,-0.061324,-0.019,-0.047679
1,6,3,2,3,0.59786,1,1,1,0.10641,0.091122,0.84281,0.87346,0.78125,0.78125,3.6585,4.4846,0.24899,0.24547,0.649,0.657,0.32,0.319,0.328,0.331,0.48882,0.48513,4.0053,3.9566,5.6372,6.8259,0.8283,0.87153,0.15642,0.17319,0.83863,0.88117,0.84886,0.83577,0.82854,0.85719,0.80345,0.88648,0.19959,0.25364,0.77026,1,0.99597,0.94807,0.10417,0.0078766,1.2188,0.79945,0.89754,0.10248,0.02,0.061633
1,6,3,2,3,0.68107,1,1,1,0.15222,0.56121,0.88672,0.90529,0.80218,0.80218,4.3152,4.2225,0.24545,0.23745,0.631,0.631,0.325,0.301,0.305,0.322,0.51002,0.47939,4.1196,4.1196,6.8386,6.6917,0.88748,0.90766,0.17994,0.17326,0.88247,0.89134,0.87839,0.89793,0.8697,0.92925,0.90429,0.90043,0.28335,0.20065,0.76371,1,0.99908,0.9664,0.033727,0.0038734,1.2696,0.87781,0.90905,0.031956,0,0
1,6,3,2,3,0.60956,1,1,1,0.090819,0.048162,0.88711,0.89031,0.80218,0.80218,3.6041,4.1645,0.26656,0.2482,0.62,0.617,0.318,0.3,0.302,0.311,0.51586,0.49425,4.1927,4.2131,5.8131,6.7496,0.89269,0.89287,0.17717,0.19274,0.8722,0.87664,0.90328,0.88026,0.89221,0.91782,0.89269,0.90418,0.27638,0.1924,0.74781,1,0.99885,0.98452,-0.015539,0.0068488,1.2624,0.85904,0.89751,-0.015347,-0.013,-0.041935
1,8,1,1,1,0.089111,0.040593,0.051238,0.028644,0.12096,0.057144,0.82396,0.84007,0.23674,0.23674,5.7947,5.4764,0.15576,0.16226,1.96,2.004,0.682,0.655,1.326,1.361,0.34264,0.33152,2.7153,2.6557,2.9565,2.7327,0.7146,0.74119,0.37511,0.34377,0.90705,0.91311,0.64944,0.64002,0.93204,0.92345,0.68622,0.69525,0.58339,0.80657,0.8055,1,0.99812,0.42471,0.055199,0.0023044,1.2374,0.1884,1.1643,0.045764,0.034,0.034694
1,8,1,1,1,0.080861,0.040651,0.02174,0.014627,0.12808,0.057162,0.80108,0.80883,0.25202,0.25202,5.7281,5.3359,0.15383,0.15216,1.863,1.896,0.629,0.575,1.275,1.303,0.33799,0.30548,2.8566,2.8069,3.0747,2.8143,0.71589,0.69738,0.39074,0.36098,0.86522,0.85482,0.60183,0.59549,0.91889,0.86889,0.68054,0.66928,0.41643,3.0353,0.80268,1,0.99966,0.4646,0.049746,0.0026654,1.2011,0.21374,1.119,0.039645,0.02,0.021471
1,8,1,1,1,0.089834,0.038679,0.041579,0.018044,0.13684,0.057945,0.80379,0.82853,0.25139,0.25139,5.8954,5.4701,0.15285,0.15772,2.103,2.087,0.712,0.669,1.36,1.391,0.34964,0.32875,2.5306,2.55,2.8033,2.621,0.71512,0.74343,0.40686,0.33711,0.87882,0.89443,0.59847,0.69041,0.91871,0.89711,0.67645,0.69114,0.47062,0.35055,0.81218,1,0.99882,0.45385,0.069576,0.0039144,1.2136,0.18908,1.1429,0.04782,0.036,0.034237
1,8,1,1,2,0.055338,0.029867,0.024586,0.01901,0.067503,0.043296,0.83994,0.82086,0.39378,0.39378,5.4464,4.7817,0.27556,0.2786,1.331,1.315,0.473,0.441,0.824,0.83,0.37175,0.34948,3.9984,3.0418,4.0919,3.6363,0.75488,0.75273,0.29515,0.30039,0.89795,0.87509,0.73565,0.67081,0.90497,0.86256,0.67498,0.67851,0.61981,1.2846,0.74693,1,0.99978,0.68887,0.049474,0.0035611,1.2299,0.15673,1.1715,0.028334,0.018,0.027047
1,8,1,1,2,0.077751,0.046011,0.032814,0.019137,0.098372,0.066559,0.81946,0.82209,0.28935,0.28935,5.74,5.3242,0.18285,0.18533,1.614,1.735,0.563,0.552,1.091,1.133,0.34271,0.32927,3.2974,2.3055,3.5564,3.0687,0.72771,0.68702,0.37346,0.39111,0.8622,0.84257,0.61769,0.58187,0.90519,0.85382,0.69191,0.65499,0.44997,0.80003,0.77345,1,0.99884,0.51268,0.044296,0.0027063,1.2278,0.18843,1.1579,0.031477,0.027,0.033457
1,8,1,1,2,0.042824,0.03125,0.023698,0.023368,0.064569,0.04094,0.83917,0.81509,0.33569,0.33569,5.7721,4.4978,0.18714,0.19808,1.52,1.5465,0.4685,0.4615,1.0265,1.0735,0.3096,0.30776,3.5013,2.5865,3.7975,2.9084,0.7558,0.75552,0.38891,0.34237,0.91424,0.9017,0.64787,0.6974,0.94966,0.93006,0.72702,0.70543,0.70561,2.8438,0.78847,1,0.99632,0.64447,0.075142,0.0047383,1.2255,0.2564,1.1158,0.04797,0.04,0.052632
1,8,1,1,3,0.052678,0.028009,0.030973,0.0098481,0.078914,0.041255,0.85581,0.81625,0.35358,0.35358,5.7406,4.316,0.21633,0.21601,1.393,1.413,0.465,0.4355,0.9205,0.9645,0.33419,0.31563,3.8205,1.8397,4.1211,3.0545,0.80151,0.76393,0.33717,0.25865,0.95791,0.91621,0.71633,0.66037,0.94446,0.86459,0.72878,0.69399,0.39644,3.0227,0.8089,1,0.99916,0.64619,0.06328,0.0029303,1.2325,0.22067,1.142,0.0441,0.033,0.04738
1,8,1,1,3,0.049865,0.028691,0.031197,0.01223,0.05971,0.050641,0.84025,0.81533,0.33967,0.33967,5.6106,4.3234,0.21816,0.21365,1.434,1.43,0.495,0.454,0.931,0.976,0.34094,0.31641,3.7112,1.8178,3.9126,3.0234,0.77663,0.73463,0.38626,0.31936,0.92926,0.88455,0.69368,0.66206,0.94882,0.88034,0.71481,0.67118,0.36054,0.21854,0.8207,1,0.99603,0.65069,0.061457,0.0035268,1.2277,0.20846,1.1434,0.0435,0.002,0.0027894
1,8,1,1,3,0.048659,0.033758,0.024168,0.021905,0.058739,0.041194,0.82645,0.82477,0.36414,0.36414,5.4866,4.4138,0.21133,0.20486,1.38,1.389,0.4145,0.4385,0.971,0.933,0.3188,0.3227,3.8565,1.8715,3.9758,3.1777,0.76184,0.79014,0.33585,0.26508,0.89569,0.91762,0.66814,0.71608,0.94241,0.89275,0.71985,0.67176,0.65992,2.8541,0.81643,1,0.99946,0.65372,0.074574,0.0045548,1.2152,0.24183,1.1126,0.045636,0.034,0.049275
1,8,1,2,1,0.034274,0.038879,0.017521,0.019949,0.052955,0.046121,0.78319,0.81472,0.44389,0.44389,3.8696,5.299,0.24977,0.26122,1.147,1.126,0.35,0.419,0.753,0.732,0.32045,0.35418,2.2663,4.7264,3.3737,4.7061,0.72792,0.71912,0.29763,0.2856,0.86909,0.86008,0.66306,0.65462,0.81772,0.81759,0.68329,0.68593,0.40703,0.5775,0.77315,1,0.99349,0.68464,0.034083,0.002566,1.1709,0.22238,1.1052,0.028269,0.037,0.064516
1,8,1,2,1,0.076154,0.0624,0.065294,0.054954,0.082193,0.066306,0.77587,0.83438,0.37042,0.37042,3.8696,5.5582,0.16873,0.1849,1.286,1.284,0.398,0.437,0.877,0.867,0.32187,0.32717,2.0214,4.1448,3.009,4.3288,0.74164,0.74159,0.27612,0.35245,0.88549,0.9191,0.63843,0.66784,0.85783,0.85003,0.71392,0.69697,0.39149,0.85356,0.86718,1,0.97529,0.54421,0.090699,0.0043401,1.18,0.3915,1.0428,0.07951,0.014,0.021773
1,8,1,2,1,0.033661,0.045251,0.022918,0.035132,0.034883,0.061952,0.72608,0.82442,0.42969,0.42969,3.0278,5.7346,0.19715,0.22361,1.1315,1.173,0.3605,0.4125,0.7755,0.7425,0.31702,0.34665,2.2976,4.5371,2.6762,4.8889,0.70613,0.72487,0.27899,0.33763,0.82609,0.88056,0.60421,0.69522,0.76478,0.82048,0.67711,0.67765,0.61895,0.64899,0.80301,1,0.93131,0.54029,0.074984,0.0065892,1.12,0.36397,1.029,0.045733,0.033,0.05833
1,8,1,2,2,0.071791,0.078269,0.10042,0.086345,0.032397,0.064591,0.78795,0.8153,0.65104,0.65104,3.5347,4.5889,0.3209,0.3241,0.759,0.7795,0.294,0.293,0.464,0.485,0.37984,0.3674,3.4251,5.1318,4.6573,5.8872,0.80359,0.78724,0.22302,0.25076,0.84088,0.85367,0.65727,0.62432,0.86559,0.8412,0.80553,0.78071,2.801,0.76612,0.7478,1,0.98983,0.85597,0.029279,0.0034389,1.1585,0.36984,1.0246,0.024761,0.005,0.013175
1,8,1,2,2,0.11477,0.09988,0.14703,0.11628,0.045665,0.066109,0.78849,0.7564,0.53478,0.53478,3.9443,4.2963,0.21137,0.23392,0.912,0.903,0.28,0.321,0.623,0.592,0.32202,0.35105,2.8503,4.4297,4.3249,4.7578,0.77148,0.73348,0.26937,0.29642,0.89729,0.84348,0.67565,0.63103,0.87182,0.80738,0.7361,0.70155,0.36858,0.52354,0.82788,1,0.99806,0.85949,0.079434,0.004102,1.1179,0.47344,0.91055,0.080097,0.024,0.052632
1,8,1,2,2,0.20348,0.29233,0.37351,1,0.11279,0.17522,0.82406,0.84247,0.61035,0.61035,3.3338,4.4691,0.20774,0.22537,0.816,0.821,0.297,0.329,0.507,0.501,0.36421,0.38009,3.1856,4.8721,4.0855,5.4434,0.84022,0.82247,0.24528,0.22481,0.92853,0.91633,0.72104,0.75575,0.89782,0.84705,0.8254,0.77176,0.32897,0.33381,0.79974,1,0.98081,0.80164,0.10757,0.0090378,1.1841,0.68334,0.91386,0.09919,0.022,0.053922
1,8,1,2,3,1,1,1,1,1,1,0.8026,0.83429,1.4648,1.4648,2.6702,3.0617,0.46175,0.4289,0.342,0.343,0.182,0.176,0.163,0.166,0.52522,0.51929,7.6008,7.5786,7.8076,8.9263,0.75849,0.85136,0.18273,0.11451,0.71286,0.85403,0.98969,0.82524,0.77847,0.80241,0.73254,0.87514,0.21723,0.23407,0.74889,1,0.98979,0.97096,0.1364,0.0036248,1.1508,0.86227,0.76767,0.13,0.015,0.087719
1,8,1,2,3,1,1,1,1,1,1,0.85849,0.84747,1.5625,1.5625,3.259,3.0095,0.52877,0.49629,0.316,0.317,0.166,0.167,0.149,0.151,0.52866,0.52681,8.2261,8.2002,10.313,9.4935,0.88366,0.88198,0.13056,0.17969,0.85476,0.87853,0.91559,0.84611,0.88201,0.81683,0.88537,0.93085,0.15892,0.13949,0.84772,1,0.9989,0.88984,0.089127,0.0033717,1.2171,0.93492,0.77107,0.085732,0.01,0.063291
1,8,1,2,3,1,1,1,1,1,1,0.83863,0.87811,1.5259,1.5259,2.5382,2.9729,0.46978,0.48777,0.332,0.333,0.176,0.173,0.157,0.157,0.53271,0.52493,7.8297,7.8062,7.6452,8.9277,0.86317,0.9026,0.14056,0.13469,0.8599,0.91267,0.87372,0.87399,0.81868,0.83803,0.90072,0.95819,0.16959,0.1729,0.74576,1,0.98558,0.96784,0.0049624,0.0069116,1.2248,0.9368,0.76426,0.0097846,0.001,0.0060241
1,8,2,1,1,0.071987,0.044648,0.031442,0.020112,0.19449,0.115,0.84374,0.86877,0.31196,0.31196,5.5841,5.8039,0.19469,0.19208,1.586,1.562,0.563,0.612,1.033,0.943,0.36385,0.36413,3.3556,3.4071,3.5209,3.7157,0.78047,0.80908,0.31561,0.27872,0.91963,0.92246,0.69305,0.68722,0.91028,0.90381,0.71506,0.78687,0.51398,1.3258,0.74971,1,0.99917,0.55006,0.018826,0.0019627,1.267,0.20079,1.1931,0.02094,0.016,0.020177
1,8,2,1,1,0.079271,0.035539,0.026241,0.012922,0.10967,0.089103,0.8583,0.84799,0.29871,0.29871,5.6755,5.9949,0.1896,0.1855,1.75,1.736,0.586,0.6,1.11,1.137,0.35539,0.34525,3.0411,3.0656,3.2431,3.4533,0.76376,0.76167,0.31477,0.29389,0.91833,0.91445,0.69191,0.6703,0.91551,0.88855,0.69306,0.71243,0.98997,0.78042,0.73359,1,0.99928,0.5654,0.0052405,0.0014847,1.2698,0.16767,1.2024,0.006105,-0.005,-0.0057143
1,8,2,1,1,0.091388,0.038642,0.040132,0.018062,0.14602,0.059265,0.85577,0.85986,0.30609,0.30609,5.4432,6.2721,0.19591,0.1902,1.5545,1.61,0.534,0.5545,1.0375,1.0435,0.36057,0.33629,3.4237,3.3057,3.5018,3.8959,0.75247,0.74044,0.31179,0.31061,0.85871,0.89414,0.68225,0.65938,0.93598,0.91101,0.73021,0.72364,0.76,0.76772,0.75821,1,0.99993,0.55573,0.027378,0.0015114,1.2767,0.1868,1.2042,0.024212,0.005,0.0064329
1,8,2,1,2,0.060642,0.02846,0.027193,0.008774,0.10154,0.056968,0.86136,0.85127,0.35383,0.35383,5.5047,5.1229,0.21572,0.20792,1.42,1.439,0.512,0.487,0.911,0.929,0.35917,0.33949,3.7478,2.7797,3.8766,3.56,0.80889,0.78697,0.32968,0.33913,0.93056,0.90354,0.73255,0.67075,0.95427,0.92408,0.76089,0.75654,0.33729,2.7878,0.73555,1,0.99986,0.62163,0.012275,0.0024435,1.262,0.20724,1.174,0.010989,0.009,0.012676
1,8,2,1,2,0.078267,0.033477,0.014758,0.020264,0.11319,0.073094,0.87752,0.85466,0.33133,0.33133,6.0822,5.3382,0.19794,0.19491,1.4685,1.4805,0.4785,0.4925,0.972,0.982,0.32096,0.33523,3.6242,2.702,4.1419,3.6059,0.81491,0.78817,0.35919,0.31749,0.94115,0.88732,0.72261,0.66561,0.96652,0.90841,0.75971,0.75955,1.8166,2.6616,0.76494,1,0.99969,0.6074,0.02824,0.0015575,1.2805,0.23881,1.1868,0.021934,0.0005,0.00068097
1,8,2,1,2,0.082037,0.03818,0.046238,0.030297,0.12715,0.045398,0.85393,0.84273,0.35807,0.35807,5.5415,4.8176,0.20458,0.20441,1.3695,1.357,0.475,0.461,0.9005,0.9165,0.34878,0.34543,3.886,2.9479,4.0464,3.5504,0.78098,0.77723,0.3211,0.31598,0.91773,0.89324,0.69796,0.70604,0.92589,0.9209,0.72073,0.72098,0.42986,1.3018,0.76509,1,0.99883,0.65832,0.030506,0.002041,1.2562,0.27637,1.1441,0.029466,-0.0005,-0.00073019
1,8,2,1,3,0.045394,0.029584,0.020533,0.023147,0.084705,0.052842,0.84744,0.81765,0.35979,0.35979,5.9319,4.4909,0.21045,0.19593,1.333,1.337,0.444,0.459,0.883,0.865,0.33754,0.33381,3.9924,1.9442,4.4501,3.359,0.78465,0.77543,0.33437,0.33423,0.87225,0.86551,0.66083,0.62753,0.93684,0.85938,0.74838,0.76649,1.094,0.50839,0.73467,1,0.99755,0.67077,0.0051863,0.0020401,1.2328,0.26773,1.1224,0.005164,0.011,0.016504
