grp,pp,S,ID,Harmonicity,Circularity,IDef,f,peakVel,MT,accTime,decTime,accQ,IPerf,IPerfEf,vfTrajCircularity,vfCircularity,q1,q2,q3,q4,maxangle
2,1,1,1,0.036804,0.833,5.0324,0.44759,0.19707,1.157,0.329,0.8,0.28639,4.5998,4.3495,0.76355,0.33602,0.93799,0.73642,0.89163,0.64928,0.35575
2,1,1,1,0.035863,0.80178,5.26,0.48828,0.2197,1.079,0.331,0.72,0.33461,4.9323,4.8748,0.68819,0.3162,0.83969,0.66183,0.81161,0.61781,0.46312
2,1,1,2,1,0.85308,4.1294,0.77452,0.26657,0.6075,0.254,0.347,0.41119,6.5845,6.7974,0.85598,0.20126,0.86546,0.82306,0.91658,0.81557,0.22114
2,1,1,2,1,0.88232,4.0435,0.97656,0.30337,0.504,0.241,0.274,0.46627,7.9365,8.0227,0.89257,0.18561,0.87495,0.86825,0.93518,0.8775,0.26848
2,1,1,2,1,0.8782,4.3317,0.87193,0.27123,0.568,0.254,0.313,0.43485,7.0423,7.6263,0.8631,0.17147,0.86392,0.83347,0.92201,0.84538,0.24451
2,1,1,3,1,0.88848,3.5484,1.5625,0.38047,0.324,0.17,0.157,0.51724,8.023,10.952,0.90417,0.13988,0.90417,0.93722,0.8594,0.90959,0.44145
2,1,1,3,1,0.85755,3.4488,2.0419,0.48645,0.237,0.128,0.117,0.5316,10.968,14.552,0.83425,0.17987,0.85427,0.94589,0.83161,0.79591,0.27238
2,1,1,3,1,0.85387,3.5925,1.878,0.45127,0.273,0.141,0.134,0.51685,9.5218,13.159,0.8725,0.11699,0.89693,0.90895,0.84186,0.85237,0.19294
2,1,2,1,0.032469,0.8227,6.044,0.39438,0.21939,1.226,0.382,0.834,0.32307,4.3409,4.9299,0.67009,0.37941,0.83326,0.62469,0.78742,0.60835,0.78962
2,1,2,1,0.03798,0.85083,5.6814,0.45956,0.22608,1.088,0.359,0.726,0.33996,4.8915,5.2219,0.77921,0.29308,0.90602,0.73996,0.9018,0.7096,0.48927
2,1,2,1,0.055627,0.86751,5.6215,0.47871,0.19722,1.06,0.344,0.709,0.32879,5.0207,5.3033,0.83082,0.35343,0.95569,0.79861,0.92608,0.72317,0.38488
2,1,2,2,1,0.87539,4.4539,0.78755,0.24965,0.66,0.267,0.377,0.41369,6.0606,6.7484,0.85867,0.2275,0.87336,0.82301,0.94567,0.81472,0.26525
2,1,2,2,1,0.89195,4.4855,0.76294,0.24093,0.653,0.3,0.359,0.44635,6.1256,6.869,0.88392,0.17613,0.89764,0.87503,0.93645,0.8561,0.24041
2,1,2,2,1,0.87791,4.2468,0.83189,0.26581,0.592,0.275,0.32,0.46501,6.7568,7.1736,0.88069,0.20967,0.88629,0.88283,0.92004,0.84916,0.30922
2,1,2,3,1,0.80674,3.425,2.8076,0.70503,0.18,0.1,0.099,0.49268,14.441,19.028,0.77189,0.21405,0.75453,0.81266,0.87501,0.76792,0.44571
2,1,2,3,1,0.85814,3.5562,2.3438,0.58431,0.209,0.115,0.104,0.49362,12.438,17.015,0.81039,0.088399,0.81039,0.84523,0.87501,0.77189,0.3405
2,1,2,3,1,0.87918,3.6892,2.9297,0.7152,0.173,0.104,0.089,0.48897,15.026,21.325,0.87288,0.082219,0.85512,0.81266,0.87501,0.88325,0.30045
2,1,3,1,0.034999,0.84017,6.1301,0.32106,0.16194,1.492,0.437,1.063,0.28702,3.567,4.1086,0.75657,0.40507,0.90591,0.72618,0.92483,0.68487,0.63464
2,1,3,1,0.033753,0.84532,5.9535,0.44222,0.20669,1.104,0.334,0.755,0.30678,4.8206,5.3927,0.75657,0.35529,0.87987,0.72955,0.91361,0.67293,0.45775
2,1,3,1,0.083768,0.87612,5.844,0.44582,0.18806,1.1,0.362,0.733,0.341,4.8381,5.3127,0.8371,0.33998,0.94549,0.80328,0.94197,0.75844,0.5452
2,1,3,2,1,0.90187,4.7155,0.86388,0.26769,0.5705,0.2565,0.321,0.42958,7.0114,8.2656,0.90422,0.23611,0.89578,0.89599,0.95469,0.84858,0.18247
2,1,3,2,1,0.88527,4.7692,0.68063,0.22188,0.704,0.2995,0.4045,0.42545,5.6818,6.7745,0.87143,0.21866,0.89079,0.84146,0.92466,0.8319,0.24969
2,1,3,2,1,0.91873,4.5764,0.8138,0.24896,0.622,0.282,0.347,0.44499,6.4309,7.3576,0.92509,0.21884,0.93892,0.93077,0.95703,0.88434,0.1462
2,1,3,3,1,0.79627,3.1622,2.9297,0.72467,0.173,0.104,0.099,0.53333,15.026,18.279,0.8244,0.21617,0.87121,0.81266,0.87501,0.78708,0.42728
2,1,3,3,1,0.86305,3.4164,2.1307,0.55768,0.239,0.131,0.121,0.49825,10.876,14.294,0.88231,0.11458,0.87289,0.90624,0.83911,0.88676,0.142
2,1,3,3,1,0.81418,3.5978,2.8076,0.66898,0.177,0.101,0.092,0.53589,14.686,20.327,0.81274,0.21281,0.77267,0.91091,0.87318,0.81162,0.091641
2,4,1,1,0.11399,0.83396,5.4986,0.55804,0.2184,0.88,0.298,0.603,0.33256,6.0476,6.2484,0.75378,0.33889,0.89128,0.72441,0.89341,0.67821,0.3535
2,4,1,1,0.14871,0.87986,5.2109,0.55804,0.20554,0.8805,0.2895,0.594,0.32995,6.0442,5.9181,0.86453,0.29441,0.95275,0.83109,0.95712,0.7621,0.46602
2,4,1,1,0.14424,0.86387,5.1628,0.54253,0.19615,0.934,0.29,0.65,0.30911,5.698,5.5276,0.81921,0.30861,0.93565,0.76895,0.92425,0.7541,0.3493
2,4,1,2,1,0.85693,4.0679,0.89844,0.30904,0.551,0.243,0.313,0.43856,7.2595,7.3828,0.85892,0.19676,0.90621,0.87863,0.85533,0.80433,0.57169
2,4,1,2,0.51134,0.86292,4.163,0.90422,0.295,0.558,0.241,0.325,0.42468,7.1685,7.4607,0.86595,0.17382,0.91622,0.85958,0.88563,0.8144,0.16803
2,4,1,2,1,0.88446,4.5933,0.86806,0.26918,0.574,0.2555,0.3195,0.4497,6.9686,8.0023,0.87273,0.19468,0.91744,0.88594,0.87314,0.84008,0.25069
2,4,1,3,1,0.7734,3.6604,1.3428,0.51327,0.3305,0.155,0.181,0.48389,7.8653,11.075,0.73525,0.17207,0.74038,0.7907,0.73795,0.6994,0.19072
2,4,1,3,1,0.77159,3.331,1.7439,0.54905,0.284,0.14,0.147,0.4786,9.153,11.729,0.77372,0.1633,0.78897,0.84162,0.76549,0.73762,0.18528
2,4,1,3,1,0.75383,2.9476,1.7278,0.54292,0.289,0.141,0.139,0.49541,8.9947,10.199,0.70431,0.14258,0.76358,0.81266,0.64685,0.69896,0.2136
2,4,2,1,0.10962,0.79724,5.5643,0.48828,0.20532,1.021,0.345,0.658,0.3407,5.2125,5.4499,0.65963,0.31288,0.76771,0.61756,0.74211,0.62239,0.70641
2,4,2,1,0.10673,0.83738,5.6699,0.53478,0.21156,0.963,0.3,0.64,0.32125,5.5264,5.8877,0.75821,0.32888,0.92788,0.75412,0.87151,0.65663,0.70012
2,4,2,1,0.11113,0.83846,5.4535,0.48828,0.19254,0.989,0.308,0.682,0.31282,5.3811,5.5141,0.76551,0.32401,0.92356,0.75671,0.89646,0.66792,0.4629
2,4,2,2,0.29053,0.87174,4.6348,0.78125,0.26739,0.618,0.274,0.353,0.44018,6.4725,7.4996,0.86762,0.20433,0.92706,0.88448,0.86476,0.77731,0.17043
2,4,2,2,1,0.87796,3.5223,0.84186,0.28216,0.588,0.261,0.331,0.43619,6.8027,5.9903,0.88047,0.21899,0.93122,0.90027,0.88285,0.80935,0.17654
2,4,2,2,1,0.90413,4.7053,0.84186,0.27267,0.597,0.273,0.336,0.44918,6.7002,7.8816,0.903,0.24972,0.94548,0.93369,0.89091,0.82329,0.68135
2,4,2,3,1,0.84007,3.6006,1.878,0.55072,0.274,0.132,0.146,0.48092,9.4871,13.141,0.82787,0.16033,0.83546,0.8869,0.84893,0.80071,0.14249
2,4,2,3,1,0.82225,3.5306,2.0419,0.5903,0.245,0.117,0.128,0.48016,10.61,14.41,0.7884,0.14672,0.86627,0.81266,0.7873,0.76491,0.27729
2,4,2,3,1,0.82605,3.2325,1.9531,0.56031,0.2555,0.127,0.134,0.49522,10.174,12.652,0.8173,0.12731,0.83787,0.92911,0.84305,0.76614,0.11797
2,4,3,1,0.078485,0.86358,5.6061,0.48828,0.19293,1.0135,0.318,0.675,0.3234,5.2512,5.5316,0.85412,0.31494,0.96909,0.85828,0.91475,0.67395,0.44351
2,4,3,1,0.14674,0.8736,5.6763,0.50863,0.18554,1.001,0.324,0.687,0.31796,5.3166,5.6707,0.85725,0.357,0.98425,0.8619,0.92996,0.70095,0.42202
2,4,3,1,0.11798,0.84387,5.6841,0.52401,0.20529,0.996,0.278,0.721,0.28646,5.3433,5.7069,0.82957,0.36453,0.9713,0.83932,0.90705,0.64676,0.88506
2,4,3,2,1,0.8564,4.4488,0.86806,0.27995,0.579,0.258,0.326,0.44259,6.9085,7.6836,0.85926,0.19075,0.90644,0.88312,0.85616,0.80531,0.34922
2,4,3,2,1,0.88578,4.3704,0.97656,0.31463,0.524,0.236,0.288,0.454,7.6336,8.3404,0.88556,0.20071,0.92251,0.90414,0.89311,0.82857,0.37131
2,4,3,2,1,0.89307,4.4645,1.0615,0.33601,0.472,0.22,0.255,0.45806,8.4746,9.4586,0.88724,0.15152,0.90748,0.89282,0.89577,0.85777,0.16363
2,4,3,3,1,0.81836,3.6705,1.6044,0.56232,0.289,0.145,0.15,0.48905,8.9947,12.701,0.83209,0.16955,0.7955,0.84746,0.84716,0.78867,0.22097
2,4,3,3,1,0.85772,3.9345,2.1307,0.597,0.238,0.119,0.125,0.48117,10.922,16.532,0.83169,0.15967,0.854,0.93575,0.86948,0.8136,0.13247
2,4,3,3,1,0.8759,3.3738,2.3872,0.63914,0.205,0.101,0.103,0.5,12.68,16.457,0.87605,0.14727,0.94167,0.90851,0.86631,0.87534,0.28977
2,5,1,1,0.097946,0.83507,5.7228,0.37977,0.1892,1.28,0.4265,0.808,0.34698,4.1578,4.471,0.76169,0.30262,0.88527,0.65825,0.90133,0.6919,0.31522
2,5,1,1,0.086818,0.8492,5.5867,0.37202,0.15812,1.312,0.443,0.854,0.34167,4.0563,4.2582,0.78763,0.29596,0.89069,0.73303,0.88032,0.7194,0.41023
2,5,1,1,0.081645,0.88669,5.8294,0.41316,0.18079,1.225,0.429,0.783,0.3494,4.3444,4.7587,0.84233,0.28706,0.95242,0.78114,0.93451,0.7851,0.39089
2,5,1,2,0.22656,0.75985,3.6168,0.61928,0.21739,0.836,0.326,0.488,0.41905,4.7847,4.3263,0.75474,0.22139,0.80437,0.69299,0.83496,0.70649,0.2223
2,5,1,2,0.293,0.80715,4.3073,0.65984,0.21383,0.791,0.3095,0.475,0.40205,5.0569,5.4453,0.79512,0.24178,0.8321,0.75877,0.85836,0.74572,0.21836
2,5,1,2,0.092471,0.80675,4.4401,0.55197,0.23001,0.945,0.338,0.568,0.37829,4.2328,4.6986,0.78803,0.23404,0.86343,0.73863,0.87039,0.70917,0.62999
2,5,1,3,1,0.844,3.5219,0.97656,0.2795,0.5045,0.253,0.2605,0.49135,5.1526,6.9809,0.84647,0.15429,0.8715,0.86169,0.84402,0.82794,0.15339
2,5,1,3,1,0.86287,3.4727,0.97656,0.28231,0.496,0.237,0.259,0.49064,5.2409,7.0013,0.87284,0.15557,0.87382,0.89788,0.8734,0.83855,0.15744
2,5,1,3,1,0.8462,3.7327,0.97656,0.28789,0.498,0.242,0.261,0.48292,5.2198,7.4953,0.85742,0.15066,0.8464,0.87953,0.87155,0.814,0.17672
2,5,2,1,0.10935,0.85185,5.8556,0.47871,0.21681,1.082,0.404,0.653,0.40366,4.9186,5.4118,0.74885,0.25121,0.81863,0.73686,0.82959,0.69428,0.65146
2,5,2,1,0.079603,0.81095,5.1327,0.45211,0.19528,1.1,0.375,0.728,0.33867,4.8381,4.6661,0.79403,0.27796,0.85628,0.70624,0.90829,0.74253,0.38965
2,5,2,1,0.093203,0.87261,5.4981,0.51818,0.20601,1.004,0.367,0.632,0.36686,5.3007,5.4762,0.83724,0.25387,0.89188,0.79558,0.93497,0.76806,0.40579
2,5,2,2,0.73517,0.83704,4.3177,0.89844,0.30119,0.553,0.268,0.277,0.49447,7.2333,7.8079,0.80832,0.16786,0.81376,0.79232,0.82252,0.8002,0.20688
2,5,2,2,0.70797,0.88899,4.4468,0.86388,0.29513,0.5705,0.269,0.3085,0.46503,7.0114,7.7946,0.90025,0.18919,0.89065,0.88737,0.94172,0.87367,0.40438
2,5,2,2,1,0.90682,4.386,1.0173,0.32901,0.491,0.23,0.262,0.46586,8.1466,8.9327,0.91834,0.16309,0.9322,0.92583,0.92488,0.88446,0.34887
2,5,2,3,1,0.87108,3.8009,1.6741,0.44949,0.301,0.154,0.146,0.50649,8.6361,12.628,0.87082,0.1032,0.83704,0.92651,0.87982,0.82723,0.16622
2,5,2,3,1,0.84219,3.456,1.8029,0.45064,0.281,0.142,0.1355,0.50179,9.2509,12.299,0.83392,0.1386,0.79708,0.88501,0.85487,0.80689,0.15847
2,5,2,3,1,0.84373,3.631,1.878,0.47631,0.272,0.138,0.132,0.51613,9.5568,13.349,0.82116,0.15034,0.81233,0.88868,0.84594,0.80277,0.19213
2,5,3,1,0.10003,0.87993,4.0762,0.57706,0.22904,0.847,0.342,0.514,0.40859,6.2833,4.8125,0.85085,0.22704,0.88899,0.81733,0.92302,0.80574,0.35812
2,5,3,1,0.10881,0.89535,5.3271,0.67817,0.26762,0.734,0.312,0.421,0.42815,7.2506,7.2576,0.86829,0.21532,0.89152,0.84834,0.93206,0.83115,0.62682
2,5,3,1,0.09853,0.86949,4.4629,0.67817,0.26352,0.731,0.32,0.408,0.44,7.2803,6.1052,0.83766,0.22317,0.84692,0.81587,0.8963,0.80408,0.40193
2,5,3,2,1,0.85675,2.7258,1.2091,0.36209,0.4395,0.211,0.2275,0.49578,9.1014,6.202,0.87254,0.17706,0.86085,0.88841,0.88306,0.83765,0.22667
2,5,3,2,1,0.86074,4.1703,1.2336,0.39206,0.3995,0.197,0.199,0.49937,10.013,10.439,0.86197,0.15682,0.84229,0.88607,0.86392,0.83906,0.25515
2,5,3,2,1,0.91567,4.3231,1.3021,0.39384,0.391,0.198,0.192,0.51256,10.23,11.056,0.92144,0.14735,0.90045,0.93921,0.91914,0.90411,0.14269
2,5,3,3,1,0.81601,3.2615,1.7439,0.43413,0.292,0.145,0.147,0.49477,8.9023,11.169,0.85576,0.14817,0.79217,0.93788,0.85371,0.75883,0.18992
2,5,3,3,1,0.85707,3.6615,1.7278,0.47469,0.287,0.142,0.1415,0.5009,9.0574,12.758,0.86166,0.14368,0.83214,0.9284,0.87288,0.78949,0.22144
2,5,3,3,1,0.85684,3.4407,1.8029,0.4797,0.278,0.143,0.138,0.51111,9.3506,12.377,0.87373,0.12699,0.83889,0.94027,0.87912,0.79501,0.14213
2,7,1,1,0.089068,0.83745,5.1504,0.36621,0.13521,1.3265,0.4365,0.896,0.33038,4.012,3.8827,0.78814,0.34716,0.96877,0.76451,0.88425,0.66194,0.39939
2,7,1,1,0.086204,0.79927,5.3585,0.37802,0.15793,1.296,0.451,0.827,0.35491,4.1064,4.1346,0.72848,0.30436,0.83972,0.69738,0.77762,0.62402,0.46654
2,7,1,1,0.13067,0.88301,5.5115,0.44222,0.16012,1.155,0.407,0.7375,0.36297,4.6078,4.7719,0.85772,0.28727,0.93925,0.81865,0.91689,0.79738,0.23688
2,7,1,2,0.18262,0.84346,4.3426,0.53478,0.17115,0.9,0.339,0.58,0.3833,4.4444,4.8251,0.82851,0.23194,0.92787,0.82229,0.86331,0.74168,0.23968
2,7,1,2,0.58297,0.83996,3.7543,0.58594,0.19632,0.801,0.335,0.469,0.42242,4.9938,4.6871,0.83908,0.18244,0.90198,0.81015,0.83722,0.79122,0.22162
2,7,1,2,1,0.85711,4.1508,0.71023,0.2241,0.683,0.307,0.353,0.46549,5.8565,6.0772,0.83942,0.17115,0.88999,0.85967,0.84885,0.79322,0.15679
2,7,1,3,1,0.78666,3.5312,1.0794,0.40241,0.37,0.178,0.194,0.48956,7.0256,9.5437,0.81311,0.15932,0.79436,0.86354,0.83788,0.7803,0.23853
2,7,1,3,1,0.81162,3.5078,1.4974,0.45113,0.314,0.163,0.151,0.52096,8.2785,11.171,0.81138,0.11661,0.8012,0.89775,0.78546,0.80332,0.19988
2,7,1,3,1,0.84536,3.1299,2.0282,0.53445,0.257,0.139,0.127,0.5434,10.115,12.179,0.86444,0.089079,0.87912,0.87595,0.77478,0.87401,0.15993
2,7,2,1,0.12975,0.87766,5.8271,0.38752,0.15332,1.287,0.452,0.832,0.36258,4.1351,4.5276,0.84595,0.32719,0.93317,0.79349,0.94731,0.78555,0.2643
2,7,2,1,0.11825,0.89056,5.9517,0.39063,0.15724,1.28,0.464,0.8165,0.3665,4.1578,4.6498,0.86031,0.29944,0.94071,0.79769,0.9398,0.81762,0.42079
2,7,2,1,0.19271,0.89056,5.5168,0.52897,0.18641,0.991,0.379,0.594,0.39419,5.3703,5.5669,0.87219,0.29808,0.94027,0.82356,0.92352,0.81086,0.35575
2,7,2,2,1,0.85053,4.5264,0.97656,0.30585,0.491,0.244,0.255,0.47297,8.1466,9.2188,0.87932,0.15577,0.88664,0.89873,0.8623,0.81383,0.23767
2,7,2,2,1,0.78034,3.9858,1.2429,0.31512,0.4775,0.2315,0.235,0.48785,8.377,8.3473,0.71674,0.2303,0.72262,0.65633,0.76339,0.71213,0.30171
2,7,2,2,1,0.84504,3.9957,1.1097,0.34123,0.4535,0.235,0.23,0.5043,8.8204,8.8108,0.85525,0.14761,0.86351,0.89439,0.81217,0.82527,0.20582
2,7,2,3,1,0.84547,2.9503,1.6044,0.44906,0.309,0.154,0.15,0.49833,8.4125,9.5478,0.90073,0.15474,0.86067,0.96222,0.89788,0.82055,0.39025
2,7,2,3,1,0.78613,2.7621,2.6042,0.70172,0.183,0.098,0.088,0.53431,14.205,15.093,0.71615,0.036296,0.71613,0.81266,0.87501,0.71036,0.056313
2,7,2,3,1,0.85113,2.873,2.0419,0.56051,0.244,0.128,0.117,0.52917,10.654,11.775,0.88071,0.14195,0.82569,0.92556,0.87433,0.83038,0.13554
2,7,3,1,0.11758,0.86338,5.9365,0.42093,0.17265,1.206,0.452,0.721,0.3871,4.4129,4.9225,0.80426,0.24574,0.84119,0.75062,0.87985,0.76315,0.39423
2,7,3,1,0.078574,0.85886,5.7834,0.41853,0.18344,1.13,0.426,0.716,0.38036,4.7097,5.1181,0.79746,0.25044,0.87446,0.73918,0.84953,0.73985,0.46382
2,7,3,1,0.17572,0.88576,6.0556,0.43846,0.17061,1.118,0.439,0.679,0.3919,4.7602,5.4164,0.8665,0.26633,0.91423,0.80416,0.92493,0.83739,0.32296
2,7,3,2,1,0.8697,4.3837,0.83189,0.27583,0.574,0.289,0.291,0.49394,6.9686,7.6372,0.87625,0.15205,0.86879,0.87844,0.87764,0.88578,0.22238
2,7,3,2,1,0.85151,4.3845,1.021,0.33246,0.461,0.228,0.227,0.50526,8.6768,9.5109,0.81159,0.16409,0.7837,0.84556,0.83632,0.83379,0.19646
2,7,3,2,1,0.92183,4.6392,1.1719,0.35672,0.438,0.218,0.223,0.49539,9.1324,10.592,0.91999,0.1484,0.90643,0.91652,0.9253,0.91504,0.30435
2,7,3,3,1,0.89045,3.1989,1.878,0.48006,0.2725,0.138,0.1375,0.49986,9.5393,11.739,0.91378,0.10214,0.87592,0.9369,0.9275,0.87286,0.27542
2,7,3,3,1,0.81031,2.973,1.709,0.48319,0.276,0.134,0.136,0.50242,9.4183,10.772,0.78828,0.14609,0.7672,0.82999,0.80344,0.75365,0.41566
2,7,3,3,1,0.81102,3.1031,3.2087,0.78276,0.155,0.082,0.072,0.52941,16.771,20.02,0.82385,0.17223,0.9122,0.91676,0.87501,0.80337,0.43218
2,10,1,1,0.086421,0.84585,4.998,0.42969,0.17456,1.115,0.426,0.687,0.39013,4.773,4.4825,0.80752,0.29041,0.88551,0.74883,0.88578,0.7485,0.38754
2,10,1,1,0.10962,0.83512,4.7533,0.42832,0.17052,1.139,0.462,0.68,0.4088,4.6725,4.1732,0.80729,0.24996,0.90388,0.7898,0.85737,0.72101,0.36416
2,10,1,1,0.040571,0.83349,5.2864,0.37042,0.17433,1.34,0.435,0.857,0.34995,3.9716,3.9451,0.74698,0.30118,0.92074,0.75966,0.81248,0.64016,0.56745
2,10,1,2,0.15143,0.789,3.7632,0.50951,0.19881,0.891,0.398,0.503,0.44578,4.4893,4.2235,0.79567,0.25374,0.89031,0.78605,0.76703,0.7124,0.30312
2,10,1,2,0.23897,0.85384,4.0537,0.65104,0.22084,0.7655,0.3355,0.42,0.44198,5.226,5.2961,0.86229,0.2038,0.93023,0.85379,0.853,0.80949,0.24157
2,10,1,2,0.39439,0.85732,4.078,0.76294,0.2529,0.663,0.31,0.346,0.48628,6.0332,6.1508,0.84421,0.17659,0.8742,0.8513,0.83808,0.7931,0.24847
2,10,1,3,1,0.86675,3.6297,0.84186,0.25715,0.612,0.294,0.311,0.49209,4.2475,5.9309,0.8696,0.15787,0.92156,0.85871,0.82914,0.85526,0.2625
2,10,1,3,1,0.81806,3.3358,0.83705,0.25588,0.593,0.284,0.3005,0.48456,4.3836,5.6252,0.81857,0.1758,0.84357,0.82576,0.80514,0.80234,0.19823
2,10,1,3,1,0.8651,4.1029,0.78755,0.22806,0.622,0.296,0.341,0.45973,4.1792,6.5964,0.85763,0.16866,0.89751,0.88,0.84954,0.808,0.25454
2,10,2,1,0.049725,0.81004,6.3815,0.40537,0.20405,1.231,0.397,0.825,0.31527,4.3233,5.184,0.64947,0.4148,0.73905,0.56662,0.7508,0.60162,0.95428
2,10,2,1,0.051776,0.84996,6.5977,0.37692,0.17477,1.3035,0.447,0.8815,0.33081,4.0829,5.0617,0.77206,0.32725,0.90542,0.70704,0.8835,0.69891,1.372
2,10,2,1,0.043431,0.87598,6.0508,0.41316,0.18948,1.1875,0.4265,0.749,0.35116,4.4816,5.0954,0.80366,0.31218,0.94422,0.76394,0.92501,0.73974,0.64156
2,10,2,2,0.21051,0.8714,4.7937,0.626,0.22418,0.8,0.315,0.478,0.39487,5,5.9922,0.85893,0.25916,0.90486,0.81233,0.91416,0.81245,0.3503
2,10,2,2,0.37558,0.88893,4.6368,0.61384,0.21589,0.7995,0.3305,0.4785,0.40627,5.0031,5.7997,0.89826,0.27348,0.93091,0.84374,0.94801,0.85798,0.2653
2,10,2,2,0.33657,0.88681,4.6351,0.69754,0.24335,0.712,0.318,0.407,0.43604,5.618,6.51,0.88391,0.22732,0.90883,0.84946,0.94351,0.86296,0.32031
2,10,2,3,1,0.86185,3.8021,1.0173,0.30603,0.513,0.238,0.28,0.46503,5.0672,7.4115,0.86146,0.13722,0.88167,0.86134,0.85029,0.84478,0.14591
2,10,2,3,1,0.86321,3.7692,0.90144,0.28332,0.546,0.254,0.295,0.46182,4.7609,6.9034,0.86399,0.1782,0.88831,0.82415,0.87689,0.87372,0.21002
2,10,2,3,1,0.87664,3.6738,1.0173,0.32039,0.505,0.226,0.279,0.44788,5.1474,7.2749,0.88913,0.15871,0.92707,0.84567,0.90619,0.86861,0.16196
2,10,3,1,0.027681,0.83886,6.4115,0.46503,0.32151,1.003,0.3,0.717,0.30237,5.306,6.3923,0.65483,0.36455,0.90438,0.64363,0.8795,0.60843,2.1689
2,10,3,1,0.019887,0.85431,6.7296,0.48828,0.32091,1.051,0.2765,0.7615,0.27009,5.0637,6.4031,0.67988,0.36772,0.94208,0.63404,0.95129,0.6455,2.7041
2,10,3,1,0.024438,0.84717,6.1289,0.50019,0.29301,0.947,0.279,0.672,0.29296,5.6198,6.4719,0.71187,0.39912,0.91145,0.64373,0.91909,0.6707,1.0009
2,10,3,2,0.26282,0.8696,4.7437,0.79572,0.31443,0.616,0.254,0.359,0.41362,6.4935,7.7009,0.84463,0.22843,0.88125,0.78018,0.9,0.81219,0.31269
2,10,3,2,0.35156,0.85823,4.4118,0.80819,0.30249,0.603,0.253,0.354,0.4161,6.6335,7.3164,0.84202,0.18967,0.87342,0.79309,0.90232,0.82368,0.32372
2,10,3,2,0.56998,0.87748,4.6978,0.84186,0.29616,0.604,0.241,0.361,0.40196,6.6225,7.7779,0.86296,0.27936,0.91381,0.8259,0.9445,0.82469,0.67369
2,10,3,3,1,0.84792,3.579,1.019,0.33942,0.483,0.208,0.277,0.43089,5.3819,7.41,0.87882,0.15168,0.91216,0.85164,0.90262,0.82627,0.35996
2,10,3,3,1,0.8822,3.9445,1.1097,0.37172,0.4655,0.2,0.2625,0.43167,5.5842,8.4736,0.88164,0.18336,0.94234,0.84733,0.93632,0.85023,0.33649
2,10,3,3,1,0.89881,4.2117,1.019,0.34205,0.483,0.2105,0.2725,0.43698,5.3819,8.7198,0.90592,0.18586,0.94508,0.86851,0.93229,0.86908,0.25834
