group , participant , session , IDRight , IDLeft , hand , value
1,6,1,3,1,1,0.48323
1,6,1,3,1,1,0.47844
1,6,1,3,1,2,0.49382
1,6,1,3,1,2,0.48694
1,6,1,3,1,2,0.49235
1,6,1,3,2,1,0.50017
1,6,1,3,2,1,0.52089
1,6,1,3,2,1,0.50563
1,6,1,3,2,2,0.50517
1,6,1,3,2,2,0.55733
1,6,1,3,2,2,0.53613
1,6,4,1,1,1,0.49976
1,6,4,1,1,1,0.50147
1,6,4,1,1,1,0.48428
1,6,4,1,1,2,0.49435
1,6,4,1,1,2,0.48861
1,6,4,1,1,2,0.49232
1,6,4,1,2,1,0.49964
1,6,4,1,2,1,0.50728
1,6,4,1,2,1,0.52943
1,6,4,1,2,2,0.5095
1,6,4,1,2,2,0.50116
1,6,4,1,2,2,0.50275
1,6,4,2,1,1,0.49659
1,6,4,2,1,1,0.50378
1,6,4,2,1,1,0.5073
1,6,4,2,1,2,0.50911
1,6,4,2,1,2,0.48214
1,6,4,2,1,2,0.50738
1,6,4,2,2,1,0.54312
1,6,4,2,2,1,0.54981
1,6,4,2,2,1,0.52222
1,6,4,2,2,2,0.52777
1,6,4,2,2,2,0.5243
1,6,4,2,2,2,0.50818
1,6,4,3,1,1,0.49504
1,6,4,3,1,1,0.5087
1,6,4,3,1,1,0.51537
1,6,4,3,1,2,0.48207
1,6,4,3,1,2,0.49333
1,6,4,3,1,2,0.50099
1,6,4,3,2,1,0.54443
1,6,4,3,2,1,0.5305
1,6,4,3,2,1,0.53389
1,6,4,3,2,2,0.52472
1,6,4,3,2,2,0.51706
1,6,4,3,2,2,0.52432
1,6,7,1,1,1,0.50315
1,6,7,1,1,1,0.50651
1,6,7,1,1,1,0.49851
1,6,7,1,1,2,0.486
1,6,7,1,1,2,0.52059
1,6,7,1,1,2,0.49186
1,6,7,1,2,1,0.52004
1,6,7,1,2,1,0.53071
1,6,7,1,2,1,0.53054
1,6,7,1,2,2,0.51421
1,6,7,1,2,2,0.52091
1,6,7,1,2,2,0.52206
1,6,7,2,1,1,0.50167
1,6,7,2,1,1,0.49961
1,6,7,2,1,1,0.50694
1,6,7,2,1,2,0.49804
1,6,7,2,1,2,0.49518
1,6,7,2,1,2,0.5095
1,6,7,2,2,1,0.56128
1,6,7,2,2,1,0.55512
1,6,7,2,2,1,0.5549
1,6,7,2,2,2,0.52595
1,6,7,2,2,2,0.51992
1,6,7,2,2,2,0.51463
1,6,7,3,1,1,0.50609
1,6,7,3,1,1,0.49972
1,6,7,3,1,1,0.50759
1,6,7,3,1,2,0.51033
1,6,7,3,1,2,0.5065
1,6,7,3,1,2,0.50049
