grp,pp,S,ID,peakVel,MT,accTime,decTime,accQ,IPerf,IPerfEf,Harmonicity,f,vfTrajCircularity,vfCircularity,q1,q2,q3,q4,maxangle
2,7,2,1,0.8426,1.187,0.4045,0.779,0.34399,4.4835,-2.1324,0.076179,0.42379,0.78922,0.32651,0.92373,0.73576,0.886,0.74588,1.5708
2,7,2,1,0.80246,1.187,0.417,0.795,0.34824,4.4835,-2.1383,0.069453,0.40537,0.78577,0.3215,0.92509,0.7348,0.87252,0.7412,3.1416
2,7,2,1,0.87124,1.1035,0.4045,0.7145,0.35897,4.8228,-2.3336,0.15849,0.43403,0.83088,0.329,0.98477,0.80149,0.89048,0.7783,3.1416
2,7,2,2,0.818,0.2795,0.1385,0.1395,0.5,9.3004,-8.6093,1,1.8834,0.83361,0.15413,0.85596,0.92997,0.80383,0.76785,0.8998
2,7,2,2,0.85225,0.3075,0.1575,0.1505,0.50959,8.4536,-7.0125,1,1.6276,0.8272,0.21456,0.87164,0.93176,0.80805,0.74418,1.0777
2,7,2,2,0.86212,0.281,0.1445,0.139,0.5092,9.2508,-8.5039,1,1.8029,0.8652,0.1267,0.87045,0.90922,0.84886,0.83317,0.58643
2,7,3,1,0.80065,1.118,0.4,0.72,0.37112,4.7602,-2.2571,0.083672,0.43634,0.7857,0.29608,0.88758,0.77103,0.86517,0.70813,3.1416
2,7,3,1,0.78681,1.108,0.4105,0.702,0.37481,4.8032,-2.2763,0.085635,0.44222,0.77783,0.29567,0.87355,0.76343,0.85016,0.69169,3.1416
2,7,3,1,0.67409,0.9945,0.3665,0.633,0.36511,5.3514,-2.5481,0.065966,0.51945,0.70476,0.29645,0.78107,0.65797,0.76949,0.63212,2.5058
2,7,3,2,0.80799,0.2585,0.1295,0.127,0.50915,10.056,-9.4924,1,1.8717,0.81305,0.12548,0.84505,0.86761,0.78699,0.78225,0.56793
2,7,3,2,0.82458,0.2225,0.115,0.1095,0.52013,11.684,-10.977,1,2.2461,0.82255,0.19656,0.8175,0.78435,0.83457,0.82098,1.0075
2,7,3,2,0.83678,0.2225,0.1155,0.109,0.51519,11.683,-11.07,1,2.2461,0.8396,0.1074,0.82742,0.86237,0.84231,0.82357,0.48509
2,10,1,1,0.75958,1.113,0.392,0.711,0.37003,4.7816,-2.308,0.07039,0.44582,0.76963,0.32846,0.89979,0.73793,0.84311,0.72132,1.5143
2,10,1,1,0.77729,1.083,0.437,0.656,0.40526,4.9141,-2.3138,0.12398,0.46064,0.78965,0.32096,0.87781,0.74324,0.85218,0.75289,1.776
2,10,1,1,0.86275,1.283,0.507,0.8245,0.3692,4.1481,-1.9878,0.077233,0.36621,0.84093,0.27829,0.96274,0.81205,0.87807,0.77638,3.1416
2,10,1,2,0.76442,0.751,0.355,0.393,0.46594,3.4614,-3.3203,0.26151,0.67817,0.78852,0.18292,0.8151,0.77918,0.81241,0.76004,1.2756
2,10,1,2,0.86658,0.6035,0.2875,0.3275,0.47238,4.3073,-4.1022,1,0.83189,0.84922,0.14719,0.87353,0.81374,0.83959,0.83699,1.0222
2,10,1,2,0.87286,0.5965,0.289,0.314,0.47623,4.3579,-4.1366,1,0.84186,0.85095,0.19846,0.90151,0.81269,0.83387,0.87592,1.0864
2,10,2,1,0.76121,1.582,0.486,1.079,0.32669,3.3641,-1.6144,0.061686,0.2917,0.75152,0.39496,0.95541,0.73606,0.77892,0.59487,2.6784
2,10,2,1,0.74775,1.515,0.4585,1.05,0.30151,3.5128,-1.7008,0.044509,0.33031,0.68558,0.38245,0.94661,0.7175,0.77044,0.58232,2.1002
2,10,2,1,0.62573,1.442,0.441,0.976,0.31672,3.6907,-1.7641,0.052013,0.3155,0.63413,0.43587,0.79193,0.59251,0.70068,0.59778,2.1776
2,10,2,2,0.83195,0.549,0.2435,0.303,0.44314,4.735,-4.4321,0.65543,0.89844,0.83202,0.16097,0.83954,0.75429,0.89175,0.84452,1.2437
2,10,2,2,0.86045,0.518,0.2345,0.2825,0.45158,5.0183,-4.6375,1,0.97656,0.80753,0.14493,0.77967,0.76626,0.8831,0.832,0.94858
2,10,2,2,0.82317,0.538,0.245,0.286,0.45636,4.8317,-4.6763,1,0.9375,0.8267,0.21367,0.80008,0.7572,0.89221,0.87839,1.1671
2,10,3,1,0.74708,1.0805,0.319,0.7595,0.30229,4.9256,-2.2915,0.037505,0.45956,0.65084,0.3517,0.87131,0.62498,0.88547,0.61111,3.0078
2,10,3,1,0.83093,1.0195,0.3155,0.7085,0.30595,5.2202,-2.4536,0.028422,0.48828,0.73103,0.3674,0.93962,0.68854,0.95082,0.67513,1.8677
2,10,3,1,0.77418,1.0415,0.325,0.717,0.30836,5.1099,-2.3616,0.041585,0.48828,0.66588,0.31801,0.85433,0.59957,0.8943,0.65206,2.5099
2,10,3,2,0.90046,0.542,0.218,0.316,0.41056,4.7961,-4.681,0.4661,0.93587,0.87237,0.22406,0.91277,0.82368,0.9417,0.85004,1.1182
2,10,3,2,0.87203,0.474,0.203,0.272,0.41418,5.4841,-5.1626,1,1.0653,0.84579,0.16773,0.86869,0.80394,0.89813,0.79879,1.1141
2,10,3,2,0.90104,0.4905,0.208,0.282,0.42001,5.2996,-5.123,0.44926,1.021,0.88373,0.18321,0.91946,0.8383,0.91733,0.85469,1.2329
