grp,pp,S,ID,peakVel,MT,accTime,decTime,accQ,IPerf,IPerfEf,Harmonicity,f,vfTrajCircularity,vfCircularity,q1,q2,q3,q4,maxangle
2,1,3,3,0.86478,0.2385,0.1325,0.115,0.5354,10.899,-10.317,1,2.1307,0.88231,0.11458,0.87289,0.90624,0.83911,0.88676,0.47572
2,1,3,3,0.859,0.177,0.1025,0.086,0.56424,14.686,-13.223,1,2.8076,0.81274,0.21281,0.77267,0.91091,0.87318,0.81162,0.17818
2,4,1,1,0.79413,0.875,0.298,0.6025,0.33495,6.0824,-2.935,0.11399,0.55804,0.75378,0.33889,0.89128,0.72441,0.89341,0.67821,1.4833
2,4,1,1,0.90714,0.879,0.289,0.59,0.32953,6.0545,-2.9072,0.14871,0.55804,0.86453,0.29441,0.95275,0.83109,0.95712,0.7621,1.5107
2,4,1,1,0.84804,0.9335,0.2905,0.6455,0.30931,5.701,-2.7709,0.14424,0.54253,0.81921,0.30861,0.93565,0.76895,0.92425,0.7541,1.4843
2,4,1,2,0.91715,0.551,0.243,0.313,0.43825,7.2595,-4.4432,1,0.89844,0.85892,0.19676,0.90621,0.87863,0.85533,0.80433,1.3095
2,4,1,2,0.87862,0.5555,0.2415,0.3225,0.42529,7.2009,-4.4576,0.51134,0.90422,0.86595,0.17382,0.91622,0.85958,0.88563,0.8144,1.1636
2,4,1,2,0.84069,0.574,0.256,0.32,0.44905,6.9686,-4.4326,1,0.86806,0.87273,0.19468,0.91744,0.88594,0.87314,0.84008,1.2154
2,4,1,3,0.70237,0.331,0.155,0.181,0.48346,7.8534,-7.3592,1,1.3428,0.73525,0.17207,0.74038,0.7907,0.73795,0.6994,0.91507
2,4,1,3,0.78167,0.2845,0.14,0.148,0.50215,9.137,-8.0573,1,1.7439,0.77372,0.1633,0.78897,0.84162,0.76549,0.73762,0.81694
2,4,1,3,0.72838,0.289,0.141,0.1395,0.4986,8.9947,-8.0311,1,1.7278,0.70431,0.14258,0.76358,0.81266,0.64685,0.69896,0.7525
2,4,2,1,0.65306,1.0225,0.347,0.6575,0.34424,5.2048,-2.5019,0.10962,0.48828,0.65963,0.31288,0.76771,0.61756,0.74211,0.62239,2.2127
2,4,2,1,0.80314,0.9665,0.3015,0.6505,0.32286,5.5065,-2.659,0.10673,0.53478,0.75821,0.32888,0.92788,0.75412,0.87151,0.65663,1.5175
2,4,2,1,0.8049,0.985,0.3075,0.6835,0.3115,5.4031,-2.632,0.11113,0.48828,0.76551,0.32401,0.92356,0.75671,0.89646,0.66792,1.3346
2,4,2,2,0.86181,0.617,0.274,0.351,0.44231,6.483,-4.0891,0.29053,0.78125,0.86762,0.20433,0.92706,0.88448,0.86476,0.77731,1.0527
2,4,2,2,0.8867,0.5875,0.261,0.3305,0.43762,6.8085,-4.2674,1,0.84186,0.88047,0.21899,0.93122,0.90027,0.88285,0.80935,1.2118
2,4,2,2,0.88445,0.595,0.2735,0.3335,0.45082,6.7228,-4.3304,1,0.84186,0.903,0.24972,0.94548,0.93369,0.89091,0.82329,1.2907
2,4,2,3,0.82305,0.275,0.132,0.1455,0.48133,9.4527,-8.9761,1,1.878,0.82787,0.16033,0.83546,0.8869,0.84893,0.80071,0.74247
2,4,2,3,0.79809,0.2465,0.117,0.1275,0.48153,10.546,-9.8457,1,2.0419,0.7884,0.14672,0.86627,0.81266,0.7873,0.76491,0.3943
2,4,2,3,0.85201,0.256,0.127,0.134,0.49434,10.154,-9.1975,1,1.9531,0.8173,0.12731,0.83787,0.92911,0.84305,0.76614,0.66978
2,4,3,1,0.87672,1.019,0.318,0.708,0.32329,5.2227,-2.5091,0.078485,0.48828,0.85412,0.31494,0.96909,0.85828,0.91475,0.67395,1.5708
2,4,3,1,0.87951,0.986,0.3245,0.6735,0.31922,5.3987,-2.6006,0.14674,0.50863,0.85725,0.357,0.98425,0.8619,0.92996,0.70095,1.5708
2,4,3,1,0.86203,0.989,0.2785,0.7005,0.28707,5.3814,-2.6072,0.11798,0.52401,0.82957,0.36453,0.9713,0.83932,0.90705,0.64676,1.5708
2,4,3,2,0.85578,0.5785,0.259,0.324,0.4463,6.9144,-4.2957,1,0.86806,0.85926,0.19075,0.90644,0.88312,0.85616,0.80531,1.4079
2,4,3,2,0.87666,0.5255,0.236,0.2855,0.45495,7.6119,-4.8086,1,0.97656,0.88556,0.20071,0.92251,0.90414,0.89311,0.82857,1.3147
2,4,3,2,0.88592,0.4725,0.22,0.2555,0.45792,8.4656,-5.3576,1,1.0615,0.88724,0.15152,0.90748,0.89282,0.89577,0.85777,1.1135
2,4,3,3,0.85477,0.2895,0.145,0.152,0.48864,8.9792,-8.0963,1,1.6044,0.83209,0.16955,0.7955,0.84746,0.84716,0.78867,1.1246
2,4,3,3,0.82226,0.238,0.119,0.1245,0.48183,10.922,-10.588,1,2.1307,0.83169,0.15967,0.854,0.93575,0.86948,0.8136,0.71575
2,4,3,3,0.87417,0.205,0.101,0.103,0.50121,12.68,-12.108,1,2.3872,0.87605,0.14727,0.94167,0.90851,0.86631,0.87534,0.68156
2,5,1,1,0.80328,1.284,0.432,0.806,0.3476,4.1448,-1.9654,0.097946,0.37977,0.76169,0.30262,0.88527,0.65825,0.90133,0.6919,3.1416
2,5,1,1,0.76669,1.3125,0.4435,0.86,0.34205,4.0548,-1.9718,0.086818,0.37202,0.78763,0.29596,0.89069,0.73303,0.88032,0.7194,2.0269
2,5,1,1,0.88546,1.2265,0.427,0.786,0.34839,4.3391,-2.0939,0.081645,0.41316,0.84233,0.28706,0.95242,0.78114,0.93451,0.7851,3.1416
2,5,1,2,0.82752,0.8375,0.327,0.489,0.4199,4.7761,-2.7565,0.22656,0.61928,0.75474,0.22139,0.80437,0.69299,0.83496,0.70649,3.1416
2,5,1,2,0.82539,0.791,0.311,0.477,0.40351,5.0569,-3.0485,0.293,0.65984,0.79512,0.24178,0.8321,0.75877,0.85836,0.74572,3.1416
2,5,1,2,0.84213,0.9465,0.3435,0.5675,0.37848,4.2261,-2.5481,0.092471,0.55197,0.78803,0.23404,0.86343,0.73863,0.87039,0.70917,3.1416
2,5,1,3,0.88253,0.504,0.253,0.259,0.49031,5.1577,-4.7842,1,0.97656,0.84647,0.15429,0.8715,0.86169,0.84402,0.82794,1.1022
2,5,1,3,0.87236,0.496,0.2375,0.259,0.49092,5.2409,-4.9778,1,0.97656,0.87284,0.15557,0.87382,0.89788,0.8734,0.83855,1.0922
2,5,1,3,0.8755,0.499,0.243,0.261,0.48294,5.2094,-4.8492,1,0.97656,0.85742,0.15066,0.8464,0.87953,0.87155,0.814,1.1467
2,5,2,1,0.75432,1.082,0.4115,0.653,0.39924,4.9186,-2.3473,0.10935,0.47871,0.74885,0.25121,0.81863,0.73686,0.82959,0.69428,3.1416
2,5,2,1,0.84686,1.1015,0.3755,0.729,0.33835,4.8315,-2.2249,0.079603,0.45211,0.79403,0.27796,0.85628,0.70624,0.90829,0.74253,1.5267
2,5,2,1,0.8659,1.004,0.368,0.6305,0.36761,5.3007,-2.5482,0.093203,0.51818,0.83724,0.25387,0.89188,0.79558,0.93497,0.76806,1.5157
2,5,2,2,0.7879,0.554,0.268,0.277,0.49362,7.2202,-4.5231,0.73517,0.89844,0.80832,0.16786,0.81376,0.79232,0.82252,0.8002,1.1075
2,5,2,2,0.92088,0.571,0.268,0.309,0.46447,7.0053,-4.4463,0.70797,0.86388,0.90025,0.18919,0.89065,0.88737,0.94172,0.87367,1.2614
2,5,2,2,0.9279,0.4905,0.2295,0.262,0.46702,8.155,-5.1664,1,1.0173,0.91834,0.16309,0.9322,0.92583,0.92488,0.88446,1.2265
2,5,2,3,0.87022,0.301,0.154,0.1455,0.50654,8.6361,-8.3004,1,1.6741,0.87082,0.1032,0.83704,0.92651,0.87982,0.82723,0.89226
2,5,2,3,0.84749,0.28,0.142,0.135,0.50179,9.2838,-8.6961,1,1.8029,0.83392,0.1386,0.79708,0.88501,0.85487,0.80689,0.64381
2,5,2,3,0.82948,0.272,0.138,0.132,0.51656,9.5568,-9.0523,1,1.878,0.82116,0.15034,0.81233,0.88868,0.84594,0.80277,1.0466
2,5,3,1,0.85756,0.846,0.342,0.513,0.4078,6.2907,-3.0334,0.10003,0.57706,0.85085,0.22704,0.88899,0.81733,0.92302,0.80574,1.5104
2,5,3,1,0.8979,0.7335,0.314,0.42,0.43261,7.2555,-3.4987,0.10881,0.67817,0.86829,0.21532,0.89152,0.84834,0.93206,0.83115,1.5258
2,5,3,1,0.83866,0.732,0.32,0.408,0.43984,7.2704,-3.4811,0.09853,0.67817,0.83766,0.22317,0.84692,0.81587,0.8963,0.80408,1.3756
2,5,3,2,0.87229,0.438,0.211,0.227,0.49412,9.1324,-5.6868,1,1.2091,0.87254,0.17706,0.86085,0.88841,0.88306,0.83765,1.1529
2,5,3,2,0.87287,0.4,0.197,0.199,0.49874,10,-6.1407,1,1.2336,0.86197,0.15682,0.84229,0.88607,0.86392,0.83906,0.95053
2,5,3,2,0.92124,0.391,0.198,0.192,0.51297,10.23,-6.5227,1,1.3021,0.92144,0.14735,0.90045,0.93921,0.91914,0.90411,1.1129
2,5,3,3,0.84962,0.2915,0.145,0.146,0.49483,8.9176,-8.1423,1,1.7439,0.85576,0.14817,0.79217,0.93788,0.85371,0.75883,1.038
2,5,3,3,0.87594,0.287,0.142,0.142,0.5,9.0574,-8.5333,1,1.7278,0.86166,0.14368,0.83214,0.9284,0.87288,0.78949,0.64055
2,5,3,3,0.86972,0.278,0.1435,0.14,0.50703,9.3506,-8.8498,1,1.8029,0.87373,0.12699,0.83889,0.94027,0.87912,0.79501,0.72152
2,7,1,1,0.79243,1.33,0.436,0.9,0.32768,4.0014,-1.9364,0.089068,0.36621,0.78814,0.34716,0.96877,0.76451,0.88425,0.66194,2.3437
2,7,1,1,0.70763,1.301,0.452,0.8235,0.35506,4.0907,-1.9449,0.086204,0.37802,0.72848,0.30436,0.83972,0.69738,0.77762,0.62402,3.0258
2,7,1,1,0.8761,1.158,0.407,0.739,0.36364,4.5958,-2.2221,0.13067,0.44222,0.85772,0.28727,0.93925,0.81865,0.91689,0.79738,2.1998
2,7,1,2,0.82676,0.9,0.337,0.5805,0.38293,4.4444,-2.8013,0.18262,0.53478,0.82851,0.23194,0.92787,0.82229,0.86331,0.74168,1.3354
2,7,1,2,0.84153,0.799,0.335,0.467,0.42674,5.0063,-3.0848,0.58297,0.58594,0.83908,0.18244,0.90198,0.81015,0.83722,0.79122,3.1416
2,7,1,2,0.80315,0.693,0.307,0.351,0.4658,5.7732,-3.6514,1,0.71023,0.83942,0.17115,0.88999,0.85967,0.84885,0.79322,1.1
2,7,1,3,0.7468,0.373,0.1785,0.1955,0.49326,6.9695,-6.6302,1,1.0794,0.81311,0.15932,0.79436,0.86354,0.83788,0.7803,0.81795
2,7,1,3,0.79122,0.3145,0.163,0.151,0.5215,8.2654,-7.8478,1,1.4974,0.81138,0.11661,0.8012,0.89775,0.78546,0.80332,0.62988
2,7,1,3,0.86755,0.2575,0.1395,0.1255,0.54479,10.095,-9.5154,1,2.0282,0.86444,0.089079,0.87912,0.87595,0.77478,0.87401,0.63767
2,7,2,1,0.89617,1.2885,0.453,0.832,0.36189,4.1303,-1.9799,0.12975,0.38752,0.84595,0.32719,0.93317,0.79349,0.94731,0.78555,2.0313
2,7,2,1,0.90212,1.28,0.462,0.817,0.36923,4.1578,-2.0149,0.11825,0.39063,0.86031,0.29944,0.94071,0.79769,0.9398,0.81762,1.5363
2,7,2,1,0.90305,0.9915,0.379,0.5945,0.39391,5.3676,-2.5894,0.19271,0.52897,0.87219,0.29808,0.94027,0.82356,0.92352,0.81086,1.489
2,7,2,2,0.84238,0.498,0.244,0.255,0.47362,8.0337,-5.0488,1,0.97656,0.87932,0.15577,0.88664,0.89873,0.8623,0.81383,1.1821
2,7,2,2,0.73304,0.477,0.23,0.232,0.48737,8.3857,-5.0515,1,1.2429,0.71674,0.2303,0.72262,0.65633,0.76339,0.71213,1.3785
2,7,2,2,0.8828,0.455,0.235,0.23,0.50216,8.7912,-5.2832,1,1.1097,0.85525,0.14761,0.86351,0.89439,0.81217,0.82527,1.1314
2,7,2,3,0.90745,0.3095,0.154,0.15,0.49916,8.3989,-7.5849,1,1.6044,0.90073,0.15474,0.86067,0.96222,0.89788,0.82055,0.78359
2,7,2,3,0.78978,0.184,0.0985,0.0885,0.53501,14.128,-12.873,1,2.6042,0.71615,0.036296,0.71613,0.81266,0.87501,0.71036,0.056313
2,7,2,3,0.88363,0.2435,0.128,0.116,0.52917,10.675,-9.8893,1,2.0419,0.88071,0.14195,0.82569,0.92556,0.87433,0.83038,0.84981
2,7,3,1,0.79415,1.203,0.4535,0.7175,0.38714,4.4239,-2.1408,0.11758,0.42093,0.80426,0.24574,0.84119,0.75062,0.87985,0.76315,2.3389
2,7,3,1,0.77091,1.1295,0.4255,0.711,0.38079,4.7118,-2.2647,0.078574,0.41853,0.79746,0.25044,0.87446,0.73918,0.84953,0.73985,1.6949
2,7,3,1,0.87817,1.1185,0.438,0.681,0.39006,4.7581,-2.3011,0.17572,0.43846,0.8665,0.26633,0.91423,0.80416,0.92493,0.83739,1.5708
2,7,3,2,0.88603,0.576,0.29,0.2925,0.49442,6.9445,-4.3487,1,0.83189,0.87625,0.15205,0.86879,0.87844,0.87764,0.88578,1.1745
2,7,3,2,0.7804,0.4615,0.228,0.2275,0.50612,8.6674,-5.4632,1,1.021,0.81159,0.16409,0.7837,0.84556,0.83632,0.83379,1.0791
2,7,3,2,0.93649,0.439,0.2175,0.2235,0.49417,9.1117,-5.8451,1,1.1719,0.91999,0.1484,0.90643,0.91652,0.9253,0.91504,1.0315
2,7,3,3,0.92064,0.273,0.138,0.138,0.49813,9.5218,-9.0697,1,1.878,0.91378,0.10214,0.87592,0.9369,0.9275,0.87286,0.80133
2,7,3,3,0.77746,0.2775,0.1345,0.137,0.50275,9.3677,-8.7646,1,1.709,0.78828,0.14609,0.7672,0.82999,0.80344,0.75365,0.69997
2,7,3,3,0.86574,0.1545,0.082,0.072,0.54616,16.825,-14.624,1,3.2087,0.82385,0.17223,0.9122,0.91676,0.87501,0.80337,0.44896
2,10,1,1,0.78621,1.1145,0.428,0.687,0.39059,4.7752,-2.2862,0.086421,0.42969,0.80752,0.29041,0.88551,0.74883,0.88578,0.7485,1.4797
2,10,1,1,0.80872,1.1365,0.461,0.6725,0.40859,4.6828,-2.1875,0.10962,0.42832,0.80729,0.24996,0.90388,0.7898,0.85737,0.72101,3.1416
2,10,1,1,0.76439,1.334,0.4355,0.8475,0.35024,3.9895,-1.91,0.040571,0.37042,0.74698,0.30118,0.92074,0.75966,0.81248,0.64016,1.7201
2,10,1,2,0.78405,0.888,0.394,0.504,0.44557,4.5046,-2.6978,0.15143,0.50951,0.79567,0.25374,0.89031,0.78605,0.76703,0.7124,3.1416
2,10,1,2,0.87352,0.774,0.336,0.42,0.44312,5.168,-3.1592,0.23897,0.65104,0.86229,0.2038,0.93023,0.85379,0.853,0.80949,1.3246
2,10,1,2,0.83413,0.6605,0.3095,0.346,0.48505,6.0561,-3.8058,0.39439,0.76294,0.84421,0.17659,0.8742,0.8513,0.83808,0.7931,1.1782
2,10,1,3,0.86485,0.6105,0.294,0.312,0.48945,4.2579,-4.0776,1,0.84186,0.8696,0.15787,0.92156,0.85871,0.82914,0.85526,1.1148
2,10,1,3,0.83529,0.593,0.285,0.301,0.48502,4.3836,-4.0226,1,0.83705,0.81857,0.1758,0.84357,0.82576,0.80514,0.80234,1.1072
2,10,1,3,0.84656,0.623,0.2965,0.3415,0.46024,4.1725,-4.0492,1,0.78755,0.85763,0.16866,0.89751,0.88,0.84954,0.808,1.205
2,10,2,1,0.60432,1.228,0.3985,0.8245,0.31573,4.3338,-2.0873,0.049725,0.40537,0.64947,0.4148,0.73905,0.56662,0.7508,0.60162,1.5708
2,10,2,1,0.78512,1.298,0.444,0.886,0.32985,4.1001,-1.9834,0.051776,0.37692,0.77206,0.32725,0.90542,0.70704,0.8835,0.69891,1.6745
2,10,2,1,0.85862,1.187,0.425,0.748,0.35078,4.4835,-2.1724,0.043431,0.41316,0.80366,0.31218,0.94422,0.76394,0.92501,0.73974,1.7625
2,10,2,2,0.88614,0.8005,0.315,0.478,0.39469,4.9969,-3.1698,0.21051,0.626,0.85893,0.25916,0.90486,0.81233,0.91416,0.81245,1.5708
2,10,2,2,0.94782,0.8,0.331,0.481,0.40583,5,-3.1232,0.37558,0.61384,0.89826,0.27348,0.93091,0.84374,0.94801,0.85798,1.321
2,10,2,2,0.91553,0.712,0.3175,0.4065,0.43579,5.618,-3.5514,0.33657,0.69754,0.88391,0.22732,0.90883,0.84946,0.94351,0.86296,3.1416
2,10,2,3,0.8564,0.5145,0.238,0.2775,0.46509,5.0524,-4.8504,1,1.0173,0.86146,0.13722,0.88167,0.86134,0.85029,0.84478,1.2085
2,10,2,3,0.86787,0.5465,0.2545,0.295,0.46189,4.7566,-4.5432,1,0.90144,0.86399,0.1782,0.88831,0.82415,0.87689,0.87372,1.144
2,10,2,3,0.92346,0.5045,0.226,0.2795,0.44765,5.1526,-4.8659,1,1.0173,0.88913,0.15871,0.92707,0.84567,0.90619,0.86861,1.1044
2,10,3,1,0.78786,1.003,0.302,0.713,0.30415,5.306,-2.4879,0.027681,0.46503,0.65483,0.36455,0.90438,0.64363,0.8795,0.60843,2.4495
2,10,3,1,0.83299,1.049,0.276,0.759,0.27636,5.0733,-2.3913,0.019887,0.48828,0.67988,0.36772,0.94208,0.63404,0.95129,0.6455,1.6486
2,10,3,1,0.80912,0.9485,0.2785,0.6755,0.29282,5.6109,-2.6777,0.024438,0.50019,0.71187,0.39912,0.91145,0.64373,0.91909,0.6707,3.1416
2,10,3,2,0.85774,0.6165,0.254,0.361,0.41382,6.4882,-4.1342,0.26282,0.79572,0.84463,0.22843,0.88125,0.78018,0.9,0.81219,1.2555
2,10,3,2,0.86042,0.605,0.2535,0.3545,0.41679,6.6116,-4.1597,0.35156,0.80819,0.84202,0.18967,0.87342,0.79309,0.90232,0.82368,1.3783
2,10,3,2,0.89825,0.604,0.242,0.3615,0.40048,6.6225,-4.1841,0.56998,0.84186,0.86296,0.27936,0.91381,0.8259,0.9445,0.82469,1.2607
2,10,3,3,0.93142,0.483,0.208,0.276,0.43048,5.3819,-4.8944,1,1.019,0.87882,0.15168,0.91216,0.85164,0.90262,0.82627,1.0111
2,10,3,3,0.94351,0.465,0.2,0.262,0.43197,5.5902,-5.3278,1,1.1097,0.88164,0.18336,0.94234,0.84733,0.93632,0.85023,0.95493
2,10,3,3,0.9495,0.484,0.21,0.274,0.43659,5.3708,-5.1411,1,1.019,0.90592,0.18586,0.94508,0.86851,0.93229,0.86908,1.1105
