grp,pp,S,DID,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,HarmonicityL,HarmonicityR,fL,fR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
1,6,1,3,0.71334,0.69309,1.564,1.642,0.552,0.554,1.053,1.053,0.34357,0.34517,3.4028,1.5831,-1.6376,-1.5254,0.076488,0.098656,0.30839,0.30839,0.6909,0.72029,0.3705,0.31739,0.79431,0.76556,0.63748,0.6206,0.91165,0.87533,0.69687,0.66716,2.8828,1.5708,0.72535,1,0.9773,0.65498,-0.0046345,0.012864,1.1996,0.38034,1.0946,-0.014042,0.01,0.012788
1,6,1,3,0.8105,0.7556,1.6725,1.705,0.6125,0.5695,1.092,1.1385,0.35225,0.31976,3.182,1.5246,-1.5153,-1.4641,0.076495,0.07502,0.29185,0.29185,0.76817,0.76487,0.33496,0.35001,0.85141,0.82911,0.65872,0.62174,0.95496,0.90164,0.72007,0.7043,2.718,3.1416,0.73286,1,0.98794,0.6107,-0.032445,0.0055315,1.2153,0.36691,1.0969,-0.023291,-0.0085,-0.010164
1,6,1,3,0.78088,0.73669,1.669,1.7285,0.6375,0.6235,1.039,1.114,0.37362,0.35904,3.1887,1.504,-1.5032,-1.4498,0.092767,0.10091,0.28388,0.28388,0.73773,0.72824,0.31397,0.33544,0.83255,0.79458,0.67179,0.65545,0.89175,0.88389,0.68682,0.69234,2.8943,1.5708,0.73298,1,0.98869,0.59444,-0.022202,0.0073901,1.2158,0.34253,1.1173,-0.015323,-0.0125,-0.014979
1,6,2,1,0.81278,0.7413,1.9045,1.889,0.747,0.6675,1.146,1.2225,0.39461,0.365,2.7947,2.8174,-1.3325,-1.3568,0.15409,0.15167,0.27011,0.27011,0.77228,0.76128,0.33495,0.34247,0.90557,0.80681,0.70217,0.65445,0.9367,0.91904,0.72554,0.6996,2.2605,2.1232,0.74683,1,0.99872,0.52511,-0.081273,0.0093309,1.2879,0.29985,1.2049,-0.036803,-0.031,-0.032554
1,6,2,1,0.87282,0.80684,1.734,1.7315,0.6545,0.6115,1.079,1.1315,0.3862,0.34743,3.0692,3.0736,-1.464,-1.4849,0.15898,0.11862,0.30438,0.30438,0.82472,0.78114,0.34955,0.33234,0.92861,0.86528,0.74948,0.70739,0.94167,0.93552,0.77258,0.72423,3.1416,2.0474,0.75696,1,0.99948,0.57121,-0.074758,0.0088034,1.2814,0.40586,1.14,-0.053142,-0.005,-0.005767
1,6,2,1,0.8198,0.8114,1.704,1.7225,0.677,0.5845,1.064,1.1455,0.39475,0.33341,3.1232,3.0897,-1.4848,-1.492,0.13058,0.085081,0.29524,0.29524,0.79209,0.76617,0.29788,0.37196,0.87781,0.86249,0.7251,0.67092,0.92956,0.94636,0.74002,0.72866,3.0374,2.009,0.79564,1,0.99823,0.57035,-0.10509,0.0075854,1.267,0.38894,1.1423,-0.088266,-0.021,-0.024648
1,6,2,2,0.84168,0.81043,1.639,1.663,0.647,0.597,1.004,1.028,0.40211,0.36825,3.2471,2.4053,-1.5541,-1.5051,0.10069,0.10216,0.28646,0.28646,0.80845,0.77788,0.33417,0.3348,0.91033,0.81471,0.7499,0.65589,0.92448,0.93514,0.76966,0.76889,3.1416,2.0969,0.73237,1,0.99511,0.57342,-0.025721,0.015854,1.2609,0.36962,1.1422,-0.0023213,0.003,0.0036608
1,6,2,2,0.85077,0.79401,1.4205,1.4345,0.5515,0.51,0.8895,0.898,0.37759,0.36897,3.7466,2.7885,-1.7756,-1.7766,0.092439,0.083415,0.34386,0.34386,0.83339,0.79888,0.29736,0.29869,0.92889,0.83524,0.76216,0.6687,0.90211,0.92219,0.7749,0.77007,2.7375,2.3036,0.7385,1,0.99972,0.62372,-0.036551,0.015117,1.2602,0.42501,1.1134,-0.012315,0.0025,0.0035199
1,6,2,2,0.82897,0.82712,1.465,1.4885,0.5995,0.5165,0.883,0.9425,0.41134,0.35549,3.6327,2.6873,-1.7401,-1.7132,0.10904,0.097038,0.34782,0.34782,0.8102,0.80054,0.31352,0.36546,0.90199,0.87087,0.75135,0.70233,0.9013,0.93365,0.76728,0.77508,1.5708,1.4934,0.73756,1,0.99922,0.63957,-0.01015,0.0072974,1.2672,0.42796,1.1109,-0.011748,0.0005,0.00068259
1,6,2,3,0.82823,0.85557,1.2485,1.271,0.4815,0.4615,0.764,0.8045,0.39237,0.36754,4.2627,2.0452,-2.0339,-1.9586,0.083804,0.082418,0.40303,0.40303,0.81415,0.81961,0.27285,0.27661,0.89288,0.86042,0.77634,0.75105,0.90139,0.92912,0.75333,0.76372,2.3584,1.3992,0.73956,1,0.99245,0.75368,0.050215,0.01224,1.2342,0.50706,1.0506,0.029742,0.0025,0.0040048
1,6,2,3,0.88737,0.8777,1.265,1.2545,0.518,0.4655,0.7265,0.8005,0.40962,0.36297,4.2071,2.0722,-2.0352,-2.0116,0.073169,0.072829,0.39725,0.39725,0.87787,0.82851,0.2963,0.32349,0.93537,0.87457,0.80649,0.74608,0.93327,0.95324,0.84011,0.79864,1.5708,1.3832,0.74359,1,0.98865,0.76129,-0.026111,0.0089268,1.2692,0.55269,1.0652,-0.021252,-0.0215,-0.033992
1,6,2,3,0.84343,0.87868,1.273,1.259,0.506,0.444,0.754,0.812,0.3995,0.35188,4.1806,2.0647,-2.0153,-1.9719,0.089613,0.081677,0.40409,0.40409,0.83926,0.81461,0.27105,0.31649,0.91944,0.88339,0.78096,0.7407,0.91099,0.9133,0.78909,0.75515,2.6725,1.4498,0.74426,1,0.97847,0.79812,-0.032217,0.0090269,1.2463,0.54901,1.0366,-0.036926,-0.01,-0.015711
1,6,3,1,0.87044,0.801,1.882,1.8325,0.688,0.6795,1.139,1.183,0.38946,0.37143,2.8279,2.9042,-1.3368,-1.3759,0.10411,0.13356,0.26537,0.26537,0.82139,0.77063,0.32244,0.34447,0.93461,0.85315,0.72483,0.67128,0.94492,0.91234,0.78749,0.73209,3.1416,2.2397,0.7465,1,0.99707,0.52926,-0.046992,0.0058187,1.3073,0.26235,1.225,-0.024934,-0.047,-0.049947
1,6,3,1,0.86091,0.86586,1.479,1.526,0.625,0.5855,0.8525,0.9385,0.42279,0.3802,3.5987,3.4875,-1.6933,-1.6639,0.11886,0.1132,0.32552,0.32552,0.83451,0.84692,0.29472,0.30407,0.89385,0.89959,0.74958,0.71535,0.90606,0.93406,0.81723,0.82304,2.9219,2.3474,0.74187,1,0.99981,0.58441,-0.035614,0.0055727,1.2964,0.30226,1.2056,-0.028772,-0.0235,-0.031778
1,6,3,1,0.85356,0.87733,1.759,1.7635,0.7075,0.6365,1.0375,1.111,0.40736,0.36393,3.0256,3.0178,-1.4168,-1.4328,0.10039,0.098651,0.27743,0.27743,0.83118,0.79708,0.24589,0.33285,0.91023,0.91231,0.7417,0.73882,0.92855,0.9321,0.79919,0.74044,3.0974,2.2357,0.74759,1,0.99926,0.53184,-0.04282,0.0037684,1.3117,0.24666,1.2379,-0.035981,-0.02,-0.02274
1,6,3,2,0.8966,0.86902,1.2305,1.2425,0.536,0.477,0.6745,0.75,0.43781,0.39098,4.325,3.2194,-2.0561,-2.0295,0.10084,0.062234,0.41853,0.41853,0.88749,0.833,0.25401,0.32987,0.92084,0.87801,0.83482,0.76086,0.91309,0.91801,0.87016,0.81228,1.9508,1.5708,0.74439,1,0.995,0.76183,-0.026968,0.0090803,1.2782,0.41758,1.143,-0.022703,-0.018,-0.029256
1,6,3,2,0.88104,0.89786,1.3385,1.3335,0.575,0.5245,0.7895,0.8295,0.42518,0.37775,3.9762,2.9996,-1.8882,-1.8901,0.1198,0.057311,0.34467,0.37339,0.85517,0.85108,0.26441,0.3139,0.90303,0.91651,0.80634,0.79632,0.93139,0.9397,0.82107,0.74473,2.9695,1.5708,0.7325,1.0833,0.84619,0.63806,1.9022,0.90273,1.2819,0.38743,1.1589,-0.90981,-0.027,-0.040344
1,6,3,2,0.86398,0.83358,1.3075,1.298,0.572,0.4875,0.7335,0.8165,0.44142,0.37154,4.0704,3.0817,-1.9423,-1.9545,0.076402,0.049217,0.3756,0.3756,0.84844,0.79861,0.31691,0.29103,0.89764,0.88374,0.77315,0.73774,0.91366,0.90122,0.82775,0.75349,1.8327,1.4868,0.75361,1,0.99375,0.71402,-0.074612,0.0056371,1.2762,0.39715,1.1589,-0.071619,-0.038,-0.058126
1,6,3,3,0.91268,0.92376,1.135,1.13,0.519,0.457,0.642,0.7,0.43514,0.39027,4.6889,2.3004,-2.2429,-2.1872,0.087229,0.08647,0.44041,0.44041,0.88873,0.85582,0.31366,0.29734,0.91797,0.89692,0.83461,0.81114,0.93253,0.93639,0.84393,0.78263,2.054,1.4523,0.73449,1,0.98192,0.83041,-0.0016104,0.0072039,1.2598,0.52314,1.0788,-0.0041511,-0.001,-0.0017621
1,6,3,3,0.88578,0.86291,1.236,1.248,0.547,0.49,0.698,0.737,0.44156,0.39138,4.3058,2.0829,-2.0428,-1.9776,0.066307,0.060006,0.38365,0.38365,0.86862,0.80605,0.27126,0.26799,0.91253,0.85547,0.8191,0.74095,0.90858,0.8984,0.83244,0.74524,1.7249,1.3696,0.75569,1,0.9755,0.77975,-0.03265,0.0066553,1.2449,0.45616,1.0976,-0.025648,-0.021,-0.033981
1,6,3,3,0.86812,0.81341,1.1725,1.1655,0.5095,0.487,0.6395,0.654,0.44955,0.43035,4.539,2.2304,-2.1647,-2.1411,0.073449,0.084693,0.42969,0.42969,0.86111,0.79821,0.23454,0.23614,0.88505,0.80975,0.79721,0.76211,0.92788,0.88581,0.84366,0.76474,3.0314,1.5708,0.74383,1,0.98683,0.80535,-0.017032,0.0034129,1.2397,0.40221,1.1345,-0.013965,-0.0045,-0.0076759
1,8,1,1,0.8253,0.81964,1.967,2.006,0.683,0.6565,1.329,1.363,0.34337,0.33074,2.7056,2.653,-1.2436,-1.2231,0.087208,0.057578,0.24172,0.24172,0.71636,0.74119,0.38106,0.3561,0.9194,0.90501,0.64945,0.64856,0.93204,0.92345,0.68622,0.69525,3.0201,2.8187,0.80383,1,0.99819,0.43325,0.054221,0.0022954,1.237,0.18754,1.1643,0.044968,0.0315,0.032028
1,8,1,1,0.75745,0.73154,1.8845,1.9025,0.6315,0.5795,1.274,1.2975,0.33942,0.30684,2.8244,2.7974,-1.3021,-1.2863,0.079001,0.05351,0.24671,0.24671,0.71342,0.71308,0.40548,0.34012,0.86525,0.84913,0.61697,0.59547,0.91764,0.86888,0.68049,0.66927,2.8819,2.3476,0.80252,1,0.99967,0.45612,0.049574,0.0026407,1.2014,0.21322,1.1191,0.039872,0.021,0.022287
1,8,1,1,0.7694,0.78678,2.109,2.091,0.7195,0.6705,1.3625,1.397,0.34923,0.32939,2.5235,2.5452,-1.1566,-1.1458,0.0879,0.053684,0.25599,0.25599,0.71654,0.74117,0.40928,0.33444,0.87882,0.88778,0.59847,0.69041,0.91871,0.89711,0.67645,0.69114,3.1292,2.8521,0.81211,1,0.99884,0.46143,0.070167,0.0039567,1.213,0.1886,1.1431,0.04808,0.0365,0.034614
1,8,1,2,0.82974,0.80856,1.335,1.323,0.4735,0.4415,0.8135,0.8345,0.37244,0.35128,3.9865,3.0235,-1.7949,-1.7813,0.054621,0.04257,0.40303,0.40303,0.73513,0.73153,0.31924,0.302,0.89678,0.87502,0.7209,0.6373,0.90194,0.86085,0.67487,0.67935,2.8138,3.0445,0.74776,1,0.99979,0.70083,0.048928,0.0036036,1.2293,0.15642,1.1706,0.028611,0.0175,0.026217
1,8,1,2,0.78286,0.71042,1.61,1.7395,0.565,0.56,1.0895,1.1285,0.34604,0.3312,3.3056,2.2995,-1.5166,-1.4198,0.076573,0.06034,0.29415,0.29415,0.71751,0.68704,0.3679,0.37829,0.86226,0.84259,0.61774,0.58189,0.90514,0.85377,0.69188,0.65497,3.1416,1.9019,0.77358,1,0.99883,0.51987,0.045064,0.0027016,1.2282,0.1879,1.1586,0.032182,0.027,0.03354
1,8,1,2,0.81829,0.88262,1.522,1.532,0.468,0.465,1.042,1.072,0.30586,0.3088,3.4967,2.611,-1.6413,-1.5735,0.045085,0.041256,0.33053,0.33053,0.73952,0.77674,0.37468,0.34006,0.90676,0.90223,0.63504,0.70248,0.94218,0.92899,0.73053,0.71999,2.3635,1.7684,0.78468,1,0.99641,0.63632,0.073328,0.0048354,1.2258,0.25429,1.1171,0.045306,0.045,0.059133
1,8,1,3,0.89452,0.83158,1.398,1.413,0.463,0.439,0.92,0.965,0.3338,0.31625,3.8068,1.8397,-1.7677,-1.6986,0.052922,0.035898,0.35807,0.35807,0.80152,0.76408,0.35439,0.25947,0.95789,0.91134,0.71631,0.66038,0.94449,0.85978,0.7288,0.69398,2.222,3.1416,0.80944,1,0.99928,0.65103,0.062664,0.0028862,1.2326,0.22017,1.142,0.04335,0.035,0.050072
1,8,1,3,0.87909,0.79339,1.433,1.4295,0.495,0.4555,0.925,0.9635,0.34536,0.31941,3.7138,1.8184,-1.6991,-1.6876,0.049108,0.036835,0.34386,0.34386,0.77662,0.72932,0.35181,0.29304,0.92927,0.87646,0.69368,0.66372,0.94877,0.87834,0.71477,0.66891,2.593,1.8458,0.82208,1,0.99622,0.65532,0.061767,0.003503,1.2292,0.20889,1.1447,0.043739,0.002,0.0027913
1,8,1,3,0.87709,0.87498,1.378,1.389,0.411,0.434,0.969,0.933,0.31691,0.32329,3.8621,1.8715,-1.7673,-1.7332,0.04942,0.03785,0.35807,0.35807,0.7617,0.78508,0.35138,0.28863,0.89619,0.92352,0.6695,0.70966,0.94229,0.90557,0.72068,0.68095,3.1416,1.5708,0.81849,1,0.9995,0.64477,0.076067,0.0045868,1.2157,0.24328,1.1127,0.046608,0.036,0.05225
1,8,2,1,0.82326,0.85351,1.587,1.5665,0.5635,0.619,1.031,0.9455,0.36247,0.36739,3.3535,3.3974,-1.5331,-1.5766,0.076056,0.05386,0.31672,0.31672,0.77433,0.80908,0.31548,0.29484,0.91963,0.92117,0.69305,0.68722,0.91027,0.90381,0.71505,0.78687,2.7179,2.0444,0.74674,1,0.99917,0.55712,0.017177,0.0020723,1.266,0.20016,1.193,0.019782,0.013,0.016383
1,8,2,1,0.81973,0.82078,1.751,1.7475,0.592,0.6,1.115,1.14,0.35459,0.34405,3.0394,3.0456,-1.3971,-1.3928,0.079098,0.046005,0.30307,0.30307,0.76065,0.76143,0.31202,0.31152,0.91834,0.91445,0.69955,0.6703,0.91462,0.88855,0.69305,0.71664,3.0603,2.717,0.73382,1,0.99929,0.57202,0.0047911,0.0014896,1.2698,0.16709,1.2028,0.0058922,-0.008,-0.0091376
1,8,2,1,0.82587,0.79937,1.6,1.62,0.573,0.558,1.043,1.045,0.36517,0.33682,3.3262,3.2851,-1.5333,-1.5296,0.092816,0.061318,0.31137,0.31137,0.76078,0.74474,0.31566,0.33147,0.85872,0.89415,0.68225,0.65939,0.9303,0.90883,0.74426,0.72365,2.1706,2.5846,0.75674,1,0.99992,0.56327,0.026538,0.0015108,1.2771,0.18312,1.2065,0.023565,0.004,0.005
1,8,2,2,0.89476,0.86031,1.426,1.4405,0.5145,0.487,0.9145,0.929,0.35468,0.34186,3.7321,2.7768,-1.7,-1.6996,0.060512,0.039479,0.34386,0.34386,0.80671,0.78828,0.32971,0.3294,0.92826,0.90357,0.73922,0.67868,0.95432,0.92176,0.76093,0.75653,2.8954,3.0912,0.73539,1,0.99985,0.60728,0.012724,0.0024053,1.2611,0.20447,1.1743,0.011251,0.009,0.012623
1,8,2,2,0.90129,0.84415,1.476,1.492,0.482,0.493,0.98,0.977,0.32112,0.33537,3.6056,2.681,-1.6912,-1.6617,0.079093,0.042522,0.34265,0.34265,0.80937,0.78443,0.34835,0.3169,0.94117,0.88733,0.72262,0.6656,0.96652,0.90853,0.75971,0.7596,1.924,1.744,0.76653,1,0.9997,0.62347,0.029025,0.0015639,1.2825,0.23661,1.1893,0.022378,0,0
1,8,2,2,0.85797,0.85108,1.383,1.368,0.474,0.474,0.91,0.917,0.34772,0.34868,3.8481,2.924,-1.8015,-1.8079,0.087725,0.047618,0.3522,0.3522,0.78576,0.77723,0.32406,0.31962,0.91773,0.89324,0.69796,0.70604,0.92329,0.91706,0.72073,0.72098,3.1416,1.6809,0.76764,1,0.99882,0.65031,0.030476,0.0019932,1.2553,0.27406,1.1451,0.029857,0,0
1,8,2,3,0.83241,0.80735,1.331,1.3385,0.445,0.4645,0.882,0.867,0.33757,0.33512,3.9985,1.9421,-1.8676,-1.8303,0.044227,0.038686,0.37042,0.37042,0.78465,0.77543,0.33181,0.338,0.87225,0.86551,0.66083,0.62753,0.93684,0.85938,0.74838,0.76649,2.23,2.0222,0.73284,1,0.99762,0.6848,0.0054408,0.002014,1.2321,0.26682,1.1217,0.0053474,0.0115,0.01728
1,8,2,3,0.82979,0.81602,1.325,1.318,0.437,0.4535,0.869,0.858,0.34413,0.34761,4.0166,1.9723,-1.8711,-1.8477,0.055808,0.058894,0.38147,0.38147,0.78028,0.79186,0.34746,0.32111,0.87802,0.88014,0.68022,0.6379,0.92534,0.86872,0.76355,0.81425,3.0854,1.5275,0.737,1,0.99268,0.72636,-0.020481,0.0046682,1.2234,0.2795,1.1209,-0.007476,0.0215,0.032453
1,8,2,3,0.85576,0.8463,1.377,1.43,0.452,0.4915,0.9305,0.9305,0.33906,0.34622,3.8649,1.8178,-1.7683,-1.6893,0.054901,0.047858,0.34877,0.34877,0.78194,0.78809,0.35028,0.3132,0.90874,0.90463,0.69197,0.67237,0.90802,0.89145,0.75193,0.7599,2.7319,1.5708,0.77645,1,0.99991,0.62528,0.031958,0.0017697,1.2295,0.22934,1.1309,0.026472,-0.0075,-0.010893
1,8,3,1,0.86842,0.82238,1.457,1.4375,0.523,0.533,0.9375,0.938,0.35354,0.36928,3.6527,3.7022,-1.6781,-1.7162,0.061648,0.042654,0.33908,0.33908,0.80714,0.80247,0.32166,0.2821,0.90351,0.89445,0.71085,0.69446,0.9435,0.90802,0.74449,0.75691,3.1416,2.4537,0.74038,1,0.99808,0.5791,0.032286,0.0020283,1.2673,0.22718,1.1805,0.022882,0.0085,0.011668
1,8,3,1,0.83184,0.87924,1.4335,1.493,0.501,0.521,0.957,0.9285,0.3494,0.35446,3.7126,3.5646,-1.7305,-1.6617,0.090396,0.057242,0.33908,0.33908,0.77851,0.81158,0.31606,0.32155,0.90049,0.94453,0.7014,0.75102,0.92288,0.90877,0.71178,0.74066,3.0483,2.0977,0.78747,1,0.99955,0.59398,0.055072,0.0026471,1.2611,0.28278,1.1483,0.049382,0.0025,0.003488
1,8,3,1,0.83428,0.88392,1.364,1.388,0.4655,0.5235,0.9,0.868,0.34534,0.37566,3.9018,3.8343,-1.8178,-1.807,0.075544,0.035435,0.37435,0.37435,0.79057,0.8408,0.30885,0.26656,0.89736,0.92769,0.71225,0.77037,0.92516,0.90671,0.7335,0.77871,2.3436,2.2113,0.78677,1,0.99779,0.62419,0.064408,0.0036448,1.2725,0.29891,1.1596,0.048479,0.0445,0.065249
1,8,3,2,0.85535,0.86321,1.359,1.341,0.4895,0.4805,0.8895,0.8775,0.35788,0.3569,3.9161,2.9828,-1.8365,-1.8581,0.072666,0.056163,0.35903,0.35903,0.79366,0.82101,0.31363,0.33171,0.92485,0.92877,0.73324,0.75485,0.90617,0.91626,0.72119,0.76183,3.0421,3.1416,0.7674,1,0.99821,0.60735,0.052884,0.0032612,1.2637,0.32673,1.1359,0.043288,0.016,0.023547
1,8,3,2,0.88479,0.83613,1.2905,1.2875,0.4425,0.4855,0.822,0.8115,0.35337,0.38425,4.1239,3.1068,-1.9792,-1.9414,0.12307,0.084192,0.38752,0.38752,0.83903,0.7985,0.31506,0.31439,0.94152,0.89812,0.78913,0.7343,0.92399,0.86843,0.73829,0.72817,1.975,1.4839,0.79023,1,0.99963,0.68649,0.050908,0.0026709,1.2565,0.44229,1.0833,0.045123,0.0225,0.03487
1,8,3,2,0.88093,0.88929,1.311,1.3095,0.434,0.4795,0.8745,0.827,0.33382,0.36534,4.0595,3.0546,-1.919,-1.8767,0.075714,0.065891,0.37287,0.37287,0.81026,0.8244,0.34066,0.29537,0.93398,0.91504,0.72775,0.73643,0.94475,0.88169,0.73121,0.76574,2.8598,1.5708,0.78992,1,0.99986,0.66287,0.065168,0.0028243,1.2546,0.3514,1.1033,0.06116,0.0375,0.057208
1,8,3,3,0.89458,0.89708,1.096,1.123,0.4075,0.4505,0.7055,0.663,0.36812,0.40987,4.8558,2.3148,-2.2684,-2.176,0.092015,0.086754,0.44389,0.44389,0.84189,0.84057,0.3171,0.29431,0.92435,0.90929,0.7764,0.74212,0.93688,0.8845,0.7461,0.81586,1.5976,1.4398,0.76514,1,0.99829,0.7705,0.047044,0.0026639,1.2291,0.40888,1.0816,0.035504,0.0375,0.068431
1,8,3,3,0.88482,0.86836,1.175,1.165,0.426,0.47,0.747,0.719,0.35871,0.39547,4.5293,2.2313,-2.1437,-2.1021,0.076956,0.061921,0.42969,0.42969,0.83539,0.82796,0.27379,0.24962,0.92986,0.92089,0.79076,0.76457,0.91691,0.8795,0.73559,0.7698,3.0714,1.5214,0.7421,1,0.99511,0.77441,0.03686,0.0032436,1.2385,0.41463,1.0853,0.032307,0.013,0.022128
1,8,3,3,0.78006,0.7195,1.1475,1.1795,0.381,0.4385,0.7595,0.739,0.35049,0.36357,4.6379,2.204,-2.1421,-2.0698,0.058341,0.040471,0.41853,0.41853,0.71183,0.70635,0.28088,0.25083,0.85758,0.81007,0.67068,0.63455,0.85659,0.77676,0.67179,0.66922,2.379,2.371,0.80191,1,0.99969,0.69993,0.065811,0.0030144,1.1869,0.27599,1.1123,0.052082,0.017,0.02963
1,9,1,1,0.76448,0.74629,2.036,1.991,0.665,0.621,1.352,1.364,0.33223,0.33104,2.6139,2.673,-1.2268,-1.244,0.070626,0.054789,0.23872,0.23872,0.75611,0.71471,0.31085,0.36894,0.89249,0.88087,0.67809,0.70922,0.86879,0.77794,0.64929,0.58138,3.1416,3.0547,0.73283,1,0.99896,0.46327,0.092513,0.017851,1.2049,0.30703,1.1026,0.048827,0.002,0.0019646
1,9,1,1,0.76716,0.77002,1.978,1.902,0.701,0.646,1.3475,1.283,0.34044,0.33634,2.6906,2.7981,-1.2447,-1.2961,0.075911,0.049969,0.25647,0.25647,0.70606,0.68941,0.32679,0.36131,0.89149,0.88819,0.70657,0.71702,0.78296,0.792,0.61362,0.58909,2.4381,2.4251,0.76989,1,0.9951,0.44659,0.092564,0.010088,1.1939,0.28055,1.1066,0.061718,0.0425,0.042973
1,9,1,1,0.82753,0.78157,1.913,1.887,0.63,0.628,1.313,1.324,0.32631,0.32894,2.782,2.8203,-1.3062,-1.3162,0.076906,0.044009,0.24414,0.24414,0.78576,0.72836,0.35921,0.34091,0.95816,0.90875,0.74996,0.73125,0.89188,0.81428,0.69958,0.60436,3.1416,2.3274,0.80837,1,0.99856,0.4426,0.13743,0.013031,1.2446,0.28271,1.1575,0.08405,0.043,0.044956
1,9,1,2,0.79618,0.804,1.5,1.5545,0.484,0.4585,1.0395,1.0815,0.31505,0.31009,3.548,2.5732,-1.7053,-1.6075,0.066902,0.053243,0.30438,0.30438,0.79665,0.78298,0.3177,0.29876,0.91408,0.87298,0.71216,0.7161,0.88334,0.87111,0.70735,0.70315,2.1187,1.6993,0.77758,1,0.99982,0.5593,0.11975,0.021808,1.203,0.49961,1.0217,0.080105,0.0085,0.011333
1,9,1,2,0.8255,0.75569,1.6675,1.7645,0.5495,0.548,1.1305,1.165,0.32154,0.31883,3.1916,2.2672,-1.5177,-1.3905,0.049363,0.042904,0.28884,0.28884,0.75376,0.73791,0.31798,0.29145,0.9571,0.88662,0.73461,0.70093,0.87924,0.80612,0.67196,0.60324,2.6887,1.5708,0.75963,1,0.99696,0.56773,0.11326,0.013276,1.2182,0.32938,1.1007,0.065636,0.039,0.046777
1,9,1,2,0.88379,0.83509,1.4665,1.457,0.4565,0.4405,0.996,1.003,0.31642,0.30853,3.629,2.7454,-1.7506,-1.6846,0.050915,0.035227,0.32106,0.32106,0.82164,0.77125,0.35475,0.31252,0.9499,0.89856,0.75933,0.72631,0.9501,0.86428,0.76504,0.66429,1.6655,1.5708,0.78553,1,0.99425,0.63339,0.12193,0.013974,1.221,0.47485,1.0339,0.092229,0.0105,0.01432
1,9,1,3,0.76322,0.78043,1.4365,1.435,0.4935,0.4815,0.912,0.9215,0.35735,0.34328,3.7051,1.8119,-1.7839,-1.7526,0.083316,0.085996,0.35652,0.35652,0.77345,0.74184,0.28212,0.2721,0.87915,0.85755,0.72179,0.709,0.83215,0.80328,0.68673,0.65243,1.7687,1.2412,0.79066,1,0.99921,0.64973,0.092116,0.0090864,1.1892,0.5004,1.0096,0.073542,0.0075,0.010442
1,9,1,3,0.81345,0.82784,1.328,1.33,0.433,0.4135,0.8885,0.9145,0.32682,0.31548,4.0075,1.9545,-1.9455,-1.872,0.096167,0.083008,0.36439,0.36439,0.82972,0.79573,0.29029,0.2777,0.91172,0.8719,0.72483,0.74979,0.93312,0.91061,0.77507,0.69591,1.4514,1.5708,0.83569,1,0.98802,0.71908,0.13653,0.0098257,1.2063,0.59395,0.98571,0.11785,0.019,0.028614
1,9,1,3,0.87547,0.73134,1.318,1.291,0.437,0.412,0.848,0.865,0.33602,0.32,4.0379,2.0135,-1.9415,-1.8862,0.082369,0.073252,0.38726,0.38726,0.84697,0.68594,0.27227,0.28772,0.91848,0.73227,0.7819,0.72509,0.92692,0.82471,0.76867,0.52225,1.5708,1.5708,0.76386,1,0.93717,0.83454,0.12672,0.020451,1.1305,0.61831,0.91884,0.076749,0.007,0.010622
1,9,2,1,0.75128,0.8573,1.3995,1.3965,0.456,0.4495,0.9435,0.907,0.32526,0.34103,3.8048,3.8109,-1.822,-1.8084,0.075578,0.04738,0.3522,0.3522,0.74384,0.80461,0.3517,0.31052,0.79612,0.92528,0.59887,0.74365,0.93858,0.92042,0.71853,0.74427,3.1416,1.5326,0.7672,1,0.99963,0.63654,0.079571,0.0073897,1.2479,0.35665,1.1184,0.062571,0.0375,0.053591
1,9,2,1,0.79976,0.87879,1.4,1.409,0.459,0.449,0.935,0.94,0.32549,0.32071,3.8014,3.7771,-1.7825,-1.7909,0.069119,0.030181,0.35095,0.35095,0.79832,0.80405,0.31233,0.32082,0.83099,0.92628,0.60594,0.75185,0.9455,0.93815,0.72214,0.72851,1.9311,2.7533,0.74169,1,0.99854,0.59992,0.031377,0.0077721,1.2319,0.36934,1.0847,0.03608,0.012,0.017143
1,9,2,1,0.74079,0.839,1.441,1.536,0.486,0.496,1.019,0.98,0.32695,0.33477,3.6932,3.4648,-1.7244,-1.6093,0.072438,0.047871,0.31595,0.31595,0.72202,0.77868,0.33348,0.31415,0.80101,0.90837,0.56905,0.72885,0.89979,0.89591,0.69005,0.7009,2.3162,2.6375,0.70605,1,0.99544,0.53151,0.10814,0.019698,1.2243,0.30037,1.1318,0.061314,0.022,0.030534
1,9,2,2,0.77247,0.84613,1.1325,1.134,0.369,0.338,0.7525,0.815,0.32978,0.29974,4.6998,3.5273,-2.2767,-2.2275,0.051333,0.044831,0.4534,0.4534,0.82755,0.79622,0.34768,0.28977,0.85772,0.90305,0.69208,0.69773,0.94551,0.90697,0.72486,0.71467,2.0157,1.374,0.7625,1,0.99824,0.7758,0.064301,0.0078962,1.2284,0.47421,1.0527,0.032467,-0.0105,-0.018543
