grp , pp , S , IDR , IDL , accTimeL , accQR , rho , Rf , IPerfEfL , q1R , peakVelL , decTimeR , circularityR , circularityL , q1L , q2L , Lf , flsAmp , decTimeL , q4R , phDiffStd , q3L , accQL , IPerfL , q3R , MTR , IPerfEfR , IPerfR , MTL , q2R , phDiffMean , flsPC , accTimeR , peakVelR , q4L
1,6,4,3,1,0.50829,1.0648,1,0.40303,17.628,0.97344,0.14317,0.48207,0.86659,0.86659,0.97344,0.67964,0.40303,0.040576,0.49504,0.66653,0.0070402,0.90584,1.0789,17.75,0.90584,1.1466,9.1948,5.8091,1.0349,0.67964,0.053177,0.17544,0.52017,0.1538,0.66653
1,6,4,3,1,0.49268,1.1252,1,0.39062,7.8833,0.9201,0.16946,0.49333,0.84345,0.84345,0.9201,0.59865,0.39062,0.035439,0.5087,0.59272,0.0048335,0.93971,1.1224,7.3513,0.93971,1.2595,3.6538,2.072,1.2125,0.59865,-0.02872,0.17477,0.50747,0.15817,0.59272
1,6,4,3,1,0.48576,1.2108,1,0.4069,6.4632,0.99012,0.16655,0.50099,0.88656,0.88656,0.99012,0.73942,0.4069,0.037982,0.51537,0.45247,0.0039728,0.84819,1.1873,6.0158,0.84819,1.263,3.6594,2.0641,1.212,0.73942,-0.029281,0.17295,0.49981,0.15533,0.45247
1,6,4,3,2,0.45707,1.1069,1,0.74084,5.8397,0.86729,0.25015,0.52472,0.84571,0.84571,0.86729,0.7754,0.74084,0.083632,0.54443,0.78124,0.0045005,0.89543,1.2088,3.8878,0.89543,0.67176,5.9961,3.8878,0.67191,0.7754,0.044227,0.17666,0.47677,0.24315,0.78124
1,6,4,3,2,0.47115,1.0748,1,0.82632,5.9267,0.94469,0.26308,0.51706,0.94284,0.94284,0.94469,0.88531,0.82632,0.085146,0.5305,0.95335,0.0065284,0.9357,1.1518,4.3137,0.9357,0.60273,6.422,4.3182,0.6036,0.88531,0.03415,0.17671,0.4846,0.25488,0.95335
1,6,4,3,2,0.46752,1.1288,1,0.68359,5.0898,0.9592,0.22937,0.52432,0.94264,0.94264,0.9592,0.88835,0.68359,0.075914,0.53389,0.88658,0.0077676,1.0573,1.1982,3.6493,1.0573,0.71723,5.2695,3.6342,0.71623,0.88835,-0.10601,0.17671,0.47707,0.2056,0.88658
1,6,4,3,2,0.45707,1.1069,1,0.74084,5.8397,0.86729,0.25015,0.52472,0.84571,0.84571,0.86729,0.7754,0.74084,0.083632,0.54443,0.78124,0.0045005,0.89543,1.2088,3.8878,0.89543,0.67176,5.9961,3.8878,0.67191,0.7754,0.044227,0.17666,0.47677,0.24315,0.78124
1,6,4,3,2,0.47115,1.0748,1,0.82632,5.9267,0.94469,0.26308,0.51706,0.94284,0.94284,0.94469,0.88531,0.82632,0.085146,0.5305,0.95335,0.0065284,0.9357,1.1518,4.3137,0.9357,0.60273,6.422,4.3182,0.6036,0.88531,0.03415,0.17671,0.4846,0.25488,0.95335
1,6,4,3,2,0.46752,1.1288,1,0.68359,5.0898,0.9592,0.22937,0.52432,0.94264,0.94264,0.9592,0.88835,0.68359,0.075914,0.53389,0.88658,0.0077676,1.0573,1.1982,3.6493,1.0573,0.71723,5.2695,3.6342,0.71623,0.88835,-0.10601,0.17671,0.47707,0.2056,0.88658
1,6,7,1,1,0.50066,1.0876,1,0.26727,23.957,0.98933,0.10999,0.486,0.7385,0.7385,0.98933,0.60437,0.26727,0.017392,0.50315,0.72044,0.0027085,0.92231,1.1102,20.285,0.92231,1.2119,24.543,22.011,1.2184,0.60437,-0.054883,0.17625,0.51813,0.099255,0.72044
1,6,7,1,1,0.49699,1.2117,1,0.32552,20.706,0.95796,0.13415,0.52059,0.73369,0.73369,0.95796,0.51698,0.32552,0.021635,0.50651,0.65227,0.0027439,0.9102,1.0846,18.627,0.9102,1.1652,21.361,19.15,1.0991,0.51698,-0.039934,0.17674,0.48301,0.13361,0.65227
1,6,7,1,1,0.50454,1.1096,1,0.27902,18.683,0.80358,0.13193,0.49186,0.80358,0.80358,0.80358,0.56998,0.27902,0.022854,0.49851,0.61577,0.0014246,0.91545,1.0604,16.204,0.91545,1.2293,18.736,17.811,1.3231,0.56998,-0.049413,0.17569,0.51149,0.11287,0.61577
1,6,7,1,1,0.50066,1.0876,1,0.26727,23.957,0.98933,0.10999,0.486,0.7385,0.7385,0.98933,0.60437,0.26727,0.017392,0.50315,0.72044,0.0027085,0.92231,1.1102,20.285,0.92231,1.2119,24.543,22.011,1.2184,0.60437,-0.054883,0.17625,0.51813,0.099255,0.72044
1,6,7,1,1,0.49699,1.2117,1,0.32552,20.706,0.95796,0.13415,0.52059,0.73369,0.73369,0.95796,0.51698,0.32552,0.021635,0.50651,0.65227,0.0027439,0.9102,1.0846,18.627,0.9102,1.1652,21.361,19.15,1.0991,0.51698,-0.039934,0.17674,0.48301,0.13361,0.65227
1,6,7,1,1,0.50454,1.1096,1,0.27902,18.683,0.80358,0.13193,0.49186,0.80358,0.80358,0.80358,0.56998,0.27902,0.022854,0.49851,0.61577,0.0014246,0.91545,1.0604,16.204,0.91545,1.2293,18.736,17.811,1.3231,0.56998,-0.049413,0.17569,0.51149,0.11287,0.61577
1,6,7,1,2,0.48308,1.1295,1,0.42832,14.096,1.0218,0.19043,0.51421,0.72464,0.72464,1.0218,0.42976,0.42832,0.032472,0.52004,0.61472,0.0045657,0.7846,1.1309,8.1257,0.7846,1.0463,12.106,11.208,1.0101,0.42976,-0.080255,0.17673,0.4879,0.18037,0.61472
1,6,7,1,2,0.47309,1.1308,1,0.46705,15.695,0.80415,0.17134,0.52091,0.83891,0.83891,0.80415,0.62801,0.46705,0.040006,0.53071,0.76131,0.0039614,0.74914,1.1756,9.8799,0.74914,1.0176,11.03,10.439,0.87877,0.62801,-0.030675,0.1765,0.48105,0.18237,0.76131
1,6,7,1,2,0.47278,1.133,1,0.46258,13.87,0.82394,0.17596,0.52206,0.84626,0.84626,0.82394,0.54223,0.46258,0.03893,0.53054,0.75024,0.0038482,0.82465,1.178,8.6224,0.82465,1.069,5.9982,5.9602,0.90252,0.54223,-0.037981,0.17672,0.47906,0.19176,0.75024
1,6,7,1,2,0.48308,1.1295,1,0.42832,14.096,1.0218,0.19043,0.51421,0.72464,0.72464,1.0218,0.42976,0.42832,0.032472,0.52004,0.61472,0.0045657,0.7846,1.1309,8.1257,0.7846,1.0463,12.106,11.208,1.0101,0.42976,-0.080255,0.17673,0.4879,0.18037,0.61472
1,6,7,1,2,0.47309,1.1308,1,0.46705,15.695,0.80415,0.17134,0.52091,0.83891,0.83891,0.80415,0.62801,0.46705,0.040006,0.53071,0.76131,0.0039614,0.74914,1.1756,9.8799,0.74914,1.0176,11.03,10.439,0.87877,0.62801,-0.030675,0.1765,0.48105,0.18237,0.76131
1,6,7,1,2,0.47278,1.133,1,0.46258,13.87,0.82394,0.17596,0.52206,0.84626,0.84626,0.82394,0.54223,0.46258,0.03893,0.53054,0.75024,0.0038482,0.82465,1.178,8.6224,0.82465,1.069,5.9982,5.9602,0.90252,0.54223,-0.037981,0.17672,0.47906,0.19176,0.75024
1,6,7,2,1,0.50165,1.0982,1,0.41624,18.681,0.75311,0.16162,0.49804,0.80896,0.80896,0.75311,0.59747,0.41624,0.034498,0.50167,0.67756,0.0044436,0.86036,1.0524,17.63,0.86036,1.1456,9.053,6.6521,0.96902,0.59747,-0.037895,0.17593,0.50362,0.174,0.67756
1,6,7,2,1,0.50366,1.1062,1,0.33482,19.844,0.89236,0.15458,0.49518,0.7994,0.7994,0.89236,0.54629,0.33482,0.053085,0.49961,0.67419,0.002838,0.89074,1.0503,17.447,0.89074,1.282,8.1273,6.4693,1.0867,0.54629,-0.071503,0.17509,0.50644,0.16221,0.67419
1,6,7,2,1,0.49543,1.2125,1,0.38471,14.104,0.87771,0.17264,0.5095,0.89347,0.89347,0.87771,0.70436,0.38471,0.035462,0.50694,0.73767,0.0023227,0.92964,1.063,12.572,0.92964,1.246,6.4267,5.1721,1.1365,0.70436,-0.083066,0.17565,0.49179,0.16856,0.73767
1,6,7,2,1,0.50165,1.0982,1,0.41624,18.681,0.75311,0.16162,0.49804,0.80896,0.80896,0.75311,0.59747,0.41624,0.034498,0.50167,0.67756,0.0044436,0.86036,1.0524,17.63,0.86036,1.1456,9.053,6.6521,0.96902,0.59747,-0.037895,0.17593,0.50362,0.174,0.67756
1,6,7,2,1,0.50366,1.1062,1,0.33482,19.844,0.89236,0.15458,0.49518,0.7994,0.7994,0.89236,0.54629,0.33482,0.053085,0.49961,0.67419,0.002838,0.89074,1.0503,17.447,0.89074,1.282,8.1273,6.4693,1.0867,0.54629,-0.071503,0.17509,0.50644,0.16221,0.67419
1,6,7,2,1,0.49543,1.2125,1,0.38471,14.104,0.87771,0.17264,0.5095,0.89347,0.89347,0.87771,0.70436,0.38471,0.035462,0.50694,0.73767,0.0023227,0.92964,1.063,12.572,0.92964,1.246,6.4267,5.1721,1.1365,0.70436,-0.083066,0.17565,0.49179,0.16856,0.73767
1,6,7,2,2,0.43994,1.1295,1,0.59679,4.565,0.89481,0.21708,0.52595,0.81315,0.81315,0.89481,0.72682,0.59679,0.054515,0.56128,0.77507,0.0076694,0.93253,1.2952,3.1534,0.93253,0.82744,6.0995,4.8596,0.82867,0.72682,0.020252,0.17522,0.47526,0.21716,0.77507
1,6,7,2,2,0.446,1.1253,1,0.55804,4.5033,0.9041,0.20928,0.51992,0.86807,0.86807,0.9041,0.6911,0.55804,0.047258,0.55512,0.77937,0.0059976,0.8651,1.2785,2.9103,0.8651,0.89929,5.315,4.482,0.90039,0.6911,-0.0061455,0.17483,0.4812,0.2047,0.77937
1,6,7,2,2,0.44637,1.0708,1,0.63189,4.9961,0.85347,0.23688,0.51463,0.78239,0.78239,0.85347,0.56157,0.63189,0.054088,0.5549,0.79951,0.0045184,0.87794,1.2668,3.303,0.87794,0.79291,6.067,5.0637,0.79238,0.56157,-0.063519,0.17605,0.48663,0.22136,0.79951
1,6,7,2,2,0.43994,1.1295,1,0.59679,4.565,0.89481,0.21708,0.52595,0.81315,0.81315,0.89481,0.72682,0.59679,0.054515,0.56128,0.77507,0.0076694,0.93253,1.2952,3.1534,0.93253,0.82744,6.0995,4.8596,0.82867,0.72682,0.020252,0.17522,0.47526,0.21716,0.77507
1,6,7,2,2,0.446,1.1253,1,0.55804,4.5033,0.9041,0.20928,0.51992,0.86807,0.86807,0.9041,0.6911,0.55804,0.047258,0.55512,0.77937,0.0059976,0.8651,1.2785,2.9103,0.8651,0.89929,5.315,4.482,0.90039,0.6911,-0.0061455,0.17483,0.4812,0.2047,0.77937
1,6,7,2,2,0.44637,1.0708,1,0.63189,4.9961,0.85347,0.23688,0.51463,0.78239,0.78239,0.85347,0.56157,0.63189,0.054088,0.5549,0.79951,0.0045184,0.87794,1.2668,3.303,0.87794,0.79291,6.067,5.0637,0.79238,0.56157,-0.063519,0.17605,0.48663,0.22136,0.79951
1,6,7,3,1,0.49519,1.1454,1,0.42969,7.5067,0.80865,0.19506,0.51033,0.83082,0.83082,0.80865,0.70238,0.42969,0.044018,0.50609,0.55431,0.0024881,0.9674,1.0791,6.7873,0.9674,1.1588,3.6908,2.2538,1.1112,0.70238,-0.0011531,0.17364,0.49053,0.17567,0.55431
1,6,7,3,1,0.50249,1.1331,1,0.38365,12.649,0.91631,0.17778,0.5065,0.76546,0.76546,0.91631,0.53519,0.38365,0.038762,0.49972,0.70289,0.0025726,0.84178,1.0411,11.775,0.84178,1.204,5.2467,3.0736,1.1086,0.53519,-0.034674,0.17246,0.49468,0.159,0.70289
1,6,7,3,1,0.49538,1.0749,1,0.43194,16.826,0.86141,0.18934,0.50049,0.77785,0.77785,0.86141,0.54988,0.43194,0.040126,0.50759,0.62587,0.0019472,0.70874,1.0747,15.789,0.70874,0.98644,10.814,6.7068,0.98655,0.54988,-0.016114,0.17453,0.50209,0.1608,0.62587
1,6,7,3,1,0.49519,1.1454,1,0.42969,7.5067,0.80865,0.19506,0.51033,0.83082,0.83082,0.80865,0.70238,0.42969,0.044018,0.50609,0.55431,0.0024881,0.9674,1.0791,6.7873,0.9674,1.1588,3.6908,2.2538,1.1112,0.70238,-0.0011531,0.17364,0.49053,0.17567,0.55431
1,6,7,3,1,0.50249,1.1331,1,0.38365,12.649,0.91631,0.17778,0.5065,0.76546,0.76546,0.91631,0.53519,0.38365,0.038762,0.49972,0.70289,0.0025726,0.84178,1.0411,11.775,0.84178,1.204,5.2467,3.0736,1.1086,0.53519,-0.034674,0.17246,0.49468,0.159,0.70289
1,6,7,3,1,0.49538,1.0749,1,0.43194,16.826,0.86141,0.18934,0.50049,0.77785,0.77785,0.86141,0.54988,0.43194,0.040126,0.50759,0.62587,0.0019472,0.70874,1.0747,15.789,0.70874,0.98644,10.814,6.7068,0.98655,0.54988,-0.016114,0.17453,0.50209,0.1608,0.62587
1,6,7,3,2,0.45476,1.1973,1,0.78125,5.6331,1.0376,0.25217,0.54368,0.95444,0.95444,1.0376,0.81503,0.78125,0.089012,0.54679,0.86272,0.0080148,1.0036,1.219,4.0238,1.0036,0.64715,6.9563,4.0262,0.64773,0.81503,0.095325,0.17613,0.45787,0.24771,0.86272
1,6,7,3,2,0.44979,1.1,1,0.79572,7.0002,0.91806,0.2471,0.52272,0.94312,0.94312,0.91806,0.98281,0.79572,0.072607,0.55179,0.93012,0.0038419,0.89815,1.2552,4.1222,0.89815,0.63044,6.7098,4.1277,0.63147,0.98281,0.031227,0.17677,0.47886,0.23632,0.93012
1,6,7,3,2,0.46415,1.1037,1,0.80218,5.7888,0.9697,0.26674,0.52396,0.89567,0.89567,0.9697,0.86145,0.80218,0.077702,0.53747,0.78974,0.0058335,0.92921,1.1682,4.2051,0.92921,0.61857,6.7623,4.2081,0.61898,0.86145,-0.017735,0.17674,0.47766,0.24676,0.78974
1,6,7,3,2,0.45476,1.1973,1,0.78125,5.6331,1.0376,0.25217,0.54368,0.95444,0.95444,1.0376,0.81503,0.78125,0.089012,0.54679,0.86272,0.0080148,1.0036,1.219,4.0238,1.0036,0.64715,6.9563,4.0262,0.64773,0.81503,0.095325,0.17613,0.45787,0.24771,0.86272
1,6,7,3,2,0.44979,1.1,1,0.79572,7.0002,0.91806,0.2471,0.52272,0.94312,0.94312,0.91806,0.98281,0.79572,0.072607,0.55179,0.93012,0.0038419,0.89815,1.2552,4.1222,0.89815,0.63044,6.7098,4.1277,0.63147,0.98281,0.031227,0.17677,0.47886,0.23632,0.93012
1,6,7,3,2,0.46415,1.1037,1,0.80218,5.7888,0.9697,0.26674,0.52396,0.89567,0.89567,0.9697,0.86145,0.80218,0.077702,0.53747,0.78974,0.0058335,0.92921,1.1682,4.2051,0.92921,0.61857,6.7623,4.2081,0.61898,0.86145,-0.017735,0.17674,0.47766,0.24676,0.78974
1,8,1,1,1,0.5342,1.2973,1,0.24172,2.8914,0.99695,0.15391,0.50272,0.72671,0.72671,0.99695,0.54538,0.24172,0.019228,0.4663,0.67721,0.0010373,0.95733,1.0704,2.6555,0.95733,1.7778,7.3192,7.3335,2.0516,0.54538,0.066291,0.17642,0.49866,0.13805,0.67721
1,8,1,1,1,0.53393,1.3494,1,0.24695,6.7372,0.97503,0.14546,0.50077,0.92786,0.92786,0.97503,0.54593,0.24695,0.023184,0.46731,0.66326,0.0011636,0.97671,1.105,6.6243,0.97671,1.7749,4.6806,4.6376,1.7705,0.54593,0.069747,0.17672,0.5001,0.1454,0.66326
1,8,1,1,1,0.53628,1.2305,1,0.25139,7.5744,0.93429,0.1465,0.49434,0.80289,0.80289,0.93429,0.64515,0.25139,0.021592,0.46501,0.56828,0.0014432,0.91986,1.066,6.8826,0.91986,1.6018,13.694,13.264,1.9681,0.64515,0.092941,0.17656,0.50815,0.12623,0.56828
1,8,1,1,1,0.5342,1.2973,1,0.24172,2.8914,0.99695,0.15391,0.50272,0.72671,0.72671,0.99695,0.54538,0.24172,0.019228,0.4663,0.67721,0.0010373,0.95733,1.0704,2.6555,0.95733,1.7778,7.3192,7.3335,2.0516,0.54538,0.066291,0.17642,0.49866,0.13805,0.67721
1,8,1,1,1,0.53393,1.3494,1,0.24695,6.7372,0.97503,0.14546,0.50077,0.92786,0.92786,0.97503,0.54593,0.24695,0.023184,0.46731,0.66326,0.0011636,0.97671,1.105,6.6243,0.97671,1.7749,4.6806,4.6376,1.7705,0.54593,0.069747,0.17672,0.5001,0.1454,0.66326
1,8,1,1,1,0.53628,1.2305,1,0.25139,7.5744,0.93429,0.1465,0.49434,0.80289,0.80289,0.93429,0.64515,0.25139,0.021592,0.46501,0.56828,0.0014432,0.91986,1.066,6.8826,0.91986,1.6018,13.694,13.264,1.9681,0.64515,0.092941,0.17656,0.50815,0.12623,0.56828
1,8,1,1,2,0.52836,1.3075,1,0.44041,3.4304,1.0303,0.25376,0.52274,0.76635,0.76635,1.0303,0.62758,0.44041,0.038088,0.47254,0.726,0.0020959,0.7885,1.1429,2.3341,0.7885,0.90428,15.148,15.84,1.1318,0.62758,0.041612,0.17565,0.48023,0.20983,0.726
1,8,1,1,2,0.53725,1.4284,1,0.36621,2.9621,1.0053,0.1658,0.52607,0.85411,0.85411,1.0053,0.61532,0.36621,0.032997,0.46352,0.6251,0.0022443,0.79856,1.1263,2.001,0.79856,1.1337,12.643,12.675,1.3211,0.61532,0.09198,0.1724,0.47631,0.15952,0.6251
1,8,1,1,2,0.52409,1.3684,1,0.43846,3.1458,1.0191,0.191,0.51682,0.81549,0.81549,1.0191,0.53171,0.43846,0.035757,0.47696,0.51781,0.0042597,0.99766,1.1791,2.7212,0.99766,1.1307,5.9553,5.5264,1.1274,0.53171,0.070261,0.16452,0.48422,0.22315,0.51781
1,8,1,1,2,0.52836,1.3075,1,0.44041,3.4304,1.0303,0.25376,0.52274,0.76635,0.76635,1.0303,0.62758,0.44041,0.038088,0.47254,0.726,0.0020959,0.7885,1.1429,2.3341,0.7885,0.90428,15.148,15.84,1.1318,0.62758,0.041612,0.17565,0.48023,0.20983,0.726
1,8,1,1,2,0.53725,1.4284,1,0.36621,2.9621,1.0053,0.1658,0.52607,0.85411,0.85411,1.0053,0.61532,0.36621,0.032997,0.46352,0.6251,0.0022443,0.79856,1.1263,2.001,0.79856,1.1337,12.643,12.675,1.3211,0.61532,0.09198,0.1724,0.47631,0.15952,0.6251
1,8,1,1,2,0.52409,1.3684,1,0.43846,3.1458,1.0191,0.191,0.51682,0.81549,0.81549,1.0191,0.53171,0.43846,0.035757,0.47696,0.51781,0.0042597,0.99766,1.1791,2.7212,0.99766,1.1307,5.9553,5.5264,1.1274,0.53171,0.070261,0.16452,0.48422,0.22315,0.51781
1,8,1,2,1,0.53538,1.2388,1,0.39673,13.77,0.95205,0.21221,0.50031,0.76169,0.76169,0.95205,0.6265,0.39673,0.035075,0.46737,0.55304,0.0020427,0.78322,1.0167,14.617,0.78322,1.0052,11.122,10.116,1.0054,0.6265,0.060473,0.17673,0.50222,0.21581,0.55304
1,8,1,2,1,0.5283,1.2329,1,0.29773,10.725,0.95639,0.16096,0.49579,0.83903,0.83903,0.95639,0.59949,0.29773,0.022021,0.4737,0.69119,0.001287,0.97704,1.1112,10.616,0.97704,1.3566,13.107,9.7393,1.4515,0.59949,0.047178,0.17657,0.50665,0.15437,0.69119
1,8,1,2,1,0.52581,1.4331,1,0.33031,3.8791,1.0663,0.18667,0.51346,0.79121,0.79121,1.0663,0.58158,0.33031,0.031238,0.47485,0.54952,0.0015986,0.91607,1.1958,3.4835,0.91607,1.4028,7.2589,6.4171,1.5549,0.58158,0.088081,0.17613,0.48815,0.17542,0.54952
1,8,1,2,1,0.53538,1.2388,1,0.39673,13.77,0.95205,0.21221,0.50031,0.76169,0.76169,0.95205,0.6265,0.39673,0.035075,0.46737,0.55304,0.0020427,0.78322,1.0167,14.617,0.78322,1.0052,11.122,10.116,1.0054,0.6265,0.060473,0.17673,0.50222,0.21581,0.55304
1,8,1,2,1,0.5283,1.2329,1,0.29773,10.725,0.95639,0.16096,0.49579,0.83903,0.83903,0.95639,0.59949,0.29773,0.022021,0.4737,0.69119,0.001287,0.97704,1.1112,10.616,0.97704,1.3566,13.107,9.7393,1.4515,0.59949,0.047178,0.17657,0.50665,0.15437,0.69119
1,8,1,2,1,0.52581,1.4331,1,0.33031,3.8791,1.0663,0.18667,0.51346,0.79121,0.79121,1.0663,0.58158,0.33031,0.031238,0.47485,0.54952,0.0015986,0.91607,1.1958,3.4835,0.91607,1.4028,7.2589,6.4171,1.5549,0.58158,0.088081,0.17613,0.48815,0.17542,0.54952
1,8,1,2,2,0.4987,1.396,1,0.64174,4.7046,0.83068,0.31695,0.54865,0.71977,0.71977,0.83068,0.39743,0.64174,0.056286,0.50263,0.6573,0.0022468,0.58582,1.1461,3.4511,0.58582,0.77762,6.0416,5.2184,0.77813,0.39743,0.023417,0.17489,0.45265,0.31806,0.6573
1,8,1,2,2,0.50776,1.5158,1,0.53267,4.3251,1.0486,0.21214,0.54174,0.89405,0.89405,1.0486,0.48095,0.53267,0.059828,0.49334,0.46826,0.0026455,1.01,1.2789,2.8579,1.01,0.85367,7.8199,7.429,0.92053,0.48095,0.076832,0.17653,0.46012,0.21848,0.46826
1,8,1,2,2,0.48551,1.4709,1,0.62391,4.2136,1.0121,0.20528,0.56878,0.89389,0.89389,1.0121,0.68135,0.62391,0.062487,0.51571,0.79197,0.0069855,0.77524,1.244,3.1846,0.77524,0.82191,5.4562,4.8955,0.82278,0.68135,0.11361,0.17385,0.43244,0.22472,0.79197
1,8,1,2,2,0.4987,1.396,1,0.64174,4.7046,0.83068,0.31695,0.54865,0.71977,0.71977,0.83068,0.39743,0.64174,0.056286,0.50263,0.6573,0.0022468,0.58582,1.1461,3.4511,0.58582,0.77762,6.0416,5.2184,0.77813,0.39743,0.023417,0.17489,0.45265,0.31806,0.6573
1,8,1,2,2,0.50776,1.5158,1,0.53267,4.3251,1.0486,0.21214,0.54174,0.89405,0.89405,1.0486,0.48095,0.53267,0.059828,0.49334,0.46826,0.0026455,1.01,1.2789,2.8579,1.01,0.85367,7.8199,7.429,0.92053,0.48095,0.076832,0.17653,0.46012,0.21848,0.46826
1,8,1,2,2,0.48551,1.4709,1,0.62391,4.2136,1.0121,0.20528,0.56878,0.89389,0.89389,1.0121,0.68135,0.62391,0.062487,0.51571,0.79197,0.0069855,0.77524,1.244,3.1846,0.77524,0.82191,5.4562,4.8955,0.82278,0.68135,0.11361,0.17385,0.43244,0.22472,0.79197
1,8,1,3,1,0.50314,1.3681,1,0.35979,7.205,1.0409,0.20721,0.50655,0.80696,0.80696,1.0409,0.49475,0.35979,0.031372,0.49807,0.54399,0.0013264,0.90913,1.2345,6.457,0.90913,1.3955,3.1567,1.8835,1.3388,0.49475,0.067671,0.1767,0.49417,0.21745,0.54399
1,8,1,3,1,0.49684,1.37,1,0.34386,6.6769,0.96156,0.20972,0.5052,0.75371,0.75371,0.96156,0.62144,0.34386,0.040194,0.50436,0.58939,0.0013034,0.89325,1.2781,6.3884,0.89325,1.165,9.6598,5.7324,1.3843,0.62144,0.06823,0.17611,0.497,0.17706,0.58939
1,8,1,3,1,0.50952,1.2937,1,0.37042,8.9887,0.9925,0.19499,0.49355,0.80334,0.80334,0.9925,0.53586,0.37042,0.041562,0.49214,0.59335,0.0019183,1.0208,1.2573,8.8242,1.0208,1.2299,8.5361,5.0881,1.3119,0.53586,0.08208,0.17669,0.50841,0.1782,0.59335
1,8,1,3,1,0.50314,1.3681,1,0.35979,7.205,1.0409,0.20721,0.50655,0.80696,0.80696,1.0409,0.49475,0.35979,0.031372,0.49807,0.54399,0.0013264,0.90913,1.2345,6.457,0.90913,1.3955,3.1567,1.8835,1.3388,0.49475,0.067671,0.1767,0.49417,0.21745,0.54399
1,8,1,3,1,0.49684,1.37,1,0.34386,6.6769,0.96156,0.20972,0.5052,0.75371,0.75371,0.96156,0.62144,0.34386,0.040194,0.50436,0.58939,0.0013034,0.89325,1.2781,6.3884,0.89325,1.165,9.6598,5.7324,1.3843,0.62144,0.06823,0.17611,0.497,0.17706,0.58939
1,8,1,3,1,0.50952,1.2937,1,0.37042,8.9887,0.9925,0.19499,0.49355,0.80334,0.80334,0.9925,0.53586,0.37042,0.041562,0.49214,0.59335,0.0019183,1.0208,1.2573,8.8242,1.0208,1.2299,8.5361,5.0881,1.3119,0.53586,0.08208,0.17669,0.50841,0.1782,0.59335
1,8,1,3,2,0.51029,1.1443,1,0,7.7055,0.88757,0.47272,0.53312,0.90027,0.90027,0.88757,0.91543,0,0.15004,0.49265,0.92307,0.0064533,0.82473,0.97908,7.6442,0.82473,0.34036,8.9329,7.6524,0.34076,0.91543,0.14902,0.17591,0.46983,0.43793,0.92307
1,8,1,3,2,0.53398,1.1115,1,0,10.653,0.95751,0.53201,0.5247,0.90773,0.90773,0.95751,0.89653,0,0.15209,0.46919,0.92715,0.0055018,0.79581,0.88644,8.2459,0.79581,0.31558,9.6229,8.2483,0.31567,0.89653,0.10101,0.17664,0.47847,0.49476,0.92715
1,8,1,3,2,0.50336,1.0937,1,0,7.3735,0.82806,0.4697,0.52109,0.94303,0.94303,0.82806,0.91484,0,0.15053,0.49966,1.0268,0.0097519,0.81228,1.0112,7.8448,0.81228,0.33169,8.7074,7.8482,0.33182,0.91484,0.014819,0.17377,0.48193,0.48742,1.0268
1,8,1,3,2,0.51029,1.1443,1,0,7.7055,0.88757,0.47272,0.53312,0.90027,0.90027,0.88757,0.91543,0,0.15004,0.49265,0.92307,0.0064533,0.82473,0.97908,7.6442,0.82473,0.34036,8.9329,7.6524,0.34076,0.91543,0.14902,0.17591,0.46983,0.43793,0.92307
1,8,1,3,2,0.53398,1.1115,1,0,10.653,0.95751,0.53201,0.5247,0.90773,0.90773,0.95751,0.89653,0,0.15209,0.46919,0.92715,0.0055018,0.79581,0.88644,8.2459,0.79581,0.31558,9.6229,8.2483,0.31567,0.89653,0.10101,0.17664,0.47847,0.49476,0.92715
1,8,1,3,2,0.50336,1.0937,1,0,7.3735,0.82806,0.4697,0.52109,0.94303,0.94303,0.82806,0.91484,0,0.15053,0.49966,1.0268,0.0097519,0.81228,1.0112,7.8448,0.81228,0.33169,8.7074,7.8482,0.33182,0.91484,0.014819,0.17377,0.48193,0.48742,1.0268
1,8,4,1,1,0.51191,1.2468,1,0.31672,11.547,0.9439,0.16838,0.52133,0.72761,0.72761,0.9439,0.44332,0.31672,0.026107,0.49009,0.63486,0.0013305,0.83711,1.1286,10.683,0.83711,1.1344,19.996,19.116,1.3929,0.44332,0.033052,0.17663,0.48226,0.13506,0.63486
1,8,4,1,1,0.5244,1.1697,1,0.29626,20.417,0.97872,0.13278,0.4891,0.70957,0.70957,0.97872,0.59173,0.29626,0.029351,0.47916,0.60388,0.00084911,0.82302,1.0995,18.957,0.82302,1.3697,16.492,14.895,1.2223,0.59173,0.0038665,0.17665,0.5137,0.14415,0.60388
1,8,4,1,1,0.52034,1.3249,1,0.31196,15.34,1.0244,0.15632,0.51816,0.80478,0.80478,1.0244,0.63682,0.31196,0.030246,0.48241,0.51349,0.00092505,0.93451,1.0986,14.67,0.93451,1.4221,11.354,9.5798,1.2813,0.63682,0.028553,0.17676,0.48364,0.17154,0.51349
1,8,4,1,1,0.51191,1.2468,1,0.31672,11.547,0.9439,0.16838,0.52133,0.72761,0.72761,0.9439,0.44332,0.31672,0.026107,0.49009,0.63486,0.0013305,0.83711,1.1286,10.683,0.83711,1.1344,19.996,19.116,1.3929,0.44332,0.033052,0.17663,0.48226,0.13506,0.63486
