grp , pp , S , IDR , IDL , accTimeL , accQR , rho , Rf , IPerfEfL , q1R , peakVelL , decTimeR , circularityR , circularityL , q1L , q2L , Lf , flsAmp , decTimeL , q4R , phDiffStd , q3L , accQL , IPerfL , q3R , MTR , IPerfEfR , IPerfR , MTL , q2R , phDiffMean , flsPC , accTimeR , peakVelR , q4L
2,1,1,1,2,0.53126,1.3362,1,0.36621,3.6161,1.0321,0.16173,0.50352,0.74976,0.74976,1.0321,0.48573,0.36621,0.031151,0.46979,0.58313,0.0048337,0.9879,1.2431,2.7304,0.9879,1.3597,4.3452,4.0204,1.3118,0.48573,0.059857,0.1744,0.49723,0.19533,0.58313
2,1,1,1,2,0.52876,1.3332,1,0.39062,2.4556,1.0477,0.17225,0.50023,0.68827,0.68827,1.0477,0.41296,0.39062,0.053052,0.47202,0.5732,0.0046132,1.0752,1.2599,2.0209,1.0752,1.2708,9.1487,8.493,1.3791,0.41296,0.045618,0.15714,0.50137,0.18025,0.5732
2,1,1,1,2,0.52368,1.3469,1,0.41853,3.1753,0.99274,0.19851,0.50077,0.71974,0.71974,0.99274,0.47487,0.41853,0.042804,0.47715,0.48145,0.0035424,0.81918,1.3277,2.1525,0.81918,1.1799,7.6614,7.3713,1.2289,0.47487,0.051409,0.17302,0.50062,0.22094,0.48145
2,1,1,1,2,0.53126,1.3362,1,0.36621,3.6161,1.0321,0.16173,0.50352,0.74976,0.74976,1.0321,0.48573,0.36621,0.031151,0.46979,0.58313,0.0048337,0.9879,1.2431,2.7304,0.9879,1.3597,4.3452,4.0204,1.3118,0.48573,0.059857,0.1744,0.49723,0.19533,0.58313
2,1,1,1,2,0.52876,1.3332,1,0.39062,2.4556,1.0477,0.17225,0.50023,0.68827,0.68827,1.0477,0.41296,0.39062,0.053052,0.47202,0.5732,0.0046132,1.0752,1.2599,2.0209,1.0752,1.2708,9.1487,8.493,1.3791,0.41296,0.045618,0.15714,0.50137,0.18025,0.5732
2,1,1,2,1,0.5283,1.3975,1,0.28529,5.3079,1.0558,0.15709,0.49854,0.92775,0.92775,1.0558,0.53564,0.28529,0.040062,0.47275,0.58372,0.0019963,1.0791,1.165,5.5955,1.0791,1.5362,6.0307,5.9734,1.6231,0.53564,0.027341,0.17642,0.50295,0.15332,0.58372
2,1,1,2,1,0.54126,1.3057,1,0.32106,3.3257,1.0152,0.1591,0.47732,0.81136,0.81136,1.0152,0.61043,0.32106,0.032954,0.45936,0.6433,0.0018703,1.0462,1.3143,3.3092,1.0462,1.3999,6.9633,6.282,1.6455,0.61043,0.10098,0.17676,0.52425,0.14903,0.6433
2,1,1,2,1,0.54837,1.2185,1,0.29839,7.1404,1.086,0.16367,0.48113,0.86305,0.86305,1.086,0.54726,0.29839,0.028625,0.45292,0.58427,0.0019434,1.0314,1.1483,6.8661,1.0314,1.515,5.1156,4.862,1.6006,0.54726,0.094998,0.17673,0.52008,0.1691,0.58427
2,1,1,2,1,0.5283,1.3975,1,0.28529,5.3079,1.0558,0.15709,0.49854,0.92775,0.92775,1.0558,0.53564,0.28529,0.040062,0.47275,0.58372,0.0019963,1.0791,1.165,5.5955,1.0791,1.5362,6.0307,5.9734,1.6231,0.53564,0.027341,0.17642,0.50295,0.15332,0.58372
2,1,1,2,1,0.54126,1.3057,1,0.32106,3.3257,1.0152,0.1591,0.47732,0.81136,0.81136,1.0152,0.61043,0.32106,0.032954,0.45936,0.6433,0.0018703,1.0462,1.3143,3.3092,1.0462,1.3999,6.9633,6.282,1.6455,0.61043,0.10098,0.17676,0.52425,0.14903,0.6433
2,1,1,2,1,0.54837,1.2185,1,0.29839,7.1404,1.086,0.16367,0.48113,0.86305,0.86305,1.086,0.54726,0.29839,0.028625,0.45292,0.58427,0.0019434,1.0314,1.1483,6.8661,1.0314,1.515,5.1156,4.862,1.6006,0.54726,0.094998,0.17673,0.52008,0.1691,0.58427
2,1,1,2,2,0.52598,1.4087,1,0.45072,4.2312,1.0199,0.16549,0.51056,0.90882,0.90882,1.0199,0.4985,0.45072,0.047249,0.47523,0.50062,0.0062513,0.90528,1.183,3.1297,0.90528,1.0196,7.2512,6.0907,1.0222,0.4985,0.034704,0.17475,0.49097,0.19129,0.50062
2,1,1,2,2,0.4917,1.2474,1,0.63477,4.7235,0.9424,0.20765,0.49508,0.88002,0.88002,0.9424,0.62459,0.63477,0.05287,0.50955,0.61468,0.0047165,1.0042,1.2876,3.2521,1.0042,0.78942,9.5456,9.3666,0.80418,0.62459,0.13366,0.1758,0.50726,0.2383,0.61468
2,1,1,2,2,0.50158,1.2034,1,0.59048,3.646,1.048,0.1855,0.50506,0.93664,0.93664,1.048,0.57232,0.59048,0.060237,0.49958,0.55664,0.0084737,0.91571,1.2843,3.0176,0.91571,0.8685,4.7902,4.6654,0.86853,0.57232,0.083538,0.17167,0.49611,0.20728,0.55664
2,1,1,2,2,0.52598,1.4087,1,0.45072,4.2312,1.0199,0.16549,0.51056,0.90882,0.90882,1.0199,0.4985,0.45072,0.047249,0.47523,0.50062,0.0062513,0.90528,1.183,3.1297,0.90528,1.0196,7.2512,6.0907,1.0222,0.4985,0.034704,0.17475,0.49097,0.19129,0.50062
2,1,1,2,2,0.4917,1.2474,1,0.63477,4.7235,0.9424,0.20765,0.49508,0.88002,0.88002,0.9424,0.62459,0.63477,0.05287,0.50955,0.61468,0.0047165,1.0042,1.2876,3.2521,1.0042,0.78942,9.5456,9.3666,0.80418,0.62459,0.13366,0.1758,0.50726,0.2383,0.61468
2,1,1,2,2,0.50158,1.2034,1,0.59048,3.646,1.048,0.1855,0.50506,0.93664,0.93664,1.048,0.57232,0.59048,0.060237,0.49958,0.55664,0.0084737,0.91571,1.2843,3.0176,0.91571,0.8685,4.7902,4.6654,0.86853,0.57232,0.083538,0.17167,0.49611,0.20728,0.55664
2,1,1,3,1,0.5276,1.2075,1,0.35652,5.5694,0.86663,0.18655,0.48738,0.83256,0.83256,0.86663,0.64864,0.35652,0.068802,0.47347,0.60554,0.0042272,1.0591,1.1862,5.6468,1.0591,1.1877,6.7296,4.9254,1.3892,0.64864,0.059828,0.17481,0.51452,0.14979,0.60554
2,1,1,3,1,0.5174,1.2565,1,0.36058,11.07,1.0208,0.15099,0.48568,0.92408,0.92408,1.0208,0.68216,0.36058,0.070896,0.48494,0.57787,0.0025892,0.9871,1.245,12.463,0.9871,1.1642,9.559,6.0064,1.1638,0.68216,0.10715,0.1733,0.51663,0.15117,0.57787
2,1,1,3,1,0.53863,1.3784,1,0.3418,3.8149,0.89729,0.17185,0.48836,0.80623,0.80623,0.89729,0.63632,0.3418,0.039915,0.46207,0.53496,0.0029041,1.0972,1.257,3.7148,1.0972,1.3246,5.0491,3.4937,1.4477,0.63632,0.10656,0.17547,0.51298,0.15668,0.53496
2,1,1,3,1,0.5276,1.2075,1,0.35652,5.5694,0.86663,0.18655,0.48738,0.83256,0.83256,0.86663,0.64864,0.35652,0.068802,0.47347,0.60554,0.0042272,1.0591,1.1862,5.6468,1.0591,1.1877,6.7296,4.9254,1.3892,0.64864,0.059828,0.17481,0.51452,0.14979,0.60554
2,1,1,3,1,0.5174,1.2565,1,0.36058,11.07,1.0208,0.15099,0.48568,0.92408,0.92408,1.0208,0.68216,0.36058,0.070896,0.48494,0.57787,0.0025892,0.9871,1.245,12.463,0.9871,1.1642,9.559,6.0064,1.1638,0.68216,0.10715,0.1733,0.51663,0.15117,0.57787
2,1,1,3,1,0.53863,1.3784,1,0.3418,3.8149,0.89729,0.17185,0.48836,0.80623,0.80623,0.89729,0.63632,0.3418,0.039915,0.46207,0.53496,0.0029041,1.0972,1.257,3.7148,1.0972,1.3246,5.0491,3.4937,1.4477,0.63632,0.10656,0.17547,0.51298,0.15668,0.53496
2,1,1,3,2,0.52654,1.0955,1,1.1822,7.4706,0.86716,0.32869,0.5198,0.90607,0.90607,0.86716,0.85772,1.1822,0.11968,0.47578,0.90512,0.0069932,0.91932,0.96108,6.0318,0.91932,0.43111,8.7029,6.0492,0.43215,0.85772,0.36919,0.17619,0.48253,0.32944,0.90512
2,1,1,3,2,0.45594,1.1908,1,0.97656,6.3,1.0309,0.28148,0.53751,0.95029,0.95029,1.0309,0.70609,0.97656,0.12587,0.54601,0.99733,0.0067427,0.8516,1.2708,5.0735,0.8516,0.51521,6.8155,5.0978,0.51594,0.70609,0.18089,0.17623,0.46445,0.28743,0.99733
2,1,1,3,2,0.45073,1.3759,1,0,7.4781,0.8689,0.34266,0.57206,0.87016,0.87016,0.8689,0.9191,0,0.1754,0.5517,0.98193,0.0067912,0.7579,1.2903,6.3185,0.7579,0.42319,7.0785,6.3378,0.42368,0.9191,0.20519,0.17401,0.43038,0.36002,0.98193
2,1,1,3,2,0.52654,1.0955,1,1.1822,7.4706,0.86716,0.32869,0.5198,0.90607,0.90607,0.86716,0.85772,1.1822,0.11968,0.47578,0.90512,0.0069932,0.91932,0.96108,6.0318,0.91932,0.43111,8.7029,6.0492,0.43215,0.85772,0.36919,0.17619,0.48253,0.32944,0.90512
2,1,1,3,2,0.45594,1.1908,1,0.97656,6.3,1.0309,0.28148,0.53751,0.95029,0.95029,1.0309,0.70609,0.97656,0.12587,0.54601,0.99733,0.0067427,0.8516,1.2708,5.0735,0.8516,0.51521,6.8155,5.0978,0.51594,0.70609,0.18089,0.17623,0.46445,0.28743,0.99733
2,1,1,3,2,0.45073,1.3759,1,0,7.4781,0.8689,0.34266,0.57206,0.87016,0.87016,0.8689,0.9191,0,0.1754,0.5517,0.98193,0.0067912,0.7579,1.2903,6.3185,0.7579,0.42319,7.0785,6.3378,0.42368,0.9191,0.20519,0.17401,0.43038,0.36002,0.98193
2,1,4,1,1,0.52492,1.1236,1,0.23542,8.3512,0.93995,0.15029,0.47356,0.63008,0.63008,0.93995,0.48661,0.23542,0.014458,0.47664,0.45332,0.0012266,0.88471,1.1888,8.2747,0.88471,1.6228,11.387,9.6873,1.8268,0.48661,0.04953,0.17549,0.52826,0.14705,0.45332
2,1,4,1,1,0.51987,1.0821,1,0.30518,3.4136,1.0327,0.20384,0.4666,0.68359,0.68359,1.0327,0.56322,0.30518,0.022277,0.48075,0.48961,0.00098698,0.99557,1.1756,3.2766,0.99557,1.2354,14.992,13.252,1.683,0.56322,0.023348,0.17668,0.5359,0.15764,0.48961
2,1,4,1,1,0.54934,1.0612,1,0.27902,7.1532,0.90969,0.18552,0.46617,0.76834,0.76834,0.90969,0.5058,0.27902,0.020498,0.45191,0.49706,0.0015554,1.0412,1.0484,6.6735,1.0412,1.3716,17.143,15.197,1.6333,0.5058,0.050834,0.17531,0.53668,0.1675,0.49706
2,1,4,1,1,0.52492,1.1236,1,0.23542,8.3512,0.93995,0.15029,0.47356,0.63008,0.63008,0.93995,0.48661,0.23542,0.014458,0.47664,0.45332,0.0012266,0.88471,1.1888,8.2747,0.88471,1.6228,11.387,9.6873,1.8268,0.48661,0.04953,0.17549,0.52826,0.14705,0.45332
2,1,4,1,1,0.51987,1.0821,1,0.30518,3.4136,1.0327,0.20384,0.4666,0.68359,0.68359,1.0327,0.56322,0.30518,0.022277,0.48075,0.48961,0.00098698,0.99557,1.1756,3.2766,0.99557,1.2354,14.992,13.252,1.683,0.56322,0.023348,0.17668,0.5359,0.15764,0.48961
2,1,4,1,1,0.54934,1.0612,1,0.27902,7.1532,0.90969,0.18552,0.46617,0.76834,0.76834,0.90969,0.5058,0.27902,0.020498,0.45191,0.49706,0.0015554,1.0412,1.0484,6.6735,1.0412,1.3716,17.143,15.197,1.6333,0.5058,0.050834,0.17531,0.53668,0.1675,0.49706
2,1,4,1,2,0.51539,1.3217,1,0.46064,3.9008,0.95334,0.21844,0.49914,0.8323,0.8323,0.95334,0.55419,0.46064,0.029337,0.48553,0.43525,0.0014312,0.82403,1.2317,2.4051,0.82403,1.0848,5.3713,4.9257,1.0864,0.55419,0.01859,0.17454,0.50179,0.22639,0.43525
2,1,4,1,2,0.53797,1.1874,1,0.41853,3.0662,0.9826,0.20648,0.47447,0.79097,0.79097,0.9826,0.58387,0.41853,0.035988,0.46289,0.51173,0.0034733,1.0187,1.1881,2.2399,1.0187,1.129,8.5483,7.6129,1.1824,0.58387,0.040004,0.1727,0.52696,0.21908,0.51173
2,1,4,1,2,0.52124,1.1716,1,0.48828,4.2331,0.87232,0.21231,0.48016,0.80644,0.80644,0.87232,0.56836,0.48828,0.043274,0.47972,0.56665,0.0016232,1.0027,1.2423,2.4801,1.0027,1.0548,5.335,5.105,1.0556,0.56836,0.029539,0.17557,0.5208,0.21489,0.56665
2,1,4,1,2,0.51539,1.3217,1,0.46064,3.9008,0.95334,0.21844,0.49914,0.8323,0.8323,0.95334,0.55419,0.46064,0.029337,0.48553,0.43525,0.0014312,0.82403,1.2317,2.4051,0.82403,1.0848,5.3713,4.9257,1.0864,0.55419,0.01859,0.17454,0.50179,0.22639,0.43525
2,1,4,1,2,0.53797,1.1874,1,0.41853,3.0662,0.9826,0.20648,0.47447,0.79097,0.79097,0.9826,0.58387,0.41853,0.035988,0.46289,0.51173,0.0034733,1.0187,1.1881,2.2399,1.0187,1.129,8.5483,7.6129,1.1824,0.58387,0.040004,0.1727,0.52696,0.21908,0.51173
2,1,4,1,2,0.52124,1.1716,1,0.48828,4.2331,0.87232,0.21231,0.48016,0.80644,0.80644,0.87232,0.56836,0.48828,0.043274,0.47972,0.56665,0.0016232,1.0027,1.2423,2.4801,1.0027,1.0548,5.335,5.105,1.0556,0.56836,0.029539,0.17557,0.5208,0.21489,0.56665
2,1,4,2,1,0.53579,1.0784,1,0.32018,6.1744,0.98509,0.19126,0.45726,0.81967,0.81967,0.98509,0.58978,0.32018,0.038262,0.46524,0.48736,0.0010411,0.96997,1.1479,5.5261,0.96997,1.236,8.799,7.3232,1.4027,0.58978,0.051914,0.17671,0.54457,0.18331,0.48736
2,1,4,2,1,0.51585,1.2819,1,0.43035,6.8319,0.86347,0.18551,0.49997,0.73891,0.73891,0.86347,0.59323,0.43035,0.037808,0.48545,0.58754,0.0015662,1.0048,1.2397,6.9485,1.0048,1.1814,6.8383,5.6199,1.1829,0.59323,0.086871,0.17677,0.50143,0.19787,0.58754
2,1,4,2,1,0.52101,1.2745,1,0.42093,4.6884,0.9904,0.21046,0.49822,0.76054,0.76054,0.9904,0.64249,0.42093,0.044191,0.47983,0.5225,0.0015614,0.89034,1.2878,4.4868,0.89034,1.1516,5.2469,4.3031,1.1972,0.64249,0.090045,0.1763,0.50286,0.20969,0.5225
2,1,4,2,1,0.53579,1.0784,1,0.32018,6.1744,0.98509,0.19126,0.45726,0.81967,0.81967,0.98509,0.58978,0.32018,0.038262,0.46524,0.48736,0.0010411,0.96997,1.1479,5.5261,0.96997,1.236,8.799,7.3232,1.4027,0.58978,0.051914,0.17671,0.54457,0.18331,0.48736
2,1,4,2,1,0.51585,1.2819,1,0.43035,6.8319,0.86347,0.18551,0.49997,0.73891,0.73891,0.86347,0.59323,0.43035,0.037808,0.48545,0.58754,0.0015662,1.0048,1.2397,6.9485,1.0048,1.1814,6.8383,5.6199,1.1829,0.59323,0.086871,0.17677,0.50143,0.19787,0.58754
2,1,4,2,1,0.52101,1.2745,1,0.42093,4.6884,0.9904,0.21046,0.49822,0.76054,0.76054,0.9904,0.64249,0.42093,0.044191,0.47983,0.5225,0.0015614,0.89034,1.2878,4.4868,0.89034,1.1516,5.2469,4.3031,1.1972,0.64249,0.090045,0.1763,0.50286,0.20969,0.5225
2,1,4,2,2,0.50668,1.2202,1,0.64248,5.6459,0.9469,0.2268,0.50838,0.82828,0.82828,0.9469,0.61454,0.64248,0.078935,0.49467,0.69594,0.0036692,0.99525,1.1827,3.5059,0.99525,0.7544,5.9219,5.3928,0.75385,0.61454,0.06713,0.17671,0.49297,0.24218,0.69594
2,1,4,2,2,0.51242,1.1155,1,0.65104,4.9738,0.92421,0.20828,0.4988,0.85073,0.85073,0.92421,0.65682,0.65104,0.055457,0.48887,0.72021,0.0022955,0.96478,1.1083,3.36,0.96478,0.77453,5.8664,5.1783,0.77484,0.65682,0.096293,0.1755,0.5025,0.22192,0.72021
2,1,4,2,2,0.50881,1.1112,1,0.69754,5.1467,0.97779,0.24397,0.49522,0.79676,0.79676,0.97779,0.58608,0.69754,0.060739,0.49258,0.70549,0.0050415,0.93379,1.0939,3.6214,0.93379,0.70947,8.1524,7.2757,0.71945,0.58608,0.099174,0.17602,0.5066,0.25051,0.70549
2,1,4,2,2,0.50668,1.2202,1,0.64248,5.6459,0.9469,0.2268,0.50838,0.82828,0.82828,0.9469,0.61454,0.64248,0.078935,0.49467,0.69594,0.0036692,0.99525,1.1827,3.5059,0.99525,0.7544,5.9219,5.3928,0.75385,0.61454,0.06713,0.17671,0.49297,0.24218,0.69594
2,1,4,2,2,0.51242,1.1155,1,0.65104,4.9738,0.92421,0.20828,0.4988,0.85073,0.85073,0.92421,0.65682,0.65104,0.055457,0.48887,0.72021,0.0022955,0.96478,1.1083,3.36,0.96478,0.77453,5.8664,5.1783,0.77484,0.65682,0.096293,0.1755,0.5025,0.22192,0.72021
2,1,4,2,2,0.50881,1.1112,1,0.69754,5.1467,0.97779,0.24397,0.49522,0.79676,0.79676,0.97779,0.58608,0.69754,0.060739,0.49258,0.70549,0.0050415,0.93379,1.0939,3.6214,0.93379,0.70947,8.1524,7.2757,0.71945,0.58608,0.099174,0.17602,0.5066,0.25051,0.70549
2,1,4,3,1,0.5138,1.2397,1,0.40023,4.404,0.87925,0.18851,0.49106,0.94914,0.94914,0.87925,0.59089,0.40023,0.03329,0.487,0.56459,0.0013931,0.98019,1.3703,4.2962,0.98019,1.2,5.4724,3.2356,1.247,0.59089,0.11209,0.17668,0.51018,0.19649,0.56459
2,1,4,3,1,0.52025,1.1851,1,0.45461,4.9532,1.029,0.20493,0.49856,0.95864,0.95864,1.029,0.5812,0.45461,0.04962,0.48068,0.7198,0.0030349,1.005,1.2424,4.9525,1.005,1.0449,5.4432,3.5545,1.0856,0.5812,0.11753,0.1763,0.50281,0.1928,0.7198
2,1,4,3,1,0.53456,1.3223,1,0.43597,4.6731,0.95433,0.21409,0.49394,0.93607,0.93607,0.95433,0.58383,0.43597,0.036402,0.46632,0.66111,0.0026298,0.94062,1.225,4.6998,0.94062,1.1423,3.3651,2.3085,1.1494,0.58383,0.1039,0.17676,0.50695,0.21766,0.66111
2,1,4,3,1,0.5138,1.2397,1,0.40023,4.404,0.87925,0.18851,0.49106,0.94914,0.94914,0.87925,0.59089,0.40023,0.03329,0.487,0.56459,0.0013931,0.98019,1.3703,4.2962,0.98019,1.2,5.4724,3.2356,1.247,0.59089,0.11209,0.17668,0.51018,0.19649,0.56459
2,1,4,3,1,0.52025,1.1851,1,0.45461,4.9532,1.029,0.20493,0.49856,0.95864,0.95864,1.029,0.5812,0.45461,0.04962,0.48068,0.7198,0.0030349,1.005,1.2424,4.9525,1.005,1.0449,5.4432,3.5545,1.0856,0.5812,0.11753,0.1763,0.50281,0.1928,0.7198
2,1,4,3,1,0.53456,1.3223,1,0.43597,4.6731,0.95433,0.21409,0.49394,0.93607,0.93607,0.95433,0.58383,0.43597,0.036402,0.46632,0.66111,0.0026298,0.94062,1.225,4.6998,0.94062,1.1423,3.3651,2.3085,1.1494,0.58383,0.1039,0.17676,0.50695,0.21766,0.66111
2,1,4,3,2,0.48747,1.1981,1,0.9375,6.894,0.9583,0.29633,0.5312,0.92614,0.92614,0.9583,0.69763,0.9375,0.089706,0.51448,0.72026,0.0077815,0.98675,1.1142,5.0478,0.98675,0.51622,7.2211,5.0599,0.51665,0.69763,0.12664,0.1761,0.47075,0.31464,0.72026
2,1,4,3,2,0.49527,1.1805,1,0,9.8079,0.8306,0.37698,0.5384,0.8865,0.8865,0.8306,0.90603,0,0.15288,0.50743,0.83272,0.0069427,0.86284,1.0418,7.022,0.86284,0.37172,9.8908,7.0293,0.37198,0.90603,0.16461,0.17658,0.46431,0.39842,0.83272
2,1,4,3,2,0.51999,1.052,1,0,9.2036,0.92436,0.44378,0.50658,0.88278,0.88278,0.92436,0.88598,0,0.16534,0.48337,0.91221,0.018155,0.81444,0.94998,8.7414,0.81444,0.30584,10.067,8.7324,0.3056,0.88598,0.05996,0.17512,0.49678,0.47542,0.91221
2,1,4,3,2,0.48747,1.1981,1,0.9375,6.894,0.9583,0.29633,0.5312,0.92614,0.92614,0.9583,0.69763,0.9375,0.089706,0.51448,0.72026,0.0077815,0.98675,1.1142,5.0478,0.98675,0.51622,7.2211,5.0599,0.51665,0.69763,0.12664,0.1761,0.47075,0.31464,0.72026
2,1,4,3,2,0.49527,1.1805,1,0,9.8079,0.8306,0.37698,0.5384,0.8865,0.8865,0.8306,0.90603,0,0.15288,0.50743,0.83272,0.0069427,0.86284,1.0418,7.022,0.86284,0.37172,9.8908,7.0293,0.37198,0.90603,0.16461,0.17658,0.46431,0.39842,0.83272
2,1,4,3,2,0.51999,1.052,1,0,9.2036,0.92436,0.44378,0.50658,0.88278,0.88278,0.92436,0.88598,0,0.16534,0.48337,0.91221,0.018155,0.81444,0.94998,8.7414,0.81444,0.30584,10.067,8.7324,0.3056,0.88598,0.05996,0.17512,0.49678,0.47542,0.91221
2,1,7,1,1,0.53552,1.1295,1,0.32552,4.154,0.88392,0.1779,0.47782,0.79608,0.79608,0.88392,0.58481,0.32552,0.024291,0.46523,0.55274,0.0020754,0.97315,1.1406,4.002,0.97315,1.2796,12.988,11.087,1.465,0.58481,0.089375,0.17652,0.52426,0.16524,0.55274
2,1,7,1,1,0.5493,1.2817,1,0.31346,3.546,0.92705,0.18269,0.49041,0.83749,0.83749,0.92705,0.53189,0.31346,0.030101,0.45136,0.63635,0.0032598,0.9774,1.0608,3.5125,0.9774,1.3879,8.707,8.6422,1.5397,0.53189,0.022197,0.17676,0.51122,0.16599,0.63635
2,1,7,1,1,0.51036,1.0812,1,0.35095,3.732,0.99055,0.19019,0.47305,0.88655,0.88655,0.99055,0.7199,0.35095,0.03287,0.49034,0.71302,0.0046049,0.99048,1.2431,3.7273,0.99048,1.2344,10.93,11.051,1.4551,0.7199,0.057583,0.17642,0.52903,0.16805,0.71302
2,1,7,1,1,0.53552,1.1295,1,0.32552,4.154,0.88392,0.1779,0.47782,0.79608,0.79608,0.88392,0.58481,0.32552,0.024291,0.46523,0.55274,0.0020754,0.97315,1.1406,4.002,0.97315,1.2796,12.988,11.087,1.465,0.58481,0.089375,0.17652,0.52426,0.16524,0.55274
2,1,7,1,1,0.5493,1.2817,1,0.31346,3.546,0.92705,0.18269,0.49041,0.83749,0.83749,0.92705,0.53189,0.31346,0.030101,0.45136,0.63635,0.0032598,0.9774,1.0608,3.5125,0.9774,1.3879,8.707,8.6422,1.5397,0.53189,0.022197,0.17676,0.51122,0.16599,0.63635
2,1,7,1,1,0.51036,1.0812,1,0.35095,3.732,0.99055,0.19019,0.47305,0.88655,0.88655,0.99055,0.7199,0.35095,0.03287,0.49034,0.71302,0.0046049,0.99048,1.2431,3.7273,0.99048,1.2344,10.93,11.051,1.4551,0.7199,0.057583,0.17642,0.52903,0.16805,0.71302
2,1,7,1,2,0.52349,1.3998,3.0435,0.28796,5.9331,0.85743,0.27111,0.53993,0.8568,0.8568,0.85743,0.56459,0.8764,0.01811,0.47832,0.8424,0.99978,0.79268,0.97839,4.706,0.79268,1.4925,7.2577,7.9043,0.558,0.56459,2.3725,0.10426,0.46155,0.10393,0.8424
2,1,7,1,2,0.52695,1.4114,3.1923,0.28212,5.9824,1.0733,0.26879,0.53,0.94579,0.94579,1.0733,0.70294,0.90061,0.013866,0.47482,0.73086,0.99977,0.81812,0.95195,4.6013,0.81812,1.4883,5.4931,8.0566,0.57085,0.70294,1.8521,0.082264,0.47151,0.10419,0.73086
2,1,7,1,2,0.52885,1.4435,3.125,0.28238,5.69,1.0872,0.28444,0.55474,0.91339,0.91339,1.0872,0.62376,0.88244,0.022493,0.47297,0.70817,0.9999,0.80744,0.94189,4.748,0.80744,1.3282,12.76,13.62,0.55329,0.62376,2.6879,0.10695,0.44782,0.095817,0.70817
2,1,7,1,2,0.52349,1.3998,3.0435,0.28796,5.9331,0.85743,0.27111,0.53993,0.8568,0.8568,0.85743,0.56459,0.8764,0.01811,0.47832,0.8424,0.99978,0.79268,0.97839,4.706,0.79268,1.4925,7.2577,7.9043,0.558,0.56459,2.3725,0.10426,0.46155,0.10393,0.8424
2,1,7,1,2,0.52695,1.4114,3.1923,0.28212,5.9824,1.0733,0.26879,0.53,0.94579,0.94579,1.0733,0.70294,0.90061,0.013866,0.47482,0.73086,0.99977,0.81812,0.95195,4.6013,0.81812,1.4883,5.4931,8.0566,0.57085,0.70294,1.8521,0.082264,0.47151,0.10419,0.73086
2,1,7,1,2,0.52885,1.4435,3.125,0.28238,5.69,1.0872,0.28444,0.55474,0.91339,0.91339,1.0872,0.62376,0.88244,0.022493,0.47297,0.70817,0.9999,0.80744,0.94189,4.748,0.80744,1.3282,12.76,13.62,0.55329,0.62376,2.6879,0.10695,0.44782,0.095817,0.70817
2,1,7,2,1,0.51365,1.2318,1,0.40109,4.456,0.84498,0.19244,0.49861,0.71872,0.71872,0.84498,0.63725,0.40109,0.03801,0.48714,0.62063,0.0012298,0.96926,1.2607,4.1591,0.96926,1.2946,3.3811,3.1121,1.2974,0.63725,0.069314,0.17654,0.50217,0.19662,0.62063
2,1,7,2,1,0.51429,1.069,1,0.40838,6.5778,0.90233,0.17168,0.47281,0.85197,0.85197,0.90233,0.57872,0.40838,0.041513,0.48694,0.71248,0.0017141,0.93513,1.192,6.5756,0.93513,1.2072,3.5072,3.3321,1.1584,0.57872,0.095265,0.17671,0.52803,0.18507,0.71248
2,1,7,2,1,0.5048,1.2385,1,0.43634,4.8478,0.99112,0.17646,0.5141,0.96282,0.96282,0.99112,0.69177,0.43634,0.049107,0.49609,0.76454,0.0023363,0.7978,1.2996,4.7373,0.7978,1.1334,3.6094,3.559,1.1352,0.69177,0.14447,0.17515,0.48679,0.17885,0.76454
2,1,7,2,1,0.51365,1.2318,1,0.40109,4.456,0.84498,0.19244,0.49861,0.71872,0.71872,0.84498,0.63725,0.40109,0.03801,0.48714,0.62063,0.0012298,0.96926,1.2607,4.1591,0.96926,1.2946,3.3811,3.1121,1.2974,0.63725,0.069314,0.17654,0.50217,0.19662,0.62063
2,1,7,2,1,0.51429,1.069,1,0.40838,6.5778,0.90233,0.17168,0.47281,0.85197,0.85197,0.90233,0.57872,0.40838,0.041513,0.48694,0.71248,0.0017141,0.93513,1.192,6.5756,0.93513,1.2072,3.5072,3.3321,1.1584,0.57872,0.095265,0.17671,0.52803,0.18507,0.71248
2,1,7,2,1,0.5048,1.2385,1,0.43634,4.8478,0.99112,0.17646,0.5141,0.96282,0.96282,0.99112,0.69177,0.43634,0.049107,0.49609,0.76454,0.0023363,0.7978,1.2996,4.7373,0.7978,1.1334,3.6094,3.559,1.1352,0.69177,0.14447,0.17515,0.48679,0.17885,0.76454
2,1,7,2,2,0.54117,1.3887,2.5417,0.39725,5.9815,0.91778,0.32032,0.54465,0.84534,0.84534,0.91778,0.55759,1.0097,0.018964,0.46082,0.84663,0.99971,0.81837,0.89498,5.1751,0.81837,0.97532,6.7688,6.4496,0.50659,0.55759,-3.102,0.072047,0.45696,0.14309,0.84663
2,1,7,2,2,0.51587,1.4842,1.8462,0.51818,6.6958,1.0245,0.32351,0.57697,0.95955,0.95955,1.0245,0.78666,0.95663,0.055652,0.48606,0.91533,0.99918,0.94828,0.98337,5.0158,0.94828,0.94587,5.8342,5.2861,0.52145,0.78666,0.36223,0.17225,0.42436,0.16955,0.91533
