grp , pp , S , IDR , IDL , q1L
2,7,4,3,2,0.76022
2,7,4,3,2,0.80199
2,7,4,3,2,0.81607
2,7,4,3,2,0.76022
2,7,4,3,2,0.80199
2,7,4,3,2,0.81607
2,7,7,1,1,0.74248
2,7,7,1,1,0.91761
2,7,7,1,1,0.83566
2,7,7,1,1,0.74248
2,7,7,1,1,0.91761
2,7,7,1,1,0.83566
2,7,7,1,2,0.81317
2,7,7,1,2,0.76802
2,7,7,1,2,0.79203
2,7,7,1,2,0.81317
2,7,7,1,2,0.76802
2,7,7,1,2,0.79203
2,7,7,2,1,0.85066
2,7,7,2,1,1.0184
2,7,7,2,1,0.94584
2,7,7,2,1,0.85066
2,7,7,2,1,1.0184
2,7,7,2,1,0.94584
2,7,7,2,2,0.98872
2,7,7,2,2,0.87377
2,7,7,2,2,0.89255
2,7,7,2,2,0.98872
2,7,7,2,2,0.87377
2,7,7,2,2,0.89255
2,7,7,3,1,0.83623
2,7,7,3,1,0.83574
2,7,7,3,1,0.75212
2,7,7,3,1,0.83623
2,7,7,3,1,0.83574
2,7,7,3,1,0.75212
2,7,7,3,2,0.82545
2,7,7,3,2,0.84673
2,7,7,3,2,0.95296
2,7,7,3,2,0.82545
2,7,7,3,2,0.84673
2,7,7,3,2,0.95296
2,10,1,1,1,0.96241
2,10,1,1,1,0.95114
2,10,1,1,1,0.93247
2,10,1,1,1,0.96241
2,10,1,1,1,0.95114
2,10,1,1,1,0.93247
2,10,1,1,2,0.99478
2,10,1,1,2,1.0992
2,10,1,1,2,0.93185
2,10,1,1,2,0.99478
2,10,1,1,2,1.0992
2,10,1,1,2,0.93185
2,10,1,2,1,0.94731
2,10,1,2,1,1.0743
2,10,1,2,1,0.93379
2,10,1,2,1,0.94731
2,10,1,2,1,1.0743
2,10,1,2,1,0.93379
2,10,1,2,2,0.85483
2,10,1,2,2,1.0133
2,10,1,2,2,1.0089
2,10,1,2,2,0.85483
2,10,1,2,2,1.0133
2,10,1,2,2,1.0089
2,10,1,3,1,0.88871
2,10,1,3,1,1.0038
2,10,1,3,1,0.96533
2,10,1,3,1,0.88871
2,10,1,3,1,1.0038
2,10,1,3,1,0.96533
2,10,1,3,2,0.95992
2,10,1,3,2,1.007
2,10,1,3,2,0.9613
2,10,1,3,2,0.95992
2,10,1,3,2,1.007
2,10,1,3,2,0.9613
2,10,4,1,1,0.99123
2,10,4,1,1,1.0602
2,10,4,1,1,0.96637
2,10,4,1,1,0.99123
2,10,4,1,1,1.0602
2,10,4,1,1,0.96637
2,10,4,1,2,0.93683
2,10,4,1,2,0.82908
2,10,4,1,2,0.97434
2,10,4,1,2,0.93683
2,10,4,1,2,0.82908
2,10,4,1,2,0.97434
2,10,4,2,1,0.97728
2,10,4,2,1,0.96061
2,10,4,2,1,0.95499
2,10,4,2,1,0.97728
2,10,4,2,1,0.96061
2,10,4,2,1,0.95499
2,10,4,2,2,0.95146
2,10,4,2,2,0.95187
2,10,4,2,2,0.8683
2,10,4,2,2,0.95146
2,10,4,2,2,0.95187
2,10,4,2,2,0.8683
2,10,4,3,1,0.94711
2,10,4,3,1,1.0121
2,10,4,3,1,0.96319
2,10,4,3,1,0.94711
2,10,4,3,1,1.0121
2,10,4,3,1,0.96319
2,10,4,3,2,0.91555
2,10,4,3,2,0.97056
2,10,4,3,2,0.92961
2,10,4,3,2,0.91555
2,10,4,3,2,0.97056
2,10,4,3,2,0.92961
2,10,7,1,1,1.0154
2,10,7,1,1,1.0068
2,10,7,1,1,1.1072
2,10,7,1,1,1.0154
2,10,7,1,1,1.0068
2,10,7,1,1,1.1072
2,10,7,1,2,1.0049
2,10,7,1,2,1.0257
2,10,7,1,2,1.024
2,10,7,1,2,1.0049
2,10,7,1,2,1.0257
2,10,7,1,2,1.024
2,10,7,2,1,1.0328
2,10,7,2,1,1.0564
2,10,7,2,1,0.93781
2,10,7,2,1,1.0328
2,10,7,2,1,1.0564
2,10,7,2,1,0.93781
2,10,7,2,2,0.9039
2,10,7,2,2,1.0826
2,10,7,2,2,0.92901
2,10,7,2,2,0.9039
2,10,7,2,2,1.0826
2,10,7,2,2,0.92901
2,10,7,3,1,1.1173
2,10,7,3,1,0.95688
2,10,7,3,1,1.0238
2,10,7,3,1,1.1173
2,10,7,3,1,0.95688
2,10,7,3,1,1.0238
2,10,7,3,2,0.95016
2,10,7,3,2,0.72872
2,10,7,3,2,0.87958
2,10,7,3,2,0.95016
2,10,7,3,2,0.72872
2,10,7,3,2,0.87958
