grp , pp , S , IDR , IDL , accQL
1,6,4,3,1,0.7831
1,6,4,3,1,1.7494
1,6,4,3,1,0.50649
1,6,4,3,1,1.5322
1,6,4,3,1,0.37879
1,6,4,3,1,0.79221
1,6,4,3,1,0.64144
1,6,4,3,1,1.7004
1,6,4,3,1,0.53727
1,6,4,3,1,1.3057
1,6,4,3,1,0.8968
1,6,4,3,1,1.572
1,6,4,3,1,0.65073
1,6,4,3,1,2.1827
1,6,4,3,1,0.92661
1,6,4,3,1,2.2576
1,6,4,3,1,0.99859
1,6,4,3,1,2
1,6,4,3,1,0.69106
1,6,4,3,1,1.2831
1,6,4,3,1,0.84046
1,6,4,3,1,0.5268
1,6,4,3,1,2.3042
1,6,4,3,1,0.6776
1,6,4,3,1,1.5898
1,6,4,3,1,0.55431
1,6,4,3,1,1.0452
1,6,4,3,1,0.65707
1,6,4,3,1,1.2427
1,6,4,3,1,0.79248
1,6,4,3,1,1.6573
1,6,4,3,1,0.75031
1,6,4,3,1,1.8554
1,6,4,3,1,0.64236
1,6,4,3,1,1.6025
1,6,4,3,1,0.65194
1,6,4,3,1,1.2655
1,6,4,3,1,1.4545
1,6,4,3,1,0.81818
1,6,4,3,1,0.65068
1,6,4,3,1,1.2725
1,6,4,3,1,0.7881
1,6,4,3,1,1.7864
1,6,4,3,1,0.5698
1,6,4,3,1,1.2971
1,6,4,3,1,0.60563
1,6,4,3,1,0.56164
1,6,4,3,1,0.72561
1,6,4,3,1,1.1321
1,6,4,3,1,1.0909
1,6,4,3,1,0.78652
1,6,4,3,1,0.63099
1,6,4,3,1,1.5747
1,6,4,3,1,0.59578
1,6,4,3,1,1.05
1,6,4,3,1,1.2174
1,6,4,3,1,1.5036
1,6,4,3,1,1.1075
1,6,4,3,1,1.3197
1,6,4,3,1,0.73325
1,6,4,3,1,1.1081
1,6,4,3,1,2.25
1,6,4,3,1,1.7405
1,6,4,3,1,0.79763
1,6,4,3,1,1.475
1,6,4,3,1,0.66127
1,6,4,3,1,1.1739
1,6,4,3,1,0.51593
1,6,4,3,1,1.5735
1,6,4,3,1,0.72176
1,6,4,3,1,1.5157
1,6,4,3,1,0.49522
1,6,4,3,1,1.678
1,6,4,3,1,0.61359
1,6,4,3,1,1.1632
1,6,4,3,1,0.45697
1,6,4,3,1,2
1,6,4,3,1,0.62316
1,6,4,3,1,2.06
1,6,4,3,1,0.55942
1,6,4,3,1,1.468
1,6,4,3,1,1.2308
1,6,4,3,1,0.48889
1,6,4,3,1,0.51362
1,6,4,3,1,1.9412
1,6,4,3,1,0.66071
1,6,4,3,1,0.70622
1,6,4,3,1,1.3257
1,6,4,3,1,0.52471
1,6,4,3,1,1.3079
1,6,4,3,1,0.58923
1,6,4,3,1,1.2508
1,6,4,3,1,0.90788
1,6,4,3,1,2.1234
1,6,4,3,1,0.66145
1,6,4,3,1,1.4032
1,6,4,3,1,0.82436
1,6,4,3,1,1.6717
1,6,4,3,1,0.67521
1,6,4,3,1,1.4027
1,6,4,3,1,0.90164
1,6,4,3,1,1.3462
1,6,4,3,1,0.7
1,6,4,3,1,1.5703
1,6,4,3,1,1.0755
1,6,4,3,1,1.7318
1,6,4,3,1,0.73499
1,6,4,3,1,1.1853
1,6,4,3,1,0.6805
1,6,4,3,1,1.5508
1,6,4,3,1,0.41593
1,6,4,3,1,1.4151
1,6,4,3,1,0.82361
1,6,4,3,1,1.6223
1,6,4,3,1,0.62762
1,6,4,3,1,1.5249
1,6,4,3,1,0.53785
1,6,4,3,1,1.1631
1,6,4,3,1,0.69738
1,6,4,3,1,1.9343
1,6,4,3,1,0.90598
1,6,4,3,1,1.348
1,6,4,3,1,0.70828
1,6,4,3,1,1.8256
1,6,4,3,1,0.87679
1,6,4,3,1,1.6372
1,6,4,3,1,0.79086
1,6,4,3,1,1.6103
1,6,4,3,1,0.80845
1,6,4,3,1,1.3785
1,6,4,3,1,0.63482
1,6,4,3,1,1.6681
1,6,4,3,1,0.72214
1,6,4,3,1,1.3248
1,6,4,3,1,0.78561
1,6,4,3,1,0.50966
1,6,4,3,1,1.6846
1,6,4,3,1,0.58763
1,6,4,3,1,1.8918
1,6,4,3,1,0.79808
1,6,4,3,1,1.22
1,6,4,3,1,0.68256
1,6,4,3,1,1.6434
1,6,4,3,1,0.74089
1,6,4,3,1,1.859
1,6,4,3,1,0.88986
1,6,4,3,1,2.0188
1,6,4,3,1,0.57298
1,6,4,3,1,1.5511
1,6,4,3,1,0.67465
1,6,4,3,1,1.4353
1,6,4,3,1,0.93312
1,6,4,3,1,1.93
1,6,4,3,1,0.72016
1,6,4,3,1,1.8723
1,6,4,3,1,0.78161
1,6,4,3,1,1.4783
1,6,4,3,1,0.58865
1,6,4,3,1,1.7018
1,6,4,3,1,0.86449
1,6,4,3,1,1.3832
1,6,4,3,1,0.71861
1,6,4,3,1,1.8409
1,6,4,3,1,0.81161
1,6,4,3,1,1.9403
1,6,4,3,1,0.7831
1,6,4,3,1,1.7494
1,6,4,3,1,0.50649
1,6,4,3,1,1.5322
1,6,4,3,1,0.37879
1,6,4,3,1,0.79221
1,6,4,3,1,0.64144
1,6,4,3,1,1.7004
1,6,4,3,1,0.53727
1,6,4,3,1,1.3057
1,6,4,3,1,0.8968
1,6,4,3,1,1.572
1,6,4,3,1,0.65073
1,6,4,3,1,2.1827
1,6,4,3,1,0.92661
1,6,4,3,1,2.2576
1,6,4,3,1,0.99859
1,6,4,3,1,2
1,6,4,3,1,0.69106
1,6,4,3,1,1.2831
1,6,4,3,1,0.84046
1,6,4,3,2,1.454
1,6,4,3,2,1.2725
1,6,4,3,2,1.2362
1,6,4,3,2,1.153
1,6,4,3,2,0.9
1,6,4,3,2,1.3599
1,6,4,3,2,1.0653
1,6,4,3,2,1.3009
1,6,4,3,2,1.535
1,6,4,3,2,1.1031
1,6,4,3,2,1.275
1,6,4,3,2,1.1104
1,6,4,3,2,1.1827
1,6,4,3,2,1.2623
1,6,4,3,2,1.0403
1,6,4,3,2,1.0442
1,6,4,3,2,1.3257
1,6,4,3,2,1.1003
1,6,4,3,2,1.3205
1,6,4,3,2,1.0471
1,6,4,3,2,1.3404
1,6,4,3,2,1.1192
1,6,4,3,2,1.813
1,6,4,3,2,1.1333
1,6,4,3,2,1.0214
1,6,4,3,2,1.2367
1,6,4,3,2,1.2182
1,6,4,3,2,1.0875
1,6,4,3,2,0.71159
1,6,4,3,2,1.1538
1,6,4,3,2,1.2273
1,6,4,3,2,1.0459
1,6,4,3,2,1.4152
1,6,4,3,2,1.1777
1,6,4,3,2,1.4693
1,6,4,3,2,1.0559
1,6,4,3,2,1.5217
1,6,4,3,2,1.0258
1,6,4,3,2,1.3843
1,6,4,3,2,1.0918
1,6,4,3,2,1.066
1,6,4,3,2,0.9125
1,6,4,3,2,1.3038
1,6,4,3,2,1.1531
1,6,4,3,2,1.6198
1,6,4,3,2,1.1712
1,6,4,3,2,0.82388
1,6,4,3,2,1.3333
1,6,4,3,2,1.3769
1,6,4,3,2,1.3271
1,6,4,3,2,1.0849
1,6,4,3,2,1.5207
1,6,4,3,2,0.70317
1,6,4,3,2,1.1205
1,6,4,3,2,1.2218
1,6,4,3,2,0.85806
1,6,4,3,2,1.1017
1,6,4,3,2,1.1
1,6,4,3,2,0.92038
1,6,4,3,2,0.62125
1,6,4,3,2,1.0169
1,6,4,3,2,1.2481
1,6,4,3,2,1.0729
1,6,4,3,2,1.2082
1,6,4,3,2,0.93939
1,6,4,3,2,1.6214
1,6,4,3,2,1.2085
1,6,4,3,2,0.78409
1,6,4,3,2,1.2654
1,6,4,3,2,0.9661
1,6,4,3,2,1.0735
1,6,4,3,2,1.1767
1,6,4,3,2,0.99301
1,6,4,3,2,1.5489
1,6,4,3,2,1.3496
1,6,4,3,2,1.6134
1,6,4,3,2,1.2416
1,6,4,3,2,1.436
1,6,4,3,2,1.2444
1,6,4,3,2,1.2644
1,6,4,3,2,1.3779
1,6,4,3,2,0.99365
1,6,4,3,2,1.0977
1,6,4,3,2,0.90533
1,6,4,3,2,1.3547
1,6,4,3,2,1.1064
1,6,4,3,2,1.0909
1,6,4,3,2,1.2226
1,6,4,3,2,0.7654
1,6,4,3,2,1.3577
1,6,4,3,2,0.59594
1,6,4,3,2,1.2122
1,6,4,3,2,1.1304
1,6,4,3,2,1.4135
1,6,4,3,2,0.86189
1,6,4,3,2,1.0075
1,6,4,3,2,0.82235
1,6,4,3,2,1.7782
1,6,4,3,2,1.4545
1,6,4,3,2,1.1818
1,6,4,3,2,0.93296
1,6,4,3,2,1.3115
1,6,4,3,2,1.3859
1,6,4,3,2,1.146
1,6,4,3,2,1.4946
1,6,4,3,2,1.0712
1,6,4,3,2,1.8947
1,6,4,3,2,1.1602
1,6,4,3,2,1.2014
1,6,4,3,2,0.99171
1,6,4,3,2,1.0191
1,6,4,3,2,1.0615
1,6,4,3,2,1.2264
1,6,4,3,2,1.0587
1,6,4,3,2,1.463
1,6,4,3,2,1.2845
1,6,4,3,2,0.66055
1,6,4,3,2,1.2971
1,6,4,3,2,1.8266
1,6,4,3,2,1.0266
1,6,4,3,2,0.89286
1,6,4,3,2,1.2537
1,6,4,3,2,0.63229
1,6,4,3,2,1.0358
1,6,4,3,2,0.56235
1,6,4,3,2,1.0515
1,6,4,3,2,0.97093
1,6,4,3,2,1.2561
1,6,4,3,2,2.6082
1,6,4,3,2,1.1429
1,6,4,3,2,1.4981
1,6,4,3,2,1.0028
1,6,4,3,2,1.6432
1,6,4,3,2,1.454
1,6,4,3,2,1.2725
1,6,4,3,2,1.2362
1,6,4,3,2,1.153
1,6,4,3,2,0.9
1,6,4,3,2,1.3599
1,6,4,3,2,1.0653
1,6,4,3,2,1.3009
1,6,4,3,2,1.535
1,6,4,3,2,1.1031
1,6,4,3,2,1.275
1,6,4,3,2,1.1104
1,6,4,3,2,1.1827
1,6,4,3,2,1.2623
1,6,4,3,2,1.0403
1,6,4,3,2,1.0442
1,6,4,3,2,1.3257
1,6,4,3,2,1.1003
1,6,4,3,2,1.3205
1,6,4,3,2,1.0471
1,6,4,3,2,1.3404
1,6,4,3,2,1.1192
1,6,4,3,2,1.813
1,6,4,3,2,1.1333
1,6,4,3,2,1.0214
1,6,4,3,2,1.2367
1,6,4,3,2,1.2182
1,6,4,3,2,1.0875
1,6,4,3,2,0.71159
1,6,4,3,2,1.1538
1,6,4,3,2,1.2273
1,6,4,3,2,1.0459
1,6,4,3,2,1.4152
1,6,4,3,2,1.1777
1,6,4,3,2,1.4693
1,6,4,3,2,1.0559
1,6,4,3,2,1.5217
1,6,4,3,2,1.0258
1,6,4,3,2,1.3843
1,6,4,3,2,1.0918
1,6,4,3,2,1.066
1,6,4,3,2,0.9125
1,6,4,3,2,1.3038
1,6,4,3,2,1.1531
1,6,4,3,2,1.6198
1,6,4,3,2,1.1712
1,6,4,3,2,0.82388
1,6,4,3,2,1.3333
1,6,4,3,2,1.3769
1,6,4,3,2,1.3271
1,6,4,3,2,1.0849
1,6,4,3,2,1.5207
1,6,4,3,2,0.70317
1,6,4,3,2,1.1205
1,6,4,3,2,1.2218
1,6,4,3,2,0.85806
1,6,4,3,2,1.1017
1,6,4,3,2,1.1
1,6,4,3,2,0.92038
1,6,4,3,2,0.62125
1,6,4,3,2,1.0169
1,6,4,3,2,1.2481
1,6,4,3,2,1.0729
1,6,4,3,2,1.2082
1,6,4,3,2,0.93939
1,6,4,3,2,1.6214
1,6,4,3,2,1.2085
1,6,4,3,2,0.78409
1,6,4,3,2,1.2654
1,6,4,3,2,0.9661
1,6,4,3,2,1.0735
1,6,4,3,2,1.1767
1,6,4,3,2,0.99301
1,6,4,3,2,1.5489
1,6,4,3,2,1.3496
1,6,4,3,2,1.6134
1,6,4,3,2,1.2416
1,6,4,3,2,1.436
1,6,4,3,2,1.2444
1,6,4,3,2,1.2644
1,6,4,3,2,1.3779
1,6,4,3,2,0.99365
1,6,4,3,2,1.0977
1,6,4,3,2,0.90533
1,6,4,3,2,1.3547
1,6,4,3,2,1.1064
1,6,4,3,2,1.0909
1,6,4,3,2,1.2226
1,6,4,3,2,0.7654
1,6,4,3,2,1.3577
1,6,4,3,2,0.59594
1,6,4,3,2,1.2122
1,6,4,3,2,1.1304
1,6,4,3,2,1.4135
1,6,4,3,2,0.86189
1,6,4,3,2,1.0075
1,6,4,3,2,0.82235
1,6,4,3,2,1.7782
1,6,4,3,2,1.4545
1,6,4,3,2,1.1818
1,6,4,3,2,0.93296
1,6,4,3,2,1.3115
1,6,4,3,2,1.3859
1,6,4,3,2,1.146
1,6,4,3,2,1.4946
1,6,4,3,2,1.0712
1,6,4,3,2,1.8947
1,6,4,3,2,1.1602
1,6,4,3,2,1.2014
1,6,4,3,2,0.99171
1,6,4,3,2,1.0191
1,6,4,3,2,1.0615
1,6,4,3,2,1.2264
1,6,4,3,2,1.0587
1,6,4,3,2,1.463
1,6,4,3,2,1.2845
1,6,4,3,2,0.66055
1,6,4,3,2,1.2971
1,6,4,3,2,1.8266
1,6,4,3,2,1.0266
1,6,4,3,2,0.89286
1,6,4,3,2,1.2537
1,6,4,3,2,0.63229
1,6,4,3,2,1.0358
1,6,4,3,2,0.56235
1,6,4,3,2,1.0515
1,6,4,3,2,0.97093
1,6,4,3,2,1.2561
1,6,4,3,2,2.6082
1,6,4,3,2,1.1429
1,6,4,3,2,1.4981
1,6,4,3,2,1.0028
1,6,4,3,2,1.6432
1,6,7,1,1,0.74032
1,6,7,1,1,1.9289
1,6,7,1,1,0.64475
1,6,7,1,1,1
1,6,7,1,1,0.92437
1,6,7,1,1,2.0609
1,6,7,1,1,0.88092
1,6,7,1,1,1.5973
1,6,7,1,1,0.53454
1,6,7,1,1,2.5299
1,6,7,1,1,0.75044
1,6,7,1,1,0.9375
1,6,7,1,1,0.65278
1,6,7,1,1,1.6594
1,6,7,1,1,0.71067
1,6,7,1,1,1.4539
1,6,7,1,1,1.4667
1,6,7,1,1,1.1912
1,6,7,1,1,0.62913
1,6,7,1,1,0.80645
1,6,7,1,1,0.70769
1,6,7,1,1,1.3376
1,6,7,1,1,0.73129
1,6,7,1,1,1.0303
1,6,7,1,1,1.3243
1,6,7,1,1,1.9798
1,6,7,1,1,0.61127
1,6,7,1,1,1.7114
1,6,7,1,1,0.86307
1,6,7,1,1,1.3058
1,6,7,1,1,0.61981
1,6,7,1,1,1.6091
1,6,7,1,1,0.88889
1,6,7,1,1,0.84848
1,6,7,1,1,0.67161
1,6,7,1,1,0.69565
1,6,7,1,1,1.1
1,6,7,1,1,1.7766
1,6,7,1,1,0.56951
1,6,7,1,1,1.6435
1,6,7,1,1,0.62779
1,6,7,1,1,0.82979
1,6,7,1,1,1
1,6,7,1,1,2.2844
1,6,7,1,1,0.72285
1,6,7,1,1,1.7855
1,6,7,1,1,0.7052
1,6,7,1,1,1.9825
1,6,7,1,1,0.75851
1,6,7,1,1,0.46392
1,6,7,1,1,0.53315
1,6,7,1,1,1.3657
1,6,7,1,1,0.71549
1,6,7,1,1,1.5293
1,6,7,1,1,0.51652
1,6,7,1,1,1.5835
1,6,7,1,1,2.7907
1,6,7,1,1,0.68627
1,6,7,1,1,0.5816
1,6,7,1,1,1.3673
1,6,7,1,1,0.59865
1,6,7,1,1,1.5291
1,6,7,1,1,0.95349
1,6,7,1,1,1.1216
1,6,7,1,1,0.67514
1,6,7,1,1,1.6554
1,6,7,1,1,0.57321
1,6,7,1,1,1.4032
1,6,7,1,1,0.69817
1,6,7,1,1,1.3945
1,6,7,1,1,1.2
1,6,7,1,1,0.75912
1,6,7,1,1,0.63077
1,6,7,1,1,1.5777
1,6,7,1,1,0.83786
1,6,7,1,1,1.5837
1,6,7,1,1,0.84
1,6,7,1,1,0.92157
1,6,7,1,1,0.66629
1,6,7,1,1,1.1613
1,6,7,1,1,1.1875
1,6,7,1,1,0.72022
1,6,7,1,1,1.3172
1,6,7,1,1,0.59873
1,6,7,1,1,1.5575
1,6,7,1,1,0.7751
1,6,7,1,1,1.158
1,6,7,1,1,0.63555
1,6,7,1,1,1.1664
1,6,7,1,1,0.80715
1,6,7,1,1,1.3169
1,6,7,1,1,1.039
1,6,7,1,1,1
1,6,7,1,1,0.64791
1,6,7,1,1,1.281
1,6,7,1,1,2.5
1,6,7,1,1,0.97297
1,6,7,1,1,0.67862
1,6,7,1,1,1.5485
1,6,7,1,1,2.125
1,6,7,1,1,0.86667
1,6,7,1,1,0.75391
1,6,7,1,1,1.5
1,6,7,1,1,0.72575
1,6,7,1,1,1.7763
1,6,7,1,1,0.72982
1,6,7,1,1,1.6738
1,6,7,1,1,1.0244
1,6,7,1,1,0.76842
1,6,7,1,1,0.82631
1,6,7,1,1,1.141
1,6,7,1,1,0.7974
1,6,7,1,1,1.197
1,6,7,1,1,0.75111
1,6,7,1,1,1.4233
1,6,7,1,1,0.69054
1,6,7,1,1,1.1844
1,6,7,1,1,1.2222
1,6,7,1,1,0.74
1,6,7,1,1,0.65927
1,6,7,1,1,1.5644
1,6,7,1,1,0.67806
1,6,7,1,1,1.2261
1,6,7,1,1,0.84158
1,6,7,1,1,0.87395
1,6,7,1,1,0.84471
1,6,7,1,1,0.96552
1,6,7,1,1,1.1667
1,6,7,1,1,1.6073
1,6,7,1,1,0.83654
1,6,7,1,1,1.3052
1,6,7,1,1,0.72611
1,6,7,1,1,1.5528
1,6,7,1,1,0.52436
1,6,7,1,1,1.4352
1,6,7,1,1,0.69098
1,6,7,1,1,1.4072
1,6,7,1,1,0.958
1,6,7,1,1,1.0909
1,6,7,1,1,1.4688
1,6,7,1,1,1.9302
1,6,7,1,1,0.70976
1,6,7,1,1,1.3689
1,6,7,1,1,0.62854
1,6,7,1,1,0.78378
1,6,7,1,1,1.125
1,6,7,1,1,1.266
1,6,7,1,1,0.75904
1,6,7,1,1,1.2782
1,6,7,1,1,0.65094
1,6,7,1,1,1.2812
1,6,7,1,1,1.1622
1,6,7,1,1,0.72289
1,6,7,1,1,1.1511
1,6,7,1,1,0.95149
1,6,7,1,1,1.4105
1,6,7,1,1,0.67436
1,6,7,1,1,1.7984
1,6,7,1,1,0.79473
1,6,7,1,1,1.4436
1,6,7,1,1,0.65106
1,6,7,1,1,1.1789
1,6,7,1,1,0.77917
1,6,7,1,1,1.4242
1,6,7,1,1,0.7675
1,6,7,1,1,1.2083
1,6,7,1,1,1.3333
1,6,7,1,1,0.68519
1,6,7,1,1,1
1,6,7,1,1,1.3204
1,6,7,1,1,0.72755
1,6,7,1,1,1.2994
1,6,7,1,1,0.82042
1,6,7,1,1,1.1554
1,6,7,1,1,0.82231
1,6,7,1,1,1.4831
1,6,7,1,1,0.72042
1,6,7,1,1,1.5175
1,6,7,1,1,1.4416
1,6,7,1,1,0.6
1,6,7,1,1,0.91003
1,6,7,1,1,0.71538
1,6,7,1,1,0.60021
1,6,7,1,1,1.4814
1,6,7,1,1,1
1,6,7,1,1,0.8764
1,6,7,1,1,0.53217
1,6,7,1,1,1.46
1,6,7,1,1,0.59109
1,6,7,1,1,1.7866
1,6,7,1,1,0.63064
1,6,7,1,1,0.8
1,6,7,1,1,1.2188
1,6,7,1,1,1.649
1,6,7,1,1,1.4815
1,6,7,1,1,1
1,6,7,1,1,0.67869
1,6,7,1,1,0.83784
1,6,7,1,1,1.3333
1,6,7,1,1,1.3632
1,6,7,1,1,0.71919
1,6,7,1,1,1.2784
1,6,7,1,1,0.80651
1,6,7,1,1,1.9458
1,6,7,1,1,0.41571
1,6,7,1,1,1.5286
1,6,7,1,1,0.69404
1,6,7,1,1,1.6977
1,6,7,1,1,0.59401
1,6,7,1,1,1.6184
1,6,7,1,1,0.73532
1,6,7,1,1,1.2676
1,6,7,1,1,0.63228
1,6,7,1,1,1.4664
1,6,7,1,1,0.63158
1,6,7,1,1,1.3896
1,6,7,1,1,0.52916
1,6,7,1,1,1.5368
1,6,7,1,1,0.72011
1,6,7,1,1,1.488
1,6,7,1,1,0.60201
1,6,7,1,1,1.5135
1,6,7,1,1,0.64952
1,6,7,1,1,0.74032
1,6,7,1,1,1.9289
1,6,7,1,1,0.64475
1,6,7,1,1,1
1,6,7,1,1,0.92437
1,6,7,1,1,2.0609
1,6,7,1,1,0.88092
1,6,7,1,1,1.5973
1,6,7,1,1,0.53454
1,6,7,1,1,2.5299
1,6,7,1,1,0.75044
1,6,7,1,1,0.9375
1,6,7,1,1,0.65278
1,6,7,1,1,1.6594
1,6,7,1,1,0.71067
1,6,7,1,1,1.4539
1,6,7,1,1,1.4667
1,6,7,1,1,1.1912
1,6,7,1,1,0.62913
1,6,7,1,1,0.80645
1,6,7,1,1,0.70769
1,6,7,1,1,1.3376
1,6,7,1,1,0.73129
1,6,7,1,1,1.0303
1,6,7,1,1,1.3243
1,6,7,1,1,1.9798
1,6,7,1,1,0.61127
1,6,7,1,1,1.7114
1,6,7,1,1,0.86307
1,6,7,1,1,1.3058
1,6,7,1,1,0.61981
1,6,7,1,1,1.6091
1,6,7,1,1,0.88889
1,6,7,1,1,0.84848
1,6,7,1,1,0.67161
1,6,7,1,1,0.69565
1,6,7,1,1,1.1
1,6,7,1,1,1.7766
1,6,7,1,1,0.56951
1,6,7,1,1,1.6435
1,6,7,1,1,0.62779
1,6,7,1,1,0.82979
1,6,7,1,1,1
1,6,7,1,1,2.2844
1,6,7,1,1,0.72285
1,6,7,1,1,1.7855
1,6,7,1,1,0.7052
1,6,7,1,1,1.9825
1,6,7,1,1,0.75851
1,6,7,1,1,0.46392
1,6,7,1,1,0.53315
1,6,7,1,1,1.3657
1,6,7,1,1,0.71549
1,6,7,1,1,1.5293
1,6,7,1,1,0.51652
1,6,7,1,1,1.5835
1,6,7,1,1,2.7907
1,6,7,1,1,0.68627
1,6,7,1,1,0.5816
1,6,7,1,1,1.3673
1,6,7,1,1,0.59865
1,6,7,1,1,1.5291
1,6,7,1,1,0.95349
1,6,7,1,1,1.1216
1,6,7,1,1,0.67514
1,6,7,1,1,1.6554
1,6,7,1,1,0.57321
1,6,7,1,1,1.4032
1,6,7,1,1,0.69817
1,6,7,1,1,1.3945
1,6,7,1,1,1.2
1,6,7,1,1,0.75912
1,6,7,1,1,0.63077
1,6,7,1,1,1.5777
1,6,7,1,1,0.83786
1,6,7,1,1,1.5837
1,6,7,1,1,0.84
1,6,7,1,1,0.92157
1,6,7,1,1,0.66629
1,6,7,1,1,1.1613
1,6,7,1,1,1.1875
1,6,7,1,1,0.72022
1,6,7,1,1,1.3172
1,6,7,1,1,0.59873
1,6,7,1,1,1.5575
1,6,7,1,1,0.7751
1,6,7,1,1,1.158
1,6,7,1,1,0.63555
1,6,7,1,1,1.1664
1,6,7,1,1,0.80715
1,6,7,1,1,1.3169
1,6,7,1,1,1.039
1,6,7,1,1,1
1,6,7,1,1,0.64791
1,6,7,1,1,1.281
1,6,7,1,1,2.5
1,6,7,1,1,0.97297
1,6,7,1,1,0.67862
1,6,7,1,1,1.5485
1,6,7,1,1,2.125
1,6,7,1,1,0.86667
1,6,7,1,1,0.75391
1,6,7,1,1,1.5
1,6,7,1,1,0.72575
1,6,7,1,1,1.7763
1,6,7,1,1,0.72982
1,6,7,1,1,1.6738
1,6,7,1,1,1.0244
1,6,7,1,1,0.76842
1,6,7,1,1,0.82631
1,6,7,1,1,1.141
1,6,7,1,1,0.7974
1,6,7,1,1,1.197
1,6,7,1,1,0.75111
1,6,7,1,1,1.4233
1,6,7,1,1,0.69054
1,6,7,1,1,1.1844
1,6,7,1,1,1.2222
1,6,7,1,1,0.74
1,6,7,1,1,0.65927
1,6,7,1,1,1.5644
1,6,7,1,1,0.67806
1,6,7,1,1,1.2261
1,6,7,1,1,0.84158
1,6,7,1,1,0.87395
1,6,7,1,1,0.84471
1,6,7,1,1,0.96552
1,6,7,1,1,1.1667
1,6,7,1,1,1.6073
1,6,7,1,1,0.83654
1,6,7,1,1,1.3052
1,6,7,1,1,0.72611
1,6,7,1,1,1.5528
1,6,7,1,1,0.52436
1,6,7,1,1,1.4352
1,6,7,1,1,0.69098
1,6,7,1,1,1.4072
1,6,7,1,1,0.958
1,6,7,1,1,1.0909
1,6,7,1,1,1.4688
1,6,7,1,1,1.9302
1,6,7,1,1,0.70976
1,6,7,1,1,1.3689
1,6,7,1,1,0.62854
1,6,7,1,1,0.78378
1,6,7,1,1,1.125
1,6,7,1,1,1.266
1,6,7,1,1,0.75904
1,6,7,1,1,1.2782
1,6,7,1,1,0.65094
1,6,7,1,1,1.2812
1,6,7,1,1,1.1622
1,6,7,1,1,0.72289
1,6,7,1,1,1.1511
1,6,7,1,1,0.95149
1,6,7,1,1,1.4105
1,6,7,1,1,0.67436
1,6,7,1,1,1.7984
1,6,7,1,1,0.79473
1,6,7,1,1,1.4436
1,6,7,1,1,0.65106
1,6,7,1,1,1.1789
1,6,7,1,1,0.77917
1,6,7,1,1,1.4242
1,6,7,1,1,0.7675
1,6,7,1,1,1.2083
1,6,7,1,1,1.3333
1,6,7,1,1,0.68519
1,6,7,1,1,1
1,6,7,1,1,1.3204
1,6,7,1,1,0.72755
1,6,7,1,1,1.2994
1,6,7,1,1,0.82042
1,6,7,1,1,1.1554
1,6,7,1,1,0.82231
1,6,7,1,1,1.4831
1,6,7,1,1,0.72042
1,6,7,1,1,1.5175
1,6,7,1,1,1.4416
1,6,7,1,1,0.6
1,6,7,1,1,0.91003
1,6,7,1,1,0.71538
1,6,7,1,1,0.60021
1,6,7,1,1,1.4814
1,6,7,1,1,1
1,6,7,1,1,0.8764
1,6,7,1,1,0.53217
1,6,7,1,1,1.46
1,6,7,1,1,0.59109
1,6,7,1,1,1.7866
1,6,7,1,1,0.63064
1,6,7,1,1,0.8
1,6,7,1,1,1.2188
1,6,7,1,1,1.649
1,6,7,1,1,1.4815
1,6,7,1,1,1
1,6,7,1,1,0.67869
1,6,7,1,1,0.83784
1,6,7,1,1,1.3333
1,6,7,1,1,1.3632
1,6,7,1,1,0.71919
1,6,7,1,1,1.2784
1,6,7,1,1,0.80651
1,6,7,1,1,1.9458
1,6,7,1,1,0.41571
1,6,7,1,1,1.5286
1,6,7,1,1,0.69404
1,6,7,1,1,1.6977
1,6,7,1,1,0.59401
1,6,7,1,1,1.6184
1,6,7,1,1,0.73532
1,6,7,1,1,1.2676
1,6,7,1,1,0.63228
1,6,7,1,1,1.4664
1,6,7,1,1,0.63158
1,6,7,1,1,1.3896
1,6,7,1,1,0.52916
1,6,7,1,1,1.5368
1,6,7,1,1,0.72011
1,6,7,1,1,1.488
1,6,7,1,1,0.60201
1,6,7,1,1,1.5135
1,6,7,1,1,0.64952
1,6,7,1,2,1.0811
1,6,7,1,2,1
1,6,7,1,2,0.80573
1,6,7,1,2,1.2455
1,6,7,1,2,0.86486
1,6,7,1,2,1.6554
1,6,7,1,2,0.68544
1,6,7,1,2,1.6543
1,6,7,1,2,1.0566
1,6,7,1,2,1.2516
1,6,7,1,2,0.87425
1,6,7,1,2,1.8226
1,6,7,1,2,0.81659
1,6,7,1,2,1.2068
1,6,7,1,2,0.60155
1,6,7,1,2,1.2326
1,6,7,1,2,0.7218
1,6,7,1,2,1.1115
1,6,7,1,2,0.8169
1,6,7,1,2,1.427
1,6,7,1,2,0.94502
1,6,7,1,2,1.6826
1,6,7,1,2,1.087
1,6,7,1,2,0.92593
1,6,7,1,2,0.94957
1,6,7,1,2,1.3947
1,6,7,1,2,0.8405
1,6,7,1,2,1.4007
1,6,7,1,2,0.61404
1,6,7,1,2,1.8674
1,6,7,1,2,1.0487
1,6,7,1,2,1.4325
1,6,7,1,2,0.81547
1,6,7,1,2,1.5268
1,6,7,1,2,0.68369
1,6,7,1,2,0.75
1,6,7,1,2,1.2941
1,6,7,1,2,1.3926
1,6,7,1,2,0.63708
1,6,7,1,2,1.75
1,6,7,1,2,1.0384
1,6,7,1,2,1.5733
