grp , pp , S , IDR , IDL , q4R
2,7,4,3,1,0.94305
2,7,4,3,1,0.92796
2,7,4,3,1,0.91474
2,7,4,3,1,0.94305
2,7,4,3,1,0.92796
2,7,4,3,1,0.91474
2,7,4,3,2,0.84933
2,7,4,3,2,0.93817
2,7,4,3,2,1.014
2,7,4,3,2,0.84933
2,7,4,3,2,0.93817
2,7,4,3,2,1.014
2,7,7,1,1,0.64738
2,7,7,1,1,0.61771
2,7,7,1,1,0.67753
2,7,7,1,1,0.64738
2,7,7,1,1,0.61771
2,7,7,1,1,0.67753
2,7,7,1,2,0.69815
2,7,7,1,2,0.74584
2,7,7,1,2,0.54693
2,7,7,1,2,0.69815
2,7,7,1,2,0.74584
2,7,7,1,2,0.54693
2,7,7,2,1,0.81144
2,7,7,2,1,0.85384
2,7,7,2,1,0.81608
2,7,7,2,1,0.81144
2,7,7,2,1,0.85384
2,7,7,2,1,0.81608
2,7,7,2,2,0.8306
2,7,7,2,2,0.80573
2,7,7,2,2,0.80779
2,7,7,2,2,0.8306
2,7,7,2,2,0.80573
2,7,7,2,2,0.80779
2,7,7,3,1,0.92435
2,7,7,3,1,0.88986
2,7,7,3,1,0.92441
2,7,7,3,1,0.92435
2,7,7,3,1,0.88986
2,7,7,3,1,0.92441
2,7,7,3,2,0.95566
2,7,7,3,2,0.95749
2,7,7,3,2,1.0058
2,7,7,3,2,0.95566
2,7,7,3,2,0.95749
2,7,7,3,2,1.0058
2,10,1,1,1,0.63082
2,10,1,1,1,0.52522
2,10,1,1,1,0.48264
2,10,1,1,1,0.63082
2,10,1,1,1,0.52522
2,10,1,1,1,0.48264
2,10,1,1,2,0.73633
2,10,1,1,2,0.79901
2,10,1,1,2,0.73093
2,10,1,1,2,0.73633
2,10,1,1,2,0.79901
2,10,1,1,2,0.73093
2,10,1,2,1,0.5755
2,10,1,2,1,0.57356
2,10,1,2,1,0.61788
2,10,1,2,1,0.5755
2,10,1,2,1,0.57356
2,10,1,2,1,0.61788
2,10,1,2,2,0.82661
2,10,1,2,2,0.58569
2,10,1,2,2,0.65949
2,10,1,2,2,0.82661
2,10,1,2,2,0.58569
2,10,1,2,2,0.65949
2,10,1,3,1,0.68623
2,10,1,3,1,0.72923
2,10,1,3,1,0.7486
2,10,1,3,1,0.68623
2,10,1,3,1,0.72923
2,10,1,3,1,0.7486
2,10,1,3,2,0.85076
2,10,1,3,2,0.89244
2,10,1,3,2,0.97539
2,10,1,3,2,0.85076
2,10,1,3,2,0.89244
2,10,1,3,2,0.97539
2,10,4,1,1,0.57476
2,10,4,1,1,0.59565
2,10,4,1,1,0.60766
2,10,4,1,1,0.57476
2,10,4,1,1,0.59565
2,10,4,1,1,0.60766
2,10,4,1,2,0.56443
2,10,4,1,2,0.5957
2,10,4,1,2,0.66944
2,10,4,1,2,0.56443
2,10,4,1,2,0.5957
2,10,4,1,2,0.66944
2,10,4,2,1,0.53744
2,10,4,2,1,0.6695
2,10,4,2,1,0.48251
2,10,4,2,1,0.53744
2,10,4,2,1,0.6695
2,10,4,2,1,0.48251
2,10,4,2,2,0.61083
2,10,4,2,2,0.78694
2,10,4,2,2,0.59571
2,10,4,2,2,0.61083
2,10,4,2,2,0.78694
2,10,4,2,2,0.59571
2,10,4,3,1,0.73124
2,10,4,3,1,0.61449
2,10,4,3,1,0.59792
2,10,4,3,1,0.73124
2,10,4,3,1,0.61449
2,10,4,3,1,0.59792
2,10,4,3,2,0.89292
2,10,4,3,2,0.79935
2,10,4,3,2,0.78212
2,10,4,3,2,0.89292
2,10,4,3,2,0.79935
2,10,4,3,2,0.78212
2,10,7,1,1,0.53231
2,10,7,1,1,0.58899
2,10,7,1,1,0.42998
2,10,7,1,1,0.53231
2,10,7,1,1,0.58899
2,10,7,1,1,0.42998
2,10,7,1,2,0.57826
2,10,7,1,2,0.58176
2,10,7,1,2,0.41258
2,10,7,1,2,0.57826
2,10,7,1,2,0.58176
2,10,7,1,2,0.41258
2,10,7,2,1,0.56593
2,10,7,2,1,0.65041
2,10,7,2,1,0.45394
2,10,7,2,1,0.56593
2,10,7,2,1,0.65041
2,10,7,2,1,0.45394
2,10,7,2,2,0.51736
2,10,7,2,2,0.52338
2,10,7,2,2,0.55269
2,10,7,2,2,0.51736
2,10,7,2,2,0.52338
2,10,7,2,2,0.55269
2,10,7,3,1,0.64961
2,10,7,3,1,0.58188
2,10,7,3,1,0.46562
2,10,7,3,1,0.64961
2,10,7,3,1,0.58188
2,10,7,3,1,0.46562
2,10,7,3,2,0.75288
2,10,7,3,2,0.7867
2,10,7,3,2,0.78514
2,10,7,3,2,0.75288
2,10,7,3,2,0.7867
2,10,7,3,2,0.78514
