grp , pp , S , IDR , IDL , accQR
1,3,1,2,1,0.70885
1,3,1,2,1,1.8285
1,3,1,2,1,1.1579
1,3,1,2,1,0.75568
1,3,1,2,1,0.45455
1,3,1,2,1,2.1765
1,3,1,2,1,0.55463
1,3,1,2,1,1.2698
1,3,1,2,1,0.66406
1,3,1,2,1,2.1724
1,3,1,2,1,0.6381
1,3,1,2,1,1.9367
1,3,1,2,1,0.68045
1,3,1,2,1,1.5
1,3,1,2,1,1.5172
1,3,1,2,1,1.175
1,3,1,2,1,0.63912
1,3,1,2,1,0.73333
1,3,1,2,1,1.4833
1,3,1,2,1,1.2408
1,3,1,2,1,0.66667
1,3,1,2,1,0.45455
1,3,1,2,1,0.56139
1,3,1,2,1,1.4308
1,3,1,2,1,0.49648
1,3,1,2,1,1.3373
1,3,1,2,1,0.56262
1,3,1,2,1,1.4295
1,3,1,2,1,0.6547
1,3,1,2,1,0.90164
1,3,1,2,1,0.67797
1,3,1,2,1,1.2907
1,3,1,2,1,0.73818
1,3,1,2,1,1.3931
1,3,1,2,1,0.73913
1,3,1,2,1,1
1,3,1,2,1,0.58893
1,3,1,2,1,1.9232
1,3,1,2,1,0.62857
1,3,1,2,1,1.1778
1,3,1,2,1,0.75198
1,3,1,2,1,1.5989
1,3,1,2,1,0.93878
1,3,1,2,1,0.94872
1,3,1,2,1,0.70069
1,3,1,2,1,1.8588
1,3,1,2,1,0.42054
1,3,1,2,1,1.4074
1,3,1,2,1,1.0417
1,3,1,2,1,0.72
1,3,1,2,1,0.43254
1,3,1,2,1,1.2866
1,3,1,2,1,1.2857
1,3,1,2,1,0.82927
1,3,1,2,1,0.48443
1,3,1,2,1,1.1817
1,3,1,2,1,0.55915
1,3,1,2,1,1.6379
1,3,1,2,1,0.58083
1,3,1,2,1,1.5177
1,3,1,2,1,0.69381
1,3,1,2,1,1.349
1,3,1,2,1,0.42308
1,3,1,2,1,1.6641
1,3,1,2,1,0.57647
1,3,1,2,1,1.0749
1,3,1,2,1,0.57929
1,3,1,2,1,1.6595
1,3,1,2,1,0.5277
1,3,1,2,1,1.1215
1,3,1,2,1,0.45408
1,3,1,2,1,1.8065
1,3,1,2,1,3.4583
1,3,1,2,1,0.41096
1,3,1,2,1,0.47317
1,3,1,2,1,1.5775
1,3,1,2,1,0.38495
1,3,1,2,1,1.6391
1,3,1,2,1,0.37257
1,3,1,2,1,1.4948
1,3,1,2,1,0.4
1,3,1,2,1,0.79859
1,3,1,2,1,0.37449
1,3,1,2,1,1.2345
1,3,1,2,1,0.50974
1,3,1,2,1,1.6272
1,3,1,2,1,1.0769
1,3,1,2,1,0.59259
1,3,1,2,1,0.4985
1,3,1,2,1,1.2817
1,3,1,2,1,0.56371
1,3,1,2,1,1.4864
1,3,1,2,1,0.51373
1,3,1,2,1,1.6503
1,3,1,2,1,1.1842
1,3,1,2,1,0.73279
1,3,1,2,1,0.44118
1,3,1,2,1,1.7389
1,3,1,2,1,0.55622
1,3,1,2,1,2.0696
1,3,1,2,1,0.88807
1,3,1,2,1,2.1176
1,3,1,2,1,1.0857
1,3,1,2,1,1.0213
1,3,1,2,1,0.58929
1,3,1,2,1,1.69
1,3,1,2,1,1.3561
1,3,1,2,1,0.84615
1,3,1,2,1,0.66434
1,3,1,2,1,1.2127
1,3,1,2,1,0.67909
1,3,1,2,1,1.0867
1,3,1,2,1,0.77337
1,3,1,2,1,1.7366
1,3,1,2,1,1.2571
1,3,1,2,1,1.7234
1,3,1,2,1,0.9089
1,3,1,2,1,0.60309
1,3,1,2,1,1.8288
1,3,1,2,1,0.41888
1,3,1,2,1,1.5449
1,3,1,2,1,0.60557
1,3,1,2,1,1.4811
1,3,1,2,1,0.98276
1,3,1,2,1,0.83696
1,3,1,2,1,0.48416
1,3,1,2,1,1.6885
1,3,1,2,1,0.37487
1,3,1,2,1,1.4984
1,3,1,2,1,0.5573
1,3,1,2,1,1.5903
1,3,1,2,1,1.2326
1,3,1,2,1,1.3667
1,3,1,2,1,0.42508
1,3,1,2,1,1.2911
1,3,1,2,1,1
1,3,1,2,1,0.99103
1,3,1,2,1,0.75494
1,3,1,2,1,1.317
1,3,1,2,1,1.0811
1,3,1,2,1,0.96491
1,3,1,2,1,1.1471
1,3,1,2,1,0.88356
1,3,1,2,1,0.31584
1,3,1,2,1,1.3889
1,3,1,2,1,0.57416
1,3,1,2,1,1.985
1,3,1,2,1,0.90625
1,3,1,2,1,1.058
1,3,1,2,1,0.61094
1,3,1,2,1,1.6607
1,3,1,2,1,0.63702
1,3,1,2,1,1.3282
1,3,1,2,1,1.3205
1,3,1,2,1,0.53125
1,3,1,2,1,0.58087
1,3,1,2,1,1.651
1,3,1,2,1,0.72344
1,3,1,2,1,1.5913
1,3,1,2,1,1.449
1,3,1,2,1,0.73077
1,3,1,2,1,0.38333
1,3,1,2,1,1.6679
1,3,1,2,1,0.60098
1,3,1,2,1,1.6028
1,3,1,2,1,0.48262
1,3,1,2,1,1.5167
1,3,1,2,1,1.4848
1,3,1,2,1,0.95349
1,3,1,2,1,0.60986
1,3,1,2,1,1.453
1,3,1,2,1,0.68619
1,3,1,2,1,2.1955
1,3,1,2,1,0.46946
1,3,1,2,1,1.178
1,3,1,2,1,0.29063
1,3,1,2,1,1.2376
1,3,1,2,1,1.2264
1,3,1,2,1,0.7907
1,3,1,2,1,0.50967
1,3,1,2,1,2.2494
1,3,1,2,1,0.48278
1,3,1,2,1,1.3246
1,3,1,2,1,0.92683
1,3,1,2,1,0.83333
1,3,1,2,1,0.60503
1,3,1,2,1,1.5123
1,3,1,2,1,0.97436
1,3,1,2,1,0.98611
1,3,1,2,1,1.1935
1,3,1,2,1,0.69811
1,3,1,2,1,0.57664
1,3,1,2,1,1.6398
1,3,1,2,1,1.1892
1,3,1,2,1,0.80435
1,3,1,2,1,0.375
1,3,1,2,1,1.3094
1,3,1,2,1,0.45788
1,3,1,2,1,1.9948
1,3,1,2,1,2.2692
1,3,1,2,1,0.74074
1,3,1,2,1,0.47763
1,3,1,2,1,1.9284
1,3,1,2,2,0.54717
1,3,1,2,2,1.097
1,3,1,2,2,0.56341
1,3,1,2,2,0.98148
1,3,1,2,2,0.60289
1,3,1,2,2,1.3588
1,3,1,2,2,1.6759
1,3,1,2,2,0.78378
1,3,1,2,2,1.0741
1,3,1,2,2,1.7106
1,3,1,2,2,1.2597
1,3,1,2,2,1.2222
1,3,1,2,2,0.69672
1,3,1,2,2,1.4648
1,3,1,2,2,1.119
1,3,1,2,2,1.1273
1,3,1,2,2,0.47154
1,3,1,2,2,1.0868
1,3,1,2,2,0.41395
1,3,1,2,2,1.6408
1,3,1,2,2,0.71538
1,3,1,2,2,1.7846
1,3,1,2,2,0.41521
1,3,1,2,2,1.5811
1,3,1,2,2,0.47179
1,3,1,2,2,1.2783
1,3,1,2,2,0.40036
1,3,1,2,2,2.1116
1,3,1,2,2,0.4537
1,3,1,2,2,1.5322
1,3,1,2,2,0.35902
1,3,1,2,2,2.1265
1,3,1,2,2,0.55299
1,3,1,2,2,1.5878
1,3,1,2,2,0.60721
1,3,1,2,2,1.664
1,3,1,2,2,0.56106
1,3,1,2,2,1.6748
1,3,1,2,2,0.37074
1,3,1,2,2,1.199
1,3,1,2,2,0.50972
1,3,1,2,2,1.3046
1,3,1,2,2,0.4191
1,3,1,2,2,1.4948
1,3,1,2,2,0.91233
1,3,1,2,2,1.6272
1,3,1,2,2,0.66751
1,3,1,2,2,1.4879
1,3,1,2,2,0.41189
1,3,1,2,2,1.544
1,3,1,2,2,0.62661
1,3,1,2,2,1.4639
1,3,1,2,2,0.65812
1,3,1,2,2,0.45083
1,3,1,2,2,0.8871
1,3,1,2,2,0.39526
1,3,1,2,2,1.4373
1,3,1,2,2,0.42254
1,3,1,2,2,1.8862
1,3,1,2,2,0.61728
1,3,1,2,2,1.026
1,3,1,2,2,1.4483
1,3,1,2,2,0.55556
1,3,1,2,2,0.50182
1,3,1,2,2,2.069
1,3,1,2,2,0.57253
1,3,1,2,2,1.7302
1,3,1,2,2,0.72174
1,3,1,2,2,1.5399
1,3,1,2,2,0.55144
1,3,1,2,2,1.5339
1,3,1,2,2,0.54932
1,3,1,2,2,1.8494
1,3,1,2,2,0.70539
1,3,1,2,2,1.5584
1,3,1,2,2,0.57371
1,3,1,2,2,1.6048
1,3,1,2,2,0.40145
1,3,1,2,2,1.41
1,3,1,2,2,0.59429
1,3,1,2,2,2.0156
1,3,1,2,2,0.47858
1,3,1,2,2,1.556
1,3,1,2,2,0.67063
1,3,1,2,2,1.6119
1,3,1,2,2,0.5899
1,3,1,2,2,1.5053
1,3,1,2,2,0.57114
1,3,1,2,2,1.6206
1,3,1,2,2,0.51193
1,3,1,2,2,2
1,3,1,2,2,0.53061
1,3,1,2,2,1.6564
1,3,1,2,2,0.47021
1,3,1,2,2,2.1829
1,3,1,2,2,0.46615
1,3,1,2,2,1.8523
1,3,1,2,2,0.36288
1,3,1,2,2,2.1645
1,3,1,2,2,0.53945
1,3,1,2,2,1.9318
1,3,1,2,2,0.36738
1,3,1,2,2,0.39927
1,3,1,2,2,0.5
1,3,1,2,2,1.75
1,3,1,2,2,2.194
1,3,1,2,2,0.29566
1,3,1,2,2,1.8223
1,3,1,2,2,1
1,3,1,2,2,0.56977
1,3,1,2,2,0.46869
1,3,1,2,2,1.3285
1,3,1,2,2,0.38171
1,3,1,2,2,1.6971
1,3,1,2,2,0.70642
1,3,1,2,2,2.0766
1,3,1,2,2,1.2222
1,3,1,2,2,0.75
1,3,1,2,2,0.48387
1,3,1,2,2,1.1862
1,3,1,2,2,0.54253
1,3,1,2,2,1.1864
1,3,1,2,2,0.55579
1,3,1,2,2,1.2861
1,3,1,2,2,0.39034
1,3,1,2,2,1.1124
1,3,1,2,2,0.43923
1,3,1,2,2,1.4655
1,3,1,2,2,0.6991
1,3,1,2,2,1.7774
1,3,1,2,2,0.35201
1,3,1,2,2,2.1379
1,3,1,2,2,0.57952
1,3,1,2,2,1.1459
1,3,1,2,2,0.38086
1,3,1,2,2,1.6641
1,3,1,2,2,0.58416
1,3,1,2,2,1.9738
1,3,1,2,2,0.58197
1,3,1,2,2,1.5272
1,3,1,2,2,0.73984
1,3,1,2,2,1.6949
1,3,1,2,2,0.53
1,3,1,2,2,1.4888
1,3,1,2,2,0.59134
1,3,1,2,2,1.8778
1,3,1,2,2,0.55118
1,3,1,2,2,1.4691
1,3,1,2,2,0.48871
1,3,1,2,2,1.7331
1,3,1,2,2,0.39075
1,3,1,2,2,1.7982
1,3,1,2,2,1.0938
1,3,1,2,2,0.44444
1,3,1,2,2,0.4491
1,3,1,2,2,1.5539
1,3,1,2,2,0.63693
1,3,1,2,2,1.84
1,3,1,2,2,0.74797
1,3,1,2,2,1.9908
1,3,1,2,2,0.9895
1,3,1,2,2,0.54717
1,3,1,2,2,1.097
1,3,1,2,2,0.56341
1,3,1,2,2,0.98148
1,3,1,2,2,0.60289
1,3,1,2,2,1.3588
1,3,1,2,2,1.6759
1,3,1,2,2,0.78378
1,3,1,2,2,1.0741
1,3,1,2,2,1.7106
1,3,1,2,2,1.2597
1,3,1,2,2,1.2222
1,3,1,2,2,0.69672
1,3,1,2,2,1.4648
1,3,1,2,2,1.119
1,3,1,2,2,1.1273
1,3,1,2,2,0.47154
1,3,1,2,2,1.0868
1,3,1,2,2,0.41395
1,3,1,2,2,1.6408
1,3,1,2,2,0.71538
1,3,1,2,2,1.7846
1,3,1,2,2,0.41521
1,3,1,2,2,1.5811
1,3,1,2,2,0.47179
1,3,1,2,2,1.2783
1,3,1,2,2,0.40036
1,3,1,2,2,2.1116
1,3,1,2,2,0.4537
1,3,1,2,2,1.5322
1,3,1,2,2,0.35902
1,3,1,2,2,2.1265
1,3,1,2,2,0.55299
1,3,1,2,2,1.5878
1,3,1,2,2,0.60721
1,3,1,2,2,1.664
1,3,1,2,2,0.56106
1,3,1,2,2,1.6748
1,3,1,2,2,0.37074
1,3,1,2,2,1.199
1,3,1,2,2,0.50972
1,3,1,2,2,1.3046
1,3,1,2,2,0.4191
1,3,1,2,2,1.4948
1,3,1,2,2,0.91233
1,3,1,2,2,1.6272
1,3,1,2,2,0.66751
1,3,1,2,2,1.4879
1,3,1,2,2,0.41189
1,3,1,2,2,1.544
1,3,1,2,2,0.62661
1,3,1,2,2,1.4639
1,3,1,2,2,0.65812
1,3,1,2,2,0.45083
1,3,1,2,2,0.8871
1,3,1,2,2,0.39526
1,3,1,2,2,1.4373
1,3,1,2,2,0.42254
1,3,1,2,2,1.8862
1,3,1,2,2,0.61728
1,3,1,2,2,1.026
1,3,1,2,2,1.4483
1,3,1,2,2,0.55556
1,3,1,2,2,0.50182
1,3,1,2,2,2.069
1,3,1,2,2,0.57253
1,3,1,2,2,1.7302
1,3,1,2,2,0.72174
1,3,1,2,2,1.5399
1,3,1,2,2,0.55144
1,3,1,2,2,1.5339
1,3,1,2,2,0.54932
1,3,1,2,2,1.8494
1,3,1,2,2,0.70539
1,3,1,2,2,1.5584
1,3,1,2,2,0.57371
1,3,1,2,2,1.6048
1,3,1,2,2,0.40145
1,3,1,2,2,1.41
1,3,1,2,2,0.59429
1,3,1,2,2,2.0156
1,3,1,2,2,0.47858
1,3,1,2,2,1.556
1,3,1,2,2,0.67063
1,3,1,2,2,1.6119
1,3,1,2,2,0.5899
1,3,1,2,2,1.5053
1,3,1,2,2,0.57114
1,3,1,2,2,1.6206
1,3,1,2,2,0.51193
1,3,1,2,2,2
1,3,1,2,2,0.53061
1,3,1,2,2,1.6564
1,3,1,2,2,0.47021
1,3,1,2,2,2.1829
1,3,1,2,2,0.46615
1,3,1,2,2,1.8523
1,3,1,2,2,0.36288
1,3,1,2,2,2.1645
1,3,1,2,2,0.53945
1,3,1,2,2,1.9318
1,3,1,2,2,0.36738
1,3,1,2,2,0.39927
1,3,1,2,2,0.5
1,3,1,2,2,1.75
1,3,1,2,2,2.194
1,3,1,2,2,0.29566
1,3,1,2,2,1.8223
1,3,1,2,2,1
1,3,1,2,2,0.56977
1,3,1,2,2,0.46869
1,3,1,2,2,1.3285
1,3,1,2,2,0.38171
1,3,1,2,2,1.6971
1,3,1,2,2,0.70642
1,3,1,2,2,2.0766
1,3,1,2,2,1.2222
1,3,1,2,2,0.75
1,3,1,2,2,0.48387
1,3,1,2,2,1.1862
1,3,1,2,2,0.54253
1,3,1,2,2,1.1864
1,3,1,2,2,0.55579
1,3,1,2,2,1.2861
1,3,1,2,2,0.39034
1,3,1,2,2,1.1124
1,3,1,2,2,0.43923
1,3,1,2,2,1.4655
1,3,1,2,2,0.6991
1,3,1,2,2,1.7774
1,3,1,2,2,0.35201
1,3,1,2,2,2.1379
1,3,1,2,2,0.57952
1,3,1,2,2,1.1459
1,3,1,2,2,0.38086
1,3,1,2,2,1.6641
1,3,1,2,2,0.58416
1,3,1,2,2,1.9738
1,3,1,2,2,0.58197
1,3,1,2,2,1.5272
1,3,1,2,2,0.73984
1,3,1,2,2,1.6949
1,3,1,2,2,0.53
1,3,1,2,2,1.4888
1,3,1,2,2,0.59134
1,3,1,2,2,1.8778
1,3,1,2,2,0.55118
1,3,1,2,2,1.4691
1,3,1,2,2,0.48871
1,3,1,2,2,1.7331
1,3,1,2,2,0.39075
1,3,1,2,2,1.7982
1,3,1,2,2,1.0938
1,3,1,2,2,0.44444
1,3,1,2,2,0.4491
1,3,1,2,2,1.5539
1,3,1,2,2,0.63693
1,3,1,2,2,1.84
1,3,1,2,2,0.74797
1,3,1,2,2,1.9908
1,3,1,2,2,0.9895
1,3,1,3,1,0.63915
1,3,1,3,1,1.6785
1,3,1,3,1,0.53635
1,3,1,3,1,1.9341
1,3,1,3,1,0.59603
1,3,1,3,1,2.1275
1,3,1,3,1,0.46463
1,3,1,3,1,1.812
1,3,1,3,1,0.6346
1,3,1,3,1,1.8801
1,3,1,3,1,1.2
1,3,1,3,1,0.59398
1,3,1,3,1,0.5051
1,3,1,3,1,1.3394
1,3,1,3,1,0.43634
1,3,1,3,1,1.4489
1,3,1,3,1,0.60799
1,3,1,3,1,1.692
1,3,1,3,1,0.45024
1,3,1,3,1,2.4081
1,3,1,3,1,0.44223
1,3,1,3,1,1.2979
1,3,1,3,1,0.52324
1,3,1,3,1,1.5778
1,3,1,3,1,0.38723
1,3,1,3,1,1.6571
1,3,1,3,1,0.61164
1,3,1,3,1,1.543
1,3,1,3,1,0.46404
1,3,1,3,1,1.5991
1,3,1,3,1,0.62898
1,3,1,3,1,1.4378
1,3,1,3,1,0.42506
1,3,1,3,1,1.3202
1,3,1,3,1,0.36867
1,3,1,3,1,1.959
1,3,1,3,1,0.51515
1,3,1,3,1,1.2626
1,3,1,3,1,0.44696
1,3,1,3,1,1.3429
1,3,1,3,1,0.45466
1,3,1,3,1,1.5048
1,3,1,3,1,0.41545
1,3,1,3,1,1.9707
1,3,1,3,1,0.40476
1,3,1,3,1,0.75
1,3,1,3,1,0.34921
1,3,1,3,1,1.5148
1,3,1,3,1,0.64171
1,3,1,3,1,1.6423
1,3,1,3,1,0.61645
1,3,1,3,1,1.712
1,3,1,3,1,0.63453
1,3,1,3,1,1.5984
1,3,1,3,1,0.42101
1,3,1,3,1,1.9921
1,3,1,3,1,0.44272
1,3,1,3,1,1.765
1,3,1,3,1,0.52178
1,3,1,3,1,2.0194
1,3,1,3,1,1.6618
1,3,1,3,1,1.4429
1,3,1,3,1,0.53631
1,3,1,3,1,1.3541
1,3,1,3,1,0.43766
1,3,1,3,1,1.4176
1,3,1,3,1,0.52095
1,3,1,3,1,1.2442
1,3,1,3,1,0.45103
1,3,1,3,1,1.1805
1,3,1,3,1,0.65517
1,3,1,3,1,1.283
1,3,1,3,1,0.50199
1,3,1,3,1,1.3107
1,3,1,3,1,0.58189
1,3,1,3,1,1.9355
1,3,1,3,1,0.65164
1,3,1,3,1,1.6094
1,3,1,3,1,0.4733
1,3,1,3,1,1.8
1,3,1,3,1,0.41241
1,3,1,3,1,1.8055
1,3,1,3,1,0.46546
1,3,1,3,1,1.5806
1,3,1,3,1,0.45425
1,3,1,3,1,1.0935
1,3,1,3,1,0.61279
1,3,1,3,1,1.8638
1,3,1,3,1,1.4268
1,3,1,3,1,0.60897
1,3,1,3,1,0.38112
1,3,1,3,1,1.894
1,3,1,3,1,0.86061
1,3,1,3,1,0.33803
1,3,1,3,1,0.60135
1,3,1,3,1,1.482
1,3,1,3,1,0.4375
1,3,1,3,1,1.3794
1,3,1,3,1,0.32662
1,3,1,3,1,1.3163
1,3,1,3,1,0.40383
1,3,1,3,1,1.3087
1,3,1,3,1,0.38697
1,3,1,3,1,1.558
1,3,1,3,1,1.1429
1,3,1,3,1,0.73
1,3,1,3,1,0.37859
1,3,1,3,1,1.2649
1,3,1,3,1,0.50426
1,3,1,3,1,0.52034
1,3,1,3,1,2.2322
1,3,1,3,1,0.46581
1,3,1,3,1,2.1522
1,3,1,3,1,0.38369
1,3,1,3,1,2.3468
1,3,1,3,1,0.479
1,3,1,3,1,3.2365
1,3,1,3,1,0.37349
1,3,1,3,1,2.4351
1,3,1,3,1,0.34181
1,3,1,3,1,1.9351
1,3,1,3,1,0.32565
1,3,1,3,1,1.9391
1,3,1,3,1,0.45944
1,3,1,3,1,1.8762
1,3,1,3,1,0.43723
1,3,1,3,1,2.1653
1,3,1,3,1,0.48558
1,3,1,3,1,1.9497
1,3,1,3,1,0.36554
1,3,1,3,1,2.3002
1,3,1,3,1,0.47316
1,3,1,3,1,1.973
1,3,1,3,1,1.0909
1,3,1,3,1,0.61538
1,3,1,3,1,0.38838
1,3,1,3,1,1.4869
1,3,1,3,1,0.4866
1,3,1,3,1,2.1667
1,3,1,3,1,0.39811
1,3,1,3,1,1.8592
1,3,1,3,1,0.42808
1,3,1,3,1,2.0162
1,3,1,3,1,0.35189
1,3,1,3,1,1.7708
1,3,1,3,1,0.39047
1,3,1,3,1,2.7553
1,3,1,3,1,0.47644
1,3,1,3,1,2.4714
1,3,1,3,1,0.36575
1,3,1,3,1,1.7211
1,3,1,3,1,0.35389
1,3,1,3,1,1.5093
1,3,1,3,1,0.42493
1,3,1,3,1,1.685
1,3,1,3,1,0.40216
1,3,1,3,1,1.547
1,3,1,3,1,0.94286
1,3,1,3,1,0.69643
1,3,1,3,1,0.35686
1,3,1,3,1,1.7795
1,3,1,3,1,0.46894
1,3,1,3,1,1.3182
1,3,1,3,1,1.1481
1,3,1,3,1,0.85641
1,3,1,3,1,0.39852
1,3,1,3,1,2.0178
1,3,1,3,1,0.47044
1,3,1,3,1,1.6682
1,3,1,3,1,0.44508
1,3,1,3,1,0.63915
1,3,1,3,1,1.6785
1,3,1,3,1,0.53635
1,3,1,3,1,1.9341
1,3,1,3,1,0.59603
1,3,1,3,1,2.1275
1,3,1,3,1,0.46463
1,3,1,3,1,1.812
1,3,1,3,1,0.6346
1,3,1,3,1,1.8801
1,3,1,3,1,1.2
1,3,1,3,1,0.59398
1,3,1,3,1,0.5051
1,3,1,3,1,1.3394
1,3,1,3,1,0.43634
1,3,1,3,1,1.4489
1,3,1,3,1,0.60799
1,3,1,3,1,1.692
1,3,1,3,1,0.45024
1,3,1,3,1,2.4081
1,3,1,3,1,0.44223
1,3,1,3,1,1.2979
1,3,1,3,1,0.52324
1,3,1,3,1,1.5778
1,3,1,3,1,0.38723
1,3,1,3,1,1.6571
1,3,1,3,1,0.61164
1,3,1,3,1,1.543
1,3,1,3,1,0.46404
1,3,1,3,1,1.5991
1,3,1,3,1,0.62898
1,3,1,3,1,1.4378
1,3,1,3,1,0.42506
1,3,1,3,1,1.3202
1,3,1,3,1,0.36867
1,3,1,3,1,1.959
1,3,1,3,1,0.51515
1,3,1,3,1,1.2626
1,3,1,3,1,0.44696
1,3,1,3,1,1.3429
1,3,1,3,1,0.45466
1,3,1,3,1,1.5048
1,3,1,3,1,0.41545
1,3,1,3,1,1.9707
1,3,1,3,1,0.40476
1,3,1,3,1,0.75
1,3,1,3,1,0.34921
1,3,1,3,1,1.5148
1,3,1,3,1,0.64171
1,3,1,3,1,1.6423
1,3,1,3,1,0.61645
1,3,1,3,1,1.712
1,3,1,3,1,0.63453
1,3,1,3,1,1.5984
1,3,1,3,1,0.42101
1,3,1,3,1,1.9921
1,3,1,3,1,0.44272
1,3,1,3,1,1.765
1,3,1,3,1,0.52178
1,3,1,3,1,2.0194
1,3,1,3,1,1.6618
1,3,1,3,1,1.4429
1,3,1,3,1,0.53631
1,3,1,3,1,1.3541
1,3,1,3,1,0.43766
1,3,1,3,1,1.4176
1,3,1,3,1,0.52095
1,3,1,3,1,1.2442
1,3,1,3,1,0.45103
1,3,1,3,1,1.1805
1,3,1,3,1,0.65517
1,3,1,3,1,1.283
1,3,1,3,1,0.50199
1,3,1,3,1,1.3107
1,3,1,3,1,0.58189
1,3,1,3,1,1.9355
1,3,1,3,1,0.65164
1,3,1,3,1,1.6094
1,3,1,3,1,0.4733
1,3,1,3,1,1.8
1,3,1,3,1,0.41241
1,3,1,3,1,1.8055
1,3,1,3,1,0.46546
1,3,1,3,1,1.5806
1,3,1,3,1,0.45425
1,3,1,3,1,1.0935
1,3,1,3,1,0.61279
1,3,1,3,1,1.8638
1,3,1,3,1,1.4268
1,3,1,3,1,0.60897
1,3,1,3,1,0.38112
1,3,1,3,1,1.894
1,3,1,3,1,0.86061
1,3,1,3,1,0.33803
1,3,1,3,1,0.60135
1,3,1,3,1,1.482
1,3,1,3,1,0.4375
1,3,1,3,1,1.3794
1,3,1,3,1,0.32662
1,3,1,3,1,1.3163
1,3,1,3,1,0.40383
1,3,1,3,1,1.3087
1,3,1,3,1,0.38697
1,3,1,3,1,1.558
1,3,1,3,1,1.1429
1,3,1,3,1,0.73
1,3,1,3,1,0.37859
1,3,1,3,1,1.2649
1,3,1,3,1,0.50426
1,3,1,3,1,0.52034
1,3,1,3,1,2.2322
1,3,1,3,1,0.46581
1,3,1,3,1,2.1522
1,3,1,3,1,0.38369
1,3,1,3,1,2.3468
1,3,1,3,1,0.479
1,3,1,3,1,3.2365
1,3,1,3,1,0.37349
1,3,1,3,1,2.4351
1,3,1,3,1,0.34181
1,3,1,3,1,1.9351
1,3,1,3,1,0.32565
1,3,1,3,1,1.9391
1,3,1,3,1,0.45944
1,3,1,3,1,1.8762
1,3,1,3,1,0.43723
1,3,1,3,1,2.1653
1,3,1,3,1,0.48558
1,3,1,3,1,1.9497
1,3,1,3,1,0.36554
1,3,1,3,1,2.3002
1,3,1,3,1,0.47316
1,3,1,3,1,1.973
1,3,1,3,1,1.0909
1,3,1,3,1,0.61538
1,3,1,3,1,0.38838
1,3,1,3,1,1.4869
1,3,1,3,1,0.4866
1,3,1,3,1,2.1667
1,3,1,3,1,0.39811
1,3,1,3,1,1.8592
1,3,1,3,1,0.42808
1,3,1,3,1,2.0162
1,3,1,3,1,0.35189
1,3,1,3,1,1.7708
1,3,1,3,1,0.39047
1,3,1,3,1,2.7553
1,3,1,3,1,0.47644
1,3,1,3,1,2.4714
1,3,1,3,1,0.36575
1,3,1,3,1,1.7211
1,3,1,3,1,0.35389
1,3,1,3,1,1.5093
1,3,1,3,1,0.42493
1,3,1,3,1,1.685
1,3,1,3,1,0.40216
1,3,1,3,1,1.547
1,3,1,3,1,0.94286
1,3,1,3,1,0.69643
1,3,1,3,1,0.35686
1,3,1,3,1,1.7795
1,3,1,3,1,0.46894
1,3,1,3,1,1.3182
1,3,1,3,1,1.1481
1,3,1,3,1,0.85641
1,3,1,3,1,0.39852
1,3,1,3,1,2.0178
1,3,1,3,1,0.47044
1,3,1,3,1,1.6682
1,3,1,3,1,0.44508
1,3,1,3,2,0.47265
1,3,1,3,2,1.6364
1,3,1,3,2,0.55758
1,3,1,3,2,1.5636
1,3,1,3,2,0.58402
1,3,1,3,2,1.7155
1,3,1,3,2,0.52778
1,3,1,3,2,2.045
1,3,1,3,2,0.52493
1,3,1,3,2,1.5822
1,3,1,3,2,0.57187
1,3,1,3,2,1.2371
1,3,1,3,2,0.75079
1,3,1,3,2,1.3925
1,3,1,3,2,0.47578
1,3,1,3,2,1.4695
1,3,1,3,2,0.58282
1,3,1,3,2,1.2552
1,3,1,3,2,0.78671
1,3,1,3,2,1.3992
1,3,1,3,2,0.61877
1,3,1,3,2,1.3983
1,3,1,3,2,0.70569
1,3,1,3,2,1.2816
1,3,1,3,2,0.46667
1,3,1,3,2,1.2656
1,3,1,3,2,0.7893
1,3,1,3,2,1.1985
1,3,1,3,2,0.55556
1,3,1,3,2,1.0753
1,3,1,3,2,0.53543
1,3,1,3,2,1.0122
1,3,1,3,2,0.73252
1,3,1,3,2,1.1521
1,3,1,3,2,0.73267
1,3,1,3,2,1.0923
1,3,1,3,2,0.46364
1,3,1,3,2,1.3707
1,3,1,3,2,0.62222
1,3,1,3,2,1.4375
1,3,1,3,2,0.55928
1,3,1,3,2,1.3043
1,3,1,3,2,0.62803
1,3,1,3,2,1.2988
1,3,1,3,2,0.5799
1,3,1,3,2,1.2092
1,3,1,3,2,0.74154
1,3,1,3,2,1.0943
1,3,1,3,2,0.64186
1,3,1,3,2,1.872
1,3,1,3,2,0.41648
1,3,1,3,2,0.45636
1,3,1,3,2,1.8182
1,3,1,3,2,0.52661
1,3,1,3,2,1.0536
1,3,1,3,2,1.0245
1,3,1,3,2,1.2455
1,3,1,3,2,0.61214
1,3,1,3,2,1.5118
1,3,1,3,2,0.70508
1,3,1,3,2,1.4072
1,3,1,3,2,0.73611
1,3,1,3,2,0.98462
1,3,1,3,2,0.64815
1,3,1,3,2,0.92248
1,3,1,3,2,0.73418
1,3,1,3,2,1.247
1,3,1,3,2,0.59497
1,3,1,3,2,1.835
1,3,1,3,2,0.63733
1,3,1,3,2,1.7629
1,3,1,3,2,0.58544
1,3,1,3,2,0.97571
