grp , pp , S , IDR , IDL , peakVelL
2,1,1,3,1,0.2128
2,1,1,3,1,0.20769
2,1,1,3,1,0.22801
2,1,1,3,1,0.2004
2,1,1,3,1,0.20176
2,1,1,3,1,0.18462
2,1,1,3,1,0.20514
2,1,1,3,1,0.19688
2,1,1,3,1,0.22629
2,1,1,3,1,0.18982
2,1,1,3,1,0.19432
2,1,1,3,1,0.19213
2,1,1,3,1,0.19411
2,1,1,3,1,0.19917
2,1,1,3,1,0.18734
2,1,1,3,1,0.19922
2,1,1,3,1,0.19378
2,1,1,3,1,0.181
2,1,1,3,1,0.22652
2,1,1,3,1,0.1891
2,1,1,3,1,0.14264
2,1,1,3,1,0.16071
2,1,1,3,1,0.18255
2,1,1,3,1,0.18196
2,1,1,3,1,0.16722
2,1,1,3,1,0.18443
2,1,1,3,1,0.18871
2,1,1,3,1,0.19009
2,1,1,3,1,0.19654
2,1,1,3,1,0.17551
2,1,1,3,1,0.20473
2,1,1,3,1,0.18754
2,1,1,3,1,0.19156
2,1,1,3,1,0.20503
2,1,1,3,1,0.002641
2,1,1,3,1,0.013309
2,1,1,3,1,0.19299
2,1,1,3,1,0.19844
2,1,1,3,1,0.15068
2,1,1,3,1,0.0015043
2,1,1,3,1,0.0021711
2,1,1,3,1,0.16266
2,1,1,3,1,0.19527
2,1,1,3,1,0.17945
2,1,1,3,1,0.17845
2,1,1,3,1,0.18607
2,1,1,3,1,0.18458
2,1,1,3,1,0.17241
2,1,1,3,1,0.17693
2,1,1,3,1,0.16245
2,1,1,3,1,0.18516
2,1,1,3,1,0.16481
2,1,1,3,1,0.1931
2,1,1,3,1,0.13826
2,1,1,3,1,0.0018646
2,1,1,3,1,0.014473
2,1,1,3,1,0.18988
2,1,1,3,1,0.1802
2,1,1,3,1,0.18533
2,1,1,3,1,0.20498
2,1,1,3,1,0.18587
2,1,1,3,1,0.18057
2,1,1,3,1,0.17926
2,1,1,3,1,0.0053521
2,1,1,3,1,0.015958
2,1,1,3,1,0.0031963
2,1,1,3,1,0.0014827
2,1,1,3,1,0.19615
2,1,1,3,1,0.17673
2,1,1,3,1,0.2007
2,1,1,3,1,0.19722
2,1,1,3,1,0.17108
2,1,1,3,1,0.1934
2,1,1,3,1,0.17994
2,1,1,3,1,0.18601
2,1,1,3,1,0.19164
2,1,1,3,1,0.20006
2,1,1,3,1,0.16431
2,1,1,3,1,0.21498
2,1,1,3,1,0.16057
2,1,1,3,1,0.18541
2,1,1,3,1,0.16276
2,1,1,3,1,0.2031
2,1,1,3,1,0.19793
2,1,1,3,1,0.0016864
2,1,1,3,1,0.0036129
2,1,1,3,1,0.20668
2,1,1,3,1,0.18975
2,1,1,3,1,0.18943
2,1,1,3,1,0.16938
2,1,1,3,1,0.19732
2,1,1,3,1,0.17081
2,1,1,3,1,0.18453
2,1,1,3,1,0.18642
2,1,1,3,1,0.19149
2,1,1,3,1,0.19905
2,1,1,3,1,0.20305
2,1,1,3,1,0.0016518
2,1,1,3,1,0.16351
2,1,1,3,1,0.16211
2,1,1,3,1,0.19528
2,1,1,3,1,0.16458
2,1,1,3,1,0.21369
2,1,1,3,1,0.16252
2,1,1,3,1,0.17912
2,1,1,3,1,0.16603
2,1,1,3,1,0.18738
2,1,1,3,1,0.17575
2,1,1,3,1,0.20102
2,1,1,3,1,0.16974
2,1,1,3,1,0.17778
2,1,1,3,1,0.1619
2,1,1,3,1,0.16895
2,1,1,3,1,0.15141
2,1,1,3,1,0.17533
2,1,1,3,1,0.16026
2,1,1,3,1,0.15543
2,1,1,3,1,0.19121
2,1,1,3,1,0.16276
2,1,1,3,1,0.17759
2,1,1,3,1,0.20515
2,1,1,3,1,0.18727
2,1,1,3,1,0.19187
2,1,1,3,1,0.18585
2,1,1,3,1,0.19015
2,1,1,3,1,0.18534
2,1,1,3,1,0.17437
2,1,1,3,1,0.16988
2,1,1,3,1,0.18052
2,1,1,3,1,0.16828
2,1,1,3,1,0.14623
2,1,1,3,1,0.15307
2,1,1,3,1,0.15045
2,1,1,3,1,0.15671
2,1,1,3,1,0.17016
2,1,1,3,1,0.15616
2,1,1,3,1,0.15581
2,1,1,3,1,0.16407
2,1,1,3,1,0.14882
2,1,1,3,1,0.16424
2,1,1,3,1,0.16166
2,1,1,3,1,0.21819
2,1,1,3,1,0.21558
2,1,1,3,1,0.16418
2,1,1,3,1,0.21671
2,1,1,3,1,0.20078
2,1,1,3,1,0.20701
2,1,1,3,1,0.20121
2,1,1,3,1,0.21674
2,1,1,3,1,0.2128
2,1,1,3,1,0.20769
2,1,1,3,1,0.22801
2,1,1,3,1,0.2004
2,1,1,3,1,0.20176
2,1,1,3,1,0.18462
2,1,1,3,1,0.20514
2,1,1,3,1,0.19688
2,1,1,3,1,0.22629
2,1,1,3,1,0.18982
2,1,1,3,1,0.19432
2,1,1,3,1,0.19213
2,1,1,3,1,0.19411
2,1,1,3,1,0.19917
2,1,1,3,1,0.18734
2,1,1,3,1,0.19922
2,1,1,3,1,0.19378
2,1,1,3,1,0.181
2,1,1,3,1,0.22652
2,1,1,3,1,0.1891
2,1,1,3,1,0.14264
2,1,1,3,1,0.16071
2,1,1,3,1,0.18255
2,1,1,3,1,0.18196
2,1,1,3,1,0.16722
2,1,1,3,1,0.18443
2,1,1,3,1,0.18871
2,1,1,3,1,0.19009
2,1,1,3,1,0.19654
2,1,1,3,1,0.17551
2,1,1,3,1,0.20473
2,1,1,3,1,0.18754
2,1,1,3,1,0.19156
2,1,1,3,1,0.20503
2,1,1,3,1,0.002641
2,1,1,3,1,0.013309
2,1,1,3,1,0.19299
2,1,1,3,1,0.19844
2,1,1,3,1,0.15068
2,1,1,3,1,0.0015043
2,1,1,3,1,0.0021711
2,1,1,3,1,0.16266
2,1,1,3,1,0.19527
2,1,1,3,1,0.17945
2,1,1,3,1,0.17845
2,1,1,3,1,0.18607
2,1,1,3,1,0.18458
2,1,1,3,1,0.17241
2,1,1,3,1,0.17693
2,1,1,3,1,0.16245
2,1,1,3,1,0.18516
2,1,1,3,1,0.16481
2,1,1,3,1,0.1931
2,1,1,3,1,0.13826
2,1,1,3,1,0.0018646
2,1,1,3,1,0.014473
2,1,1,3,1,0.18988
2,1,1,3,1,0.1802
2,1,1,3,1,0.18533
2,1,1,3,1,0.20498
2,1,1,3,1,0.18587
2,1,1,3,1,0.18057
2,1,1,3,1,0.17926
2,1,1,3,1,0.0053521
2,1,1,3,1,0.015958
2,1,1,3,1,0.0031963
2,1,1,3,1,0.0014827
2,1,1,3,1,0.19615
2,1,1,3,1,0.17673
2,1,1,3,1,0.2007
2,1,1,3,1,0.19722
2,1,1,3,1,0.17108
2,1,1,3,1,0.1934
2,1,1,3,1,0.17994
2,1,1,3,1,0.18601
2,1,1,3,1,0.19164
2,1,1,3,1,0.20006
2,1,1,3,1,0.16431
2,1,1,3,1,0.21498
2,1,1,3,1,0.16057
2,1,1,3,1,0.18541
2,1,1,3,1,0.16276
2,1,1,3,1,0.2031
2,1,1,3,1,0.19793
2,1,1,3,1,0.0016864
2,1,1,3,1,0.0036129
2,1,1,3,1,0.20668
2,1,1,3,1,0.18975
2,1,1,3,1,0.18943
2,1,1,3,1,0.16938
2,1,1,3,1,0.19732
2,1,1,3,1,0.17081
2,1,1,3,1,0.18453
2,1,1,3,1,0.18642
2,1,1,3,1,0.19149
2,1,1,3,1,0.19905
2,1,1,3,1,0.20305
2,1,1,3,1,0.0016518
2,1,1,3,1,0.16351
2,1,1,3,1,0.16211
2,1,1,3,1,0.19528
2,1,1,3,1,0.16458
2,1,1,3,1,0.21369
2,1,1,3,1,0.16252
2,1,1,3,1,0.17912
2,1,1,3,1,0.16603
2,1,1,3,1,0.18738
2,1,1,3,1,0.17575
2,1,1,3,1,0.20102
2,1,1,3,1,0.16974
2,1,1,3,1,0.17778
2,1,1,3,1,0.1619
2,1,1,3,1,0.16895
2,1,1,3,1,0.15141
2,1,1,3,1,0.17533
2,1,1,3,1,0.16026
2,1,1,3,1,0.15543
2,1,1,3,1,0.19121
2,1,1,3,1,0.16276
2,1,1,3,1,0.17759
2,1,1,3,1,0.20515
2,1,1,3,1,0.18727
2,1,1,3,1,0.19187
2,1,1,3,1,0.18585
2,1,1,3,1,0.19015
2,1,1,3,1,0.18534
2,1,1,3,1,0.17437
2,1,1,3,1,0.16988
2,1,1,3,1,0.18052
2,1,1,3,1,0.16828
2,1,1,3,1,0.14623
2,1,1,3,1,0.15307
2,1,1,3,1,0.15045
2,1,1,3,1,0.15671
2,1,1,3,1,0.17016
2,1,1,3,1,0.15616
2,1,1,3,1,0.15581
2,1,1,3,1,0.16407
2,1,1,3,1,0.14882
2,1,1,3,1,0.16424
2,1,1,3,1,0.16166
2,1,1,3,2,0.34073
2,1,1,3,2,0.32679
2,1,1,3,2,0.35401
2,1,1,3,2,0.31477
2,1,1,3,2,0.35522
2,1,1,3,2,0.2977
2,1,1,3,2,0.34412
2,1,1,3,2,0.27355
2,1,1,3,2,0.35078
2,1,1,3,2,0.28744
2,1,1,3,2,0.32995
2,1,1,3,2,0.31335
2,1,1,3,2,0.33472
2,1,1,3,2,0.34997
2,1,1,3,2,0.32445
2,1,1,3,2,0.32711
2,1,1,3,2,0.34038
2,1,1,3,2,0.33142
2,1,1,3,2,0.31086
2,1,1,3,2,0.32826
2,1,1,3,2,0.35281
2,1,1,3,2,0.31493
2,1,1,3,2,0.33481
2,1,1,3,2,0.32095
2,1,1,3,2,0.36466
2,1,1,3,2,0.32777
2,1,1,3,2,0.3244
2,1,1,3,2,0.34441
2,1,1,3,2,0.31898
2,1,1,3,2,0.31536
2,1,1,3,2,0.35599
2,1,1,3,2,0.31711
2,1,1,3,2,0.3478
2,1,1,3,2,0.33106
2,1,1,3,2,0.32624
2,1,1,3,2,0.30317
2,1,1,3,2,0.35217
2,1,1,3,2,0.33051
2,1,1,3,2,0.31134
2,1,1,3,2,0.33044
2,1,1,3,2,0.29379
2,1,1,3,2,0.33838
2,1,1,3,2,0.29113
2,1,1,3,2,0.33178
2,1,1,3,2,0.33937
2,1,1,3,2,0.33602
2,1,1,3,2,0.35743
2,1,1,3,2,0.28267
2,1,1,3,2,0.23208
2,1,1,3,2,0.27251
2,1,1,3,2,0.25586
2,1,1,3,2,0.26982
2,1,1,3,2,0.30034
2,1,1,3,2,0.28672
2,1,1,3,2,0.27812
2,1,1,3,2,0.26926
2,1,1,3,2,0.286
2,1,1,3,2,0.27848
2,1,1,3,2,0.28013
2,1,1,3,2,0.27164
2,1,1,3,2,0.2705
2,1,1,3,2,0.26597
2,1,1,3,2,0.29183
2,1,1,3,2,0.27232
2,1,1,3,2,0.27723
2,1,1,3,2,0.26495
2,1,1,3,2,0.25432
2,1,1,3,2,0.25434
2,1,1,3,2,0.27137
2,1,1,3,2,0.28813
2,1,1,3,2,0.26841
2,1,1,3,2,0.30552
2,1,1,3,2,0.27576
2,1,1,3,2,0.28251
2,1,1,3,2,0.30862
2,1,1,3,2,0.28991
2,1,1,3,2,0.28949
2,1,1,3,2,0.29709
2,1,1,3,2,0.29041
2,1,1,3,2,0.29369
2,1,1,3,2,0.29843
2,1,1,3,2,0.29456
2,1,1,3,2,0.277
2,1,1,3,2,0.29483
2,1,1,3,2,0.29482
2,1,1,3,2,0.29942
2,1,1,3,2,0.28908
2,1,1,3,2,0.31995
2,1,1,3,2,0.28755
2,1,1,3,2,0.3065
2,1,1,3,2,0.28432
2,1,1,3,2,0.2902
2,1,1,3,2,0.23085
2,1,1,3,2,0.28599
2,1,1,3,2,0.29825
2,1,1,3,2,0.26418
2,1,1,3,2,0.27706
2,1,1,3,2,0.28122
2,1,1,3,2,0.27312
2,1,1,3,2,0.28148
2,1,1,3,2,0.25416
2,1,1,3,2,0.27584
2,1,1,3,2,0.28773
2,1,1,3,2,0.25658
2,1,1,3,2,0.26407
2,1,1,3,2,0.25508
2,1,1,3,2,0.2705
2,1,1,3,2,0.27807
2,1,1,3,2,0.30527
2,1,1,3,2,0.28568
2,1,1,3,2,0.33032
2,1,1,3,2,0.33441
2,1,1,3,2,0.34859
2,1,1,3,2,0.33782
2,1,1,3,2,0.35742
2,1,1,3,2,0.38419
2,1,1,3,2,0.35519
2,1,1,3,2,0.39681
2,1,1,3,2,0.40103
2,1,1,3,2,0.38653
2,1,1,3,2,0.35065
2,1,1,3,2,0.36968
2,1,1,3,2,0.31228
2,1,1,3,2,0.41224
2,1,1,3,2,0.41687
2,1,1,3,2,0.40787
2,1,1,3,2,0.36603
2,1,1,3,2,0.41206
2,1,1,3,2,0.38507
2,1,1,3,2,0.43956
2,1,1,3,2,0.43475
2,1,1,3,2,0.39758
2,1,1,3,2,0.41257
2,1,1,3,2,0.38682
2,1,1,3,2,0.30647
2,1,1,3,2,0.3871
2,1,1,3,2,0.36069
2,1,1,3,2,0.37249
2,1,1,3,2,0.35518
2,1,1,3,2,0.396
2,1,1,3,2,0.38228
2,1,1,3,2,0.34073
2,1,1,3,2,0.32679
2,1,1,3,2,0.35401
2,1,1,3,2,0.31477
2,1,1,3,2,0.35522
2,1,1,3,2,0.2977
2,1,1,3,2,0.34412
2,1,1,3,2,0.27355
2,1,1,3,2,0.35078
2,1,1,3,2,0.28744
2,1,1,3,2,0.32995
2,1,1,3,2,0.31335
2,1,1,3,2,0.33472
2,1,1,3,2,0.34997
2,1,1,3,2,0.32445
2,1,1,3,2,0.32711
2,1,1,3,2,0.34038
2,1,1,3,2,0.33142
2,1,1,3,2,0.31086
2,1,1,3,2,0.32826
2,1,1,3,2,0.35281
2,1,1,3,2,0.31493
2,1,1,3,2,0.33481
2,1,1,3,2,0.32095
2,1,1,3,2,0.36466
2,1,1,3,2,0.32777
2,1,1,3,2,0.3244
2,1,1,3,2,0.34441
2,1,1,3,2,0.31898
2,1,1,3,2,0.31536
2,1,1,3,2,0.35599
2,1,1,3,2,0.31711
2,1,1,3,2,0.3478
2,1,1,3,2,0.33106
2,1,1,3,2,0.32624
2,1,1,3,2,0.30317
2,1,1,3,2,0.35217
2,1,1,3,2,0.33051
2,1,1,3,2,0.31134
2,1,1,3,2,0.33044
2,1,1,3,2,0.29379
2,1,1,3,2,0.33838
2,1,1,3,2,0.29113
2,1,1,3,2,0.33178
2,1,1,3,2,0.33937
2,1,1,3,2,0.33602
2,1,1,3,2,0.35743
2,1,1,3,2,0.28267
2,1,1,3,2,0.23208
2,1,1,3,2,0.27251
2,1,1,3,2,0.25586
2,1,1,3,2,0.26982
2,1,1,3,2,0.30034
2,1,1,3,2,0.28672
2,1,1,3,2,0.27812
2,1,1,3,2,0.26926
2,1,1,3,2,0.286
2,1,1,3,2,0.27848
2,1,1,3,2,0.28013
2,1,1,3,2,0.27164
2,1,1,3,2,0.2705
2,1,1,3,2,0.26597
2,1,1,3,2,0.29183
2,1,1,3,2,0.27232
2,1,1,3,2,0.27723
2,1,1,3,2,0.26495
2,1,1,3,2,0.25432
2,1,1,3,2,0.25434
2,1,1,3,2,0.27137
2,1,1,3,2,0.28813
2,1,1,3,2,0.26841
2,1,1,3,2,0.30552
2,1,1,3,2,0.27576
2,1,1,3,2,0.28251
2,1,1,3,2,0.30862
2,1,1,3,2,0.28991
2,1,1,3,2,0.28949
2,1,1,3,2,0.29709
2,1,1,3,2,0.29041
2,1,1,3,2,0.29369
2,1,1,3,2,0.29843
2,1,1,3,2,0.29456
2,1,1,3,2,0.277
2,1,1,3,2,0.29483
2,1,1,3,2,0.29482
2,1,1,3,2,0.29942
2,1,1,3,2,0.28908
2,1,1,3,2,0.31995
2,1,1,3,2,0.28755
2,1,1,3,2,0.3065
2,1,1,3,2,0.28432
2,1,1,3,2,0.2902
2,1,1,3,2,0.23085
2,1,1,3,2,0.28599
2,1,1,3,2,0.29825
2,1,1,3,2,0.26418
2,1,1,3,2,0.27706
2,1,1,3,2,0.28122
2,1,1,3,2,0.27312
2,1,1,3,2,0.28148
2,1,1,3,2,0.25416
2,1,1,3,2,0.27584
2,1,1,3,2,0.28773
2,1,1,3,2,0.25658
2,1,1,3,2,0.26407
2,1,1,3,2,0.25508
2,1,1,3,2,0.2705
2,1,1,3,2,0.27807
2,1,1,3,2,0.30527
2,1,1,3,2,0.28568
2,1,1,3,2,0.33032
2,1,1,3,2,0.33441
2,1,1,3,2,0.34859
2,1,1,3,2,0.33782
2,1,1,3,2,0.35742
2,1,1,3,2,0.38419
2,1,1,3,2,0.35519
2,1,1,3,2,0.39681
2,1,1,3,2,0.40103
2,1,1,3,2,0.38653
2,1,1,3,2,0.35065
2,1,1,3,2,0.36968
2,1,1,3,2,0.31228
2,1,1,3,2,0.41224
2,1,1,3,2,0.41687
2,1,1,3,2,0.40787
2,1,1,3,2,0.36603
2,1,1,3,2,0.41206
2,1,1,3,2,0.38507
2,1,1,3,2,0.43956
2,1,1,3,2,0.43475
2,1,1,3,2,0.39758
2,1,1,3,2,0.41257
2,1,1,3,2,0.38682
2,1,1,3,2,0.30647
2,1,1,3,2,0.3871
2,1,1,3,2,0.36069
2,1,1,3,2,0.37249
2,1,1,3,2,0.35518
2,1,1,3,2,0.396
2,1,1,3,2,0.38228
2,1,4,1,1,0.0025888
2,1,4,1,1,0.00084596
2,1,4,1,1,0.0014257
2,1,4,1,1,0.075537
2,1,4,1,1,0.15982
2,1,4,1,1,0.15306
2,1,4,1,1,0.1929
2,1,4,1,1,0.19861
2,1,4,1,1,0.23462
2,1,4,1,1,0.1415
2,1,4,1,1,0.15905
2,1,4,1,1,0.17841
2,1,4,1,1,0.17938
2,1,4,1,1,0.19057
2,1,4,1,1,0.20079
2,1,4,1,1,0.16086
2,1,4,1,1,0.18545
2,1,4,1,1,0.18073
2,1,4,1,1,0.19291
2,1,4,1,1,0.16863
2,1,4,1,1,0.19202
2,1,4,1,1,0.00091071
2,1,4,1,1,0.0023883
2,1,4,1,1,0.13383
2,1,4,1,1,0.14558
2,1,4,1,1,0.15373
2,1,4,1,1,0.19524
2,1,4,1,1,0.17434
2,1,4,1,1,0.16706
2,1,4,1,1,0.16871
2,1,4,1,1,0.20938
2,1,4,1,1,0.18235
2,1,4,1,1,0.0011588
2,1,4,1,1,0.00087248
2,1,4,1,1,0.17024
2,1,4,1,1,0.17807
2,1,4,1,1,0.1888
2,1,4,1,1,0.17832
2,1,4,1,1,0.18006
2,1,4,1,1,0.18163
2,1,4,1,1,0.1927
2,1,4,1,1,0.19409
2,1,4,1,1,0.16344
2,1,4,1,1,0.16327
2,1,4,1,1,0.13963
2,1,4,1,1,0.16478
2,1,4,1,1,0.1588
2,1,4,1,1,0.16533
2,1,4,1,1,0.18423
2,1,4,1,1,0.20074
2,1,4,1,1,0.17638
2,1,4,1,1,0.17566
2,1,4,1,1,0.18727
2,1,4,1,1,0.18713
2,1,4,1,1,0.16591
2,1,4,1,1,0.17086
2,1,4,1,1,0.17901
2,1,4,1,1,0.17024
2,1,4,1,1,0.1789
2,1,4,1,1,0.18964
2,1,4,1,1,0.0015481
2,1,4,1,1,0.0090084
2,1,4,1,1,0.18707
2,1,4,1,1,0.006707
2,1,4,1,1,0.18369
2,1,4,1,1,0.21544
2,1,4,1,1,0.2168
2,1,4,1,1,0.20214
2,1,4,1,1,0.20058
2,1,4,1,1,0.20866
2,1,4,1,1,0.19018
2,1,4,1,1,0.20203
2,1,4,1,1,0.233
2,1,4,1,1,0.188
2,1,4,1,1,0.19008
2,1,4,1,1,0.20932
2,1,4,1,1,0.19071
2,1,4,1,1,0.20165
2,1,4,1,1,0.22317
2,1,4,1,1,0.22082
2,1,4,1,1,0.21578
2,1,4,1,1,0.2173
2,1,4,1,1,0.2105
2,1,4,1,1,0.20972
2,1,4,1,1,0.2374
2,1,4,1,1,0.22012
2,1,4,1,1,0.21148
2,1,4,1,1,0.20269
2,1,4,1,1,0.21047
2,1,4,1,1,0.22196
2,1,4,1,1,0.2077
2,1,4,1,1,0.19792
2,1,4,1,1,0.20133
2,1,4,1,1,0.20962
2,1,4,1,1,0.23177
2,1,4,1,1,0.21276
2,1,4,1,1,0.21849
2,1,4,1,1,0.20196
2,1,4,1,1,0.22713
2,1,4,1,1,0.20152
2,1,4,1,1,0.21956
2,1,4,1,1,0.21479
2,1,4,1,1,0.21054
2,1,4,1,1,0.21349
2,1,4,1,1,0.20463
2,1,4,1,1,0.21036
2,1,4,1,1,0.20977
2,1,4,1,1,0.20564
2,1,4,1,1,0.19352
2,1,4,1,1,0.1704
2,1,4,1,1,0.18952
2,1,4,1,1,0.19508
2,1,4,1,1,0.15175
2,1,4,1,1,0.23322
2,1,4,1,1,0.20101
2,1,4,1,1,0.22963
2,1,4,1,1,0.19315
2,1,4,1,1,0.20768
2,1,4,1,1,0.20511
2,1,4,1,1,0.22143
2,1,4,1,1,0.2062
2,1,4,1,1,0.23034
2,1,4,1,1,0.20716
2,1,4,1,1,0.20203
2,1,4,1,1,0.16484
2,1,4,1,1,0.19153
2,1,4,1,1,0.21335
2,1,4,1,1,0.20121
2,1,4,1,1,0.22347
2,1,4,1,1,0.18996
2,1,4,1,1,0.2246
2,1,4,1,1,0.0036699
2,1,4,1,1,0.0012854
2,1,4,1,1,0.21118
2,1,4,1,1,0.0027512
2,1,4,1,1,0.0070697
2,1,4,1,1,0.24794
2,1,4,1,1,0.19643
2,1,4,1,1,0.18198
2,1,4,1,1,0.21081
2,1,4,1,1,0.18596
2,1,4,1,1,0.19665
2,1,4,1,1,0.20841
2,1,4,1,1,0.18578
2,1,4,1,1,0.18539
2,1,4,1,1,0.16619
2,1,4,1,1,0.20113
2,1,4,1,1,0.20236
2,1,4,1,1,0.20121
2,1,4,1,1,0.20479
2,1,4,1,1,0.20591
2,1,4,1,1,0.19978
2,1,4,1,1,0.22315
2,1,4,1,1,0.19185
2,1,4,1,1,0.18782
2,1,4,1,1,0.18222
2,1,4,1,1,0.19314
2,1,4,1,1,0.19684
2,1,4,1,1,0.20279
2,1,4,1,1,0.20422
2,1,4,1,1,0.1918
2,1,4,1,1,0.19814
2,1,4,1,1,0.18644
2,1,4,1,1,0.1825
2,1,4,1,1,0.18734
2,1,4,1,1,0.0025888
2,1,4,1,1,0.00084596
2,1,4,1,1,0.0014257
2,1,4,1,1,0.075537
2,1,4,1,1,0.15982
2,1,4,1,1,0.15306
2,1,4,1,1,0.1929
2,1,4,1,1,0.19861
2,1,4,1,1,0.23462
2,1,4,1,1,0.1415
2,1,4,1,1,0.15905
2,1,4,1,1,0.17841
2,1,4,1,1,0.17938
2,1,4,1,1,0.19057
2,1,4,1,1,0.20079
2,1,4,1,1,0.16086
2,1,4,1,1,0.18545
2,1,4,1,1,0.18073
2,1,4,1,1,0.19291
2,1,4,1,1,0.16863
2,1,4,1,1,0.19202
2,1,4,1,1,0.00091071
2,1,4,1,1,0.0023883
2,1,4,1,1,0.13383
2,1,4,1,1,0.14558
2,1,4,1,1,0.15373
2,1,4,1,1,0.19524
2,1,4,1,1,0.17434
2,1,4,1,1,0.16706
2,1,4,1,1,0.16871
2,1,4,1,1,0.20938
2,1,4,1,1,0.18235
2,1,4,1,1,0.0011588
2,1,4,1,1,0.00087248
2,1,4,1,1,0.17024
2,1,4,1,1,0.17807
2,1,4,1,1,0.1888
2,1,4,1,1,0.17832
2,1,4,1,1,0.18006
2,1,4,1,1,0.18163
2,1,4,1,1,0.1927
2,1,4,1,1,0.19409
2,1,4,1,1,0.16344
2,1,4,1,1,0.16327
2,1,4,1,1,0.13963
2,1,4,1,1,0.16478
2,1,4,1,1,0.1588
2,1,4,1,1,0.16533
2,1,4,1,1,0.18423
2,1,4,1,1,0.20074
2,1,4,1,1,0.17638
2,1,4,1,1,0.17566
2,1,4,1,1,0.18727
2,1,4,1,1,0.18713
2,1,4,1,1,0.16591
2,1,4,1,1,0.17086
2,1,4,1,1,0.17901
2,1,4,1,1,0.17024
2,1,4,1,1,0.1789
2,1,4,1,1,0.18964
2,1,4,1,1,0.0015481
2,1,4,1,1,0.0090084
2,1,4,1,1,0.18707
2,1,4,1,1,0.006707
2,1,4,1,1,0.18369
2,1,4,1,1,0.21544
2,1,4,1,1,0.2168
2,1,4,1,1,0.20214
2,1,4,1,1,0.20058
2,1,4,1,1,0.20866
2,1,4,1,1,0.19018
2,1,4,1,1,0.20203
2,1,4,1,1,0.233
2,1,4,1,1,0.188
2,1,4,1,1,0.19008
2,1,4,1,1,0.20932
2,1,4,1,1,0.19071
2,1,4,1,1,0.20165
2,1,4,1,1,0.22317
2,1,4,1,1,0.22082
2,1,4,1,1,0.21578
2,1,4,1,1,0.2173
2,1,4,1,1,0.2105
2,1,4,1,1,0.20972
2,1,4,1,1,0.2374
2,1,4,1,1,0.22012
2,1,4,1,1,0.21148
2,1,4,1,1,0.20269
2,1,4,1,1,0.21047
2,1,4,1,1,0.22196
2,1,4,1,1,0.2077
2,1,4,1,1,0.19792
2,1,4,1,1,0.20133
2,1,4,1,1,0.20962
2,1,4,1,1,0.23177
2,1,4,1,1,0.21276
2,1,4,1,1,0.21849
2,1,4,1,1,0.20196
2,1,4,1,1,0.22713
2,1,4,1,1,0.20152
2,1,4,1,1,0.21956
2,1,4,1,1,0.21479
2,1,4,1,1,0.21054
2,1,4,1,1,0.21349
2,1,4,1,1,0.20463
2,1,4,1,1,0.21036
2,1,4,1,1,0.20977
2,1,4,1,1,0.20564
2,1,4,1,1,0.19352
2,1,4,1,1,0.1704
2,1,4,1,1,0.18952
2,1,4,1,1,0.19508
2,1,4,1,1,0.15175
2,1,4,1,1,0.23322
2,1,4,1,1,0.20101
2,1,4,1,1,0.22963
2,1,4,1,1,0.19315
2,1,4,1,1,0.20768
2,1,4,1,1,0.20511
2,1,4,1,1,0.22143
2,1,4,1,1,0.2062
2,1,4,1,1,0.23034
2,1,4,1,1,0.20716
2,1,4,1,1,0.20203
2,1,4,1,1,0.16484
2,1,4,1,1,0.19153
2,1,4,1,1,0.21335
2,1,4,1,1,0.20121
2,1,4,1,1,0.22347
2,1,4,1,1,0.18996
2,1,4,1,1,0.2246
2,1,4,1,1,0.0036699
2,1,4,1,1,0.0012854
2,1,4,1,1,0.21118
2,1,4,1,1,0.0027512
2,1,4,1,1,0.0070697
2,1,4,1,1,0.24794
2,1,4,1,1,0.19643
2,1,4,1,1,0.18198
2,1,4,1,1,0.21081
2,1,4,1,1,0.18596
2,1,4,1,1,0.19665
2,1,4,1,1,0.20841
2,1,4,1,1,0.18578
2,1,4,1,1,0.18539
2,1,4,1,1,0.16619
2,1,4,1,1,0.20113
2,1,4,1,1,0.20236
2,1,4,1,1,0.20121
2,1,4,1,1,0.20479
2,1,4,1,1,0.20591
2,1,4,1,1,0.19978
2,1,4,1,1,0.22315
2,1,4,1,1,0.19185
2,1,4,1,1,0.18782
2,1,4,1,1,0.18222
2,1,4,1,1,0.19314
2,1,4,1,1,0.19684
2,1,4,1,1,0.20279
2,1,4,1,1,0.20422
2,1,4,1,1,0.1918
2,1,4,1,1,0.19814
2,1,4,1,1,0.18644
2,1,4,1,1,0.1825
2,1,4,1,1,0.18734
2,1,4,1,2,0.22022
2,1,4,1,2,0.21542
2,1,4,1,2,0.21568
2,1,4,1,2,0.25271
2,1,4,1,2,0.22474
2,1,4,1,2,0.21866
2,1,4,1,2,0.21026
2,1,4,1,2,0.22579
2,1,4,1,2,0.22707
2,1,4,1,2,0.23399
2,1,4,1,2,0.21389
2,1,4,1,2,0.21304
2,1,4,1,2,0.22048
2,1,4,1,2,0.22633
2,1,4,1,2,0.20793
2,1,4,1,2,0.22919
2,1,4,1,2,0.20571
2,1,4,1,2,0.22684
2,1,4,1,2,0.21606
2,1,4,1,2,0.23183
2,1,4,1,2,0.21025
2,1,4,1,2,0.23344
2,1,4,1,2,0.21082
2,1,4,1,2,0.23352
2,1,4,1,2,0.21012
2,1,4,1,2,0.22993
2,1,4,1,2,0.20994
