grp , pp , S , IDR , IDL , peakVelL
1,2,4,1,2,0.21702
1,2,4,1,2,0.34752
1,2,4,1,2,0.25544
1,2,4,1,2,0.30274
1,2,4,1,2,0.25429
1,2,4,1,2,0.33685
1,2,4,1,2,0.27985
1,2,4,1,2,0.38398
1,2,4,1,2,0.28202
1,2,4,1,2,0.32471
1,2,4,1,2,0.36103
1,2,4,1,2,0.3579
1,2,4,1,2,0.42277
1,2,4,1,2,0.35888
1,2,4,1,2,0.39178
1,2,4,1,2,0.34621
1,2,4,1,2,0.46106
1,2,4,1,2,0.30958
1,2,4,1,2,0.40187
1,2,4,1,2,0.35632
1,2,4,1,2,0.41899
1,2,4,1,2,0.32924
1,2,4,1,2,0.39595
1,2,4,1,2,0.29464
1,2,4,1,2,0.30446
1,2,4,1,2,0.29529
1,2,4,1,2,0.34785
1,2,4,1,2,0.32156
1,2,4,1,2,0.36725
1,2,4,1,2,0.28333
1,2,4,1,2,0.34871
1,2,4,1,2,0.30431
1,2,4,1,2,0.35518
1,2,4,1,2,0.34738
1,2,4,1,2,0.34415
1,2,4,1,2,0.31958
1,2,4,1,2,0.39524
1,2,4,1,2,0.26299
1,2,4,1,2,0.42429
1,2,4,1,2,0.37976
1,2,4,1,2,0.43042
1,2,4,1,2,0.28879
1,2,4,1,2,0.33364
1,2,4,1,2,0.32878
1,2,4,1,2,0.34984
1,2,4,1,2,0.29501
1,2,4,1,2,0.34785
1,2,4,1,2,0.33763
1,2,4,1,2,0.39834
1,2,4,1,2,0.2957
1,2,4,1,2,0.31935
1,2,4,1,2,0.1719
1,2,4,1,2,0.36451
1,2,4,1,2,0.28599
1,2,4,1,2,0.37907
1,2,4,1,2,0.35009
1,2,4,1,2,0.34177
1,2,4,1,2,0.34603
1,2,4,1,2,0.33524
1,2,4,1,2,0.32857
1,2,4,1,2,0.0012544
1,2,4,1,2,0.00091434
1,2,4,1,2,0.25055
1,2,4,1,2,0.33343
1,2,4,1,2,0.33894
1,2,4,1,2,0.33618
1,2,4,1,2,0.31431
1,2,4,1,2,0.34481
1,2,4,1,2,0.28172
1,2,4,1,2,0.34762
1,2,4,1,2,0.31988
1,2,4,1,2,0.41396
1,2,4,1,2,0.35928
1,2,4,1,2,0.3857
1,2,4,1,2,0.32924
1,2,4,1,2,0.28582
1,2,4,1,2,0.30793
1,2,4,1,2,0.34317
1,2,4,1,2,0.23757
1,2,4,1,2,0.32306
1,2,4,1,2,0.24135
1,2,4,1,2,0.29829
1,2,4,1,2,0.27886
1,2,4,1,2,0.35668
1,2,4,1,2,0.30251
1,2,4,1,2,0.30949
1,2,4,1,2,0.23202
1,2,4,1,2,0.29543
1,2,4,1,2,0.25221
1,2,4,1,2,0.33329
1,2,4,1,2,0.27049
1,2,4,1,2,0.35364
1,2,4,1,2,0.29411
1,2,4,1,2,0.33336
1,2,4,1,2,0.25113
1,2,4,1,2,0.37124
1,2,4,1,2,0.24799
1,2,4,1,2,0.32808
1,2,4,1,2,0.26433
1,2,4,1,2,0.31494
1,2,4,1,2,0.24852
1,2,4,1,2,0.38478
1,2,4,1,2,0.23849
1,2,4,1,2,0.3079
1,2,4,1,2,0.24878
1,2,4,1,2,0.2768
1,2,4,1,2,0.23401
1,2,4,1,2,0.20864
1,2,4,1,2,0.2923
1,2,4,1,2,0.33278
1,2,4,1,2,0.25759
1,2,4,1,2,0.25604
1,2,4,1,2,0.20997
1,2,4,1,2,0.29212
1,2,4,1,2,0.24655
1,2,4,1,2,0.33247
1,2,4,1,2,0.25226
1,2,4,1,2,0.25298
1,2,4,1,2,0.33317
1,2,4,1,2,0.27822
1,2,4,1,2,0.35666
1,2,4,1,2,0.30779
1,2,4,1,2,0.31581
1,2,4,1,2,0.24395
1,2,4,1,2,0.33852
1,2,4,1,2,0.28874
1,2,4,1,2,0.35442
1,2,4,1,2,0.3163
1,2,4,1,2,0.35969
1,2,4,1,2,0.2914
1,2,4,1,2,0.333
1,2,4,1,2,0.29179
1,2,4,1,2,0.24079
1,2,4,1,2,0.27721
1,2,4,1,2,0.27274
1,2,4,1,2,0.29665
1,2,4,1,2,0.32947
1,2,4,1,2,0.25741
1,2,4,1,2,0.33263
1,2,4,1,2,0.34752
1,2,4,1,2,0.40272
1,2,4,1,2,0.29766
1,2,4,1,2,0.33929
1,2,4,1,2,0.28829
1,2,4,1,2,0.33707
1,2,4,1,2,0.28201
1,2,4,1,2,0.2916
1,2,4,1,2,0.2638
1,2,4,1,2,0.37438
1,2,4,1,2,0.28588
1,2,4,1,2,0.3832
1,2,4,1,2,0.30546
1,2,4,1,2,0.34973
1,2,4,1,2,0.20044
1,2,4,1,2,0.23489
1,2,4,1,2,0.24708
1,2,4,1,2,0.31599
1,2,4,1,2,0.26829
1,2,4,1,2,0.34908
1,2,4,1,2,0.23414
1,2,4,1,2,0.31861
1,2,4,1,2,0.21702
1,2,4,1,2,0.34752
1,2,4,1,2,0.25544
1,2,4,1,2,0.30274
1,2,4,1,2,0.25429
1,2,4,1,2,0.33685
1,2,4,1,2,0.27985
1,2,4,1,2,0.38398
1,2,4,1,2,0.28202
1,2,4,1,2,0.32471
1,2,4,1,2,0.36103
1,2,4,1,2,0.3579
1,2,4,1,2,0.42277
1,2,4,1,2,0.35888
1,2,4,1,2,0.39178
1,2,4,1,2,0.34621
1,2,4,1,2,0.46106
1,2,4,1,2,0.30958
1,2,4,1,2,0.40187
1,2,4,1,2,0.35632
1,2,4,1,2,0.41899
1,2,4,1,2,0.32924
1,2,4,1,2,0.39595
1,2,4,1,2,0.29464
1,2,4,1,2,0.30446
1,2,4,1,2,0.29529
1,2,4,1,2,0.34785
1,2,4,1,2,0.32156
1,2,4,1,2,0.36725
1,2,4,1,2,0.28333
1,2,4,1,2,0.34871
1,2,4,1,2,0.30431
1,2,4,1,2,0.35518
1,2,4,1,2,0.34738
1,2,4,1,2,0.34415
1,2,4,1,2,0.31958
1,2,4,1,2,0.39524
1,2,4,1,2,0.26299
1,2,4,1,2,0.42429
1,2,4,1,2,0.37976
1,2,4,1,2,0.43042
1,2,4,1,2,0.28879
1,2,4,1,2,0.33364
1,2,4,1,2,0.32878
1,2,4,1,2,0.34984
1,2,4,1,2,0.29501
1,2,4,1,2,0.34785
1,2,4,1,2,0.33763
1,2,4,1,2,0.39834
1,2,4,1,2,0.2957
1,2,4,1,2,0.31935
1,2,4,1,2,0.1719
1,2,4,1,2,0.36451
1,2,4,1,2,0.28599
1,2,4,1,2,0.37907
1,2,4,1,2,0.35009
1,2,4,1,2,0.34177
1,2,4,1,2,0.34603
1,2,4,1,2,0.33524
1,2,4,1,2,0.32857
1,2,4,2,1,0.0024339
1,2,4,2,1,0.0059739
1,2,4,2,1,0.19508
1,2,4,2,1,0.18514
1,2,4,2,1,0.16238
1,2,4,2,1,0.20758
1,2,4,2,1,0.26089
1,2,4,2,1,0.16993
1,2,4,2,1,0.20212
1,2,4,2,1,0.22322
1,2,4,2,1,0.20569
1,2,4,2,1,0.19511
1,2,4,2,1,0.17456
1,2,4,2,1,0.13876
1,2,4,2,1,0.18866
1,2,4,2,1,0.15587
1,2,4,2,1,0.21126
1,2,4,2,1,0.12712
1,2,4,2,1,0.20578
1,2,4,2,1,0.18204
1,2,4,2,1,0.13296
1,2,4,2,1,0.18624
1,2,4,2,1,0.17883
1,2,4,2,1,0.008086
1,2,4,2,1,0.005264
1,2,4,2,1,0.1824
1,2,4,2,1,0.23108
1,2,4,2,1,0.25172
1,2,4,2,1,0.25696
1,2,4,2,1,0.19581
1,2,4,2,1,0.22311
1,2,4,2,1,0.21025
1,2,4,2,1,0.22875
1,2,4,2,1,0.19412
1,2,4,2,1,0.0038772
1,2,4,2,1,0.0089936
1,2,4,2,1,0.16697
1,2,4,2,1,0.1557
1,2,4,2,1,0.16069
1,2,4,2,1,0.22201
1,2,4,2,1,0.21928
1,2,4,2,1,0.2291
1,2,4,2,1,0.003801
1,2,4,2,1,0.0031762
1,2,4,2,1,0.26078
1,2,4,2,1,0.18585
1,2,4,2,1,0.20321
1,2,4,2,1,0.17202
1,2,4,2,1,0.21453
1,2,4,2,1,0.21934
1,2,4,2,1,0.21551
1,2,4,2,1,0.16012
1,2,4,2,1,0.13965
1,2,4,2,1,0.16694
1,2,4,2,1,0.19491
1,2,4,2,1,0.28667
1,2,4,2,1,0.26115
1,2,4,2,1,0.0012128
1,2,4,2,1,0.0011566
1,2,4,2,1,0.18079
1,2,4,2,1,0.24103
1,2,4,2,1,0.23415
1,2,4,2,1,0.26284
1,2,4,2,1,0.18965
1,2,4,2,1,0.17911
1,2,4,2,1,0.21633
1,2,4,2,1,0.17647
1,2,4,2,1,0.17708
1,2,4,2,1,0.16199
1,2,4,2,1,0.21351
1,2,4,2,1,0.18231
1,2,4,2,1,0.2124
1,2,4,2,1,0.23717
1,2,4,2,1,0.19798
1,2,4,2,1,0.15975
1,2,4,2,1,0.2195
1,2,4,2,1,0.14603
1,2,4,2,1,0.16532
1,2,4,2,1,0.15885
1,2,4,2,1,0.24019
1,2,4,2,1,0.18031
1,2,4,2,1,0.23125
1,2,4,2,1,0.20471
1,2,4,2,1,0.28142
1,2,4,2,1,0.25755
1,2,4,2,1,0.22318
1,2,4,2,1,0.30187
1,2,4,2,1,0.2914
1,2,4,2,1,0.20449
1,2,4,2,1,0.2905
1,2,4,2,1,0.32487
1,2,4,2,1,0.26268
1,2,4,2,1,0.26623
1,2,4,2,1,0.24682
1,2,4,2,1,0.21285
1,2,4,2,1,0.25047
1,2,4,2,1,0.16094
1,2,4,2,1,0.23218
1,2,4,2,1,0.21478
1,2,4,2,1,0.21574
1,2,4,2,1,0.25461
1,2,4,2,1,0.21206
1,2,4,2,1,0.22294
1,2,4,2,1,0.19586
1,2,4,2,1,0.20141
1,2,4,2,1,0.20994
1,2,4,2,1,0.24127
1,2,4,2,1,0.26972
1,2,4,2,1,0.18365
1,2,4,2,1,0.17057
1,2,4,2,1,0.19698
1,2,4,2,1,0.2271
1,2,4,2,1,0.15434
1,2,4,2,1,0.2439
1,2,4,2,1,0.25993
1,2,4,2,1,0.20091
1,2,4,2,1,0.2782
1,2,4,2,1,0.20957
1,2,4,2,1,0.20866
1,2,4,2,1,0.15983
1,2,4,2,1,0.18115
1,2,4,2,1,0.20985
1,2,4,2,1,0.17272
1,2,4,2,1,0.19203
1,2,4,2,1,0.21435
1,2,4,2,1,0.18148
1,2,4,2,1,0.19822
1,2,4,2,1,0.19854
1,2,4,2,1,0.1711
1,2,4,2,1,0.20335
1,2,4,2,1,0.23775
1,2,4,2,1,0.1751
1,2,4,2,1,0.18827
1,2,4,2,1,0.17422
1,2,4,2,1,0.19913
1,2,4,2,1,0.19781
1,2,4,2,1,0.20663
1,2,4,2,1,0.0052171
1,2,4,2,1,0.0050223
1,2,4,2,1,0.22232
1,2,4,2,1,0.19601
1,2,4,2,1,0.17433
1,2,4,2,1,0.21724
1,2,4,2,1,0.18224
1,2,4,2,1,0.2488
1,2,4,2,1,0.22404
1,2,4,2,1,0.20067
1,2,4,2,1,0.25508
1,2,4,2,1,0.19861
1,2,4,2,1,0.23031
1,2,4,2,1,0.25187
1,2,4,2,1,0.23331
1,2,4,2,1,0.2148
1,2,4,2,1,0.17508
1,2,4,2,1,0.19858
1,2,4,2,1,0.26266
1,2,4,2,1,0.0039672
1,2,4,2,1,0.0037756
1,2,4,2,1,0.24151
1,2,4,2,1,0.20753
1,2,4,2,1,0.22475
1,2,4,2,1,0.14714
1,2,4,2,1,0.20268
1,2,4,2,1,0.23482
1,2,4,2,1,0.0047887
1,2,4,2,1,0.011612
1,2,4,2,1,0.16288
1,2,4,2,1,0.1947
1,2,4,2,1,0.19731
1,2,4,2,1,0.25715
1,2,4,2,1,0.17871
1,2,4,2,1,0.23787
1,2,4,2,1,0.17059
1,2,4,2,1,0.25984
1,2,4,2,1,0.0024339
1,2,4,2,1,0.0059739
1,2,4,2,1,0.19508
1,2,4,2,1,0.18514
1,2,4,2,1,0.16238
1,2,4,2,1,0.20758
1,2,4,2,1,0.26089
1,2,4,2,1,0.16993
1,2,4,2,1,0.20212
1,2,4,2,1,0.22322
1,2,4,2,1,0.20569
1,2,4,2,1,0.19511
1,2,4,2,1,0.17456
1,2,4,2,1,0.13876
1,2,4,2,1,0.18866
1,2,4,2,1,0.15587
1,2,4,2,1,0.21126
1,2,4,2,1,0.12712
1,2,4,2,1,0.20578
1,2,4,2,1,0.18204
1,2,4,2,1,0.13296
1,2,4,2,1,0.18624
1,2,4,2,1,0.17883
1,2,4,2,1,0.008086
1,2,4,2,1,0.005264
1,2,4,2,1,0.1824
1,2,4,2,1,0.23108
1,2,4,2,1,0.25172
1,2,4,2,1,0.25696
1,2,4,2,1,0.19581
1,2,4,2,1,0.22311
1,2,4,2,1,0.21025
1,2,4,2,1,0.22875
1,2,4,2,1,0.19412
1,2,4,2,1,0.0038772
1,2,4,2,1,0.0089936
1,2,4,2,1,0.16697
1,2,4,2,1,0.1557
1,2,4,2,1,0.16069
1,2,4,2,1,0.22201
1,2,4,2,1,0.21928
1,2,4,2,1,0.2291
1,2,4,2,1,0.003801
1,2,4,2,1,0.0031762
1,2,4,2,1,0.26078
1,2,4,2,1,0.18585
1,2,4,2,1,0.20321
1,2,4,2,1,0.17202
1,2,4,2,1,0.21453
1,2,4,2,1,0.21934
1,2,4,2,1,0.21551
1,2,4,2,1,0.16012
1,2,4,2,1,0.13965
1,2,4,2,1,0.16694
1,2,4,2,1,0.19491
1,2,4,2,1,0.28667
1,2,4,2,1,0.26115
1,2,4,2,1,0.0012128
1,2,4,2,1,0.0011566
1,2,4,2,1,0.18079
1,2,4,2,1,0.24103
1,2,4,2,1,0.23415
1,2,4,2,1,0.26284
1,2,4,2,1,0.18965
1,2,4,2,1,0.17911
1,2,4,2,1,0.21633
1,2,4,2,1,0.17647
1,2,4,2,1,0.17708
1,2,4,2,1,0.16199
1,2,4,2,1,0.21351
1,2,4,2,1,0.18231
1,2,4,2,1,0.2124
1,2,4,2,1,0.23717
1,2,4,2,1,0.19798
1,2,4,2,1,0.15975
1,2,4,2,1,0.2195
1,2,4,2,1,0.14603
1,2,4,2,1,0.16532
1,2,4,2,1,0.15885
1,2,4,2,1,0.24019
1,2,4,2,1,0.18031
1,2,4,2,1,0.23125
1,2,4,2,1,0.20471
1,2,4,2,1,0.28142
1,2,4,2,1,0.25755
1,2,4,2,1,0.22318
1,2,4,2,1,0.30187
1,2,4,2,1,0.2914
1,2,4,2,1,0.20449
1,2,4,2,1,0.2905
1,2,4,2,1,0.32487
1,2,4,2,1,0.26268
1,2,4,2,1,0.26623
1,2,4,2,1,0.24682
1,2,4,2,1,0.21285
1,2,4,2,1,0.25047
1,2,4,2,1,0.16094
1,2,4,2,1,0.23218
1,2,4,2,1,0.21478
1,2,4,2,1,0.21574
1,2,4,2,1,0.25461
1,2,4,2,1,0.21206
1,2,4,2,1,0.22294
1,2,4,2,1,0.19586
1,2,4,2,1,0.20141
1,2,4,2,1,0.20994
1,2,4,2,1,0.24127
1,2,4,2,1,0.26972
1,2,4,2,1,0.18365
1,2,4,2,1,0.17057
1,2,4,2,1,0.19698
1,2,4,2,1,0.2271
1,2,4,2,1,0.15434
1,2,4,2,1,0.2439
1,2,4,2,1,0.25993
1,2,4,2,1,0.20091
1,2,4,2,1,0.2782
1,2,4,2,1,0.20957
1,2,4,2,1,0.20866
1,2,4,2,1,0.15983
1,2,4,2,1,0.18115
1,2,4,2,1,0.20985
1,2,4,2,1,0.17272
1,2,4,2,1,0.19203
1,2,4,2,1,0.21435
1,2,4,2,1,0.18148
1,2,4,2,1,0.19822
1,2,4,2,1,0.19854
1,2,4,2,1,0.1711
1,2,4,2,1,0.20335
1,2,4,2,1,0.23775
1,2,4,2,1,0.1751
1,2,4,2,1,0.18827
1,2,4,2,1,0.17422
1,2,4,2,1,0.19913
1,2,4,2,1,0.19781
1,2,4,2,1,0.20663
1,2,4,2,1,0.0052171
1,2,4,2,1,0.0050223
1,2,4,2,1,0.22232
1,2,4,2,1,0.19601
1,2,4,2,1,0.17433
1,2,4,2,1,0.21724
1,2,4,2,1,0.18224
1,2,4,2,1,0.2488
1,2,4,2,1,0.22404
1,2,4,2,1,0.20067
1,2,4,2,1,0.25508
1,2,4,2,1,0.19861
1,2,4,2,1,0.23031
1,2,4,2,1,0.25187
1,2,4,2,1,0.23331
1,2,4,2,1,0.2148
1,2,4,2,1,0.17508
1,2,4,2,1,0.19858
1,2,4,2,1,0.26266
1,2,4,2,1,0.0039672
1,2,4,2,1,0.0037756
1,2,4,2,1,0.24151
1,2,4,2,1,0.20753
1,2,4,2,1,0.22475
1,2,4,2,1,0.14714
1,2,4,2,1,0.20268
1,2,4,2,1,0.23482
1,2,4,2,1,0.0047887
1,2,4,2,1,0.011612
1,2,4,2,1,0.16288
1,2,4,2,1,0.1947
1,2,4,2,1,0.19731
1,2,4,2,1,0.25715
1,2,4,2,1,0.17871
1,2,4,2,1,0.23787
1,2,4,2,1,0.17059
1,2,4,2,1,0.25984
1,2,4,2,2,0.21274
1,2,4,2,2,0.30708
1,2,4,2,2,0.36737
1,2,4,2,2,0.41696
1,2,4,2,2,0.33107
1,2,4,2,2,0.374
1,2,4,2,2,0.34578
1,2,4,2,2,0.34463
1,2,4,2,2,0.3079
1,2,4,2,2,0.32762
1,2,4,2,2,0.32601
1,2,4,2,2,0.33104
1,2,4,2,2,0.31759
1,2,4,2,2,0.33873
1,2,4,2,2,0.31524
1,2,4,2,2,0.34648
1,2,4,2,2,0.33269
1,2,4,2,2,0.35855
1,2,4,2,2,0.33182
1,2,4,2,2,0.3518
1,2,4,2,2,0.31363
1,2,4,2,2,0.36203
1,2,4,2,2,0.34681
1,2,4,2,2,0.3757
1,2,4,2,2,0.33123
1,2,4,2,2,0.37372
1,2,4,2,2,0.34939
1,2,4,2,2,0.3641
1,2,4,2,2,0.34393
1,2,4,2,2,0.34362
1,2,4,2,2,0.33049
1,2,4,2,2,0.36788
1,2,4,2,2,0.31783
1,2,4,2,2,0.33787
1,2,4,2,2,0.30733
1,2,4,2,2,0.35241
1,2,4,2,2,0.3169
1,2,4,2,2,0.35482
1,2,4,2,2,0.31719
1,2,4,2,2,0.36251
1,2,4,2,2,0.34539
1,2,4,2,2,0.37345
1,2,4,2,2,0.35184
1,2,4,2,2,0.37161
1,2,4,2,2,0.34083
1,2,4,2,2,0.38396
1,2,4,2,2,0.34632
1,2,4,2,2,0.37794
1,2,4,2,2,0.33821
1,2,4,2,2,0.38401
1,2,4,2,2,0.33739
1,2,4,2,2,0.36022
1,2,4,2,2,0.32189
1,2,4,2,2,0.40063
1,2,4,2,2,0.33047
1,2,4,2,2,0.19525
1,2,4,2,2,0.27486
1,2,4,2,2,0.27769
1,2,4,2,2,0.37899
1,2,4,2,2,0.35285
1,2,4,2,2,0.40946
1,2,4,2,2,0.34427
1,2,4,2,2,0.41583
1,2,4,2,2,0.35916
1,2,4,2,2,0.39486
1,2,4,2,2,0.34074
1,2,4,2,2,0.40317
1,2,4,2,2,0.35278
1,2,4,2,2,0.40534
1,2,4,2,2,0.36387
1,2,4,2,2,0.43206
1,2,4,2,2,0.37352
1,2,4,2,2,0.40336
1,2,4,2,2,0.36813
1,2,4,2,2,0.40494
1,2,4,2,2,0.35131
1,2,4,2,2,0.4142
1,2,4,2,2,0.36609
1,2,4,2,2,0.4038
1,2,4,2,2,0.369
1,2,4,2,2,0.40949
1,2,4,2,2,0.37676
1,2,4,2,2,0.4231
1,2,4,2,2,0.37876
1,2,4,2,2,0.41679
1,2,4,2,2,0.41421
1,2,4,2,2,0.42153
1,2,4,2,2,0.39834
1,2,4,2,2,0.43865
1,2,4,2,2,0.37944
1,2,4,2,2,0.42037
1,2,4,2,2,0.37333
1,2,4,2,2,0.42559
1,2,4,2,2,0.40261
1,2,4,2,2,0.47091
1,2,4,2,2,0.40059
1,2,4,2,2,0.45521
1,2,4,2,2,0.39769
1,2,4,2,2,0.46823
1,2,4,2,2,0.39361
1,2,4,2,2,0.44918
1,2,4,2,2,0.4095
1,2,4,2,2,0.44786
1,2,4,2,2,0.40054
1,2,4,2,2,0.45279
1,2,4,2,2,0.39537
1,2,4,2,2,0.44208
1,2,4,2,2,0.42216
1,2,4,2,2,0.45512
1,2,4,2,2,0.43135
1,2,4,2,2,0.00084714
1,2,4,2,2,0.0017144
1,2,4,2,2,0.21143
1,2,4,2,2,0.36085
1,2,4,2,2,0.35867
1,2,4,2,2,0.40076
1,2,4,2,2,0.39989
1,2,4,2,2,0.43066
1,2,4,2,2,0.40161
1,2,4,2,2,0.44214
1,2,4,2,2,0.41557
1,2,4,2,2,0.47265
1,2,4,2,2,0.42775
1,2,4,2,2,0.47894
1,2,4,2,2,0.43201
1,2,4,2,2,0.51357
1,2,4,2,2,0.44059
1,2,4,2,2,0.49791
1,2,4,2,2,0.45922
1,2,4,2,2,0.28105
1,2,4,2,2,0.38249
1,2,4,2,2,0.47445
1,2,4,2,2,0.39745
1,2,4,2,2,0.47365
1,2,4,2,2,0.45686
1,2,4,2,2,0.47746
1,2,4,2,2,0.40783
1,2,4,2,2,0.47209
1,2,4,2,2,0.43331
1,2,4,2,2,0.47934
1,2,4,2,2,0.43506
1,2,4,2,2,0.48978
1,2,4,2,2,0.42954
1,2,4,2,2,0.46497
1,2,4,2,2,0.45993
1,2,4,2,2,0.50702
1,2,4,2,2,0.48003
1,2,4,2,2,0.49613
1,2,4,2,2,0.41868
1,2,4,2,2,0.48777
1,2,4,2,2,0.43909
1,2,4,2,2,0.4829
1,2,4,2,2,0.43999
1,2,4,2,2,0.48971
1,2,4,2,2,0.46216
1,2,4,2,2,0.50535
1,2,4,2,2,0.47383
1,2,4,2,2,0.51363
1,2,4,2,2,0.47771
1,2,4,2,2,0.5178
1,2,4,2,2,0.45752
1,2,4,2,2,0.51242
1,2,4,2,2,0.45027
1,2,4,2,2,0.50407
1,2,4,2,2,0.45544
1,2,4,2,2,0.54203
1,2,4,2,2,0.48093
1,2,4,2,2,0.21274
1,2,4,2,2,0.30708
1,2,4,2,2,0.36737
1,2,4,2,2,0.41696
1,2,4,2,2,0.33107
1,2,4,2,2,0.374
1,2,4,2,2,0.34578
1,2,4,2,2,0.34463
1,2,4,2,2,0.3079
1,2,4,2,2,0.32762
1,2,4,2,2,0.32601
1,2,4,2,2,0.33104
1,2,4,2,2,0.31759
1,2,4,2,2,0.33873
1,2,4,2,2,0.31524
1,2,4,2,2,0.34648
1,2,4,2,2,0.33269
1,2,4,2,2,0.35855
1,2,4,2,2,0.33182
1,2,4,2,2,0.3518
1,2,4,2,2,0.31363
1,2,4,2,2,0.36203
1,2,4,2,2,0.34681
1,2,4,2,2,0.3757
1,2,4,2,2,0.33123
1,2,4,2,2,0.37372
1,2,4,2,2,0.34939
1,2,4,2,2,0.3641
1,2,4,2,2,0.34393
1,2,4,2,2,0.34362
1,2,4,2,2,0.33049
1,2,4,2,2,0.36788
1,2,4,2,2,0.31783
1,2,4,2,2,0.33787
1,2,4,2,2,0.30733
1,2,4,2,2,0.35241
1,2,4,2,2,0.3169
1,2,4,2,2,0.35482
1,2,4,2,2,0.31719
1,2,4,2,2,0.36251
1,2,4,2,2,0.34539
1,2,4,2,2,0.37345
1,2,4,2,2,0.35184
1,2,4,2,2,0.37161
1,2,4,2,2,0.34083
1,2,4,2,2,0.38396
1,2,4,2,2,0.34632
1,2,4,2,2,0.37794
1,2,4,2,2,0.33821
1,2,4,2,2,0.38401
1,2,4,2,2,0.33739
1,2,4,2,2,0.36022
1,2,4,2,2,0.32189
1,2,4,2,2,0.40063
1,2,4,2,2,0.33047
1,2,4,2,2,0.19525
1,2,4,2,2,0.27486
1,2,4,2,2,0.27769
1,2,4,2,2,0.37899
1,2,4,2,2,0.35285
1,2,4,2,2,0.40946
1,2,4,2,2,0.34427
1,2,4,2,2,0.41583
1,2,4,2,2,0.35916
1,2,4,2,2,0.39486
1,2,4,2,2,0.34074
1,2,4,2,2,0.40317
1,2,4,2,2,0.35278
1,2,4,2,2,0.40534
1,2,4,2,2,0.36387
1,2,4,2,2,0.43206
1,2,4,2,2,0.37352
1,2,4,2,2,0.40336
1,2,4,2,2,0.36813
1,2,4,2,2,0.40494
1,2,4,2,2,0.35131
1,2,4,2,2,0.4142
1,2,4,2,2,0.36609
1,2,4,2,2,0.4038
1,2,4,2,2,0.369
1,2,4,2,2,0.40949
1,2,4,2,2,0.37676
1,2,4,2,2,0.4231
1,2,4,2,2,0.37876
1,2,4,2,2,0.41679
1,2,4,2,2,0.41421
1,2,4,2,2,0.42153
1,2,4,2,2,0.39834
1,2,4,2,2,0.43865
1,2,4,2,2,0.37944
1,2,4,2,2,0.42037
1,2,4,2,2,0.37333
1,2,4,2,2,0.42559
1,2,4,2,2,0.40261
1,2,4,2,2,0.47091
1,2,4,2,2,0.40059
1,2,4,2,2,0.45521
1,2,4,2,2,0.39769
1,2,4,2,2,0.46823
1,2,4,2,2,0.39361
1,2,4,2,2,0.44918
1,2,4,2,2,0.4095
1,2,4,2,2,0.44786
1,2,4,2,2,0.40054
1,2,4,2,2,0.45279
1,2,4,2,2,0.39537
1,2,4,2,2,0.44208
1,2,4,2,2,0.42216
1,2,4,2,2,0.45512
1,2,4,2,2,0.43135
1,2,4,2,2,0.00084714
1,2,4,2,2,0.0017144
1,2,4,2,2,0.21143
1,2,4,2,2,0.36085
1,2,4,2,2,0.35867
1,2,4,2,2,0.40076
1,2,4,2,2,0.39989
1,2,4,2,2,0.43066
1,2,4,2,2,0.40161
1,2,4,2,2,0.44214
1,2,4,2,2,0.41557
1,2,4,2,2,0.47265
1,2,4,2,2,0.42775
1,2,4,2,2,0.47894
1,2,4,2,2,0.43201
1,2,4,2,2,0.51357
1,2,4,2,2,0.44059
1,2,4,2,2,0.49791
1,2,4,2,2,0.45922
1,2,4,2,2,0.28105
1,2,4,2,2,0.38249
1,2,4,2,2,0.47445
1,2,4,2,2,0.39745
1,2,4,2,2,0.47365
1,2,4,2,2,0.45686
1,2,4,2,2,0.47746
1,2,4,2,2,0.40783
1,2,4,2,2,0.47209
1,2,4,2,2,0.43331
1,2,4,2,2,0.47934
1,2,4,2,2,0.43506
1,2,4,2,2,0.48978
1,2,4,2,2,0.42954
1,2,4,2,2,0.46497
1,2,4,2,2,0.45993
1,2,4,2,2,0.50702
1,2,4,2,2,0.48003
1,2,4,2,2,0.49613
1,2,4,2,2,0.41868
1,2,4,2,2,0.48777
1,2,4,2,2,0.43909
1,2,4,2,2,0.4829
1,2,4,2,2,0.43999
1,2,4,2,2,0.48971
1,2,4,2,2,0.46216
1,2,4,2,2,0.50535
1,2,4,2,2,0.47383
1,2,4,2,2,0.51363
1,2,4,2,2,0.47771
1,2,4,2,2,0.5178
1,2,4,2,2,0.45752
1,2,4,2,2,0.51242
1,2,4,2,2,0.45027
1,2,4,2,2,0.50407
1,2,4,2,2,0.45544
1,2,4,2,2,0.54203
1,2,4,2,2,0.48093
1,2,4,3,1,0.2592
1,2,4,3,1,0.28502
1,2,4,3,1,0.30721
1,2,4,3,1,0.2708
1,2,4,3,1,0.26163
1,2,4,3,1,0.32556
1,2,4,3,1,0.27982
1,2,4,3,1,0.32156
1,2,4,3,1,0.21967
1,2,4,3,1,0.28184
1,2,4,3,1,0.30876
1,2,4,3,1,0.28297
1,2,4,3,1,0.28339
1,2,4,3,1,0.27957
1,2,4,3,1,0.21142
1,2,4,3,1,0.22194
1,2,4,3,1,0.22985
1,2,4,3,1,0.29724
1,2,4,3,1,0.28186
1,2,4,3,1,0.29917
1,2,4,3,1,0.2038
1,2,4,3,1,0.22868
1,2,4,3,1,0.17729
1,2,4,3,1,0.010068
1,2,4,3,1,0.026686
1,2,4,3,1,0.26594
1,2,4,3,1,0.23272
