grp , pp , S , IDR , IDL , IPerfEfL
1,9,1,3,1,3.4607
1,9,1,3,1,3.9953
1,9,1,3,1,3.5038
1,9,1,3,1,3.9363
1,9,1,3,1,3.6873
1,9,1,3,1,3.5135
1,9,1,3,1,3.9424
1,9,1,3,1,4.0334
1,9,1,3,1,4.0657
1,9,1,3,1,3.4584
1,9,1,3,1,4.1286
1,9,1,3,1,3.7611
1,9,1,3,1,3.7362
1,9,1,3,1,4.232
1,9,1,3,1,4.092
1,9,1,3,1,3.3509
1,9,1,3,1,3.5957
1,9,1,3,1,3.5233
1,9,1,3,1,4.0592
1,9,1,3,1,3.9333
1,9,1,3,1,3.915
1,9,1,3,1,4.132
1,9,1,3,1,3.6318
1,9,1,3,1,3.5932
1,9,1,3,1,3.6659
1,9,1,3,1,4.1455
1,9,1,3,1,3.885
1,9,1,3,1,4.324
1,9,1,3,1,3.8335
1,9,1,3,1,3.6043
1,9,1,3,1,3.1789
1,9,1,3,1,3.9951
1,9,1,3,1,4.2787
1,9,1,3,1,4.0254
1,9,1,3,1,3.9505
1,9,1,3,1,3.9831
1,9,1,3,1,4.3595
1,9,1,3,1,3.9505
1,9,1,3,1,3.7762
1,9,1,3,1,3.6215
1,9,1,3,1,3.6439
1,9,1,3,1,3.5441
1,9,1,3,1,4.2107
1,9,1,3,1,4.1064
1,9,1,3,1,3.7076
1,9,1,3,1,3.9623
1,9,1,3,1,3.8169
1,9,1,3,1,4.8944
1,9,1,3,1,4.9034
1,9,1,3,1,3.904
1,9,1,3,1,4.0408
1,9,1,3,1,4.6418
1,9,1,3,1,4.8408
1,9,1,3,1,4.4213
1,9,1,3,1,4.6663
1,9,1,3,1,4.4886
1,9,1,3,1,3.1375
1,9,1,3,1,3.9359
1,9,1,3,1,4.1809
1,9,1,3,1,3.839
1,9,1,3,1,4.2615
1,9,1,3,1,4.4924
1,9,1,3,1,4.0224
1,9,1,3,1,4.2208
1,9,1,3,1,3.9801
1,9,1,3,1,4.0254
1,9,1,3,1,4.1677
1,9,1,3,1,4.3993
1,9,1,3,1,3.8362
1,9,1,3,1,4.2683
1,9,1,3,1,3.2329
1,9,1,3,1,3.1227
1,9,1,3,1,3.2349
1,9,1,3,1,3.9459
1,9,1,3,1,2.8393
1,9,1,3,1,3.249
1,9,1,3,1,3.1472
1,9,1,3,1,3.603
1,9,1,3,1,3.0768
1,9,1,3,1,2.7968
1,9,1,3,1,4.2405
1,9,1,3,1,3.6688
1,9,1,3,1,3.255
1,9,1,3,1,3.0427
1,9,1,3,1,3.7237
1,9,1,3,1,4.2337
1,9,1,3,1,3.0025
1,9,1,3,1,4.3392
1,9,1,3,1,2.9566
1,9,1,3,1,3.3319
1,9,1,3,1,3.833
1,9,1,3,1,3.1682
1,9,1,3,1,4.1661
1,9,1,3,1,3.9251
1,9,1,3,1,3.9881
1,9,1,3,1,4.244
1,9,1,3,1,3.4899
1,9,1,3,1,4.793
1,9,1,3,1,3.4992
1,9,1,3,1,3.53
1,9,1,3,1,3.5734
1,9,1,3,1,3.5759
1,9,1,3,1,3.8106
1,9,1,3,1,4.0752
1,9,1,3,1,4.6233
1,9,1,3,1,79.157
1,9,1,3,1,39.578
1,9,1,3,1,3.9251
1,9,1,3,1,4.2928
1,9,1,3,1,4.4767
1,9,1,3,1,3.3793
1,9,1,3,1,4.3536
1,9,1,3,1,3.737
1,9,1,3,1,3.6055
1,9,1,3,1,4.2268
1,9,1,3,1,4.0311
1,9,1,3,1,5.2
1,9,1,3,1,5.1006
1,9,1,3,1,3.1009
1,9,1,3,1,3.698
1,9,1,3,1,3.8063
1,9,1,3,1,3.8149
1,9,1,3,1,3.6926
1,9,1,3,1,2.5854
1,9,1,3,1,3.7977
1,9,1,3,1,4.043
1,9,1,3,1,4.0366
1,9,1,3,1,3.371
1,9,1,3,1,4.3519
1,9,1,3,1,3.6344
1,9,1,3,1,3.8178
1,9,1,3,1,3.6396
1,9,1,3,1,4.132
1,9,1,3,1,3.6739
1,9,1,3,1,4.0723
1,9,1,3,1,3.0671
1,9,1,3,1,3.8351
1,9,1,3,1,3.8178
1,9,1,3,1,4.2427
1,9,1,3,1,35.704
1,9,1,3,1,43.333
1,9,1,3,1,3.2625
1,9,1,3,1,4.4907
1,9,1,3,1,3.2293
1,9,1,3,1,3.6266
1,9,1,3,1,3.888
1,9,1,3,1,3.894
1,9,1,3,1,3.0232
1,9,1,3,1,3.4607
1,9,1,3,1,3.9953
1,9,1,3,1,3.5038
1,9,1,3,1,3.9363
1,9,1,3,1,3.6873
1,9,1,3,1,3.5135
1,9,1,3,1,3.9424
1,9,1,3,1,4.0334
1,9,1,3,1,4.0657
1,9,1,3,1,3.4584
1,9,1,3,1,4.1286
1,9,1,3,1,3.7611
1,9,1,3,1,3.7362
1,9,1,3,1,4.232
1,9,1,3,1,4.092
1,9,1,3,1,3.3509
1,9,1,3,1,3.5957
1,9,1,3,1,3.5233
1,9,1,3,1,4.0592
1,9,1,3,1,3.9333
1,9,1,3,1,3.915
1,9,1,3,1,4.132
1,9,1,3,1,3.6318
1,9,1,3,1,3.5932
1,9,1,3,1,3.6659
1,9,1,3,1,4.1455
1,9,1,3,1,3.885
1,9,1,3,1,4.324
1,9,1,3,1,3.8335
1,9,1,3,1,3.6043
1,9,1,3,1,3.1789
1,9,1,3,1,3.9951
1,9,1,3,1,4.2787
1,9,1,3,1,4.0254
1,9,1,3,1,3.9505
1,9,1,3,1,3.9831
1,9,1,3,1,4.3595
1,9,1,3,1,3.9505
1,9,1,3,1,3.7762
1,9,1,3,1,3.6215
1,9,1,3,1,3.6439
1,9,1,3,1,3.5441
1,9,1,3,1,4.2107
1,9,1,3,1,4.1064
1,9,1,3,1,3.7076
1,9,1,3,1,3.9623
1,9,1,3,1,3.8169
1,9,1,3,1,4.8944
1,9,1,3,1,4.9034
1,9,1,3,1,3.904
1,9,1,3,1,4.0408
1,9,1,3,1,4.6418
1,9,1,3,1,4.8408
1,9,1,3,1,4.4213
1,9,1,3,1,4.6663
1,9,1,3,1,4.4886
1,9,1,3,1,3.1375
1,9,1,3,1,3.9359
1,9,1,3,1,4.1809
1,9,1,3,1,3.839
1,9,1,3,1,4.2615
1,9,1,3,1,4.4924
1,9,1,3,1,4.0224
1,9,1,3,1,4.2208
1,9,1,3,1,3.9801
1,9,1,3,1,4.0254
1,9,1,3,1,4.1677
1,9,1,3,1,4.3993
1,9,1,3,1,3.8362
1,9,1,3,1,4.2683
1,9,1,3,2,3.8823
1,9,1,3,2,3.6107
1,9,1,3,2,3.8273
1,9,1,3,2,3.2617
1,9,1,3,2,4.437
1,9,1,3,2,3.4544
1,9,1,3,2,4.3063
1,9,1,3,2,3.5559
1,9,1,3,2,4.5286
1,9,1,3,2,4.488
1,9,1,3,2,4.5286
1,9,1,3,2,3.917
1,9,1,3,2,4.0574
1,9,1,3,2,4.0857
1,9,1,3,2,5.1461
1,9,1,3,2,3.9346
1,9,1,3,2,4.7685
1,9,1,3,2,4.0715
1,9,1,3,2,5.2227
1,9,1,3,2,4.3116
1,9,1,3,2,4.8745
1,9,1,3,2,4.624
1,9,1,3,2,4.6485
1,9,1,3,2,4.1096
1,9,1,3,2,4.9501
1,9,1,3,2,4.3761
1,9,1,3,2,4.8745
1,9,1,3,2,4.6485
1,9,1,3,2,5.0644
1,9,1,3,2,4.5818
1,9,1,3,2,5.1995
1,9,1,3,2,4.1781
1,9,1,3,2,5.1461
1,9,1,3,2,4.8543
1,9,1,3,2,5.2539
1,9,1,3,2,4.8276
1,9,1,3,2,4.5286
1,9,1,3,2,4.8143
1,9,1,3,2,4.861
1,9,1,3,2,5.3419
1,9,1,3,2,5.0498
1,9,1,3,2,4.5053
1,9,1,3,2,4.8209
1,9,1,3,2,4.4652
1,9,1,3,2,4.7556
1,9,1,3,2,4.775
1,9,1,3,2,4.7815
1,9,1,3,2,4.73
1,9,1,3,2,5.1086
1,9,1,3,2,4.9293
1,9,1,3,2,4.8077
1,9,1,3,2,5.2782
1,9,1,3,2,5.2692
1,9,1,3,2,5.554
1,9,1,3,2,5.146
1,9,1,3,2,5.2602
1,9,1,3,2,5.446
1,9,1,3,2,5.146
1,9,1,3,2,5.2602
1,9,1,3,2,5.0698
1,9,1,3,2,5.4364
1,9,1,3,2,5.446
1,9,1,3,2,5.534
1,9,1,3,2,5.333
1,9,1,3,2,5.7083
1,9,1,3,2,6.1282
1,9,1,3,2,5.6767
1,9,1,3,2,6.2021
1,9,1,3,2,5.7402
1,9,1,3,2,5.8491
1,9,1,3,2,6.0204
1,9,1,3,2,6.2398
1,9,1,3,2,5.9278
1,9,1,3,2,6.2272
1,9,1,3,2,6.0678
1,9,1,3,2,5.6977
1,9,1,3,2,5.7941
1,9,1,3,2,5.8602
1,9,1,3,2,5.7941
1,9,1,3,2,5.2692
1,9,1,3,2,5.8602
1,9,1,3,2,5.5943
1,9,1,3,2,5.2602
1,9,1,3,2,5.1204
1,9,1,3,2,5.3515
1,9,1,3,2,5.3422
1,9,1,3,2,5.5943
1,9,1,3,2,5.6147
1,9,1,3,2,5.7832
1,9,1,3,2,5.2334
1,9,1,3,2,5.1633
1,9,1,3,2,5.3515
1,9,1,3,2,5.8602
1,9,1,3,2,5.5142
1,9,1,3,2,5.7189
1,9,1,3,2,5.5044
1,9,1,3,2,6.456
1,9,1,3,2,6.169
1,9,1,3,2,6.3354
1,9,1,3,2,6.3884
1,9,1,3,2,5.9759
1,9,1,3,2,6.3354
1,9,1,3,2,6.6967
1,9,1,3,2,6.169
1,9,1,3,2,6.0709
1,9,1,3,2,6.456
1,9,1,3,2,6.7114
1,9,1,3,2,6.9088
1,9,1,3,2,6.624
1,9,1,3,2,7.2362
1,9,1,3,2,7.2191
1,9,1,3,2,7.1683
1,9,1,3,2,6.9402
1,9,1,3,2,6.6967
1,9,1,3,2,7.0851
1,9,1,3,2,6.8932
1,9,1,3,2,7.5586
1,9,1,3,2,7.448
1,9,1,3,2,7.4662
1,9,1,3,2,7.3583
1,9,1,3,2,7.6342
1,9,1,3,2,7.5962
1,9,1,3,2,7.3583
1,9,1,3,2,7.5962
1,9,1,3,2,7.448
1,9,1,3,2,7.0851
1,9,1,3,2,8.6999
1,9,1,3,2,8.2532
1,9,1,3,2,7.6342
1,9,1,3,2,7.6533
1,9,1,3,2,8.3892
1,9,1,3,2,8.0785
1,9,1,3,2,8.1431
1,9,1,3,2,7.9523
1,9,1,3,2,8.9814
1,9,1,3,2,7.5586
1,9,1,3,2,7.4662
1,9,1,3,2,6.9878
1,9,1,3,2,8.2755
1,9,1,3,2,3.8823
1,9,1,3,2,3.6107
1,9,1,3,2,3.8273
1,9,1,3,2,3.2617
1,9,1,3,2,4.437
1,9,1,3,2,3.4544
1,9,1,3,2,4.3063
1,9,1,3,2,3.5559
1,9,1,3,2,4.5286
1,9,1,3,2,4.488
1,9,1,3,2,4.5286
1,9,1,3,2,3.917
1,9,1,3,2,4.0574
1,9,1,3,2,4.0857
1,9,1,3,2,5.1461
1,9,1,3,2,3.9346
1,9,1,3,2,4.7685
1,9,1,3,2,4.0715
1,9,1,3,2,5.2227
1,9,1,3,2,4.3116
1,9,1,3,2,4.8745
1,9,1,3,2,4.624
1,9,1,3,2,4.6485
1,9,1,3,2,4.1096
1,9,1,3,2,4.9501
1,9,1,3,2,4.3761
1,9,1,3,2,4.8745
1,9,1,3,2,4.6485
1,9,1,3,2,5.0644
1,9,1,3,2,4.5818
1,9,1,3,2,5.1995
1,9,1,3,2,4.1781
1,9,1,3,2,5.1461
1,9,1,3,2,4.8543
1,9,1,3,2,5.2539
1,9,1,3,2,4.8276
1,9,1,3,2,4.5286
1,9,1,3,2,4.8143
1,9,1,3,2,4.861
1,9,1,3,2,5.3419
1,9,1,3,2,5.0498
1,9,1,3,2,4.5053
1,9,1,3,2,4.8209
1,9,1,3,2,4.4652
1,9,1,3,2,4.7556
1,9,1,3,2,4.775
1,9,1,3,2,4.7815
1,9,1,3,2,4.73
1,9,1,3,2,5.1086
1,9,1,3,2,4.9293
1,9,1,3,2,4.8077
1,9,1,3,2,5.2782
1,9,1,3,2,5.2692
1,9,1,3,2,5.554
1,9,1,3,2,5.146
1,9,1,3,2,5.2602
1,9,1,3,2,5.446
1,9,1,3,2,5.146
1,9,1,3,2,5.2602
1,9,1,3,2,5.0698
1,9,1,3,2,5.4364
1,9,1,3,2,5.446
1,9,1,3,2,5.534
1,9,1,3,2,5.333
1,9,1,3,2,5.7083
1,9,1,3,2,6.1282
1,9,1,3,2,5.6767
1,9,1,3,2,6.2021
1,9,1,3,2,5.7402
1,9,1,3,2,5.8491
1,9,1,3,2,6.0204
1,9,1,3,2,6.2398
1,9,1,3,2,5.9278
1,9,1,3,2,6.2272
1,9,1,3,2,6.0678
1,9,1,3,2,5.6977
1,9,1,3,2,5.7941
1,9,1,3,2,5.8602
1,9,1,3,2,5.7941
1,9,1,3,2,5.2692
1,9,1,3,2,5.8602
1,9,1,3,2,5.5943
1,9,1,3,2,5.2602
1,9,1,3,2,5.1204
1,9,1,3,2,5.3515
1,9,1,3,2,5.3422
1,9,1,3,2,5.5943
1,9,1,3,2,5.6147
1,9,1,3,2,5.7832
1,9,1,3,2,5.2334
1,9,1,3,2,5.1633
1,9,1,3,2,5.3515
1,9,1,3,2,5.8602
1,9,1,3,2,5.5142
1,9,1,3,2,5.7189
1,9,1,3,2,5.5044
1,9,1,3,2,6.456
1,9,1,3,2,6.169
1,9,1,3,2,6.3354
1,9,1,3,2,6.3884
1,9,1,3,2,5.9759
1,9,1,3,2,6.3354
1,9,1,3,2,6.6967
1,9,1,3,2,6.169
1,9,1,3,2,6.0709
1,9,1,3,2,6.456
1,9,1,3,2,6.7114
1,9,1,3,2,6.9088
1,9,1,3,2,6.624
1,9,1,3,2,7.2362
1,9,1,3,2,7.2191
1,9,1,3,2,7.1683
1,9,1,3,2,6.9402
1,9,1,3,2,6.6967
1,9,1,3,2,7.0851
1,9,1,3,2,6.8932
1,9,1,3,2,7.5586
1,9,1,3,2,7.448
1,9,1,3,2,7.4662
1,9,1,3,2,7.3583
1,9,1,3,2,7.6342
1,9,1,3,2,7.5962
1,9,1,3,2,7.3583
1,9,1,3,2,7.5962
1,9,1,3,2,7.448
1,9,1,3,2,7.0851
1,9,1,3,2,8.6999
1,9,1,3,2,8.2532
1,9,1,3,2,7.6342
1,9,1,3,2,7.6533
1,9,1,3,2,8.3892
1,9,1,3,2,8.0785
1,9,1,3,2,8.1431
1,9,1,3,2,7.9523
1,9,1,3,2,8.9814
1,9,1,3,2,7.5586
1,9,1,3,2,7.4662
1,9,1,3,2,6.9878
1,9,1,3,2,8.2755
1,9,4,1,1,66.889
1,9,4,1,1,4.3526
1,9,4,1,1,4.4287
1,9,4,1,1,3.7472
1,9,4,1,1,4.4355
1,9,4,1,1,4.0638
1,9,4,1,1,4.6149
1,9,4,1,1,3.4805
1,9,4,1,1,5.1499
1,9,4,1,1,3.6417
1,9,4,1,1,4.257
1,9,4,1,1,3.4867
1,9,4,1,1,4.4355
1,9,4,1,1,3.7544
1,9,4,1,1,4.3623
1,9,4,1,1,4.3267
1,9,4,1,1,3.9294
1,9,4,1,1,3.6033
1,9,4,1,1,3.8926
1,9,4,1,1,3.9507
1,9,4,1,1,4.8414
1,9,4,1,1,3.6326
1,9,4,1,1,4.3558
1,9,4,1,1,3.9614
1,9,4,1,1,4.3396
1,9,4,1,1,4.257
1,9,4,1,1,4.8334
1,9,4,1,1,3.8926
1,9,4,1,1,4.9192
1,9,4,1,1,4.3428
1,9,4,1,1,5.2005
1,9,4,1,1,3.5989
1,9,4,1,1,5.5581
1,9,4,1,1,3.5226
1,9,4,1,1,4.3656
1,9,4,1,1,3.4051
1,9,4,1,1,4.0412
1,9,4,1,1,3.3696
1,9,4,1,1,4.9484
1,9,4,1,1,3.4292
1,9,4,1,1,4.8495
1,9,4,1,1,3.7911
1,9,4,1,1,4.6296
1,9,4,1,1,3.9913
1,9,4,1,1,5.5056
1,9,4,1,1,3.7666
1,9,4,1,1,5.5108
1,9,4,1,1,4.2583
1,9,4,1,1,2.7776
1,9,4,1,1,4.1856
1,9,4,1,1,3.1265
1,9,4,1,1,4.4228
1,9,4,1,1,3.3921
1,9,4,1,1,4.0926
1,9,4,1,1,3.988
1,9,4,1,1,4.276
1,9,4,1,1,3.2756
1,9,4,1,1,4.0828
1,9,4,1,1,3.0615
1,9,4,1,1,3.9123
1,9,4,1,1,3.3854
1,9,4,1,1,3.9635
1,9,4,1,1,3.877
1,9,4,1,1,4.4572
1,9,4,1,1,3.2777
1,9,4,1,1,4.162
1,9,4,1,1,3.5881
1,9,4,1,1,4.4114
1,9,4,1,1,2.8785
1,9,4,1,1,4.276
1,9,4,1,1,3.7858
1,9,4,1,1,4.1721
1,9,4,1,1,3.2426
1,9,4,1,1,3.6158
1,9,4,1,1,3.3965
1,9,4,1,1,3.9788
1,9,4,1,1,3.4236
1,9,4,1,1,3.534
1,9,4,1,1,2.8187
1,9,4,1,1,3.9849
1,9,4,1,1,3.1002
1,9,4,1,1,3.6804
1,9,4,1,1,3.1246
1,9,4,1,1,3.9604
1,9,4,1,1,3.2163
1,9,4,1,1,3.7149
1,9,4,1,1,2.9904
1,9,4,1,1,3.6952
1,9,4,1,1,3.3469
1,9,4,1,1,4.1305
1,9,4,1,1,2.9501
1,9,4,1,1,4.8901
1,9,4,1,1,73.954
1,9,4,1,1,30.674
1,9,4,1,1,3.1534
1,9,4,1,1,5.4367
1,9,4,1,1,3.4233
1,9,4,1,1,4.4543
1,9,4,1,1,3.2154
1,9,4,1,1,4.4142
1,9,4,1,1,4.1085
1,9,4,1,1,3.8234
1,9,4,1,1,3.7464
1,9,4,1,1,4.6945
1,9,4,1,1,1.9703
1,9,4,1,1,3.8099
1,9,4,1,1,3.2116
1,9,4,1,1,3.67
1,9,4,1,1,3.4988
1,9,4,1,1,4.786
1,9,4,1,1,2.7349
1,9,4,1,1,3.2231
1,9,4,1,1,2.9277
1,9,4,1,1,4.2643
1,9,4,1,1,2.915
1,9,4,1,1,3.9492
1,9,4,1,1,2.8016
1,9,4,1,1,3.9696
1,9,4,1,1,3.0867
1,9,4,1,1,3.8644
1,9,4,1,1,3.5262
1,9,4,1,1,3.5682
1,9,4,1,1,3.2798
1,9,4,1,1,3.8951
1,9,4,1,1,3.0244
1,9,4,1,1,4.4802
1,9,4,1,1,49.078
1,9,4,1,1,65.837
1,9,4,1,1,3.3222
1,9,4,1,1,4.5443
1,9,4,1,1,3.1869
1,9,4,1,1,4.0258
1,9,4,1,1,2.753
1,9,4,1,1,4.662
1,9,4,1,1,4.0652
1,9,4,1,1,3.8644
1,9,4,1,1,3.8126
1,9,4,1,1,66.889
1,9,4,1,1,4.3526
1,9,4,1,1,4.4287
1,9,4,1,1,3.7472
1,9,4,1,1,4.4355
1,9,4,1,1,4.0638
1,9,4,1,1,4.6149
1,9,4,1,1,3.4805
1,9,4,1,1,5.1499
1,9,4,1,1,3.6417
1,9,4,1,1,4.257
1,9,4,1,1,3.4867
1,9,4,1,1,4.4355
1,9,4,1,1,3.7544
1,9,4,1,1,4.3623
1,9,4,1,1,4.3267
1,9,4,1,1,3.9294
1,9,4,1,1,3.6033
1,9,4,1,1,3.8926
1,9,4,1,1,3.9507
1,9,4,1,1,4.8414
1,9,4,1,1,3.6326
1,9,4,1,1,4.3558
1,9,4,1,1,3.9614
1,9,4,1,1,4.3396
1,9,4,1,1,4.257
1,9,4,1,1,4.8334
1,9,4,1,1,3.8926
1,9,4,1,1,4.9192
1,9,4,1,1,4.3428
1,9,4,1,1,5.2005
1,9,4,1,1,3.5989
1,9,4,1,1,5.5581
1,9,4,1,1,3.5226
1,9,4,1,1,4.3656
1,9,4,1,1,3.4051
1,9,4,1,1,4.0412
1,9,4,1,1,3.3696
1,9,4,1,1,4.9484
1,9,4,1,1,3.4292
1,9,4,1,1,4.8495
1,9,4,1,1,3.7911
1,9,4,1,1,4.6296
1,9,4,1,1,3.9913
1,9,4,1,1,5.5056
1,9,4,1,1,3.7666
1,9,4,1,1,5.5108
1,9,4,1,1,4.2583
1,9,4,1,1,2.7776
1,9,4,1,1,4.1856
1,9,4,1,1,3.1265
1,9,4,1,1,4.4228
1,9,4,1,1,3.3921
1,9,4,1,1,4.0926
1,9,4,1,1,3.988
1,9,4,1,1,4.276
1,9,4,1,1,3.2756
1,9,4,1,1,4.0828
1,9,4,1,1,3.0615
1,9,4,1,1,3.9123
1,9,4,1,1,3.3854
1,9,4,1,1,3.9635
1,9,4,1,1,3.877
1,9,4,1,1,4.4572
1,9,4,1,1,3.2777
1,9,4,1,1,4.162
1,9,4,1,1,3.5881
1,9,4,1,1,4.4114
1,9,4,1,1,2.8785
1,9,4,1,1,4.276
1,9,4,1,1,3.7858
1,9,4,1,1,4.1721
1,9,4,1,1,3.2426
1,9,4,1,1,3.6158
1,9,4,1,1,3.3965
1,9,4,1,1,3.9788
1,9,4,1,1,3.4236
1,9,4,1,1,3.534
1,9,4,1,1,2.8187
1,9,4,1,1,3.9849
1,9,4,1,1,3.1002
1,9,4,1,1,3.6804
1,9,4,1,1,3.1246
1,9,4,1,1,3.9604
1,9,4,1,1,3.2163
1,9,4,1,1,3.7149
1,9,4,1,1,2.9904
1,9,4,1,1,3.6952
1,9,4,1,1,3.3469
1,9,4,1,1,4.1305
1,9,4,1,1,2.9501
1,9,4,1,1,4.8901
1,9,4,1,1,73.954
1,9,4,1,1,30.674
1,9,4,1,1,3.1534
1,9,4,1,1,5.4367
1,9,4,1,1,3.4233
1,9,4,1,1,4.4543
1,9,4,1,1,3.2154
1,9,4,1,1,4.4142
1,9,4,1,1,4.1085
1,9,4,1,1,3.8234
1,9,4,1,1,3.7464
1,9,4,1,1,4.6945
1,9,4,1,1,1.9703
1,9,4,1,1,3.8099
1,9,4,1,1,3.2116
1,9,4,1,1,3.67
1,9,4,1,1,3.4988
1,9,4,1,1,4.786
1,9,4,1,1,2.7349
1,9,4,1,1,3.2231
1,9,4,1,1,2.9277
1,9,4,1,1,4.2643
1,9,4,1,1,2.915
1,9,4,1,1,3.9492
1,9,4,1,1,2.8016
1,9,4,1,1,3.9696
1,9,4,1,1,3.0867
1,9,4,1,1,3.8644
1,9,4,1,1,3.5262
1,9,4,1,1,3.5682
1,9,4,1,1,3.2798
1,9,4,1,1,3.8951
1,9,4,1,1,3.0244
1,9,4,1,1,4.4802
1,9,4,1,1,49.078
1,9,4,1,1,65.837
1,9,4,1,1,3.3222
1,9,4,1,1,4.5443
1,9,4,1,1,3.1869
1,9,4,1,1,4.0258
1,9,4,1,1,2.753
1,9,4,1,1,4.662
1,9,4,1,1,4.0652
1,9,4,1,1,3.8644
1,9,4,1,1,3.8126
1,9,4,1,2,2.3423
1,9,4,1,2,2.4352
1,9,4,1,2,2.1984
1,9,4,1,2,2.139
1,9,4,1,2,2.241
1,9,4,1,2,2.2344
1,9,4,1,2,2.7046
1,9,4,1,2,2.5062
1,9,4,1,2,2.4176
1,9,4,1,2,2.6428
1,9,4,1,2,2.7241
1,9,4,1,2,2.5595
1,9,4,1,2,2.5358
1,9,4,1,2,2.4773
1,9,4,1,2,2.3496
1,9,4,1,2,2.8372
1,9,4,1,2,2.3606
1,9,4,1,2,2.6591
1,9,4,1,2,2.3152
1,9,4,1,2,2.7365
1,9,4,1,2,2.406
1,9,4,1,2,2.69
1,9,4,1,2,2.6061
1,9,4,1,2,2.6568
1,9,4,1,2,2.5401
1,9,4,1,2,2.7266
1,9,4,1,2,2.5125
1,9,4,1,2,2.739
1,9,4,1,2,2.5083
1,9,4,1,2,2.9058
1,9,4,1,2,2.6781
1,9,4,1,2,2.8642
1,9,4,1,2,2.7719
1,9,4,1,2,2.6757
1,9,4,1,2,3.0626
1,9,4,1,2,2.8453
1,9,4,1,2,2.8319
1,9,4,1,2,3.1459
1,9,4,1,2,3.044
1,9,4,1,2,3.0075
1,9,4,1,2,2.7617
1,9,4,1,2,2.963
1,9,4,1,2,3.1005
1,9,4,1,2,2.8752
1,9,4,1,2,3.0075
1,9,4,1,2,3.2304
1,9,4,1,2,3.1101
1,9,4,1,2,3.0657
1,9,4,1,2,3.0015
1,9,4,1,2,2.8323
1,9,4,1,2,2.7386
1,9,4,1,2,2.9631
1,9,4,1,2,2.5842
1,9,4,1,2,2.9394
1,9,4,1,2,2.4817
1,9,4,1,2,2.8995
1,9,4,1,2,2.7386
1,9,4,1,2,2.6954
1,9,4,1,2,2.5764
1,9,4,1,2,2.823
1,9,4,1,2,2.2064
1,9,4,1,2,2.9094
1,9,4,1,2,2.2026
1,9,4,1,2,2.8735
1,9,4,1,2,2.3782
1,9,4,1,2,3.0879
1,9,4,1,2,2.501
1,9,4,1,2,2.6954
1,9,4,1,2,2.5533
1,9,4,1,2,2.6319
1,9,4,1,2,2.6238
1,9,4,1,2,2.6184
1,9,4,1,2,2.396
1,9,4,1,2,2.6158
1,9,4,1,2,2.4556
1,9,4,1,2,2.6454
1,9,4,1,2,2.5482
1,9,4,1,2,2.3915
1,9,4,1,2,1.203
1,9,4,1,2,2.0529
1,9,4,1,2,2.2391
1,9,4,1,2,2.4769
1,9,4,1,2,2.1331
1,9,4,1,2,2.1455
1,9,4,1,2,1.2947
1,9,4,1,2,2.16
1,9,4,1,2,2.8607
1,9,4,1,2,1.7016
1,9,4,1,2,2.376
1,9,4,1,2,2.4323
1,9,4,1,2,2.5059
1,9,4,1,2,2.6647
1,9,4,1,2,2.5635
1,9,4,1,2,2.579
1,9,4,1,2,2.6898
1,9,4,1,2,3.2278
1,9,4,1,2,2.8865
1,9,4,1,2,2.5999
1,9,4,1,2,4.2033
1,9,4,1,2,3.1171
1,9,4,1,2,3.8454
1,9,4,1,2,3.3281
1,9,4,1,2,3.8839
1,9,4,1,2,4.2079
1,9,4,1,2,4.3444
1,9,4,1,2,3.9672
1,9,4,1,2,3.7707
1,9,4,1,2,3.8761
1,9,4,1,2,4.3058
1,9,4,1,2,3.6468
1,9,4,1,2,3.6468
1,9,4,1,2,3.7818
1,9,4,1,2,3.8302
1,9,4,1,2,3.8189
1,9,4,1,2,3.7707
1,9,4,1,2,3.8995
1,9,4,1,2,4.454
1,9,4,1,2,3.7707
1,9,4,1,2,3.9753
1,9,4,1,2,3.7309
1,9,4,1,2,4.145
1,9,4,1,2,3.9834
1,9,4,1,2,4.5963
1,9,4,1,2,3.7744
1,9,4,1,2,4.4336
1,9,4,1,2,3.7273
1,9,4,1,2,3.7965
1,9,4,1,2,3.3743
1,9,4,1,2,4.7306
1,9,4,1,2,3.8152
1,9,4,1,2,3.3802
1,9,4,1,2,3.8454
1,9,4,1,2,4.5109
1,9,4,1,2,3.6434
1,9,4,1,2,4.7772
1,9,4,1,2,3.3054
1,9,4,1,2,4.0754
1,9,4,1,2,3.9152
1,9,4,1,2,4.1762
1,9,4,1,2,3.7237
1,9,4,1,2,4.5161
1,9,4,1,2,3.5404
1,9,4,1,2,3.7634
1,9,4,1,2,2.3423
1,9,4,1,2,2.4352
1,9,4,1,2,2.1984
1,9,4,1,2,2.139
1,9,4,1,2,2.241
1,9,4,1,2,2.2344
1,9,4,1,2,2.7046
1,9,4,1,2,2.5062
1,9,4,1,2,2.4176
1,9,4,1,2,2.6428
1,9,4,1,2,2.7241
1,9,4,1,2,2.5595
1,9,4,1,2,2.5358
1,9,4,1,2,2.4773
1,9,4,1,2,2.3496
1,9,4,1,2,2.8372
1,9,4,1,2,2.3606
1,9,4,1,2,2.6591
1,9,4,1,2,2.3152
1,9,4,1,2,2.7365
1,9,4,1,2,2.406
1,9,4,1,2,2.69
1,9,4,1,2,2.6061
1,9,4,1,2,2.6568
1,9,4,1,2,2.5401
1,9,4,1,2,2.7266
1,9,4,1,2,2.5125
