grp , pp , S , IDR , IDL , IPerfEfL
1,2,4,3,2,11.568
1,2,4,3,2,12.472
1,2,4,3,2,12.897
1,2,4,3,2,13.591
1,2,4,3,2,12.123
1,2,4,3,2,13.293
1,2,4,3,2,12.421
1,2,4,3,2,12.788
1,2,4,3,2,12.897
1,2,4,3,2,13.351
1,2,4,3,2,11.979
1,2,4,3,2,12.952
1,2,4,3,2,12.221
1,2,4,3,2,12.681
1,2,4,3,2,12.171
1,2,4,3,2,13.53
1,2,4,3,2,11.351
1,2,4,3,2,12.472
1,2,4,3,2,11.657
1,2,4,3,2,12.575
1,2,4,3,2,11.702
1,2,4,3,2,12.472
1,2,4,3,2,12.628
1,2,4,3,2,11.885
1,2,4,3,2,12.37
1,2,4,3,2,12.37
1,2,4,3,2,12.27
1,2,4,3,2,12.123
1,2,4,3,2,12.575
1,2,4,3,2,12.524
1,2,4,3,2,11.568
1,2,4,3,2,11.142
1,2,4,3,2,12.123
1,2,4,3,2,12.37
1,2,4,3,2,11.568
1,2,4,3,2,6.582
1,2,4,3,2,6.8994
1,2,4,3,2,4.0272
1,2,4,3,2,7.9718
1,2,4,3,2,8.2126
1,2,4,3,2,9.2148
1,2,4,3,2,9.4061
1,2,4,3,2,9.5717
1,2,4,3,2,9.122
1,2,4,3,2,10.375
1,2,4,3,2,9.8492
1,2,4,3,2,11.233
1,2,4,3,2,11.568
1,2,4,3,2,11.617
1,2,4,3,2,12.19
1,2,4,3,2,12.585
1,2,4,3,2,12.028
1,2,4,3,2,11.819
1,2,4,3,2,12.136
1,2,4,3,2,11.975
1,2,4,3,2,11.47
1,2,4,3,2,11.327
1,2,4,3,2,11.768
1,2,4,3,2,11.768
1,2,4,3,2,12.822
1,2,4,3,2,13.132
1,2,4,3,2,11.422
1,2,4,3,2,12.703
1,2,4,3,2,12.945
1,2,4,3,2,12.3
1,2,4,3,2,12.762
1,2,4,3,2,12.883
1,2,4,3,2,12.028
1,2,4,3,2,12.822
1,2,4,3,2,12.028
1,2,4,3,2,12.527
1,2,4,3,2,12.945
1,2,4,3,2,13.069
1,2,4,3,2,12.3
1,2,4,3,2,13.325
1,2,4,3,2,12.028
1,2,4,3,2,11.975
1,2,4,3,2,11.568
1,2,4,3,2,12.644
1,2,4,3,2,11.768
1,2,4,3,2,12.644
1,2,4,3,2,11.923
1,2,4,3,2,12.883
1,2,4,3,2,13.132
1,2,4,3,2,12.945
1,2,4,3,2,12.527
1,2,4,3,2,13.132
1,2,4,3,2,12.136
1,2,4,3,2,13.66
1,2,4,3,2,13.391
1,2,4,3,2,13.66
1,2,4,3,2,12.644
1,2,4,3,2,1.9192
1,2,4,3,2,3.1552
1,2,4,3,2,3.7914
1,2,4,3,2,5.2806
1,2,4,3,2,25.767
1,2,4,3,2,8.332
1,2,4,3,2,2.9795
1,2,4,3,2,7.1724
1,2,4,3,2,7.266
1,2,4,3,2,9.1542
1,2,4,3,2,8.4844
1,2,4,3,2,8.433
1,2,4,3,2,8.977
1,2,4,3,2,9.2454
1,2,4,3,2,9.3073
1,2,4,3,2,9.4979
1,2,4,3,2,9.37
1,2,4,3,2,9.4656
1,2,4,3,2,9.4656
1,2,4,3,2,10.231
1,2,4,3,2,9.2454
1,2,4,3,2,9.9745
1,2,4,3,2,10.384
1,2,4,3,2,10.501
1,2,4,3,2,9.7645
1,2,4,3,2,10.956
1,2,4,3,2,10.462
1,2,4,3,2,10.828
1,2,4,3,2,10.703
1,2,4,3,2,10.745
1,2,4,3,2,10.423
1,2,4,3,2,11.221
1,2,4,3,2,10.501
1,2,4,3,2,12.047
1,2,4,3,2,11.043
1,2,4,3,2,11.944
1,2,4,3,2,12.424
1,2,4,3,2,12.152
1,2,4,3,2,11.176
1,2,4,3,2,12.535
1,2,4,3,2,12.099
1,2,4,3,2,12.479
1,2,4,3,2,11.792
1,2,4,3,2,12.592
1,2,4,3,2,11.267
1,2,4,3,2,12.707
1,2,4,3,2,11.995
1,2,4,3,2,12.368
1,2,4,3,2,10.307
1,2,4,3,2,12.314
1,2,4,3,2,13.065
1,2,4,3,2,11.452
1,2,4,3,2,11.893
1,2,4,3,2,13.189
1,2,4,3,2,11.995
1,2,4,3,2,12.479
1,2,4,3,2,11.087
1,2,4,3,2,10.662
1,2,4,3,2,11
1,2,4,3,2,12.099
1,2,4,3,2,12.099
1,2,4,3,2,3.0216
1,2,4,3,2,8.0177
1,2,4,3,2,7.2679
1,2,4,3,2,9.0468
1,2,4,3,2,8.8102
1,2,4,3,2,9.2399
1,2,4,3,2,9.383
1,2,4,3,2,9.5605
1,2,4,3,2,9.9042
1,2,4,3,2,10.002
1,2,4,3,2,10.17
1,2,4,3,2,9.872
1,2,4,3,2,10.002
1,2,4,3,2,10.981
1,2,4,3,2,10.824
1,2,4,3,2,11.267
1,2,4,3,2,11.061
1,2,4,3,2,11.979
1,2,4,3,2,12.171
1,2,4,3,2,12.524
1,2,4,3,2,11.568
1,2,4,3,2,12.472
1,2,4,3,2,12.897
1,2,4,3,2,13.591
1,2,4,3,2,12.123
1,2,4,3,2,13.293
1,2,4,3,2,12.421
1,2,4,3,2,12.788
1,2,4,3,2,12.897
1,2,4,3,2,13.351
1,2,4,3,2,11.979
1,2,4,3,2,12.952
1,2,4,3,2,12.221
1,2,4,3,2,12.681
1,2,4,3,2,12.171
1,2,4,3,2,13.53
1,2,4,3,2,11.351
1,2,4,3,2,12.472
1,2,4,3,2,11.657
1,2,4,3,2,12.575
1,2,4,3,2,11.702
1,2,4,3,2,12.472
1,2,4,3,2,12.628
1,2,4,3,2,11.885
1,2,4,3,2,12.37
1,2,4,3,2,12.37
1,2,4,3,2,12.27
1,2,4,3,2,12.123
1,2,4,3,2,12.575
1,2,4,3,2,12.524
1,2,4,3,2,11.568
1,2,4,3,2,11.142
1,2,4,3,2,12.123
1,2,4,3,2,12.37
1,2,4,3,2,11.568
1,2,4,3,2,6.582
1,2,4,3,2,6.8994
1,2,4,3,2,4.0272
1,2,4,3,2,7.9718
1,2,4,3,2,8.2126
1,2,4,3,2,9.2148
1,2,4,3,2,9.4061
1,2,4,3,2,9.5717
1,2,4,3,2,9.122
1,2,4,3,2,10.375
1,2,4,3,2,9.8492
1,2,4,3,2,11.233
1,2,4,3,2,11.568
1,2,4,3,2,11.617
1,2,4,3,2,12.19
1,2,4,3,2,12.585
1,2,4,3,2,12.028
1,2,4,3,2,11.819
1,2,4,3,2,12.136
1,2,4,3,2,11.975
1,2,4,3,2,11.47
1,2,4,3,2,11.327
1,2,4,3,2,11.768
1,2,4,3,2,11.768
1,2,4,3,2,12.822
1,2,4,3,2,13.132
1,2,4,3,2,11.422
1,2,4,3,2,12.703
1,2,4,3,2,12.945
1,2,4,3,2,12.3
1,2,4,3,2,12.762
1,2,4,3,2,12.883
1,2,4,3,2,12.028
1,2,4,3,2,12.822
1,2,4,3,2,12.028
1,2,4,3,2,12.527
1,2,4,3,2,12.945
1,2,4,3,2,13.069
1,2,4,3,2,12.3
1,2,4,3,2,13.325
1,2,4,3,2,12.028
1,2,4,3,2,11.975
1,2,4,3,2,11.568
1,2,4,3,2,12.644
1,2,4,3,2,11.768
1,2,4,3,2,12.644
1,2,4,3,2,11.923
1,2,4,3,2,12.883
1,2,4,3,2,13.132
1,2,4,3,2,12.945
1,2,4,3,2,12.527
1,2,4,3,2,13.132
1,2,4,3,2,12.136
1,2,4,3,2,13.66
1,2,4,3,2,13.391
1,2,4,3,2,13.66
1,2,4,3,2,12.644
1,2,4,3,2,1.9192
1,2,4,3,2,3.1552
1,2,4,3,2,3.7914
1,2,4,3,2,5.2806
1,2,4,3,2,25.767
1,2,4,3,2,8.332
1,2,4,3,2,2.9795
1,2,4,3,2,7.1724
1,2,4,3,2,7.266
1,2,4,3,2,9.1542
1,2,4,3,2,8.4844
1,2,4,3,2,8.433
1,2,4,3,2,8.977
1,2,4,3,2,9.2454
1,2,4,3,2,9.3073
1,2,4,3,2,9.4979
1,2,4,3,2,9.37
1,2,4,3,2,9.4656
1,2,4,3,2,9.4656
1,2,4,3,2,10.231
1,2,4,3,2,9.2454
1,2,4,3,2,9.9745
1,2,4,3,2,10.384
1,2,4,3,2,10.501
1,2,4,3,2,9.7645
1,2,4,3,2,10.956
1,2,4,3,2,10.462
1,2,4,3,2,10.828
1,2,4,3,2,10.703
1,2,4,3,2,10.745
1,2,4,3,2,10.423
1,2,4,3,2,11.221
1,2,4,3,2,10.501
1,2,4,3,2,12.047
1,2,4,3,2,11.043
1,2,4,3,2,11.944
1,2,4,3,2,12.424
1,2,4,3,2,12.152
1,2,4,3,2,11.176
1,2,4,3,2,12.535
1,2,4,3,2,12.099
1,2,4,3,2,12.479
1,2,4,3,2,11.792
1,2,4,3,2,12.592
1,2,4,3,2,11.267
1,2,4,3,2,12.707
1,2,4,3,2,11.995
1,2,4,3,2,12.368
1,2,4,3,2,10.307
1,2,4,3,2,12.314
1,2,4,3,2,13.065
1,2,4,3,2,11.452
1,2,4,3,2,11.893
1,2,4,3,2,13.189
1,2,4,3,2,11.995
1,2,4,3,2,12.479
1,2,4,3,2,11.087
1,2,4,3,2,10.662
1,2,4,3,2,11
1,2,4,3,2,12.099
1,2,4,3,2,12.099
1,2,7,1,1,4.5588
1,2,7,1,1,4.4246
1,2,7,1,1,4.3987
1,2,7,1,1,5.1729
1,2,7,1,1,5.1276
1,2,7,1,1,5.4915
1,2,7,1,1,5.8131
1,2,7,1,1,5.2191
1,2,7,1,1,5.1376
1,2,7,1,1,4.7268
1,2,7,1,1,5.3737
1,2,7,1,1,5.446
1,2,7,1,1,4.903
1,2,7,1,1,5.341
1,2,7,1,1,4.3299
1,2,7,1,1,4.9961
1,2,7,1,1,5.5088
1,2,7,1,1,4.4659
1,2,7,1,1,4.8309
1,2,7,1,1,5.8196
1,2,7,1,1,4.6847
1,2,7,1,1,5.463
1,2,7,1,1,5.3464
1,2,7,1,1,4.6311
1,2,7,1,1,5.9244
1,2,7,1,1,4.6722
1,2,7,1,1,4.5947
1,2,7,1,1,5.8196
1,2,7,1,1,4.7653
1,2,7,1,1,5.282
1,2,7,1,1,4.3514
1,2,7,1,1,4.8177
1,2,7,1,1,164.4
1,2,7,1,1,125.26
1,2,7,1,1,4.6763
1,2,7,1,1,4.1786
1,2,7,1,1,4.0037
1,2,7,1,1,4.3623
1,2,7,1,1,4.4358
1,2,7,1,1,3.9795
1,2,7,1,1,3.9319
1,2,7,1,1,4.4209
1,2,7,1,1,4.2911
1,2,7,1,1,4.1327
1,2,7,1,1,4.1886
1,2,7,1,1,5.0392
1,2,7,1,1,4.5588
1,2,7,1,1,5.1831
1,2,7,1,1,61.173
1,2,7,1,1,70.145
1,2,7,1,1,4.5313
1,2,7,1,1,4.1786
1,2,7,1,1,4.1522
1,2,7,1,1,4.8398
1,2,7,1,1,4.6515
1,2,7,1,1,3.8485
1,2,7,1,1,107.21
1,2,7,1,1,5.2075
1,2,7,1,1,4.6894
1,2,7,1,1,6.8178
1,2,7,1,1,4.8517
1,2,7,1,1,5.2983
1,2,7,1,1,4.9572
1,2,7,1,1,5.2983
1,2,7,1,1,4.5151
1,2,7,1,1,5.1926
1,2,7,1,1,5.1006
1,2,7,1,1,5.0026
1,2,7,1,1,4.8517
1,2,7,1,1,4.9483
1,2,7,1,1,5.1583
1,2,7,1,1,4.6654
1,2,7,1,1,4.7137
1,2,7,1,1,4.8995
1,2,7,1,1,5.5455
1,2,7,1,1,4.2518
1,2,7,1,1,5.4137
1,2,7,1,1,4.2952
1,2,7,1,1,3.697
1,2,7,1,1,4.4672
1,2,7,1,1,5.3659
1,2,7,1,1,4.3708
1,2,7,1,1,5.2626
1,2,7,1,1,4.1236
1,2,7,1,1,4.6456
1,2,7,1,1,5.021
1,2,7,1,1,4.6535
1,2,7,1,1,4.7464
1,2,7,1,1,4.9617
1,2,7,1,1,4.9349
1,2,7,1,1,5.3817
1,2,7,1,1,4.5565
1,2,7,1,1,4.7754
1,2,7,1,1,5.1976
1,2,7,1,1,5.5681
1,2,7,1,1,5.2224
1,2,7,1,1,5.1535
1,2,7,1,1,4.788
1,2,7,1,1,5.5231
1,2,7,1,1,4.5003
1,2,7,1,1,6.0219
1,2,7,1,1,92.675
1,2,7,1,1,75.942
1,2,7,1,1,4.8006
1,2,7,1,1,5.0256
1,2,7,1,1,4.6854
1,2,7,1,1,4.5641
1,2,7,1,1,5.1101
1,2,7,1,1,4.9349
1,2,7,1,1,5.2932
1,2,7,1,1,75.942
1,2,7,1,1,60.754
1,2,7,1,1,5.288
1,2,7,1,1,5.4461
1,2,7,1,1,5.1486
1,2,7,1,1,3.9479
1,2,7,1,1,5.6897
1,2,7,1,1,1.8659
1,2,7,1,1,5.155
1,2,7,1,1,111.88
1,2,7,1,1,103.1
1,2,7,1,1,7.2727
1,2,7,1,1,55.938
1,2,7,1,1,30.394
1,2,7,1,1,6.0578
1,2,7,1,1,4.2924
1,2,7,1,1,5.0656
1,2,7,1,1,3.9774
1,2,7,1,1,4.8958
1,2,7,1,1,4.1698
1,2,7,1,1,6.8555
1,2,7,1,1,4.0323
1,2,7,1,1,4.4788
1,2,7,1,1,4.5564
1,2,7,1,1,4.7456
1,2,7,1,1,4.1533
1,2,7,1,1,6.2079
1,2,7,1,1,5.2112
1,2,7,1,1,4.7285
1,2,7,1,1,4.4674
1,2,7,1,1,4.9887
1,2,7,1,1,4.3636
1,2,7,1,1,5.7529
1,2,7,1,1,4.2576
1,2,7,1,1,5.7973
1,2,7,1,1,66.559
1,2,7,1,1,60.438
1,2,7,1,1,4.5963
1,2,7,1,1,4.8867
1,2,7,1,1,4.7542
1,2,7,1,1,5.232
1,2,7,1,1,4.4598
1,2,7,1,1,6.3658
1,2,7,1,1,93.895
1,2,7,1,1,53.654
1,2,7,1,1,4.2924
1,2,7,1,1,6.3504
1,2,7,1,1,4.6124
1,2,7,1,1,4.7328
1,2,7,1,1,5.6357
1,2,7,1,1,4.0016
1,2,7,1,1,4.22
1,2,7,1,1,4.9652
1,2,7,1,1,4.5329
1,2,7,1,1,5.5701
1,2,7,1,1,4.2576
1,2,7,1,1,4.6124
1,2,7,1,1,4.2645
1,2,7,1,1,3.9505
1,2,7,1,1,4.2959
1,2,7,1,1,4.8732
1,2,7,1,1,3.4961
1,2,7,1,1,7.2827
1,2,7,1,1,80.894
1,2,7,1,1,25.402
1,2,7,1,1,4.0603
1,2,7,1,1,4.9605
1,2,7,1,1,4.2031
1,2,7,1,1,4.2714
1,2,7,1,1,3.6977
1,2,7,1,1,3.8978
1,2,7,1,1,4.5588
1,2,7,1,1,4.4246
1,2,7,1,1,4.3987
1,2,7,1,1,5.1729
1,2,7,1,1,5.1276
1,2,7,1,1,5.4915
1,2,7,1,1,5.8131
1,2,7,1,1,5.2191
1,2,7,1,1,5.1376
1,2,7,1,1,4.7268
1,2,7,1,1,5.3737
1,2,7,1,1,5.446
1,2,7,1,1,4.903
1,2,7,1,1,5.341
1,2,7,1,1,4.3299
1,2,7,1,1,4.9961
1,2,7,1,1,5.5088
1,2,7,1,1,4.4659
1,2,7,1,1,4.8309
1,2,7,1,1,5.8196
1,2,7,1,1,4.6847
1,2,7,1,1,5.463
1,2,7,1,1,5.3464
1,2,7,1,1,4.6311
1,2,7,1,1,5.9244
1,2,7,1,1,4.6722
1,2,7,1,1,4.5947
1,2,7,1,1,5.8196
1,2,7,1,1,4.7653
1,2,7,1,1,5.282
1,2,7,1,1,4.3514
1,2,7,1,1,4.8177
1,2,7,1,1,164.4
1,2,7,1,1,125.26
1,2,7,1,1,4.6763
1,2,7,1,1,4.1786
1,2,7,1,1,4.0037
1,2,7,1,1,4.3623
1,2,7,1,1,4.4358
1,2,7,1,1,3.9795
1,2,7,1,1,3.9319
1,2,7,1,1,4.4209
1,2,7,1,1,4.2911
1,2,7,1,1,4.1327
1,2,7,1,1,4.1886
1,2,7,1,1,5.0392
1,2,7,1,1,4.5588
1,2,7,1,1,5.1831
1,2,7,1,1,61.173
1,2,7,1,1,70.145
1,2,7,1,1,4.5313
1,2,7,1,1,4.1786
1,2,7,1,1,4.1522
1,2,7,1,1,4.8398
1,2,7,1,1,4.6515
1,2,7,1,1,3.8485
1,2,7,1,1,107.21
1,2,7,1,1,5.2075
1,2,7,1,1,4.6894
1,2,7,1,1,6.8178
1,2,7,1,1,4.8517
1,2,7,1,1,5.2983
1,2,7,1,1,4.9572
1,2,7,1,1,5.2983
1,2,7,1,1,4.5151
1,2,7,1,1,5.1926
1,2,7,1,1,5.1006
1,2,7,1,1,5.0026
1,2,7,1,1,4.8517
1,2,7,1,1,4.9483
1,2,7,1,1,5.1583
1,2,7,1,1,4.6654
1,2,7,1,1,4.7137
1,2,7,1,1,4.8995
1,2,7,1,1,5.5455
1,2,7,1,1,4.2518
1,2,7,1,1,5.4137
1,2,7,1,1,4.2952
1,2,7,1,1,3.697
1,2,7,1,1,4.4672
1,2,7,1,1,5.3659
1,2,7,1,1,4.3708
1,2,7,1,1,5.2626
1,2,7,1,1,4.1236
1,2,7,1,1,4.6456
1,2,7,1,1,5.021
1,2,7,1,1,4.6535
1,2,7,1,1,4.7464
1,2,7,1,1,4.9617
1,2,7,1,1,4.9349
1,2,7,1,1,5.3817
1,2,7,1,1,4.5565
1,2,7,1,1,4.7754
1,2,7,1,1,5.1976
1,2,7,1,1,5.5681
1,2,7,1,1,5.2224
1,2,7,1,1,5.1535
1,2,7,1,1,4.788
1,2,7,1,1,5.5231
1,2,7,1,1,4.5003
1,2,7,1,1,6.0219
1,2,7,1,1,92.675
1,2,7,1,1,75.942
1,2,7,1,1,4.8006
1,2,7,1,1,5.0256
1,2,7,1,1,4.6854
1,2,7,1,1,4.5641
1,2,7,1,1,5.1101
1,2,7,1,1,4.9349
1,2,7,1,1,5.2932
1,2,7,1,1,75.942
1,2,7,1,1,60.754
1,2,7,1,1,5.288
1,2,7,1,1,5.4461
1,2,7,1,1,5.1486
1,2,7,1,1,3.9479
1,2,7,1,1,5.6897
1,2,7,1,1,1.8659
1,2,7,1,1,5.155
1,2,7,1,1,111.88
1,2,7,1,1,103.1
1,2,7,1,1,7.2727
1,2,7,1,1,55.938
1,2,7,1,1,30.394
1,2,7,1,1,6.0578
1,2,7,1,1,4.2924
1,2,7,1,1,5.0656
1,2,7,1,1,3.9774
1,2,7,1,1,4.8958
1,2,7,1,1,4.1698
1,2,7,1,1,6.8555
1,2,7,1,1,4.0323
1,2,7,1,1,4.4788
1,2,7,1,1,4.5564
1,2,7,1,1,4.7456
1,2,7,1,1,4.1533
1,2,7,1,1,6.2079
1,2,7,1,1,5.2112
1,2,7,1,1,4.7285
1,2,7,1,1,4.4674
1,2,7,1,1,4.9887
1,2,7,1,1,4.3636
1,2,7,1,1,5.7529
1,2,7,1,1,4.2576
1,2,7,1,1,5.7973
1,2,7,1,1,66.559
1,2,7,1,1,60.438
1,2,7,1,1,4.5963
1,2,7,1,1,4.8867
1,2,7,1,1,4.7542
1,2,7,1,1,5.232
1,2,7,1,1,4.4598
1,2,7,1,1,6.3658
1,2,7,1,1,93.895
1,2,7,1,1,53.654
1,2,7,1,1,4.2924
1,2,7,1,1,6.3504
1,2,7,1,1,4.6124
1,2,7,1,1,4.7328
1,2,7,1,1,5.6357
1,2,7,1,1,4.0016
1,2,7,1,1,4.22
1,2,7,1,1,4.9652
1,2,7,1,1,4.5329
1,2,7,1,1,5.5701
1,2,7,1,1,4.2576
1,2,7,1,1,4.6124
1,2,7,1,1,4.2645
1,2,7,1,1,3.9505
1,2,7,1,1,4.2959
1,2,7,1,1,4.8732
1,2,7,1,1,3.4961
1,2,7,1,1,7.2827
1,2,7,1,1,80.894
1,2,7,1,1,25.402
1,2,7,1,1,4.0603
1,2,7,1,1,4.9605
1,2,7,1,1,4.2031
1,2,7,1,1,4.2714
1,2,7,1,1,3.6977
1,2,7,1,1,3.8978
1,2,7,1,2,4.4414
1,2,7,1,2,5.49
1,2,7,1,2,5.2355
1,2,7,1,2,5.6957
1,2,7,1,2,4.9783
1,2,7,1,2,5.7454
1,2,7,1,2,4.9226
1,2,7,1,2,5.4824
1,2,7,1,2,4.8264
1,2,7,1,2,5.6712
1,2,7,1,2,4.5382
1,2,7,1,2,5.6469
1,2,7,1,2,4.9287
1,2,7,1,2,5.1402
1,2,7,1,2,5.2079
1,2,7,1,2,5.971
1,2,7,1,2,4.9472
1,2,7,1,2,5.5439
1,2,7,1,2,5.1402
1,2,7,1,2,5.3058
1,2,7,1,2,4.8323
1,2,7,1,2,5.4074
1,2,7,1,2,5.1269
1,2,7,1,2,5.2494
1,2,7,1,2,4.4264
1,2,7,1,2,5.3272
1,2,7,1,2,4.5227
1,2,7,1,2,5.2704
1,2,7,1,2,4.4414
1,2,7,1,2,5.4522
1,2,7,1,2,4.6504
1,2,7,1,2,5.0483
1,2,7,1,2,5.378
1,2,7,1,2,5.7454
1,2,7,1,2,4.5963
1,2,7,1,2,5.856
1,2,7,1,2,4.3823
1,2,7,1,2,4.88
1,2,7,1,2,4.9534
1,2,7,1,2,4.7339
1,2,7,1,2,4.8088
1,2,7,1,2,4.6178
1,2,7,1,2,4.6724
1,2,7,1,2,4.7396
1,2,7,1,2,4.7913
1,2,7,1,2,4.7739
1,2,7,1,2,4.5278
1,2,7,1,2,2.9705
1,2,7,1,2,4.9322
1,2,7,1,2,5.4582
1,2,7,1,2,5.8378
1,2,7,1,2,4.6482
1,2,7,1,2,6.1275
1,2,7,1,2,4.7055
1,2,7,1,2,5.7263
1,2,7,1,2,5.1312
1,2,7,1,2,5.7894
1,2,7,1,2,5.5668
1,2,7,1,2,6.2647
1,2,7,1,2,5.5742
1,2,7,1,2,6.1455
1,2,7,1,2,5.9201
1,2,7,1,2,6.4475
1,2,7,1,2,5.552
1,2,7,1,2,6.4575
1,2,7,1,2,5.8296
1,2,7,1,2,6.3596
1,2,7,1,2,5.6114
1,2,7,1,2,6.1186
1,2,7,1,2,5.7894
1,2,7,1,2,6.3789
1,2,7,1,2,5.7498
1,2,7,1,2,6.2647
1,2,7,1,2,5.9118
1,2,7,1,2,6.4774
1,2,7,1,2,5.8869
1,2,7,1,2,6.1186
1,2,7,1,2,5.8786
1,2,7,1,2,6.1365
1,2,7,1,2,5.8704
1,2,7,1,2,5.8216
1,2,7,1,2,5.5301
1,2,7,1,2,6.4376
1,2,7,1,2,5.6039
1,2,7,1,2,5.444
1,2,7,1,2,5.6952
1,2,7,1,2,5.1947
1,2,7,1,2,5.0388
1,2,7,1,2,5.4511
1,2,7,1,2,5.6189
1,2,7,1,2,5.1063
1,2,7,1,2,5.3469
1,2,7,1,2,5.3198
1,2,7,1,2,5.3198
1,2,7,1,2,5.634
1,2,7,1,2,5.589
1,2,7,1,2,5.6416
1,2,7,1,2,4.9207
1,2,7,1,2,5.634
1,2,7,1,2,5.0147
1,2,7,1,2,5.3881
1,2,7,1,2,5.2336
1,2,7,1,2,3.5704
1,2,7,1,2,4.6234
1,2,7,1,2,4.0817
1,2,7,1,2,4.1306
1,2,7,1,2,4.5027
1,2,7,1,2,4.1807
1,2,7,1,2,3.7368
1,2,7,1,2,4.2899
1,2,7,1,2,4.106
1,2,7,1,2,4.0625
1,2,7,1,2,3.5965
1,2,7,1,2,4.2528
1,2,7,1,2,4.4446
1,2,7,1,2,4.0577
1,2,7,1,2,3.9283
1,2,7,1,2,4.3825
1,2,7,1,2,4.0914
1,2,7,1,2,4.5382
1,2,7,1,2,3.9599
1,2,7,1,2,3.7449
1,2,7,1,2,4.0769
1,2,7,1,2,4.6172
1,2,7,1,2,4.1158
1,2,7,1,2,4.4332
1,2,7,1,2,4.0387
1,2,7,1,2,4.8578
1,2,7,1,2,3.7985
1,2,7,1,2,4.5562
1,2,7,1,2,4.0865
1,2,7,1,2,4.377
1,2,7,1,2,4.3937
1,2,7,1,2,4.6234
1,2,7,1,2,3.9463
1,2,7,1,2,4.5204
1,2,7,1,2,4.0817
1,2,7,1,2,4.6234
1,2,7,1,2,4.4677
1,2,7,1,2,4.5086
1,2,7,1,2,3.9463
1,2,7,1,2,4.4851
1,2,7,1,2,4.4968
1,2,7,1,2,4.9413
1,2,7,1,2,4.5865
1,2,7,1,2,4.5382
1,2,7,1,2,4.3113
1,2,7,1,2,4.2845
1,2,7,1,2,4.4909
1,2,7,1,2,4.8715
1,2,7,1,2,4.2061
1,2,7,1,2,4.4414
1,2,7,1,2,5.49
1,2,7,1,2,5.2355
1,2,7,1,2,5.6957
1,2,7,1,2,4.9783
1,2,7,1,2,5.7454
1,2,7,1,2,4.9226
1,2,7,1,2,5.4824
1,2,7,1,2,4.8264
1,2,7,1,2,5.6712
1,2,7,1,2,4.5382
1,2,7,1,2,5.6469
1,2,7,1,2,4.9287
1,2,7,1,2,5.1402
1,2,7,1,2,5.2079
1,2,7,1,2,5.971
1,2,7,1,2,4.9472
1,2,7,1,2,5.5439
1,2,7,1,2,5.1402
1,2,7,1,2,5.3058
1,2,7,1,2,4.8323
1,2,7,1,2,5.4074
1,2,7,1,2,5.1269
1,2,7,1,2,5.2494
1,2,7,1,2,4.4264
1,2,7,1,2,5.3272
1,2,7,1,2,4.5227
1,2,7,1,2,5.2704
1,2,7,1,2,4.4414
1,2,7,1,2,5.4522
1,2,7,1,2,4.6504
1,2,7,1,2,5.0483
1,2,7,1,2,5.378
1,2,7,1,2,5.7454
1,2,7,1,2,4.5963
1,2,7,1,2,5.856
1,2,7,1,2,4.3823
1,2,7,1,2,4.88
1,2,7,1,2,4.9534
1,2,7,1,2,4.7339
1,2,7,1,2,4.8088
1,2,7,1,2,4.6178
1,2,7,1,2,4.6724
1,2,7,1,2,4.7396
1,2,7,1,2,4.7913
1,2,7,1,2,4.7739
1,2,7,1,2,4.5278
1,2,7,1,2,2.9705
1,2,7,1,2,4.9322
1,2,7,1,2,5.4582
1,2,7,1,2,5.8378
1,2,7,1,2,4.6482
1,2,7,1,2,6.1275
1,2,7,1,2,4.7055
1,2,7,1,2,5.7263
1,2,7,1,2,5.1312
1,2,7,1,2,5.7894
1,2,7,1,2,5.5668
1,2,7,1,2,6.2647
1,2,7,1,2,5.5742
1,2,7,1,2,6.1455
1,2,7,1,2,5.9201
1,2,7,1,2,6.4475
1,2,7,1,2,5.552
1,2,7,1,2,6.4575
1,2,7,1,2,5.8296
1,2,7,1,2,6.3596
1,2,7,1,2,5.6114
1,2,7,1,2,6.1186
1,2,7,1,2,5.7894
1,2,7,1,2,6.3789
1,2,7,1,2,5.7498
1,2,7,1,2,6.2647
1,2,7,1,2,5.9118
1,2,7,1,2,6.4774
1,2,7,1,2,5.8869
1,2,7,1,2,6.1186
1,2,7,1,2,5.8786
1,2,7,1,2,6.1365
1,2,7,1,2,5.8704
1,2,7,1,2,5.8216
1,2,7,1,2,5.5301
1,2,7,1,2,6.4376
1,2,7,1,2,5.6039
1,2,7,1,2,5.444
1,2,7,1,2,5.6952
1,2,7,1,2,5.1947
1,2,7,1,2,5.0388
1,2,7,1,2,5.4511
1,2,7,1,2,5.6189
1,2,7,1,2,5.1063
1,2,7,1,2,5.3469
1,2,7,1,2,5.3198
1,2,7,1,2,5.3198
1,2,7,1,2,5.634
1,2,7,1,2,5.589
1,2,7,1,2,5.6416
1,2,7,1,2,4.9207
1,2,7,1,2,5.634
1,2,7,1,2,5.0147
1,2,7,1,2,5.3881
1,2,7,1,2,5.2336
1,2,7,1,2,3.5704
1,2,7,1,2,4.6234
1,2,7,1,2,4.0817
1,2,7,1,2,4.1306
1,2,7,1,2,4.5027
1,2,7,1,2,4.1807
1,2,7,1,2,3.7368
1,2,7,1,2,4.2899
1,2,7,1,2,4.106
1,2,7,1,2,4.0625
1,2,7,1,2,3.5965
1,2,7,1,2,4.2528
1,2,7,1,2,4.4446
1,2,7,1,2,4.0577
