grp , pp , S , IDR , IDL , q3R
1,2,7,1,1,0.88709
1,2,7,1,1,0.88268
1,2,7,1,1,0.97541
1,2,7,1,2,1.0134
1,2,7,1,2,0.96494
1,2,7,1,2,1.0049
1,2,7,1,2,1.0134
1,2,7,1,2,0.96494
1,2,7,1,2,1.0049
1,2,7,2,1,1.0027
1,2,7,2,1,0.95219
1,2,7,2,1,0.96787
1,2,7,2,1,1.0027
1,2,7,2,1,0.95219
1,2,7,2,1,0.96787
1,2,7,2,2,0.90733
1,2,7,2,2,0.7316
1,2,7,2,2,0.72212
1,2,7,2,2,0.90733
1,2,7,2,2,0.7316
1,2,7,2,2,0.72212
1,2,7,3,1,1.0355
1,2,7,3,1,0.94811
1,2,7,3,1,1.0823
1,2,7,3,1,1.0355
1,2,7,3,1,0.94811
1,2,7,3,1,1.0823
1,2,7,3,2,0.84727
1,2,7,3,2,0.82013
1,2,7,3,2,0.86348
1,2,7,3,2,0.84727
1,2,7,3,2,0.82013
1,2,7,3,2,0.86348
1,3,1,1,1,0.97885
1,3,1,1,1,1.0383
1,3,1,1,1,0.94166
1,3,1,1,1,0.97885
1,3,1,1,1,1.0383
1,3,1,1,1,0.94166
1,3,1,1,2,0.86996
1,3,1,1,2,0.9105
1,3,1,1,2,1.0413
1,3,1,1,2,0.86996
1,3,1,1,2,0.9105
1,3,1,1,2,1.0413
1,3,1,2,1,0.89609
1,3,1,2,1,0.85448
1,3,1,2,1,0.99527
1,3,1,2,1,0.89609
1,3,1,2,1,0.85448
1,3,1,2,1,0.99527
1,3,1,2,2,0.96234
1,3,1,2,2,0.99528
1,3,1,2,2,0.92087
1,3,1,2,2,0.96234
1,3,1,2,2,0.99528
1,3,1,2,2,0.92087
1,3,1,3,1,0.96702
1,3,1,3,1,0.99348
1,3,1,3,1,0.9419
1,3,1,3,1,0.96702
1,3,1,3,1,0.99348
1,3,1,3,1,0.9419
1,3,1,3,2,0.99571
1,3,1,3,2,0.98484
1,3,1,3,2,1.0455
1,3,1,3,2,0.99571
1,3,1,3,2,0.98484
1,3,1,3,2,1.0455
1,3,4,1,1,0.78768
1,3,4,1,1,0.89071
1,3,4,1,1,0.94441
1,3,4,1,1,0.78768
1,3,4,1,1,0.89071
1,3,4,1,1,0.94441
1,3,4,1,2,0.83462
1,3,4,1,2,0.81758
1,3,4,1,2,0.93357
1,3,4,1,2,0.83462
1,3,4,1,2,0.81758
1,3,4,1,2,0.93357
1,3,4,2,1,0.8079
1,3,4,2,1,0.73469
1,3,4,2,1,0.816
1,3,4,2,1,0.8079
1,3,4,2,1,0.73469
1,3,4,2,1,0.816
1,3,4,2,2,0.85706
1,3,4,2,2,0.82959
1,3,4,2,2,0.89683
1,3,4,2,2,0.85706
1,3,4,2,2,0.82959
1,3,4,2,2,0.89683
1,3,4,3,1,0.86347
1,3,4,3,1,0.87884
1,3,4,3,1,0.93255
1,3,4,3,1,0.86347
1,3,4,3,1,0.87884
1,3,4,3,1,0.93255
1,3,4,3,2,0.90076
1,3,4,3,2,0.88378
1,3,4,3,2,0.90316
1,3,4,3,2,0.90076
1,3,4,3,2,0.88378
1,3,4,3,2,0.90316
1,3,7,1,1,1.0259
1,3,7,1,1,0.6873
1,3,7,1,1,0.84376
1,3,7,1,1,1.0259
1,3,7,1,1,0.6873
1,3,7,1,1,0.84376
1,3,7,1,2,0.62198
1,3,7,1,2,0.77846
1,3,7,1,2,0.86063
1,3,7,1,2,0.62198
1,3,7,1,2,0.77846
1,3,7,1,2,0.86063
1,3,7,2,1,0.69046
1,3,7,2,1,0.78093
1,3,7,2,1,0.85154
1,3,7,2,1,0.69046
1,3,7,2,1,0.78093
1,3,7,2,1,0.85154
1,3,7,2,2,0.88624
1,3,7,2,2,0.84015
1,3,7,2,2,0.90046
1,3,7,2,2,0.88624
1,3,7,2,2,0.84015
1,3,7,2,2,0.90046
1,3,7,3,1,0.84879
1,3,7,3,1,0.80793
1,3,7,3,1,0.76705
1,3,7,3,1,0.84879
1,3,7,3,1,0.80793
1,3,7,3,1,0.76705
1,3,7,3,2,0.92795
1,3,7,3,2,0.95945
1,3,7,3,2,0.8841
1,3,7,3,2,0.92795
1,3,7,3,2,0.95945
1,3,7,3,2,0.8841
1,6,1,1,1,0.94148
1,6,1,1,1,1.005
1,6,1,1,1,1.0207
1,6,1,1,1,0.94148
1,6,1,1,1,1.005
1,6,1,1,1,1.0207
1,6,1,1,2,0.97998
1,6,1,1,2,1.0046
1,6,1,1,2,1.0655
1,6,1,1,2,0.97998
1,6,1,1,2,1.0046
1,6,1,1,2,1.0655
1,6,1,2,1,0.98919
1,6,1,2,1,1.0012
1,6,1,2,1,0.98438
1,6,1,2,1,0.98919
1,6,1,2,1,1.0012
1,6,1,2,1,0.98438
1,6,1,2,2,0.98842
1,6,1,2,2,0.98827
1,6,1,2,2,0.95616
1,6,1,2,2,0.98842
1,6,1,2,2,0.98827
1,6,1,2,2,0.95616
1,6,1,3,1,0.94373
1,6,1,3,1,1.0118
1,6,1,3,1,0.9491
1,6,1,3,1,0.94373
1,6,1,3,1,1.0118
1,6,1,3,1,0.9491
1,6,1,3,2,0.97727
1,6,1,3,2,0.84246
1,6,1,3,2,0.92989
1,6,1,3,2,0.97727
1,6,1,3,2,0.84246
1,6,1,3,2,0.92989
1,6,4,1,1,1.002
1,6,4,1,1,1.0239
1,6,4,1,1,1.0405
1,6,4,1,1,1.002
1,6,4,1,1,1.0239
1,6,4,1,1,1.0405
1,6,4,1,2,0.9098
1,6,4,1,2,0.98193
1,6,4,1,2,0.94881
1,6,4,1,2,0.9098
1,6,4,1,2,0.98193
1,6,4,1,2,0.94881
1,6,4,2,1,0.93037
1,6,4,2,1,0.8737
1,6,4,2,1,0.90369
1,6,4,2,1,0.93037
1,6,4,2,1,0.8737
1,6,4,2,1,0.90369
1,6,4,2,2,0.75594
1,6,4,2,2,0.81097
1,6,4,2,2,0.99253
1,6,4,2,2,0.75594
1,6,4,2,2,0.81097
1,6,4,2,2,0.99253
1,6,4,3,1,0.90584
1,6,4,3,1,0.93971
1,6,4,3,1,0.84819
1,6,4,3,1,0.90584
1,6,4,3,1,0.93971
1,6,4,3,1,0.84819
1,6,4,3,2,0.89543
1,6,4,3,2,0.9357
1,6,4,3,2,1.0573
1,6,4,3,2,0.89543
1,6,4,3,2,0.9357
1,6,4,3,2,1.0573
1,6,7,1,1,0.92231
1,6,7,1,1,0.9102
1,6,7,1,1,0.91545
1,6,7,1,1,0.92231
1,6,7,1,1,0.9102
1,6,7,1,1,0.91545
1,6,7,1,2,0.7846
1,6,7,1,2,0.74914
1,6,7,1,2,0.82465
1,6,7,1,2,0.7846
1,6,7,1,2,0.74914
1,6,7,1,2,0.82465
1,6,7,2,1,0.86036
1,6,7,2,1,0.89074
1,6,7,2,1,0.92964
1,6,7,2,1,0.86036
1,6,7,2,1,0.89074
1,6,7,2,1,0.92964
1,6,7,2,2,0.93253
1,6,7,2,2,0.8651
1,6,7,2,2,0.87794
1,6,7,2,2,0.93253
1,6,7,2,2,0.8651
1,6,7,2,2,0.87794
1,6,7,3,1,0.9674
1,6,7,3,1,0.84178
1,6,7,3,1,0.70874
1,6,7,3,1,0.9674
1,6,7,3,1,0.84178
1,6,7,3,1,0.70874
1,6,7,3,2,1.0036
1,6,7,3,2,0.89815
1,6,7,3,2,0.92921
1,6,7,3,2,1.0036
1,6,7,3,2,0.89815
1,6,7,3,2,0.92921
1,8,1,1,1,0.95733
1,8,1,1,1,0.97671
1,8,1,1,1,0.91986
1,8,1,1,1,0.95733
1,8,1,1,1,0.97671
1,8,1,1,1,0.91986
1,8,1,1,2,0.7885
1,8,1,1,2,0.79856
1,8,1,1,2,0.99766
1,8,1,1,2,0.7885
1,8,1,1,2,0.79856
1,8,1,1,2,0.99766
1,8,1,2,1,0.78322
1,8,1,2,1,0.97704
1,8,1,2,1,0.91607
1,8,1,2,1,0.78322
1,8,1,2,1,0.97704
1,8,1,2,1,0.91607
1,8,1,2,2,0.58582
1,8,1,2,2,1.01
1,8,1,2,2,0.77524
1,8,1,2,2,0.58582
1,8,1,2,2,1.01
1,8,1,2,2,0.77524
1,8,1,3,1,0.90913
1,8,1,3,1,0.89325
1,8,1,3,1,1.0208
1,8,1,3,1,0.90913
1,8,1,3,1,0.89325
1,8,1,3,1,1.0208
1,8,1,3,2,0.82473
1,8,1,3,2,0.79581
1,8,1,3,2,0.81228
1,8,1,3,2,0.82473
1,8,1,3,2,0.79581
1,8,1,3,2,0.81228
1,8,4,1,1,0.83711
1,8,4,1,1,0.82302
1,8,4,1,1,0.93451
1,8,4,1,1,0.83711
1,8,4,1,1,0.82302
1,8,4,1,1,0.93451
1,8,4,1,2,0.6352
1,8,4,1,2,0.7402
1,8,4,1,2,0.92261
1,8,4,1,2,0.6352
1,8,4,1,2,0.7402
1,8,4,1,2,0.92261
1,8,4,2,1,0.95616
1,8,4,2,1,0.89975
1,8,4,2,1,0.87775
1,8,4,2,1,0.95616
1,8,4,2,1,0.89975
1,8,4,2,1,0.87775
1,8,4,2,2,0.81041
1,8,4,2,2,0.87091
1,8,4,2,2,0.79249
1,8,4,2,2,0.81041
1,8,4,2,2,0.87091
1,8,4,2,2,0.79249
1,8,4,3,1,0.81701
1,8,4,3,1,0.69213
1,8,4,3,1,0.87523
1,8,4,3,1,0.81701
1,8,4,3,1,0.69213
1,8,4,3,1,0.87523
1,8,4,3,2,0.85543
1,8,4,3,2,0.79814
1,8,4,3,2,0.83714
1,8,4,3,2,0.85543
1,8,4,3,2,0.79814
1,8,4,3,2,0.83714
1,8,7,1,1,0.94701
1,8,7,1,1,0.85417
1,8,7,1,1,0.84832
1,8,7,1,1,0.94701
1,8,7,1,1,0.85417
1,8,7,1,1,0.84832
1,8,7,1,2,0.81722
1,8,7,1,2,0.8571
1,8,7,1,2,0.91067
1,8,7,1,2,0.81722
1,8,7,1,2,0.8571
1,8,7,1,2,0.91067
1,8,7,2,1,0.98361
1,8,7,2,1,0.78425
1,8,7,2,1,0.8996
1,8,7,2,1,0.98361
1,8,7,2,1,0.78425
1,8,7,2,1,0.8996
1,8,7,2,2,0.90227
1,8,7,2,2,0.92944
1,8,7,2,2,0.77499
1,8,7,2,2,0.90227
1,8,7,2,2,0.92944
1,8,7,2,2,0.77499
1,8,7,3,1,0.85982
1,8,7,3,1,0.86325
1,8,7,3,1,0.77755
1,8,7,3,1,0.85982
1,8,7,3,1,0.86325
1,8,7,3,1,0.77755
1,8,7,3,2,0.76338
1,8,7,3,2,0.80683
1,8,7,3,2,0.85483
1,8,7,3,2,0.76338
1,8,7,3,2,0.80683
1,8,7,3,2,0.85483
1,9,1,1,1,0.92514
1,9,1,1,1,0.84879
1,9,1,1,1,0.94595
1,9,1,1,1,0.92514
1,9,1,1,1,0.84879
1,9,1,1,1,0.94595
1,9,1,1,2,0.97102
1,9,1,1,2,0.91758
1,9,1,1,2,0.95842
1,9,1,1,2,0.97102
1,9,1,1,2,0.91758
1,9,1,1,2,0.95842
1,9,1,2,1,0.92055
1,9,1,2,1,0.83435
1,9,1,2,1,0.91117
1,9,1,2,1,0.92055
1,9,1,2,1,0.83435
1,9,1,2,1,0.91117
1,9,1,2,2,0.97897
1,9,1,2,2,0.99597
1,9,1,2,2,0.9273
1,9,1,2,2,0.97897
1,9,1,2,2,0.99597
1,9,1,2,2,0.9273
1,9,1,3,1,0.95148
1,9,1,3,1,1.0154
1,9,1,3,1,1.0135
1,9,1,3,1,0.95148
1,9,1,3,1,1.0154
1,9,1,3,1,1.0135
1,9,1,3,2,0.96932
1,9,1,3,2,0.86419
1,9,1,3,2,0.85969
1,9,1,3,2,0.96932
1,9,1,3,2,0.86419
1,9,1,3,2,0.85969
1,9,4,1,1,0.8709
1,9,4,1,1,0.93919
1,9,4,1,1,0.915
1,9,4,1,1,0.8709
1,9,4,1,1,0.93919
1,9,4,1,1,0.915
1,9,4,1,2,0.91838
1,9,4,1,2,0.90271
1,9,4,1,2,0.98588
1,9,4,1,2,0.91838
1,9,4,1,2,0.90271
1,9,4,1,2,0.98588
1,9,4,2,1,0.92382
1,9,4,2,1,1.0366
1,9,4,2,1,0.92033
1,9,4,2,1,0.92382
1,9,4,2,1,1.0366
1,9,4,2,1,0.92033
1,9,4,2,2,0.89907
1,9,4,2,2,0.95819
1,9,4,2,2,0.82916
1,9,4,2,2,0.89907
1,9,4,2,2,0.95819
1,9,4,2,2,0.82916
1,9,4,3,1,1.0171
1,9,4,3,1,0.98291
1,9,4,3,1,1.0442
1,9,4,3,1,1.0171
1,9,4,3,1,0.98291
1,9,4,3,1,1.0442
1,9,4,3,2,0.83955
1,9,4,3,2,0.81227
1,9,4,3,2,0.83392
1,9,4,3,2,0.83955
1,9,4,3,2,0.81227
1,9,4,3,2,0.83392
1,9,7,1,1,0.86471
1,9,7,1,1,0.89863
1,9,7,1,1,1.028
1,9,7,1,1,0.86471
1,9,7,1,1,0.89863
1,9,7,1,1,1.028
1,9,7,1,2,0.88688
1,9,7,1,2,0.79629
1,9,7,1,2,0.96178
1,9,7,1,2,0.88688
1,9,7,1,2,0.79629
1,9,7,1,2,0.96178
1,9,7,2,1,0.94954
1,9,7,2,1,0.89569
1,9,7,2,1,0.84957
1,9,7,2,1,0.94954
1,9,7,2,1,0.89569
1,9,7,2,1,0.84957
1,9,7,2,2,0.92265
1,9,7,2,2,0.95377
1,9,7,2,2,0.92092
1,9,7,2,2,0.92265
1,9,7,2,2,0.95377
1,9,7,2,2,0.92092
1,9,7,3,1,0.99887
1,9,7,3,1,0.91224
1,9,7,3,1,0.94352
1,9,7,3,1,0.99887
1,9,7,3,1,0.91224
1,9,7,3,1,0.94352
1,9,7,3,2,0.88079
1,9,7,3,2,0.86897
1,9,7,3,2,0.87498
1,9,7,3,2,0.88079
1,9,7,3,2,0.86897
1,9,7,3,2,0.87498
2,1,1,1,1,0.87691
2,1,1,1,1,0.96063
2,1,1,1,1,1.0041
2,1,1,1,1,0.87691
2,1,1,1,1,0.96063
2,1,1,1,1,1.0041
2,1,1,1,2,0.81918
2,1,1,1,2,0.9879
2,1,1,1,2,1.0752
2,1,1,1,2,0.81918
2,1,1,1,2,0.9879
2,1,1,1,2,1.0752
2,1,1,2,1,1.0791
2,1,1,2,1,1.0462
2,1,1,2,1,1.0314
2,1,1,2,1,1.0791
2,1,1,2,1,1.0462
2,1,1,2,1,1.0314
2,1,1,2,2,0.90528
2,1,1,2,2,1.0042
2,1,1,2,2,0.91571
2,1,1,2,2,0.90528
2,1,1,2,2,1.0042
2,1,1,2,2,0.91571
2,1,1,3,1,1.0591
2,1,1,3,1,0.9871
2,1,1,3,1,1.0972
2,1,1,3,1,1.0591
2,1,1,3,1,0.9871
2,1,1,3,1,1.0972
2,1,1,3,2,0.91932
2,1,1,3,2,0.8516
2,1,1,3,2,0.7579
2,1,1,3,2,0.91932
2,1,1,3,2,0.8516
2,1,1,3,2,0.7579
2,1,4,1,1,0.88471
2,1,4,1,1,0.99557
2,1,4,1,1,1.0412
2,1,4,1,1,0.88471
2,1,4,1,1,0.99557
2,1,4,1,1,1.0412
2,1,4,1,2,0.82403
2,1,4,1,2,1.0187
2,1,4,1,2,1.0027
2,1,4,1,2,0.82403
2,1,4,1,2,1.0187
2,1,4,1,2,1.0027
2,1,4,2,1,0.96997
2,1,4,2,1,1.0048
2,1,4,2,1,0.89034
2,1,4,2,1,0.96997
2,1,4,2,1,1.0048
2,1,4,2,1,0.89034
2,1,4,2,2,0.99525
2,1,4,2,2,0.96478
2,1,4,2,2,0.93379
2,1,4,2,2,0.99525
2,1,4,2,2,0.96478
2,1,4,2,2,0.93379
2,1,4,3,1,0.98019
2,1,4,3,1,1.005
2,1,4,3,1,0.94062
2,1,4,3,1,0.98019
2,1,4,3,1,1.005
2,1,4,3,1,0.94062
2,1,4,3,2,0.98675
2,1,4,3,2,0.86284
2,1,4,3,2,0.81444
2,1,4,3,2,0.98675
2,1,4,3,2,0.86284
2,1,4,3,2,0.81444
2,1,7,1,1,0.97315
2,1,7,1,1,0.9774
2,1,7,1,1,0.99048
2,1,7,1,1,0.97315
2,1,7,1,1,0.9774
2,1,7,1,1,0.99048
2,1,7,1,2,0.79268
2,1,7,1,2,0.81812
2,1,7,1,2,0.80744
2,1,7,1,2,0.79268
2,1,7,1,2,0.81812
2,1,7,1,2,0.80744
2,1,7,2,1,0.96926
2,1,7,2,1,0.93513
2,1,7,2,1,0.7978
2,1,7,2,1,0.96926
2,1,7,2,1,0.93513
2,1,7,2,1,0.7978
2,1,7,2,2,0.81837
2,1,7,2,2,0.94828
2,1,7,2,2,0.81691
2,1,7,2,2,0.81837
2,1,7,2,2,0.94828
2,1,7,2,2,0.81691
2,1,7,3,1,0.7978
2,1,7,3,1,0.83725
2,1,7,3,1,0.83536
2,1,7,3,1,0.7978
2,1,7,3,1,0.83725
2,1,7,3,1,0.83536
2,1,7,3,2,1.0543
2,1,7,3,2,0.93044
2,1,7,3,2,0.86052
2,1,7,3,2,1.0543
2,1,7,3,2,0.93044
2,1,7,3,2,0.86052
2,4,1,1,1,0.93171
2,4,1,1,1,1.116
2,4,1,1,1,1.0587
2,4,1,1,1,0.93171
2,4,1,1,1,1.116
2,4,1,1,1,1.0587
2,4,1,1,2,0.98366
2,4,1,1,2,1.0187
2,4,1,1,2,0.95982
2,4,1,1,2,0.98366
2,4,1,1,2,1.0187
2,4,1,1,2,0.95982
2,4,1,2,1,1.1019
2,4,1,2,1,1.0699
2,4,1,2,1,1.0683
2,4,1,2,1,1.1019
2,4,1,2,1,1.0699
2,4,1,2,1,1.0683
2,4,1,2,2,0.95366
2,4,1,2,2,1.017
2,4,1,2,2,0.93334
2,4,1,2,2,0.95366
2,4,1,2,2,1.017
2,4,1,2,2,0.93334
2,4,1,3,1,1.0042
2,4,1,3,1,1.0912
2,4,1,3,1,0.99265
2,4,1,3,1,1.0042
2,4,1,3,1,1.0912
2,4,1,3,1,0.99265
2,4,1,3,2,0.90735
2,4,1,3,2,0.91413
2,4,1,3,2,0.80021
2,4,1,3,2,0.90735
2,4,1,3,2,0.91413
2,4,1,3,2,0.80021
2,4,4,1,1,1.0132
2,4,4,1,1,0.95791
2,4,4,1,1,0.98233
2,4,4,1,1,1.0132
2,4,4,1,1,0.95791
2,4,4,1,1,0.98233
2,4,4,1,2,0.86447
2,4,4,1,2,0.95759
2,4,4,1,2,0.7995
2,4,4,1,2,0.86447
2,4,4,1,2,0.95759
2,4,4,1,2,0.7995
2,4,4,2,1,0.90126
2,4,4,2,1,0.75809
2,4,4,2,1,0.95254
2,4,4,2,1,0.90126
2,4,4,2,1,0.75809
2,4,4,2,1,0.95254
2,4,4,2,2,0.8904
2,4,4,2,2,0.82731
2,4,4,2,2,0.83025
2,4,4,2,2,0.8904
2,4,4,2,2,0.82731
2,4,4,2,2,0.83025
2,4,4,3,1,0.87243
2,4,4,3,1,0.83366
2,4,4,3,1,0.89651
2,4,4,3,1,0.87243
2,4,4,3,1,0.83366
2,4,4,3,1,0.89651
2,4,4,3,2,0.77314
2,4,4,3,2,0.8365
2,4,4,3,2,0.95201
2,4,4,3,2,0.77314
2,4,4,3,2,0.8365
2,4,4,3,2,0.95201
2,4,7,1,1,1.0537
2,4,7,1,1,1.0985
2,4,7,1,1,0.93844
2,4,7,1,1,1.0537
2,4,7,1,1,1.0985
2,4,7,1,1,0.93844
2,4,7,1,2,0.88878
2,4,7,1,2,0.98683
2,4,7,1,2,1.0362
2,4,7,1,2,0.88878
2,4,7,1,2,0.98683
2,4,7,1,2,1.0362
2,4,7,2,1,0.95711
2,4,7,2,1,0.87584
2,4,7,2,1,0.81508
2,4,7,2,1,0.95711
2,4,7,2,1,0.87584
2,4,7,2,1,0.81508
2,4,7,2,2,0.82702
2,4,7,2,2,0.87613
2,4,7,2,2,0.93859
2,4,7,2,2,0.82702
2,4,7,2,2,0.87613
2,4,7,2,2,0.93859
2,4,7,3,1,0.86207
2,4,7,3,1,0.98833
2,4,7,3,1,0.9
2,4,7,3,1,0.86207
2,4,7,3,1,0.98833
2,4,7,3,1,0.9
2,4,7,3,2,0.9239
2,4,7,3,2,0.81227
2,4,7,3,2,0.89236
2,4,7,3,2,0.9239
2,4,7,3,2,0.81227
2,4,7,3,2,0.89236
2,5,1,1,1,0.74764
2,5,1,1,1,0.78649
2,5,1,1,1,0.99432
2,5,1,1,1,0.74764
2,5,1,1,1,0.78649
2,5,1,1,1,0.99432
2,5,1,1,2,0.97384
2,5,1,1,2,0.85322
2,5,1,1,2,0.79189
2,5,1,1,2,0.97384
2,5,1,1,2,0.85322
2,5,1,1,2,0.79189
2,5,1,2,1,0.86859
2,5,1,2,1,0.81933
2,5,1,2,1,1.0037
2,5,1,2,1,0.86859
2,5,1,2,1,0.81933
2,5,1,2,1,1.0037
2,5,1,2,2,0.85914
2,5,1,2,2,0.87119
2,5,1,2,2,0.75804
2,5,1,2,2,0.85914
2,5,1,2,2,0.87119
2,5,1,2,2,0.75804
2,5,1,3,1,0.85818
2,5,1,3,1,0.81642
2,5,1,3,1,0.81508
2,5,1,3,1,0.85818
2,5,1,3,1,0.81642
2,5,1,3,1,0.81508
2,5,1,3,2,0.80754
2,5,1,3,2,0.87377
2,5,1,3,2,0.89208
2,5,1,3,2,0.80754
2,5,1,3,2,0.87377
2,5,1,3,2,0.89208
2,5,4,1,1,0.8932
2,5,4,1,1,0.89712
2,5,4,1,1,0.77241
2,5,4,1,1,0.8932
2,5,4,1,1,0.89712
2,5,4,1,1,0.77241
2,5,4,1,2,0.84178
2,5,4,1,2,0.88149
2,5,4,1,2,0.99436
2,5,4,1,2,0.84178
2,5,4,1,2,0.88149
2,5,4,1,2,0.99436
2,5,4,2,1,0.83991
2,5,4,2,1,0.83686
2,5,4,2,1,0.90368
2,5,4,2,1,0.83991
2,5,4,2,1,0.83686
2,5,4,2,1,0.90368
2,5,4,2,2,0.82265
2,5,4,2,2,0.87977
2,5,4,2,2,0.83561
2,5,4,2,2,0.82265
2,5,4,2,2,0.87977
2,5,4,2,2,0.83561
2,5,4,3,1,0.86084
2,5,4,3,1,0.91853
2,5,4,3,1,0.88281
2,5,4,3,1,0.86084
2,5,4,3,1,0.91853
2,5,4,3,1,0.88281
2,5,4,3,2,0.9302
2,5,4,3,2,0.98608
2,5,4,3,2,0.9436
2,5,4,3,2,0.9302
2,5,4,3,2,0.98608
2,5,4,3,2,0.9436
2,5,7,1,1,0.86136
2,5,7,1,1,0.68395
2,5,7,1,1,0.74604
2,5,7,1,1,0.86136
2,5,7,1,1,0.68395
2,5,7,1,1,0.74604
2,5,7,1,2,0.91893
2,5,7,1,2,0.92451
2,5,7,1,2,0.74317
2,5,7,1,2,0.91893
2,5,7,1,2,0.92451
2,5,7,1,2,0.74317
2,5,7,2,1,0.96455
2,5,7,2,1,0.83696
2,5,7,2,1,0.84497
2,5,7,2,1,0.96455
2,5,7,2,1,0.83696
2,5,7,2,1,0.84497
2,5,7,2,2,0.88299
2,5,7,2,2,0.7861
2,5,7,2,2,0.93696
2,5,7,2,2,0.88299
2,5,7,2,2,0.7861
2,5,7,2,2,0.93696
2,5,7,3,1,0.86261
2,5,7,3,1,0.93146
2,5,7,3,1,0.86672
2,5,7,3,1,0.86261
2,5,7,3,1,0.93146
2,5,7,3,1,0.86672
2,5,7,3,2,0.94487
2,5,7,3,2,0.95207
2,5,7,3,2,0.85931
2,5,7,3,2,0.94487
2,5,7,3,2,0.95207
2,5,7,3,2,0.85931
2,7,1,1,1,0.90754
2,7,1,1,1,0.92883
2,7,1,1,1,0.80727
2,7,1,1,1,0.90754
2,7,1,1,1,0.92883
2,7,1,1,1,0.80727
2,7,1,1,2,0.85412
2,7,1,1,2,0.92385
2,7,1,1,2,0.91682
2,7,1,1,2,0.85412
2,7,1,1,2,0.92385
2,7,1,1,2,0.91682
2,7,1,2,1,0.85236
2,7,1,2,1,0.95453
2,7,1,2,1,0.86451
2,7,1,2,1,0.85236
2,7,1,2,1,0.95453
2,7,1,2,1,0.86451
2,7,1,2,2,0.90381
2,7,1,2,2,0.91411
2,7,1,2,2,0.82148
2,7,1,2,2,0.90381
2,7,1,2,2,0.91411
2,7,1,2,2,0.82148
2,7,1,3,1,0.87689
2,7,1,3,1,0.89598
2,7,1,3,1,0.96399
2,7,1,3,1,0.87689
2,7,1,3,1,0.89598
2,7,1,3,1,0.96399
2,7,1,3,2,0.84473
2,7,1,3,2,0.82473
2,7,1,3,2,0.83212
2,7,1,3,2,0.84473
2,7,1,3,2,0.82473
2,7,1,3,2,0.83212
2,7,4,1,1,0.85377
2,7,4,1,1,1.0206
2,7,4,1,1,0.85393
2,7,4,1,1,0.85377
2,7,4,1,1,1.0206
2,7,4,1,1,0.85393
2,7,4,1,2,0.82789
2,7,4,1,2,0.86996
2,7,4,1,2,0.80291
2,7,4,1,2,0.82789
2,7,4,1,2,0.86996
2,7,4,1,2,0.80291
2,7,4,2,1,0.82507
2,7,4,2,1,0.85197
2,7,4,2,1,0.85477
2,7,4,2,1,0.82507
2,7,4,2,1,0.85197
2,7,4,2,1,0.85477
2,7,4,2,2,0.85888
2,7,4,2,2,0.9396
2,7,4,2,2,0.8913
2,7,4,2,2,0.85888
2,7,4,2,2,0.9396
2,7,4,2,2,0.8913
2,7,4,3,1,0.76706
2,7,4,3,1,0.81837
2,7,4,3,1,0.84657
2,7,4,3,1,0.76706
2,7,4,3,1,0.81837
2,7,4,3,1,0.84657
2,7,4,3,2,0.85388
2,7,4,3,2,0.84806
