grp , pp , S , IDR , IDL , q3R
2,7,4,3,2,0.79286
2,7,4,3,2,0.85388
2,7,4,3,2,0.84806
2,7,4,3,2,0.79286
2,7,7,1,1,0.80366
2,7,7,1,1,0.90032
2,7,7,1,1,0.96167
2,7,7,1,1,0.80366
2,7,7,1,1,0.90032
2,7,7,1,1,0.96167
2,7,7,1,2,0.80316
2,7,7,1,2,0.95531
2,7,7,1,2,0.90877
2,7,7,1,2,0.80316
2,7,7,1,2,0.95531
2,7,7,1,2,0.90877
2,7,7,2,1,0.87238
2,7,7,2,1,0.94762
2,7,7,2,1,0.92168
2,7,7,2,1,0.87238
2,7,7,2,1,0.94762
2,7,7,2,1,0.92168
2,7,7,2,2,0.89439
2,7,7,2,2,0.87766
2,7,7,2,2,0.93061
2,7,7,2,2,0.89439
2,7,7,2,2,0.87766
2,7,7,2,2,0.93061
2,7,7,3,1,0.81011
2,7,7,3,1,0.81557
2,7,7,3,1,0.84969
2,7,7,3,1,0.81011
2,7,7,3,1,0.81557
2,7,7,3,1,0.84969
2,7,7,3,2,0.95838
2,7,7,3,2,0.85516
2,7,7,3,2,0.937
2,7,7,3,2,0.95838
2,7,7,3,2,0.85516
2,7,7,3,2,0.937
2,10,1,1,1,0.97155
2,10,1,1,1,0.90685
2,10,1,1,1,0.96318
2,10,1,1,1,0.97155
2,10,1,1,1,0.90685
2,10,1,1,1,0.96318
2,10,1,1,2,0.98286
2,10,1,1,2,0.86465
2,10,1,1,2,0.98567
2,10,1,1,2,0.98286
2,10,1,1,2,0.86465
2,10,1,1,2,0.98567
2,10,1,2,1,0.90592
2,10,1,2,1,0.98513
2,10,1,2,1,0.9986
2,10,1,2,1,0.90592
2,10,1,2,1,0.98513
2,10,1,2,1,0.9986
2,10,1,2,2,0.93096
2,10,1,2,2,0.8216
2,10,1,2,2,0.89765
2,10,1,2,2,0.93096
2,10,1,2,2,0.8216
2,10,1,2,2,0.89765
2,10,1,3,1,0.81315
2,10,1,3,1,0.96182
2,10,1,3,1,0.97018
2,10,1,3,1,0.81315
2,10,1,3,1,0.96182
2,10,1,3,1,0.97018
2,10,1,3,2,0.85843
2,10,1,3,2,1.0086
2,10,1,3,2,1.012
2,10,1,3,2,0.85843
2,10,1,3,2,1.0086
2,10,1,3,2,1.012
2,10,4,1,1,0.96021
2,10,4,1,1,0.96845
2,10,4,1,1,0.90097
2,10,4,1,1,0.96021
2,10,4,1,1,0.96845
2,10,4,1,1,0.90097
2,10,4,1,2,0.96595
2,10,4,1,2,0.92516
2,10,4,1,2,0.98593
2,10,4,1,2,0.96595
2,10,4,1,2,0.92516
2,10,4,1,2,0.98593
2,10,4,2,1,0.89512
2,10,4,2,1,0.86047
2,10,4,2,1,0.9433
2,10,4,2,1,0.89512
2,10,4,2,1,0.86047
2,10,4,2,1,0.9433
2,10,4,2,2,0.86792
2,10,4,2,2,0.97865
2,10,4,2,2,0.71652
2,10,4,2,2,0.86792
2,10,4,2,2,0.97865
2,10,4,2,2,0.71652
2,10,4,3,1,0.89687
2,10,4,3,1,0.9961
2,10,4,3,1,0.941
2,10,4,3,1,0.89687
2,10,4,3,1,0.9961
2,10,4,3,1,0.941
2,10,4,3,2,0.92937
2,10,4,3,2,0.84269
2,10,4,3,2,0.91333
2,10,4,3,2,0.92937
2,10,4,3,2,0.84269
2,10,4,3,2,0.91333
2,10,7,1,1,0.98323
2,10,7,1,1,1.0437
2,10,7,1,1,0.96535
2,10,7,1,1,0.98323
2,10,7,1,1,1.0437
2,10,7,1,1,0.96535
2,10,7,1,2,0.95142
2,10,7,1,2,1.0297
2,10,7,1,2,1.1053
2,10,7,1,2,0.95142
2,10,7,1,2,1.0297
2,10,7,1,2,1.1053
2,10,7,2,1,1.0276
2,10,7,2,1,0.96983
2,10,7,2,1,0.99767
2,10,7,2,1,1.0276
2,10,7,2,1,0.96983
2,10,7,2,1,0.99767
2,10,7,2,2,0.97899
2,10,7,2,2,0.95078
2,10,7,2,2,1.0622
2,10,7,2,2,0.97899
2,10,7,2,2,0.95078
2,10,7,2,2,1.0622
2,10,7,3,1,1.038
2,10,7,3,1,1.0165
2,10,7,3,1,1.0644
2,10,7,3,1,1.038
2,10,7,3,1,1.0165
2,10,7,3,1,1.0644
2,10,7,3,2,1.1045
2,10,7,3,2,0.96734
2,10,7,3,2,0.97364
2,10,7,3,2,1.1045
2,10,7,3,2,0.96734
2,10,7,3,2,0.97364
