grp , pp , S , IDR , IDL , peakVelR
1,3,1,1,2,0.24242
1,3,1,1,2,0.27373
1,3,1,1,2,0.0079985
1,3,1,1,2,0.0035447
1,3,1,1,2,0.28472
1,3,1,1,2,0.21753
1,3,1,1,2,0.23155
1,3,1,1,2,0.24797
1,3,1,1,2,0.0086652
1,3,1,1,2,0.0069576
1,3,1,1,2,0.23416
1,3,1,1,2,0.25406
1,3,1,1,2,0.24036
1,3,1,1,2,0.2476
1,3,1,1,2,0.24733
1,3,1,1,2,0.25088
1,3,1,1,2,0.23161
1,3,1,1,2,0.2522
1,3,1,1,2,0.23664
1,3,1,1,2,0.21154
1,3,1,1,2,0.23343
1,3,1,1,2,0.22944
1,3,1,1,2,0.0027156
1,3,1,1,2,0.0092958
1,3,1,1,2,0.23494
1,3,1,1,2,0.24588
1,3,1,1,2,0.2528
1,3,1,1,2,0.25228
1,3,1,1,2,0.24768
1,3,1,1,2,0.0034524
1,3,1,1,2,0.014853
1,3,1,1,2,0.27288
1,3,1,1,2,0.0030303
1,3,1,1,2,0.008404
1,3,1,1,2,0.27628
1,3,1,1,2,0.26042
1,3,1,1,2,0.28566
1,3,1,1,2,0.27683
1,3,1,1,2,0.003037
1,3,1,1,2,0.019764
1,3,1,1,2,0.26303
1,3,1,1,2,0.2569
1,3,1,1,2,0.28122
1,3,1,1,2,0.25521
1,3,1,1,2,0.29771
1,3,1,1,2,0.0060418
1,3,1,1,2,0.017947
1,3,1,1,2,0.2357
1,3,1,1,2,0.26314
1,3,1,1,2,0.25895
1,3,1,1,2,0.26069
1,3,1,1,2,0.0057857
1,3,1,1,2,0.0032194
1,3,1,1,2,0.23495
1,3,1,1,2,0.0015911
1,3,1,1,2,0.01659
1,3,1,1,2,0.26793
1,3,1,1,2,0.24855
1,3,1,1,2,0.25933
1,3,1,1,2,0.22959
1,3,1,1,2,0.27169
1,3,1,1,2,0.2389
1,3,1,1,2,0.0029096
1,3,1,1,2,0.015892
1,3,1,1,2,0.26034
1,3,1,1,2,0.01628
1,3,1,1,2,0.0030533
1,3,1,1,2,0.26622
1,3,1,1,2,0.28087
1,3,1,1,2,0.018322
1,3,1,1,2,0.0021961
1,3,1,1,2,0.24913
1,3,1,1,2,0.24612
1,3,1,1,2,0.0017059
1,3,1,1,2,0.0086231
1,3,1,1,2,0.0039885
1,3,1,1,2,0.0093781
1,3,1,1,2,0.21018
1,3,1,1,2,0.27172
1,3,1,1,2,0.002658
1,3,1,1,2,0.01199
1,3,1,1,2,0.24687
1,3,1,1,2,0.26446
1,3,1,1,2,0.25752
1,3,1,1,2,0.21984
1,3,1,1,2,0.22081
1,3,1,1,2,0.24417
1,3,1,1,2,0.24065
1,3,1,1,2,0.2718
1,3,1,1,2,0.00179
1,3,1,1,2,0.0034068
1,3,1,1,2,0.22873
1,3,1,1,2,0.0018662
1,3,1,1,2,0.0025261
1,3,1,1,2,0.22675
1,3,1,1,2,0.23015
1,3,1,1,2,0.25322
1,3,1,1,2,0.27239
1,3,1,1,2,0.2574
1,3,1,1,2,0.0016341
1,3,1,1,2,0.013364
1,3,1,1,2,0.0046197
1,3,1,1,2,0.010131
1,3,1,1,2,0.24676
1,3,1,1,2,0.25376
1,3,1,1,2,0.27654
1,3,1,1,2,0.25983
1,3,1,1,2,0.0071413
1,3,1,1,2,0.0086865
1,3,1,1,2,0.24887
1,3,1,1,2,0.27069
1,3,1,1,2,0.26243
1,3,1,1,2,0.24739
1,3,1,1,2,0.24405
1,3,1,1,2,0.26959
1,3,1,1,2,0.25764
1,3,1,1,2,0.26297
1,3,1,1,2,0.24448
1,3,1,1,2,0.25637
1,3,1,1,2,0.25327
1,3,1,1,2,0.24849
1,3,1,1,2,0.2305
1,3,1,1,2,0.27211
1,3,1,1,2,0.0104
1,3,1,1,2,0.0020083
1,3,1,1,2,0.26321
1,3,1,1,2,0.25617
1,3,1,1,2,0.26199
1,3,1,1,2,0.26135
1,3,1,1,2,0.0076627
1,3,1,1,2,0.2542
1,3,1,1,2,0.27276
1,3,1,1,2,0.26271
1,3,1,1,2,0.2745
1,3,1,1,2,0.26409
1,3,1,1,2,0.24878
1,3,1,1,2,0.0031234
1,3,1,1,2,0.016822
1,3,1,1,2,0.25718
1,3,1,1,2,0.23956
1,3,1,1,2,0.26478
1,3,1,1,2,0.001521
1,3,1,1,2,0.0042573
1,3,1,1,2,0.26233
1,3,1,1,2,0.2735
1,3,1,1,2,0.0057935
1,3,1,1,2,0.0043973
1,3,1,1,2,0.24821
1,3,1,1,2,0.0025222
1,3,1,1,2,0.014043
1,3,1,1,2,0.28104
1,3,1,1,2,0.28259
1,3,1,1,2,0.29317
1,3,1,1,2,0.019256
1,3,1,1,2,0.0048676
1,3,1,1,2,0.014566
1,3,1,1,2,0.0026368
1,3,1,1,2,0.24871
1,3,1,1,2,0.27744
1,3,1,1,2,0.24176
1,3,1,1,2,0.0021343
1,3,1,1,2,0.0015329
1,3,1,1,2,0.27972
1,3,1,1,2,0.26638
1,3,1,1,2,0.0020397
1,3,1,1,2,0.012388
1,3,1,1,2,0.2779
1,3,1,1,2,0.25847
1,3,1,1,2,0.27493
1,3,1,1,2,0.0044243
1,3,1,1,2,0.011748
1,3,1,1,2,0.2164
1,3,1,1,2,0.28677
1,3,1,1,2,0.010418
1,3,1,1,2,0.017825
1,3,1,1,2,0.23471
1,3,1,1,2,0.2657
1,3,1,1,2,0.004314
1,3,1,1,2,0.013423
1,3,1,1,2,0.22169
1,3,1,1,2,0.27751
1,3,1,1,2,0.26055
1,3,1,1,2,0.29225
1,3,1,1,2,0.0074132
1,3,1,1,2,0.0024954
1,3,1,1,2,0.25462
1,3,1,1,2,0.29675
1,3,1,1,2,0.28282
1,3,1,1,2,0.2827
1,3,1,1,2,0.002473
1,3,1,1,2,0.002575
1,3,1,1,2,0.27369
1,3,1,1,2,0.30232
1,3,1,1,2,0.26107
1,3,1,1,2,0.32106
1,3,1,1,2,0.0044983
1,3,1,1,2,0.011033
1,3,1,1,2,0.24202
1,3,1,1,2,0.28961
1,3,1,1,2,0.0025233
1,3,1,1,2,0.01556
1,3,1,1,2,0.23982
1,3,1,1,2,0.28224
1,3,1,1,2,0.001685
1,3,1,1,2,0.0066721
1,3,1,1,2,0.24549
1,3,1,1,2,0.30326
1,3,1,1,2,0.24387
1,3,1,1,2,0.0031179
1,3,1,1,2,0.014789
1,3,1,1,2,0.28866
1,3,1,1,2,0.26297
1,3,1,1,2,0.27448
1,3,1,1,2,0.0077502
1,3,1,1,2,0.0038087
1,3,1,1,2,0.23959
1,3,1,2,1,0.14743
1,3,1,2,1,0.0037335
1,3,1,2,1,0.0049887
1,3,1,2,1,0.15889
1,3,1,2,1,0.13096
1,3,1,2,1,0.16904
1,3,1,2,1,0.002317
1,3,1,2,1,0.00066647
1,3,1,2,1,0.14164
1,3,1,2,1,0.14667
1,3,1,2,1,0.003279
1,3,1,2,1,0.0010376
1,3,1,2,1,0.13928
1,3,1,2,1,0.16278
1,3,1,2,1,0.0020073
1,3,1,2,1,0.0012207
1,3,1,2,1,0.15192
1,3,1,2,1,0.0013707
1,3,1,2,1,0.0027752
1,3,1,2,1,0.14704
1,3,1,2,1,0.14474
1,3,1,2,1,0.003409
1,3,1,2,1,0.0014372
1,3,1,2,1,0.1524
1,3,1,2,1,0.0020673
1,3,1,2,1,0.0021396
1,3,1,2,1,0.14231
1,3,1,2,1,0.14342
1,3,1,2,1,0.0029041
1,3,1,2,1,0.00062274
1,3,1,2,1,0.14225
1,3,1,2,1,0.14505
1,3,1,2,1,0.15682
1,3,1,2,1,0.16823
1,3,1,2,1,0.16747
1,3,1,2,1,0.15945
1,3,1,2,1,0.0022817
1,3,1,2,1,0.0016919
1,3,1,2,1,0.15497
1,3,1,2,1,0.15822
1,3,1,2,1,0.1659
1,3,1,2,1,0.16489
1,3,1,2,1,0.15698
1,3,1,2,1,0.16341
1,3,1,2,1,0.18613
1,3,1,2,1,0.17868
1,3,1,2,1,0.18593
1,3,1,2,1,0.1798
1,3,1,2,1,0.0029902
1,3,1,2,1,0.002508
1,3,1,2,1,0.18632
1,3,1,2,1,0.0015093
1,3,1,2,1,0.0011155
1,3,1,2,1,0.18162
1,3,1,2,1,0.0011608
1,3,1,2,1,0.0045822
1,3,1,2,1,0.1765
1,3,1,2,1,0.15822
1,3,1,2,1,0.16443
1,3,1,2,1,0.18478
1,3,1,2,1,0.18043
1,3,1,2,1,0.19874
1,3,1,2,1,0.20045
1,3,1,2,1,0.0052603
1,3,1,2,1,0.0015181
1,3,1,2,1,0.17195
1,3,1,2,1,0.20212
1,3,1,2,1,0.18266
1,3,1,2,1,0.0055259
1,3,1,2,1,0.0022678
1,3,1,2,1,0.19773
1,3,1,2,1,0.18376
1,3,1,2,1,0.0015909
1,3,1,2,1,0.0014399
1,3,1,2,1,0.18697
1,3,1,2,1,0.19605
1,3,1,2,1,0.0030916
1,3,1,2,1,0.0015601
1,3,1,2,1,0.18452
1,3,1,2,1,0.20448
1,3,1,2,1,0.19525
1,3,1,2,1,0.25181
1,3,1,2,1,0.0018427
1,3,1,2,1,0.0036579
1,3,1,2,1,0.20558
1,3,1,2,1,0.26533
1,3,1,2,1,0.0013435
1,3,1,2,1,0.0016348
1,3,1,2,1,0.236
1,3,1,2,1,0.24106
1,3,1,2,1,0.2187
1,3,1,2,1,0.25907
1,3,1,2,1,0.22665
1,3,1,2,1,0.24361
1,3,1,2,1,0.20163
1,3,1,2,1,0.25478
1,3,1,2,1,0.2237
1,3,1,2,1,0.25223
1,3,1,2,1,0.22377
1,3,1,2,1,0.27034
1,3,1,2,1,0.23414
1,3,1,2,1,0.25163
1,3,1,2,1,0.24007
1,3,1,2,1,0.29601
1,3,1,2,1,0.20692
1,3,1,2,1,0.25559
1,3,1,2,1,0.00094033
1,3,1,2,1,0.003953
1,3,1,2,1,0.2151
1,3,1,2,1,0.25581
1,3,1,2,1,0.20923
1,3,1,2,1,0.24576
1,3,1,2,1,0.21319
1,3,1,2,1,0.26412
1,3,1,2,1,0.0015114
1,3,1,2,1,0.0038808
1,3,1,2,1,0.23088
1,3,1,2,1,0.24758
1,3,1,2,1,0.24792
1,3,1,2,1,0.26141
1,3,1,2,1,0.0021183
1,3,1,2,1,0.005402
1,3,1,2,1,0.2307
1,3,1,2,1,0.26317
1,3,1,2,1,0.21283
1,3,1,2,1,0.26181
1,3,1,2,1,0.18809
1,3,1,2,1,0.26291
1,3,1,2,1,0.0022447
1,3,1,2,1,0.0012142
1,3,1,2,1,0.21578
1,3,1,2,1,0.25902
1,3,1,2,1,0.23176
1,3,1,2,1,0.26025
1,3,1,2,1,0.24151
1,3,1,2,1,0.24681
1,3,1,2,1,0.0036533
1,3,1,2,1,0.011383
1,3,1,2,1,0.23676
1,3,1,2,1,0.25673
1,3,1,2,1,0.0012456
1,3,1,2,1,0.0012266
1,3,1,2,1,0.22876
1,3,1,2,1,0.25621
1,3,1,2,1,0.22814
1,3,1,2,1,0.27087
1,3,1,2,1,0.22505
1,3,1,2,1,0.25138
1,3,1,2,1,0.005088
1,3,1,2,1,0.0026404
1,3,1,2,1,0.21978
1,3,1,2,1,0.19612
1,3,1,2,1,0.29758
1,3,1,2,1,0.21733
1,3,1,2,1,0.27307
1,3,1,2,1,0.20318
1,3,1,2,1,0.27934
1,3,1,2,1,0.0011876
1,3,1,2,1,0.0045168
1,3,1,2,1,0.22451
1,3,1,2,1,0.2783
1,3,1,2,1,0.19982
1,3,1,2,1,0.26087
1,3,1,2,1,0.2207
1,3,1,2,1,0.25014
1,3,1,2,1,0.0017042
1,3,1,2,1,0.0015902
1,3,1,2,1,0.23765
1,3,1,2,1,0.26381
1,3,1,2,1,0.0021118
1,3,1,2,1,0.0067295
1,3,1,2,1,0.23745
1,3,1,2,1,0.2711
1,3,1,2,1,0.0047479
1,3,1,2,1,0.004131
1,3,1,2,1,0.0012163
1,3,1,2,1,0.0011658
1,3,1,2,1,0.22393
1,3,1,2,1,0.24257
1,3,1,2,1,0.22489
1,3,1,2,1,0.24907
1,3,1,2,1,0.0017569
1,3,1,2,1,0.0042254
1,3,1,2,1,0.22437
1,3,1,2,1,0.27714
1,3,1,2,1,0.26552
1,3,1,2,1,0.21754
1,3,1,2,1,0.0033642
1,3,1,2,1,0.0019677
1,3,1,2,1,0.22064
1,3,1,2,1,0.27305
1,3,1,2,1,0.2275
1,3,1,2,1,0.25866
1,3,1,2,1,0.002968
1,3,1,2,1,0.0041053
1,3,1,2,1,0.22733
1,3,1,2,1,0.24556
1,3,1,2,1,0.26207
1,3,1,2,1,0.251
1,3,1,2,1,0.23082
1,3,1,2,1,0.25203
1,3,1,2,1,0.0021477
1,3,1,2,1,0.00094841
1,3,1,2,1,0.23402
1,3,1,2,1,0.26129
1,3,1,2,1,0.23678
1,3,1,2,1,0.26699
1,3,1,2,1,0.22329
1,3,1,2,1,0.26899
1,3,1,2,1,0.22232
1,3,1,2,1,0.27678
1,3,1,2,1,0.004596
1,3,1,2,1,0.0015277
1,3,1,2,1,0.21538
1,3,1,2,1,0.23593
1,3,1,2,1,0.22034
1,3,1,2,1,0.25878
1,3,1,2,1,0.0049871
1,3,1,2,1,0.002561
1,3,1,2,1,0.2204
1,3,1,2,1,0.24867
1,3,1,2,1,0.0030665
1,3,1,2,1,0.011069
1,3,1,2,1,0.001822
1,3,1,2,1,0.0039135
1,3,1,2,1,0.21957
1,3,1,2,1,0.2452
1,3,1,2,1,0.0037745
1,3,1,2,1,0.0046675
1,3,1,2,1,0.21194
1,3,1,2,1,0.28259
1,3,1,2,1,0.23622
1,3,1,2,1,0.27358
1,3,1,2,1,0.0014231
1,3,1,2,1,0.0033905
1,3,1,2,1,0.22894
1,3,1,2,1,0.28495
1,3,1,2,1,0.14743
1,3,1,2,1,0.0037335
1,3,1,2,1,0.0049887
1,3,1,2,1,0.15889
1,3,1,2,1,0.13096
1,3,1,2,1,0.16904
1,3,1,2,1,0.002317
1,3,1,2,1,0.00066647
1,3,1,2,1,0.14164
1,3,1,2,1,0.14667
1,3,1,2,1,0.003279
1,3,1,2,1,0.0010376
1,3,1,2,1,0.13928
1,3,1,2,1,0.16278
1,3,1,2,1,0.0020073
1,3,1,2,1,0.0012207
1,3,1,2,1,0.15192
1,3,1,2,1,0.0013707
1,3,1,2,1,0.0027752
1,3,1,2,1,0.14704
1,3,1,2,1,0.14474
1,3,1,2,1,0.003409
1,3,1,2,1,0.0014372
1,3,1,2,1,0.1524
1,3,1,2,1,0.0020673
1,3,1,2,1,0.0021396
1,3,1,2,1,0.14231
1,3,1,2,1,0.14342
1,3,1,2,1,0.0029041
1,3,1,2,1,0.00062274
1,3,1,2,1,0.14225
1,3,1,2,1,0.14505
1,3,1,2,1,0.15682
1,3,1,2,1,0.16823
1,3,1,2,1,0.16747
1,3,1,2,1,0.15945
1,3,1,2,1,0.0022817
1,3,1,2,1,0.0016919
1,3,1,2,1,0.15497
1,3,1,2,1,0.15822
1,3,1,2,1,0.1659
1,3,1,2,1,0.16489
1,3,1,2,1,0.15698
1,3,1,2,1,0.16341
1,3,1,2,1,0.18613
1,3,1,2,1,0.17868
1,3,1,2,1,0.18593
1,3,1,2,1,0.1798
1,3,1,2,1,0.0029902
1,3,1,2,1,0.002508
1,3,1,2,1,0.18632
1,3,1,2,1,0.0015093
1,3,1,2,1,0.0011155
1,3,1,2,1,0.18162
1,3,1,2,1,0.0011608
1,3,1,2,1,0.0045822
1,3,1,2,1,0.1765
1,3,1,2,1,0.15822
1,3,1,2,1,0.16443
1,3,1,2,1,0.18478
1,3,1,2,1,0.18043
1,3,1,2,1,0.19874
1,3,1,2,1,0.20045
1,3,1,2,1,0.0052603
1,3,1,2,1,0.0015181
1,3,1,2,1,0.17195
1,3,1,2,1,0.20212
1,3,1,2,1,0.18266
1,3,1,2,1,0.0055259
1,3,1,2,1,0.0022678
1,3,1,2,1,0.19773
1,3,1,2,1,0.18376
1,3,1,2,1,0.0015909
1,3,1,2,1,0.0014399
1,3,1,2,1,0.18697
1,3,1,2,1,0.19605
1,3,1,2,1,0.0030916
1,3,1,2,1,0.0015601
1,3,1,2,1,0.18452
1,3,1,2,1,0.20448
1,3,1,2,1,0.19525
1,3,1,2,1,0.25181
1,3,1,2,1,0.0018427
1,3,1,2,1,0.0036579
1,3,1,2,1,0.20558
1,3,1,2,1,0.26533
1,3,1,2,1,0.0013435
1,3,1,2,1,0.0016348
1,3,1,2,1,0.236
1,3,1,2,1,0.24106
1,3,1,2,1,0.2187
1,3,1,2,1,0.25907
1,3,1,2,1,0.22665
1,3,1,2,1,0.24361
1,3,1,2,1,0.20163
1,3,1,2,1,0.25478
1,3,1,2,1,0.2237
1,3,1,2,1,0.25223
1,3,1,2,1,0.22377
1,3,1,2,1,0.27034
1,3,1,2,1,0.23414
1,3,1,2,1,0.25163
1,3,1,2,1,0.24007
1,3,1,2,1,0.29601
1,3,1,2,1,0.20692
1,3,1,2,1,0.25559
1,3,1,2,1,0.00094033
1,3,1,2,1,0.003953
1,3,1,2,1,0.2151
1,3,1,2,1,0.25581
1,3,1,2,1,0.20923
1,3,1,2,1,0.24576
1,3,1,2,1,0.21319
1,3,1,2,1,0.26412
1,3,1,2,1,0.0015114
1,3,1,2,1,0.0038808
1,3,1,2,1,0.23088
1,3,1,2,1,0.24758
1,3,1,2,1,0.24792
1,3,1,2,1,0.26141
1,3,1,2,1,0.0021183
1,3,1,2,1,0.005402
1,3,1,2,1,0.2307
1,3,1,2,1,0.26317
1,3,1,2,1,0.21283
1,3,1,2,1,0.26181
1,3,1,2,1,0.18809
1,3,1,2,1,0.26291
1,3,1,2,1,0.0022447
1,3,1,2,1,0.0012142
1,3,1,2,1,0.21578
1,3,1,2,1,0.25902
1,3,1,2,1,0.23176
1,3,1,2,1,0.26025
1,3,1,2,1,0.24151
1,3,1,2,1,0.24681
1,3,1,2,1,0.0036533
1,3,1,2,1,0.011383
1,3,1,2,1,0.23676
1,3,1,2,1,0.25673
1,3,1,2,1,0.0012456
1,3,1,2,1,0.0012266
1,3,1,2,1,0.22876
1,3,1,2,1,0.25621
1,3,1,2,1,0.22814
1,3,1,2,1,0.27087
1,3,1,2,1,0.22505
1,3,1,2,1,0.25138
1,3,1,2,1,0.005088
1,3,1,2,1,0.0026404
1,3,1,2,1,0.21978
1,3,1,2,1,0.19612
1,3,1,2,1,0.29758
1,3,1,2,1,0.21733
1,3,1,2,1,0.27307
1,3,1,2,1,0.20318
1,3,1,2,1,0.27934
1,3,1,2,1,0.0011876
1,3,1,2,1,0.0045168
1,3,1,2,1,0.22451
1,3,1,2,1,0.2783
1,3,1,2,1,0.19982
1,3,1,2,1,0.26087
1,3,1,2,1,0.2207
1,3,1,2,1,0.25014
1,3,1,2,1,0.0017042
1,3,1,2,1,0.0015902
1,3,1,2,1,0.23765
1,3,1,2,1,0.26381
1,3,1,2,1,0.0021118
1,3,1,2,1,0.0067295
1,3,1,2,1,0.23745
1,3,1,2,1,0.2711
1,3,1,2,1,0.0047479
1,3,1,2,1,0.004131
1,3,1,2,1,0.0012163
1,3,1,2,1,0.0011658
1,3,1,2,1,0.22393
1,3,1,2,1,0.24257
1,3,1,2,1,0.22489
1,3,1,2,1,0.24907
1,3,1,2,1,0.0017569
1,3,1,2,1,0.0042254
1,3,1,2,1,0.22437
1,3,1,2,1,0.27714
1,3,1,2,1,0.26552
1,3,1,2,1,0.21754
1,3,1,2,1,0.0033642
1,3,1,2,1,0.0019677
1,3,1,2,1,0.22064
1,3,1,2,1,0.27305
1,3,1,2,1,0.2275
1,3,1,2,1,0.25866
1,3,1,2,1,0.002968
1,3,1,2,1,0.0041053
1,3,1,2,1,0.22733
1,3,1,2,1,0.24556
1,3,1,2,1,0.26207
1,3,1,2,1,0.251
1,3,1,2,1,0.23082
1,3,1,2,1,0.25203
1,3,1,2,1,0.0021477
1,3,1,2,1,0.00094841
1,3,1,2,1,0.23402
1,3,1,2,1,0.26129
1,3,1,2,1,0.23678
1,3,1,2,1,0.26699
1,3,1,2,1,0.22329
1,3,1,2,1,0.26899
1,3,1,2,1,0.22232
1,3,1,2,1,0.27678
1,3,1,2,1,0.004596
1,3,1,2,1,0.0015277
1,3,1,2,1,0.21538
1,3,1,2,1,0.23593
1,3,1,2,1,0.22034
1,3,1,2,1,0.25878
1,3,1,2,1,0.0049871
1,3,1,2,1,0.002561
1,3,1,2,1,0.2204
1,3,1,2,1,0.24867
1,3,1,2,1,0.0030665
1,3,1,2,1,0.011069
1,3,1,2,1,0.001822
1,3,1,2,1,0.0039135
1,3,1,2,1,0.21957
1,3,1,2,1,0.2452
1,3,1,2,1,0.0037745
1,3,1,2,1,0.0046675
1,3,1,2,1,0.21194
1,3,1,2,1,0.28259
1,3,1,2,1,0.23622
1,3,1,2,1,0.27358
1,3,1,2,1,0.0014231
1,3,1,2,1,0.0033905
1,3,1,2,1,0.22894
1,3,1,2,1,0.28495
1,3,1,2,2,0.29059
1,3,1,2,2,0.27364
1,3,1,2,2,0.29472
1,3,1,2,2,0.29265
1,3,1,2,2,0.28864
1,3,1,2,2,0.32514
1,3,1,2,2,0.30868
1,3,1,2,2,0.0056572
1,3,1,2,2,0.024871
1,3,1,2,2,0.25538
1,3,1,2,2,0.020354
1,3,1,2,2,0.0027958
1,3,1,2,2,0.22885
1,3,1,2,2,0.29516
1,3,1,2,2,0.0105
1,3,1,2,2,0.0067508
1,3,1,2,2,0.23963
1,3,1,2,2,0.27007
1,3,1,2,2,0.21671
1,3,1,2,2,0.25628
1,3,1,2,2,0.25589
1,3,1,2,2,0.29232
1,3,1,2,2,0.24755
1,3,1,2,2,0.28488
1,3,1,2,2,0.24001
1,3,1,2,2,0.27038
1,3,1,2,2,0.28557
1,3,1,2,2,0.30252
1,3,1,2,2,0.27058
1,3,1,2,2,0.29873
1,3,1,2,2,0.30192
1,3,1,2,2,0.30564
1,3,1,2,2,0.26468
1,3,1,2,2,0.29504
1,3,1,2,2,0.25994
1,3,1,2,2,0.29561
1,3,1,2,2,0.25931
1,3,1,2,2,0.27284
1,3,1,2,2,0.28049
1,3,1,2,2,0.28776
1,3,1,2,2,0.29887
1,3,1,2,2,0.29142
1,3,1,2,2,0.2893
1,3,1,2,2,0.28317
1,3,1,2,2,0.29221
1,3,1,2,2,0.29721
1,3,1,2,2,0.30315
1,3,1,2,2,0.28257
1,3,1,2,2,0.31229
1,3,1,2,2,0.29526
1,3,1,2,2,0.27247
1,3,1,2,2,0.27072
1,3,1,2,2,0.29896
1,3,1,2,2,0.2877
1,3,1,2,2,0.27638
1,3,1,2,2,0.29426
1,3,1,2,2,0.30056
1,3,1,2,2,0.29724
1,3,1,2,2,0.29925
1,3,1,2,2,0.2844
1,3,1,2,2,0.28096
1,3,1,2,2,0.0038746
1,3,1,2,2,0.0032676
1,3,1,2,2,0.27815
1,3,1,2,2,0.30938
1,3,1,2,2,0.25228
1,3,1,2,2,0.2592
1,3,1,2,2,0.29782
1,3,1,2,2,0.29559
1,3,1,2,2,0.26949
1,3,1,2,2,0.28731
1,3,1,2,2,0.28651
1,3,1,2,2,0.32318
1,3,1,2,2,0.27846
1,3,1,2,2,0.30271
1,3,1,2,2,0.28984
1,3,1,2,2,0.27202
1,3,1,2,2,0.28259
1,3,1,2,2,0.30677
1,3,1,2,2,0.26124
1,3,1,2,2,0.29541
1,3,1,2,2,0.26596
1,3,1,2,2,0.30914
1,3,1,2,2,0.25047
1,3,1,2,2,0.30041
1,3,1,2,2,0.26337
1,3,1,2,2,0.28558
1,3,1,2,2,0.27207
1,3,1,2,2,0.31261
1,3,1,2,2,0.25843
1,3,1,2,2,0.3125
1,3,1,2,2,0.27088
1,3,1,2,2,0.28728
1,3,1,2,2,0.24653
1,3,1,2,2,0.29756
1,3,1,2,2,0.24083
1,3,1,2,2,0.28426
1,3,1,2,2,0.23219
1,3,1,2,2,0.27924
1,3,1,2,2,0.27785
1,3,1,2,2,0.25763
1,3,1,2,2,0.26067
1,3,1,2,2,0.26044
1,3,1,2,2,0.0017747
1,3,1,2,2,0.0091491
1,3,1,2,2,0.28933
1,3,1,2,2,0.27011
1,3,1,2,2,0.3132
1,3,1,2,2,0.011923
1,3,1,2,2,0.015466
1,3,1,2,2,0.27374
1,3,1,2,2,0.31107
1,3,1,2,2,0.27088
1,3,1,2,2,0.31975
1,3,1,2,2,0.31193
1,3,1,2,2,0.32042
1,3,1,2,2,0.0025571
1,3,1,2,2,0.024288
1,3,1,2,2,0.27628
1,3,1,2,2,0.3153
1,3,1,2,2,0.28678
1,3,1,2,2,0.30319
1,3,1,2,2,0.31133
1,3,1,2,2,0.30146
1,3,1,2,2,0.32967
1,3,1,2,2,0.31011
1,3,1,2,2,0.30405
1,3,1,2,2,0.30789
1,3,1,2,2,0.28528
1,3,1,2,2,0.29197
1,3,1,2,2,0.30092
1,3,1,2,2,0.27519
1,3,1,2,2,0.31173
1,3,1,2,2,0.30438
1,3,1,2,2,0.30343
1,3,1,2,2,0.30387
1,3,1,2,2,0.28168
1,3,1,2,2,0.30492
1,3,1,2,2,0.28463
1,3,1,2,2,0.29002
1,3,1,2,2,0.281
1,3,1,2,2,0.31173
1,3,1,2,2,0.29545
1,3,1,2,2,0.30403
1,3,1,2,2,0.29532
1,3,1,2,2,0.31737
1,3,1,2,2,0.25275
1,3,1,2,2,0.28408
1,3,1,2,2,0.28741
1,3,1,2,2,0.27944
1,3,1,2,2,0.25193
1,3,1,2,2,0.30396
1,3,1,2,2,0.0025983
1,3,1,2,2,0.0031904
1,3,1,2,2,0.26995
1,3,1,2,2,0.30507
1,3,1,2,2,0.25654
1,3,1,2,2,0.29786
1,3,1,2,2,0.25927
1,3,1,2,2,0.30665
1,3,1,2,2,0.23619
1,3,1,2,2,0.29059
1,3,1,2,2,0.27364
1,3,1,2,2,0.29472
1,3,1,2,2,0.29265
1,3,1,2,2,0.28864
1,3,1,2,2,0.32514
1,3,1,2,2,0.30868
1,3,1,2,2,0.0056572
1,3,1,2,2,0.024871
1,3,1,2,2,0.25538
1,3,1,2,2,0.020354
1,3,1,2,2,0.0027958
1,3,1,2,2,0.22885
1,3,1,2,2,0.29516
1,3,1,2,2,0.0105
1,3,1,2,2,0.0067508
1,3,1,2,2,0.23963
1,3,1,2,2,0.27007
1,3,1,2,2,0.21671
1,3,1,2,2,0.25628
1,3,1,2,2,0.25589
1,3,1,2,2,0.29232
1,3,1,2,2,0.24755
1,3,1,2,2,0.28488
1,3,1,2,2,0.24001
1,3,1,2,2,0.27038
1,3,1,2,2,0.28557
1,3,1,2,2,0.30252
1,3,1,2,2,0.27058
1,3,1,2,2,0.29873
1,3,1,2,2,0.30192
1,3,1,2,2,0.30564
1,3,1,2,2,0.26468
1,3,1,2,2,0.29504
1,3,1,2,2,0.25994
1,3,1,2,2,0.29561
1,3,1,2,2,0.25931
1,3,1,2,2,0.27284
1,3,1,2,2,0.28049
1,3,1,2,2,0.28776
1,3,1,2,2,0.29887
1,3,1,2,2,0.29142
1,3,1,2,2,0.2893
1,3,1,2,2,0.28317
1,3,1,2,2,0.29221
1,3,1,2,2,0.29721
1,3,1,2,2,0.30315
1,3,1,2,2,0.28257
1,3,1,2,2,0.31229
1,3,1,2,2,0.29526
1,3,1,2,2,0.27247
1,3,1,2,2,0.27072
1,3,1,2,2,0.29896
1,3,1,2,2,0.2877
1,3,1,2,2,0.27638
1,3,1,2,2,0.29426
1,3,1,2,2,0.30056
1,3,1,2,2,0.29724
1,3,1,2,2,0.29925
1,3,1,2,2,0.2844
1,3,1,2,2,0.28096
1,3,1,2,2,0.0038746
1,3,1,2,2,0.0032676
1,3,1,2,2,0.27815
1,3,1,2,2,0.30938
1,3,1,2,2,0.25228
1,3,1,2,2,0.2592
1,3,1,2,2,0.29782
