grp , pp , S , IDR , IDL , decTimeL
1,9,4,3,1,0.65995
1,9,4,3,1,0.29152
1,9,4,3,1,0.33111
1,9,4,3,1,0.73697
1,9,4,3,1,0.31946
1,9,4,3,1,0.69901
1,9,4,3,1,0.30869
1,9,4,3,1,0.66636
1,9,4,3,1,0.34292
1,9,4,3,1,0.67947
1,9,4,3,1,0.34077
1,9,4,3,1,0.62301
1,9,4,3,1,0.34227
1,9,4,3,1,0.65921
1,9,4,3,1,0.34164
1,9,4,3,1,0.57322
1,9,4,3,1,0.34953
1,9,4,3,1,0.69404
1,9,4,3,1,0.27055
1,9,4,3,1,0.69317
1,9,4,3,1,0.28822
1,9,4,3,1,0.66319
1,9,4,3,1,0.31464
1,9,4,3,1,0.65292
1,9,4,3,1,0.28746
1,9,4,3,1,0.55679
1,9,4,3,1,0.32837
1,9,4,3,1,0.6139
1,9,4,3,1,0.34858
1,9,4,3,1,0.60474
1,9,4,3,1,0.35051
1,9,4,3,1,0.60139
1,9,4,3,1,0.31045
1,9,4,3,1,0.6333
1,9,4,3,1,0.33777
1,9,4,3,1,0.56232
1,9,4,3,1,0.35157
1,9,4,3,1,0.65484
1,9,4,3,1,0.29714
1,9,4,3,1,0.62092
1,9,4,3,1,0.30601
1,9,4,3,1,0.65325
1,9,4,3,1,0.3465
1,9,4,3,1,0.59984
1,9,4,3,1,0.303
1,9,4,3,1,0.59548
1,9,4,3,1,0.29685
1,9,4,3,1,0.64959
1,9,4,3,1,0.29779
1,9,4,3,1,0.59981
1,9,4,3,1,0.31047
1,9,4,3,1,0.63023
1,9,4,3,1,0.32136
1,9,4,3,1,0.29883
1,9,4,3,1,0.64212
1,9,4,3,1,0.33179
1,9,4,3,1,0.64139
1,9,4,3,1,0.30447
1,9,4,3,1,0.61869
1,9,4,3,1,0.37446
1,9,4,3,1,0.64992
1,9,4,3,1,0.35281
1,9,4,3,1,0.64061
1,9,4,3,1,0.31104
1,9,4,3,1,0.60018
1,9,4,3,1,0.30377
1,9,4,3,1,0.64149
1,9,4,3,1,0.36909
1,9,4,3,1,0.64791
1,9,4,3,1,0.34831
1,9,4,3,1,0.62882
1,9,4,3,1,0.3471
1,9,4,3,1,0.67931
1,9,4,3,1,0.32697
1,9,4,3,1,0.64662
1,9,4,3,1,0.36542
1,9,4,3,1,0.60972
1,9,4,3,1,0.3198
1,9,4,3,1,0.59026
1,9,4,3,1,0.34797
1,9,4,3,1,0.58998
1,9,4,3,1,0.29189
1,9,4,3,1,0.591
1,9,4,3,1,0.33227
1,9,4,3,1,0.60174
1,9,4,3,1,0.34022
1,9,4,3,1,0.59611
1,9,4,3,1,0.38281
1,9,4,3,1,0.647
1,9,4,3,1,0.29691
1,9,4,3,1,0.65217
1,9,4,3,1,0.3399
1,9,4,3,1,0.74825
1,9,4,3,1,0.35173
1,9,4,3,1,0.65443
1,9,4,3,1,0.3505
1,9,4,3,1,0.63322
1,9,4,3,1,0.34783
1,9,4,3,2,0.47697
1,9,4,3,2,0.41503
1,9,4,3,2,0.49511
1,9,4,3,2,0.43158
1,9,4,3,2,0.49815
1,9,4,3,2,0.42953
1,9,4,3,2,0.47712
1,9,4,3,2,0.44876
1,9,4,3,2,0.47122
1,9,4,3,2,0.41135
1,9,4,3,2,0.46014
1,9,4,3,2,0.38258
1,9,4,3,2,0.48592
1,9,4,3,2,0.40418
1,9,4,3,2,0.50173
1,9,4,3,2,0.43919
1,9,4,3,2,0.5256
1,9,4,3,2,0.38489
1,9,4,3,2,0.49281
1,9,4,3,2,0.37647
1,9,4,3,2,0.51111
1,9,4,3,2,0.45421
1,9,4,3,2,0.50508
1,9,4,3,2,0.40909
1,9,4,3,2,0.4669
1,9,4,3,2,0.42384
1,9,4,3,2,0.52941
1,9,4,3,2,0.39382
1,9,4,3,2,0.49355
1,9,4,3,2,0.43728
1,9,4,3,2,0.49826
1,9,4,3,2,0.42701
1,9,4,3,2,0.51007
1,9,4,3,2,0.4375
1,9,4,3,2,0.46996
1,9,4,3,2,0.42435
1,9,4,3,2,0.45614
1,9,4,3,2,0.41264
1,9,4,3,2,0.49324
1,9,4,3,2,0.42857
1,9,4,3,2,0.49466
1,9,4,3,2,0.46816
1,9,4,3,2,0.48621
1,9,4,3,2,0.44444
1,9,4,3,2,0.48475
1,9,4,3,2,0.5
1,9,4,3,2,0.45946
1,9,4,3,2,0.50347
1,9,4,3,2,0.45296
1,9,4,3,2,0.54369
1,9,4,3,2,0.43919
1,9,4,3,2,0.55102
1,9,4,3,2,0.40468
1,9,4,3,2,0.55096
1,9,4,3,2,0.42949
1,9,4,3,2,0.48026
1,9,4,3,2,0.44444
1,9,4,3,2,0.47945
1,9,4,3,2,0.42953
1,9,4,3,2,0.51027
1,9,4,3,2,0.49045
1,9,4,3,2,0.50847
1,9,4,3,2,0.49129
1,9,4,3,2,0.51389
1,9,4,3,2,0.52201
1,9,4,3,2,0.51827
1,9,4,3,2,0.44983
1,9,4,3,2,0.54138
1,9,4,3,2,0.42761
1,9,4,3,2,0.49817
1,9,4,3,2,0.39929
1,9,4,3,2,0.54
1,9,4,3,2,0.44194
1,9,4,3,2,0.53309
1,9,4,3,2,0.45425
1,9,4,3,2,0.52508
1,9,4,3,2,0.43197
1,9,4,3,2,0.50719
1,9,4,3,2,0.45652
1,9,4,3,2,0.49091
1,9,4,3,2,0.44086
1,9,4,3,2,0.52465
1,9,4,3,2,0.45515
1,9,4,3,2,0.54815
1,9,4,3,2,0.48352
1,9,4,3,2,0.54386
1,9,4,3,2,0.50685
1,9,4,3,2,0.50916
1,9,4,3,2,0.48473
1,9,4,3,2,0.50173
1,9,4,3,2,0.5
1,9,4,3,2,0.46797
1,9,4,3,2,0.45886
1,9,4,3,2,0.45954
1,9,4,3,2,0.50915
1,9,4,3,2,0.4494
1,9,4,3,2,0.53526
1,9,4,3,2,0.4711
1,9,4,3,2,0.56667
1,9,4,3,2,0.48036
1,9,4,3,2,0.51948
1,9,4,3,2,0.50286
1,9,4,3,2,0.57191
1,9,4,3,2,0.51163
1,9,4,3,2,0.53156
1,9,4,3,2,0.39571
1,9,4,3,2,0.54088
1,9,4,3,2,0.41479
1,9,4,3,2,0.54237
1,9,4,3,2,0.42775
1,9,4,3,2,0.54341
1,9,4,3,2,0.46395
1,9,4,3,2,0.54799
1,9,4,3,2,0.41472
1,9,4,3,2,0.51379
1,9,4,3,2,0.49383
1,9,4,3,2,0.52215
1,9,4,3,2,0.44268
1,9,4,3,2,0.52778
1,9,4,3,2,0.47241
1,9,4,3,2,0.58076
1,9,4,3,2,0.46835
1,9,4,3,2,0.5
1,9,4,3,2,0.46128
1,9,4,3,2,0.54545
1,9,4,3,2,0.47078
1,9,4,3,2,0.59649
1,9,4,3,2,0.43377
1,9,4,3,2,0.56989
1,9,4,3,2,0.40339
1,9,4,3,2,0.57388
1,9,4,3,2,0.48503
1,9,4,3,2,0.56738
1,9,4,3,2,0.45752
1,9,4,3,2,0.52797
1,9,4,3,2,0.47697
1,9,4,3,2,0.41503
1,9,4,3,2,0.49511
1,9,4,3,2,0.43158
1,9,4,3,2,0.49815
1,9,4,3,2,0.42953
1,9,4,3,2,0.47712
1,9,4,3,2,0.44876
1,9,4,3,2,0.47122
1,9,4,3,2,0.41135
1,9,4,3,2,0.46014
1,9,4,3,2,0.38258
1,9,4,3,2,0.48592
1,9,4,3,2,0.40418
1,9,4,3,2,0.50173
1,9,4,3,2,0.43919
1,9,4,3,2,0.5256
1,9,4,3,2,0.38489
1,9,4,3,2,0.49281
1,9,4,3,2,0.37647
1,9,4,3,2,0.51111
1,9,4,3,2,0.45421
1,9,4,3,2,0.50508
1,9,4,3,2,0.40909
1,9,4,3,2,0.4669
1,9,4,3,2,0.42384
1,9,4,3,2,0.52941
1,9,4,3,2,0.39382
1,9,4,3,2,0.49355
1,9,4,3,2,0.43728
1,9,4,3,2,0.49826
1,9,4,3,2,0.42701
1,9,4,3,2,0.51007
1,9,4,3,2,0.4375
1,9,4,3,2,0.46996
1,9,4,3,2,0.42435
1,9,4,3,2,0.45614
1,9,4,3,2,0.41264
1,9,4,3,2,0.49324
1,9,4,3,2,0.42857
1,9,4,3,2,0.49466
1,9,4,3,2,0.46816
1,9,4,3,2,0.48621
1,9,4,3,2,0.44444
1,9,4,3,2,0.48475
1,9,4,3,2,0.5
1,9,4,3,2,0.45946
1,9,4,3,2,0.50347
1,9,4,3,2,0.45296
1,9,4,3,2,0.54369
1,9,4,3,2,0.43919
1,9,4,3,2,0.55102
1,9,4,3,2,0.40468
1,9,4,3,2,0.55096
1,9,4,3,2,0.42949
1,9,4,3,2,0.48026
1,9,4,3,2,0.44444
1,9,4,3,2,0.47945
1,9,4,3,2,0.42953
1,9,4,3,2,0.51027
1,9,4,3,2,0.49045
1,9,4,3,2,0.50847
1,9,4,3,2,0.49129
1,9,4,3,2,0.51389
1,9,4,3,2,0.52201
1,9,4,3,2,0.51827
1,9,4,3,2,0.44983
1,9,4,3,2,0.54138
1,9,4,3,2,0.42761
1,9,4,3,2,0.49817
1,9,4,3,2,0.39929
1,9,4,3,2,0.54
1,9,4,3,2,0.44194
1,9,4,3,2,0.53309
1,9,4,3,2,0.45425
1,9,4,3,2,0.52508
1,9,4,3,2,0.43197
1,9,4,3,2,0.50719
1,9,4,3,2,0.45652
1,9,4,3,2,0.49091
1,9,4,3,2,0.44086
1,9,4,3,2,0.52465
1,9,4,3,2,0.45515
1,9,4,3,2,0.54815
1,9,4,3,2,0.48352
1,9,4,3,2,0.54386
1,9,4,3,2,0.50685
1,9,4,3,2,0.50916
1,9,4,3,2,0.48473
1,9,4,3,2,0.50173
1,9,4,3,2,0.5
1,9,4,3,2,0.46797
1,9,4,3,2,0.45886
1,9,4,3,2,0.45954
1,9,4,3,2,0.50915
1,9,4,3,2,0.4494
1,9,4,3,2,0.53526
1,9,4,3,2,0.4711
1,9,4,3,2,0.56667
1,9,4,3,2,0.48036
1,9,4,3,2,0.51948
1,9,4,3,2,0.50286
1,9,4,3,2,0.57191
1,9,4,3,2,0.51163
1,9,4,3,2,0.53156
1,9,4,3,2,0.39571
1,9,4,3,2,0.54088
1,9,4,3,2,0.41479
1,9,4,3,2,0.54237
1,9,4,3,2,0.42775
1,9,4,3,2,0.54341
1,9,4,3,2,0.46395
1,9,4,3,2,0.54799
1,9,4,3,2,0.41472
1,9,4,3,2,0.51379
1,9,4,3,2,0.49383
1,9,4,3,2,0.52215
1,9,4,3,2,0.44268
1,9,4,3,2,0.52778
1,9,4,3,2,0.47241
1,9,4,3,2,0.58076
1,9,4,3,2,0.46835
1,9,4,3,2,0.5
1,9,4,3,2,0.46128
1,9,4,3,2,0.54545
1,9,4,3,2,0.47078
1,9,4,3,2,0.59649
1,9,4,3,2,0.43377
1,9,4,3,2,0.56989
1,9,4,3,2,0.40339
1,9,4,3,2,0.57388
1,9,4,3,2,0.48503
1,9,4,3,2,0.56738
1,9,4,3,2,0.45752
1,9,4,3,2,0.52797
1,9,7,1,1,0.38641
1,9,7,1,1,0.64184
1,9,7,1,1,0.3164
1,9,7,1,1,0.62371
1,9,7,1,1,0.36286
1,9,7,1,1,0.65851
1,9,7,1,1,0.24589
1,9,7,1,1,0.5721
1,9,7,1,1,0.32672
1,9,7,1,1,0.68207
1,9,7,1,1,0.32018
1,9,7,1,1,0.73285
1,9,7,1,1,0.32951
1,9,7,1,1,0.70363
1,9,7,1,1,0.30738
1,9,7,1,1,0.64977
1,9,7,1,1,0.31169
1,9,7,1,1,0.67001
1,9,7,1,1,0.37774
1,9,7,1,1,0.64794
1,9,7,1,1,0.4063
1,9,7,1,1,0.60125
1,9,7,1,1,0.35123
1,9,7,1,1,0.68025
1,9,7,1,1,0.3835
1,9,7,1,1,0.65549
1,9,7,1,1,0.34531
1,9,7,1,1,0.62417
1,9,7,1,1,0.36088
1,9,7,1,1,0.71117
1,9,7,1,1,0.34928
1,9,7,1,1,0.65921
1,9,7,1,1,0.38493
1,9,7,1,1,0.60511
1,9,7,1,1,0.40465
1,9,7,1,1,0.61962
1,9,7,1,1,0.35941
1,9,7,1,1,0.67462
1,9,7,1,1,0.42955
1,9,7,1,1,0.56769
1,9,7,1,1,0.32402
1,9,7,1,1,0.58392
1,9,7,1,1,0.35312
1,9,7,1,1,0.6934
1,9,7,1,1,0.39416
1,9,7,1,1,0.67277
1,9,7,1,1,0.40551
1,9,7,1,1,0.64472
1,9,7,1,1,0.38309
1,9,7,1,1,0.71798
1,9,7,1,1,0.36838
1,9,7,1,1,0.56541
1,9,7,1,1,0.3587
1,9,7,1,1,0.6062
1,9,7,1,1,0.41963
1,9,7,1,1,0.64215
1,9,7,1,1,0.40016
1,9,7,1,1,0.64672
1,9,7,1,1,0.31139
1,9,7,1,1,0.5844
1,9,7,1,1,0.31824
1,9,7,1,1,0.63661
1,9,7,1,1,0.37885
1,9,7,1,1,0.66095
1,9,7,1,1,0.3695
1,9,7,1,1,0.60247
1,9,7,1,1,0.38479
1,9,7,1,1,0.59504
1,9,7,1,1,0.33958
1,9,7,1,1,0.58896
1,9,7,1,1,0.32057
1,9,7,1,1,0.59417
1,9,7,1,1,0.40935
1,9,7,1,1,0.60487
1,9,7,1,1,0.32143
1,9,7,1,1,0.71311
1,9,7,1,1,0.33691
1,9,7,1,1,0.62134
1,9,7,1,1,0.39505
1,9,7,1,1,0.63244
1,9,7,1,1,0.33357
1,9,7,1,1,0.64061
1,9,7,1,1,0.31694
1,9,7,1,1,0.65179
1,9,7,1,1,0.3743
1,9,7,1,1,0.58455
1,9,7,1,1,0.48193
1,9,7,1,1,0.44922
1,9,7,1,1,0.39096
1,9,7,1,1,0.62967
1,9,7,1,1,0.38722
1,9,7,1,1,0.64599
1,9,7,1,1,0.37996
1,9,7,1,1,0.32155
1,9,7,1,1,0.64094
1,9,7,1,1,0.38088
1,9,7,1,1,0.68555
1,9,7,1,1,0.31308
1,9,7,1,1,0.66404
1,9,7,1,1,0.33425
1,9,7,1,1,0.6601
1,9,7,1,1,0.36244
1,9,7,1,1,0.66318
1,9,7,1,1,0.38916
1,9,7,1,1,0.64488
1,9,7,1,1,0.35294
1,9,7,1,1,0.54674
1,9,7,1,1,0.30265
1,9,7,1,1,0.61692
1,9,7,1,1,0.3936
1,9,7,1,1,0.60916
1,9,7,1,1,0.31255
1,9,7,1,1,0.68873
1,9,7,1,1,0.3239
1,9,7,1,1,0.6653
1,9,7,1,1,0.30731
1,9,7,1,1,0.60566
1,9,7,1,1,0.28899
1,9,7,1,1,0.68042
1,9,7,1,1,0.35027
1,9,7,1,1,0.65946
1,9,7,1,1,0.31317
1,9,7,1,1,0.66475
1,9,7,1,1,0.29582
1,9,7,1,1,0.70143
1,9,7,1,1,0.38805
1,9,7,1,1,0.64364
1,9,7,1,1,0.38175
1,9,7,1,1,0.71686
1,9,7,1,1,0.30542
1,9,7,1,1,0.63823
1,9,7,1,1,0.30272
1,9,7,1,1,0.69257
1,9,7,1,1,0.3817
1,9,7,1,1,0.65111
1,9,7,1,1,0.37278
1,9,7,1,1,0.63466
1,9,7,1,1,0.43084
1,9,7,1,1,0.64184
1,9,7,1,1,0.34626
1,9,7,1,1,0.62401
1,9,7,1,1,0.45896
1,9,7,1,1,0.60907
1,9,7,1,1,0.32376
1,9,7,1,1,0.38641
1,9,7,1,1,0.64184
1,9,7,1,1,0.3164
1,9,7,1,1,0.62371
1,9,7,1,1,0.36286
1,9,7,1,1,0.65851
1,9,7,1,1,0.24589
1,9,7,1,1,0.5721
1,9,7,1,1,0.32672
1,9,7,1,1,0.68207
1,9,7,1,1,0.32018
1,9,7,1,1,0.73285
1,9,7,1,1,0.32951
1,9,7,1,1,0.70363
1,9,7,1,1,0.30738
1,9,7,1,1,0.64977
1,9,7,1,1,0.31169
1,9,7,1,1,0.67001
1,9,7,1,1,0.37774
1,9,7,1,1,0.64794
1,9,7,1,1,0.4063
1,9,7,1,1,0.60125
1,9,7,1,1,0.35123
1,9,7,1,1,0.68025
1,9,7,1,1,0.3835
1,9,7,1,1,0.65549
1,9,7,1,1,0.34531
1,9,7,1,1,0.62417
1,9,7,1,1,0.36088
1,9,7,1,1,0.71117
1,9,7,1,1,0.34928
1,9,7,1,1,0.65921
1,9,7,1,1,0.38493
1,9,7,1,1,0.60511
1,9,7,1,1,0.40465
1,9,7,1,1,0.61962
1,9,7,1,1,0.35941
1,9,7,1,1,0.67462
1,9,7,1,1,0.42955
1,9,7,1,1,0.56769
1,9,7,1,1,0.32402
1,9,7,1,1,0.58392
1,9,7,1,1,0.35312
1,9,7,1,1,0.6934
1,9,7,1,1,0.39416
1,9,7,1,1,0.67277
1,9,7,1,1,0.40551
1,9,7,1,1,0.64472
1,9,7,1,1,0.38309
1,9,7,1,1,0.71798
1,9,7,1,1,0.36838
1,9,7,1,1,0.56541
1,9,7,1,1,0.3587
1,9,7,1,1,0.6062
1,9,7,1,1,0.41963
1,9,7,1,1,0.64215
1,9,7,1,1,0.40016
1,9,7,1,1,0.64672
1,9,7,1,1,0.31139
1,9,7,1,1,0.5844
1,9,7,1,1,0.31824
1,9,7,1,1,0.63661
1,9,7,1,1,0.37885
1,9,7,1,1,0.66095
1,9,7,1,1,0.3695
1,9,7,1,1,0.60247
1,9,7,1,1,0.38479
1,9,7,1,1,0.59504
1,9,7,1,1,0.33958
1,9,7,1,1,0.58896
1,9,7,1,1,0.32057
1,9,7,1,1,0.59417
1,9,7,1,1,0.40935
1,9,7,1,1,0.60487
1,9,7,1,1,0.32143
1,9,7,1,1,0.71311
1,9,7,1,1,0.33691
1,9,7,1,1,0.62134
1,9,7,1,1,0.39505
1,9,7,1,1,0.63244
1,9,7,1,1,0.33357
1,9,7,1,1,0.64061
1,9,7,1,1,0.31694
1,9,7,1,1,0.65179
1,9,7,1,1,0.3743
1,9,7,1,1,0.58455
1,9,7,1,1,0.48193
1,9,7,1,1,0.44922
1,9,7,1,1,0.39096
1,9,7,1,1,0.62967
1,9,7,1,1,0.38722
1,9,7,1,1,0.64599
1,9,7,1,1,0.37996
1,9,7,1,1,0.32155
1,9,7,1,1,0.64094
1,9,7,1,1,0.38088
1,9,7,1,1,0.68555
1,9,7,1,1,0.31308
1,9,7,1,1,0.66404
1,9,7,1,1,0.33425
1,9,7,1,1,0.6601
1,9,7,1,1,0.36244
1,9,7,1,1,0.66318
1,9,7,1,1,0.38916
1,9,7,1,1,0.64488
1,9,7,1,1,0.35294
1,9,7,1,1,0.54674
1,9,7,1,1,0.30265
1,9,7,1,1,0.61692
1,9,7,1,1,0.3936
1,9,7,1,1,0.60916
1,9,7,1,1,0.31255
1,9,7,1,1,0.68873
1,9,7,1,1,0.3239
1,9,7,1,1,0.6653
1,9,7,1,1,0.30731
1,9,7,1,1,0.60566
1,9,7,1,1,0.28899
1,9,7,1,1,0.68042
1,9,7,1,1,0.35027
1,9,7,1,1,0.65946
1,9,7,1,1,0.31317
1,9,7,1,1,0.66475
1,9,7,1,1,0.29582
1,9,7,1,1,0.70143
1,9,7,1,1,0.38805
1,9,7,1,1,0.64364
1,9,7,1,1,0.38175
1,9,7,1,1,0.71686
1,9,7,1,1,0.30542
1,9,7,1,1,0.63823
1,9,7,1,1,0.30272
1,9,7,1,1,0.69257
1,9,7,1,1,0.3817
1,9,7,1,1,0.65111
1,9,7,1,1,0.37278
1,9,7,1,1,0.63466
1,9,7,1,1,0.43084
1,9,7,1,1,0.64184
1,9,7,1,1,0.34626
1,9,7,1,1,0.62401
1,9,7,1,1,0.45896
1,9,7,1,1,0.60907
1,9,7,1,1,0.32376
1,9,7,1,2,0.41091
1,9,7,1,2,0.66105
1,9,7,1,2,0.37123
1,9,7,1,2,0.6
1,9,7,1,2,0.43665
1,9,7,1,2,0.6582
1,9,7,1,2,0.34128
1,9,7,1,2,0.62207
1,9,7,1,2,0.40667
1,9,7,1,2,0.57848
1,9,7,1,2,0.38807
1,9,7,1,2,0.57091
1,9,7,1,2,0.34127
1,9,7,1,2,0.62261
1,9,7,1,2,0.33945
1,9,7,1,2,0.61685
1,9,7,1,2,0.39768
1,9,7,1,2,0.62382
1,9,7,1,2,0.39337
1,9,7,1,2,0.6288
1,9,7,1,2,0.37526
1,9,7,1,2,0.6536
1,9,7,1,2,0.40842
1,9,7,1,2,0.62151
1,9,7,1,2,0.43846
1,9,7,1,2,0.60992
1,9,7,1,2,0.38636
1,9,7,1,2,0.63577
1,9,7,1,2,0.32833
1,9,7,1,2,0.66514
1,9,7,1,2,0.34875
1,9,7,1,2,0.68436
1,9,7,1,2,0.45224
1,9,7,1,2,0.58829
1,9,7,1,2,0.44251
1,9,7,1,2,0.63583
1,9,7,1,2,0.35167
1,9,7,1,2,0.65527
1,9,7,1,2,0.41341
1,9,7,1,2,0.69163
1,9,7,1,2,0.39428
1,9,7,1,2,0.68105
1,9,7,1,2,0.35984
1,9,7,1,2,0.6428
1,9,7,1,2,0.40813
1,9,7,1,2,0.65899
1,9,7,1,2,0.37549
1,9,7,1,2,0.53743
1,9,7,1,2,0.36647
1,9,7,1,2,0.66894
1,9,7,1,2,0.41649
1,9,7,1,2,0.34762
1,9,7,1,2,0.61424
1,9,7,1,2,0.36114
1,9,7,1,2,0.66413
1,9,7,1,2,0.31525
1,9,7,1,2,0.71517
1,9,7,1,2,0.37486
1,9,7,1,2,0.58908
1,9,7,1,2,0.45105
1,9,7,1,2,0.72627
1,9,7,1,2,0.41849
1,9,7,1,2,0.63732
1,9,7,1,2,0.39397
1,9,7,1,2,0.59076
1,9,7,1,2,0.30503
1,9,7,1,2,0.67791
1,9,7,1,2,0.41246
1,9,7,1,2,0.65029
1,9,7,1,2,0.41701
1,9,7,1,2,0.66831
1,9,7,1,2,0.36536
1,9,7,1,2,0.6113
1,9,7,1,2,0.39661
1,9,7,1,2,0.6299
1,9,7,1,2,0.58228
1,9,7,1,2,0.43855
1,9,7,1,2,0.3037
1,9,7,1,2,0.69792
1,9,7,1,2,0.31334
1,9,7,1,2,0.57821
1,9,7,1,2,0.33931
1,9,7,1,2,0.73582
1,9,7,1,2,0.41526
1,9,7,1,2,0.71721
1,9,7,1,2,0.45895
1,9,7,1,2,0.64148
1,9,7,1,2,0.35451
1,9,7,1,2,0.76587
1,9,7,1,2,0.42824
1,9,7,1,2,0.6761
1,9,7,1,2,0.4485
1,9,7,1,2,0.68186
1,9,7,1,2,0.29576
1,9,7,1,2,0.73168
1,9,7,1,2,0.40729
1,9,7,1,2,0.71329
1,9,7,1,2,0.38727
1,9,7,1,2,0.32896
1,9,7,1,2,0.64189
1,9,7,1,2,0.32598
1,9,7,1,2,0.64507
1,9,7,1,2,0.39586
1,9,7,1,2,0.60395
1,9,7,1,2,0.30999
1,9,7,1,2,0.54117
1,9,7,1,2,0.35569
1,9,7,1,2,0.64292
1,9,7,1,2,0.36428
1,9,7,1,2,0.56954
1,9,7,1,2,0.39707
1,9,7,1,2,0.62075
1,9,7,1,2,0.36181
1,9,7,1,2,0.59965
1,9,7,1,2,0.38485
1,9,7,1,2,0.63966
1,9,7,1,2,0.44423
1,9,7,1,2,0.65785
1,9,7,1,2,0.4121
1,9,7,1,2,0.6524
1,9,7,1,2,0.39559
1,9,7,1,2,0.62629
1,9,7,1,2,0.37565
1,9,7,1,2,0.64976
1,9,7,1,2,0.44769
1,9,7,1,2,0.61586
1,9,7,1,2,0.40852
1,9,7,1,2,0.61139
1,9,7,1,2,0.43266
1,9,7,1,2,0.60235
1,9,7,1,2,0.3746
1,9,7,1,2,0.56131
1,9,7,1,2,0.35078
1,9,7,1,2,0.61932
1,9,7,1,2,0.38564
1,9,7,1,2,0.62162
1,9,7,1,2,0.39274
1,9,7,1,2,0.61803
1,9,7,1,2,0.38238
1,9,7,1,2,0.59686
1,9,7,1,2,0.38255
1,9,7,1,2,0.60476
1,9,7,1,2,0.39977
1,9,7,1,2,0.65213
1,9,7,1,2,0.34124
1,9,7,1,2,0.41091
1,9,7,1,2,0.66105
1,9,7,1,2,0.37123
1,9,7,1,2,0.6
1,9,7,1,2,0.43665
1,9,7,1,2,0.6582
1,9,7,1,2,0.34128
1,9,7,1,2,0.62207
1,9,7,1,2,0.40667
1,9,7,1,2,0.57848
1,9,7,1,2,0.38807
1,9,7,1,2,0.57091
1,9,7,1,2,0.34127
1,9,7,1,2,0.62261
1,9,7,1,2,0.33945
1,9,7,1,2,0.61685
1,9,7,1,2,0.39768
1,9,7,1,2,0.62382
1,9,7,1,2,0.39337
1,9,7,1,2,0.6288
1,9,7,1,2,0.37526
1,9,7,1,2,0.6536
1,9,7,1,2,0.40842
1,9,7,1,2,0.62151
1,9,7,1,2,0.43846
1,9,7,1,2,0.60992
1,9,7,1,2,0.38636
1,9,7,1,2,0.63577
1,9,7,1,2,0.32833
1,9,7,1,2,0.66514
1,9,7,1,2,0.34875
1,9,7,1,2,0.68436
1,9,7,1,2,0.45224
1,9,7,1,2,0.58829
1,9,7,1,2,0.44251
1,9,7,1,2,0.63583
1,9,7,1,2,0.35167
1,9,7,1,2,0.65527
1,9,7,1,2,0.41341
1,9,7,1,2,0.69163
1,9,7,1,2,0.39428
1,9,7,1,2,0.68105
1,9,7,1,2,0.35984
1,9,7,1,2,0.6428
1,9,7,1,2,0.40813
1,9,7,1,2,0.65899
1,9,7,1,2,0.37549
1,9,7,1,2,0.53743
1,9,7,1,2,0.36647
1,9,7,1,2,0.66894
1,9,7,1,2,0.41649
1,9,7,1,2,0.34762
1,9,7,1,2,0.61424
1,9,7,1,2,0.36114
1,9,7,1,2,0.66413
1,9,7,1,2,0.31525
1,9,7,1,2,0.71517
1,9,7,1,2,0.37486
1,9,7,1,2,0.58908
1,9,7,1,2,0.45105
1,9,7,1,2,0.72627
1,9,7,1,2,0.41849
1,9,7,1,2,0.63732
1,9,7,1,2,0.39397
1,9,7,1,2,0.59076
1,9,7,1,2,0.30503
1,9,7,1,2,0.67791
1,9,7,1,2,0.41246
1,9,7,1,2,0.65029
1,9,7,1,2,0.41701
1,9,7,1,2,0.66831
1,9,7,1,2,0.36536
1,9,7,1,2,0.6113
1,9,7,1,2,0.39661
1,9,7,1,2,0.6299
1,9,7,1,2,0.58228
1,9,7,1,2,0.43855
1,9,7,1,2,0.3037
1,9,7,1,2,0.69792
1,9,7,1,2,0.31334
1,9,7,1,2,0.57821
1,9,7,1,2,0.33931
1,9,7,1,2,0.73582
1,9,7,1,2,0.41526
1,9,7,1,2,0.71721
1,9,7,1,2,0.45895
1,9,7,1,2,0.64148
1,9,7,1,2,0.35451
1,9,7,1,2,0.76587
1,9,7,1,2,0.42824
1,9,7,1,2,0.6761
1,9,7,1,2,0.4485
1,9,7,1,2,0.68186
1,9,7,1,2,0.29576
1,9,7,1,2,0.73168
1,9,7,1,2,0.40729
1,9,7,1,2,0.71329
1,9,7,1,2,0.38727
1,9,7,1,2,0.32896
1,9,7,1,2,0.64189
1,9,7,1,2,0.32598
1,9,7,1,2,0.64507
1,9,7,1,2,0.39586
1,9,7,1,2,0.60395
1,9,7,1,2,0.30999
1,9,7,1,2,0.54117
1,9,7,1,2,0.35569
1,9,7,1,2,0.64292
1,9,7,1,2,0.36428
1,9,7,1,2,0.56954
1,9,7,1,2,0.39707
1,9,7,1,2,0.62075
1,9,7,1,2,0.36181
1,9,7,1,2,0.59965
1,9,7,1,2,0.38485
1,9,7,1,2,0.63966
1,9,7,1,2,0.44423
1,9,7,1,2,0.65785
1,9,7,1,2,0.4121
1,9,7,1,2,0.6524
1,9,7,1,2,0.39559
1,9,7,1,2,0.62629
1,9,7,1,2,0.37565
1,9,7,1,2,0.64976
1,9,7,1,2,0.44769
1,9,7,1,2,0.61586
1,9,7,1,2,0.40852
1,9,7,1,2,0.61139
1,9,7,1,2,0.43266
1,9,7,1,2,0.60235
1,9,7,1,2,0.3746
