grp , pp , S , IDR , IDL , decTimeL
1,3,7,3,1,0.55164
1,3,7,3,1,0.37806
1,3,7,3,1,0.55
1,3,7,3,1,0.46324
1,3,7,3,1,0.46667
1,3,7,3,1,0.45794
1,3,7,3,1,0.55752
1,3,7,3,1,0.5117
1,3,7,3,1,0.51646
1,3,7,3,1,0.51271
1,3,7,3,1,0.57963
1,3,7,3,1,0.54717
1,3,7,3,1,0.47727
1,3,7,3,1,0.34736
1,3,7,3,1,0.55327
1,3,7,3,1,0.45
1,3,7,3,1,0.4386
1,3,7,3,1,0.38222
1,3,7,3,1,0.5098
1,3,7,3,1,0.45588
1,3,7,3,1,0.57842
1,3,7,3,1,0.66667
1,3,7,3,1,0.3015
1,3,7,3,1,0.52632
1,3,7,3,1,0.60656
1,3,7,3,1,0.50962
1,3,7,3,1,0.55
1,3,7,3,1,0.50286
1,3,7,3,1,0.41158
1,3,7,3,1,0.52558
1,3,7,3,1,0.43497
1,3,7,3,1,0.583
1,3,7,3,1,0.4225
1,3,7,3,1,0.57026
1,3,7,3,1,0.58621
1,3,7,3,1,0.48905
1,3,7,3,1,0.50495
1,3,7,3,1,0.35915
1,3,7,3,1,0.43719
1,3,7,3,1,0.4303
1,3,7,3,1,0.57143
1,3,7,3,1,0.58108
1,3,7,3,1,0.37869
1,3,7,3,1,0.64575
1,3,7,3,1,0.44964
1,3,7,3,1,0.63478
1,3,7,3,1,0.47351
1,3,7,3,1,0.57621
1,3,7,3,1,0.45439
1,3,7,3,1,0.51127
1,3,7,3,1,0.65957
1,3,7,3,1,0.49254
1,3,7,3,1,0.63636
1,3,7,3,1,0.3875
1,3,7,3,1,0.29914
1,3,7,3,1,0.59611
1,3,7,3,1,0.60417
1,3,7,3,1,0.65823
1,3,7,3,1,0.31194
1,3,7,3,1,0.55904
1,3,7,3,1,0.46435
1,3,7,3,1,0.53118
1,3,7,3,1,0.51553
1,3,7,3,1,0.58212
1,3,7,3,1,0.51394
1,3,7,3,1,0.48197
1,3,7,3,1,0.57143
1,3,7,3,1,0.43
1,3,7,3,1,0.40604
1,3,7,3,1,0.59405
1,3,7,3,1,0.3807
1,3,7,3,1,0.56484
1,3,7,3,1,0.48031
1,3,7,3,1,0.49057
1,3,7,3,1,0.52071
1,3,7,3,1,0.6219
1,3,7,3,1,0.47701
1,3,7,3,1,0.49416
1,3,7,3,1,0.63866
1,3,7,3,1,0.46154
1,3,7,3,1,0.38258
1,3,7,3,1,0.55439
1,3,7,3,1,0.54286
1,3,7,3,1,0.39506
1,3,7,3,1,0.39402
1,3,7,3,1,0.55157
1,3,7,3,1,0.37395
1,3,7,3,1,0.60423
1,3,7,3,1,0.49225
1,3,7,3,1,0.55885
1,3,7,3,1,0.44868
1,3,7,3,1,0.55179
1,3,7,3,1,0.41904
1,3,7,3,1,0.51111
1,3,7,3,1,0.42698
1,3,7,3,1,0.5
1,3,7,3,1,0.63043
1,3,7,3,1,0.53804
1,3,7,3,1,0.40643
1,3,7,3,1,0.39829
1,3,7,3,1,0.52393
1,3,7,3,1,0.34266
1,3,7,3,1,0.56565
1,3,7,3,1,0.54237
1,3,7,3,1,0.2126
1,3,7,3,1,0.36722
1,3,7,3,1,0.63401
1,3,7,3,1,0.40412
1,3,7,3,1,0.51463
1,3,7,3,1,0.54839
1,3,7,3,1,0.41
1,3,7,3,1,0.34831
1,3,7,3,1,0.48527
1,3,7,3,1,0.43503
1,3,7,3,1,0.47709
1,3,7,3,1,0.40705
1,3,7,3,1,0.61045
1,3,7,3,1,0.63415
1,3,7,3,1,0.53763
1,3,7,3,1,0.39865
1,3,7,3,1,0.59016
1,3,7,3,1,0.76543
1,3,7,3,1,0.4887
1,3,7,3,1,0.45315
1,3,7,3,1,0.57092
1,3,7,3,1,0.38762
1,3,7,3,1,0.47532
1,3,7,3,1,0.30251
1,3,7,3,1,0.50875
1,3,7,3,1,0.51351
1,3,7,3,1,0.59404
1,3,7,3,1,0.50411
1,3,7,3,1,0.47619
1,3,7,3,1,0.56667
1,3,7,3,1,0.57312
1,3,7,3,1,0.51499
1,3,7,3,1,0.55714
1,3,7,3,1,0.48507
1,3,7,3,1,0.67206
1,3,7,3,1,0.37441
1,3,7,3,1,0.53968
1,3,7,3,1,0.61413
1,3,7,3,1,0.50088
1,3,7,3,1,0.40805
1,3,7,3,1,0.43269
1,3,7,3,1,0.46667
1,3,7,3,1,0.5794
1,3,7,3,1,0.44147
1,3,7,3,1,0.6359
1,3,7,3,1,0.40709
1,3,7,3,1,0.58041
1,3,7,3,1,0.5
1,3,7,3,1,0.36806
1,3,7,3,1,0.43241
1,3,7,3,1,0.56905
1,3,7,3,1,0.60714
1,3,7,3,1,0.43478
1,3,7,3,1,0.34959
1,3,7,3,1,0.60933
1,3,7,3,1,0.49484
1,3,7,3,1,0.4637
1,3,7,3,1,0.36812
1,3,7,3,1,0.53707
1,3,7,3,1,0.51852
1,3,7,3,1,0.36559
1,3,7,3,1,0.33144
1,3,7,3,1,0.5573
1,3,7,3,1,0.39504
1,3,7,3,1,0.53153
1,3,7,3,1,0.30298
1,3,7,3,1,0.58093
1,3,7,3,1,0.54444
1,3,7,3,1,0.4252
1,3,7,3,1,0.37905
1,3,7,3,1,0.554
1,3,7,3,1,0.34091
1,3,7,3,1,0.40625
1,3,7,3,1,0.35581
1,3,7,3,1,0.54289
1,3,7,3,1,0.58824
1,3,7,3,1,0.59155
1,3,7,3,1,0.43059
1,3,7,3,1,0.55619
1,3,7,3,1,0.51667
1,3,7,3,1,0.49425
1,3,7,3,1,0.57282
1,3,7,3,1,0.52564
1,3,7,3,1,0.33763
1,3,7,3,1,0.39394
1,3,7,3,1,0.5993
1,3,7,3,1,0.47887
1,3,7,3,1,0.47368
1,3,7,3,1,0.7451
1,3,7,3,1,0.58391
1,3,7,3,1,0.47191
1,3,7,3,1,0.29134
1,3,7,3,1,0.41245
1,3,7,3,1,0.49301
1,3,7,3,1,0.4769
1,3,7,3,1,0.48418
1,3,7,3,1,0.42879
1,3,7,3,1,0.48529
1,3,7,3,1,0.55556
1,3,7,3,1,0.55082
1,3,7,3,1,0.35782
1,3,7,3,1,0.5254
1,3,7,3,1,0.38314
1,3,7,3,1,0.57876
1,3,7,3,1,0.47745
1,3,7,3,1,0.65135
1,3,7,3,1,0.40595
1,3,7,3,1,0.51991
1,3,7,3,1,0.42353
1,3,7,3,1,0.5986
1,3,7,3,1,0.48591
1,3,7,3,1,0.56846
1,3,7,3,1,0.61376
1,3,7,3,1,0.55843
1,3,7,3,1,0.33444
1,3,7,3,1,0.58086
1,3,7,3,1,0.6087
1,3,7,3,1,0.45946
1,3,7,3,1,0.49438
1,3,7,3,1,0.39286
1,3,7,3,1,0.35329
1,3,7,3,1,0.4784
1,3,7,3,1,0.40254
1,3,7,3,1,0.59206
1,3,7,3,1,0.41447
1,3,7,3,1,0.4386
1,3,7,3,1,0.64
1,3,7,3,1,0.57238
1,3,7,3,1,0.37716
1,3,7,3,1,0.52161
1,3,7,3,1,0.438
1,3,7,3,1,0.62096
1,3,7,3,1,0.47717
1,3,7,3,1,0.47959
1,3,7,3,1,0.41347
1,3,7,3,1,0.55164
1,3,7,3,1,0.37806
1,3,7,3,1,0.55
1,3,7,3,1,0.46324
1,3,7,3,1,0.46667
1,3,7,3,1,0.45794
1,3,7,3,1,0.55752
1,3,7,3,1,0.5117
1,3,7,3,1,0.51646
1,3,7,3,1,0.51271
1,3,7,3,1,0.57963
1,3,7,3,1,0.54717
1,3,7,3,1,0.47727
1,3,7,3,1,0.34736
1,3,7,3,1,0.55327
1,3,7,3,1,0.45
1,3,7,3,1,0.4386
1,3,7,3,1,0.38222
1,3,7,3,1,0.5098
1,3,7,3,1,0.45588
1,3,7,3,1,0.57842
1,3,7,3,1,0.66667
1,3,7,3,1,0.3015
1,3,7,3,1,0.52632
1,3,7,3,1,0.60656
1,3,7,3,1,0.50962
1,3,7,3,1,0.55
1,3,7,3,1,0.50286
1,3,7,3,1,0.41158
1,3,7,3,1,0.52558
1,3,7,3,1,0.43497
1,3,7,3,1,0.583
1,3,7,3,1,0.4225
1,3,7,3,1,0.57026
1,3,7,3,1,0.58621
1,3,7,3,1,0.48905
1,3,7,3,1,0.50495
1,3,7,3,1,0.35915
1,3,7,3,1,0.43719
1,3,7,3,1,0.4303
1,3,7,3,1,0.57143
1,3,7,3,1,0.58108
1,3,7,3,1,0.37869
1,3,7,3,1,0.64575
1,3,7,3,1,0.44964
1,3,7,3,1,0.63478
1,3,7,3,1,0.47351
1,3,7,3,1,0.57621
1,3,7,3,1,0.45439
1,3,7,3,1,0.51127
1,3,7,3,1,0.65957
1,3,7,3,1,0.49254
1,3,7,3,1,0.63636
1,3,7,3,1,0.3875
1,3,7,3,1,0.29914
1,3,7,3,1,0.59611
1,3,7,3,1,0.60417
1,3,7,3,1,0.65823
1,3,7,3,1,0.31194
1,3,7,3,1,0.55904
1,3,7,3,1,0.46435
1,3,7,3,1,0.53118
1,3,7,3,1,0.51553
1,3,7,3,1,0.58212
1,3,7,3,1,0.51394
1,3,7,3,1,0.48197
1,3,7,3,1,0.57143
1,3,7,3,1,0.43
1,3,7,3,1,0.40604
1,3,7,3,1,0.59405
1,3,7,3,1,0.3807
1,3,7,3,1,0.56484
1,3,7,3,1,0.48031
1,3,7,3,1,0.49057
1,3,7,3,1,0.52071
1,3,7,3,1,0.6219
1,3,7,3,1,0.47701
1,3,7,3,1,0.49416
1,3,7,3,1,0.63866
1,3,7,3,1,0.46154
1,3,7,3,1,0.38258
1,3,7,3,1,0.55439
1,3,7,3,1,0.54286
1,3,7,3,1,0.39506
1,3,7,3,1,0.39402
1,3,7,3,1,0.55157
1,3,7,3,1,0.37395
1,3,7,3,1,0.60423
1,3,7,3,1,0.49225
1,3,7,3,1,0.55885
1,3,7,3,1,0.44868
1,3,7,3,1,0.55179
1,3,7,3,1,0.41904
1,3,7,3,1,0.51111
1,3,7,3,1,0.42698
1,3,7,3,1,0.5
1,3,7,3,1,0.63043
1,3,7,3,1,0.53804
1,3,7,3,1,0.40643
1,3,7,3,1,0.39829
1,3,7,3,1,0.52393
1,3,7,3,1,0.34266
1,3,7,3,1,0.56565
1,3,7,3,1,0.54237
1,3,7,3,1,0.2126
1,3,7,3,1,0.36722
1,3,7,3,1,0.63401
1,3,7,3,1,0.40412
1,3,7,3,1,0.51463
1,3,7,3,1,0.54839
1,3,7,3,1,0.41
1,3,7,3,1,0.34831
1,3,7,3,1,0.48527
1,3,7,3,1,0.43503
1,3,7,3,1,0.47709
1,3,7,3,1,0.40705
1,3,7,3,1,0.61045
1,3,7,3,1,0.63415
1,3,7,3,1,0.53763
1,3,7,3,1,0.39865
1,3,7,3,1,0.59016
1,3,7,3,1,0.76543
1,3,7,3,1,0.4887
1,3,7,3,1,0.45315
1,3,7,3,1,0.57092
1,3,7,3,1,0.38762
1,3,7,3,1,0.47532
1,3,7,3,1,0.30251
1,3,7,3,1,0.50875
1,3,7,3,1,0.51351
1,3,7,3,1,0.59404
1,3,7,3,1,0.50411
1,3,7,3,1,0.47619
1,3,7,3,1,0.56667
1,3,7,3,1,0.57312
1,3,7,3,1,0.51499
1,3,7,3,1,0.55714
1,3,7,3,1,0.48507
1,3,7,3,1,0.67206
1,3,7,3,1,0.37441
1,3,7,3,1,0.53968
1,3,7,3,1,0.61413
1,3,7,3,1,0.50088
1,3,7,3,1,0.40805
1,3,7,3,1,0.43269
1,3,7,3,1,0.46667
1,3,7,3,1,0.5794
1,3,7,3,1,0.44147
1,3,7,3,1,0.6359
1,3,7,3,1,0.40709
1,3,7,3,1,0.58041
1,3,7,3,1,0.5
1,3,7,3,1,0.36806
1,3,7,3,1,0.43241
1,3,7,3,1,0.56905
1,3,7,3,1,0.60714
1,3,7,3,1,0.43478
1,3,7,3,1,0.34959
1,3,7,3,1,0.60933
1,3,7,3,1,0.49484
1,3,7,3,1,0.4637
1,3,7,3,1,0.36812
1,3,7,3,1,0.53707
1,3,7,3,1,0.51852
1,3,7,3,1,0.36559
1,3,7,3,1,0.33144
1,3,7,3,1,0.5573
1,3,7,3,1,0.39504
1,3,7,3,1,0.53153
1,3,7,3,1,0.30298
1,3,7,3,1,0.58093
1,3,7,3,1,0.54444
1,3,7,3,1,0.4252
1,3,7,3,1,0.37905
1,3,7,3,1,0.554
1,3,7,3,1,0.34091
1,3,7,3,1,0.40625
1,3,7,3,1,0.35581
1,3,7,3,1,0.54289
1,3,7,3,1,0.58824
1,3,7,3,1,0.59155
1,3,7,3,1,0.43059
1,3,7,3,1,0.55619
1,3,7,3,1,0.51667
1,3,7,3,1,0.49425
1,3,7,3,1,0.57282
1,3,7,3,1,0.52564
1,3,7,3,1,0.33763
1,3,7,3,2,0.43299
1,3,7,3,2,0.39002
1,3,7,3,2,0.6
1,3,7,3,2,0.48533
1,3,7,3,2,0.48366
1,3,7,3,2,0.38874
1,3,7,3,2,0.54988
1,3,7,3,2,0.48395
1,3,7,3,2,0.56443
1,3,7,3,2,0.41045
1,3,7,3,2,0.38875
1,3,7,3,2,0.48209
1,3,7,3,2,0.41005
1,3,7,3,2,0.44628
1,3,7,3,2,0.36198
1,3,7,3,2,0.4507
1,3,7,3,2,0.41935
1,3,7,3,2,0.45946
1,3,7,3,2,0.39683
1,3,7,3,2,0.46322
1,3,7,3,2,0.34946
1,3,7,3,2,0.45783
1,3,7,3,2,0.42857
1,3,7,3,2,0.44
1,3,7,3,2,0.42274
1,3,7,3,2,0.4404
1,3,7,3,2,0.38689
1,3,7,3,2,0.44479
1,3,7,3,2,0.3791
1,3,7,3,2,0.35616
1,3,7,3,2,0.44816
1,3,7,3,2,0.41613
1,3,7,3,2,0.45794
1,3,7,3,2,0.40385
1,3,7,3,2,0.39528
1,3,7,3,2,0.4391
1,3,7,3,2,0.37695
1,3,7,3,2,0.43034
1,3,7,3,2,0.38095
1,3,7,3,2,0.38462
1,3,7,3,2,0.46181
1,3,7,3,2,0.38176
1,3,7,3,2,0.40373
1,3,7,3,2,0.45533
1,3,7,3,2,0.49096
1,3,7,3,2,0.48235
1,3,7,3,2,0.50898
1,3,7,3,2,0.52044
1,3,7,3,2,0.41127
1,3,7,3,2,0.44
1,3,7,3,2,0.40125
1,3,7,3,2,0.40123
1,3,7,3,2,0.3838
1,3,7,3,2,0.49462
1,3,7,3,2,0.41667
1,3,7,3,2,0.50485
1,3,7,3,2,0.41007
1,3,7,3,2,0.43816
1,3,7,3,2,0.45151
1,3,7,3,2,0.41608
1,3,7,3,2,0.44
1,3,7,3,2,0.42492
1,3,7,3,2,0.36462
1,3,7,3,2,0.44983
1,3,7,3,2,0.41042
1,3,7,3,2,0.42763
1,3,7,3,2,0.42456
1,3,7,3,2,0.46953
1,3,7,3,2,0.38284
1,3,7,3,2,0.4678
1,3,7,3,2,0.36786
1,3,7,3,2,0.49158
1,3,7,3,2,0.38182
1,3,7,3,2,0.45017
1,3,7,3,2,0.44781
1,3,7,3,2,0.42712
1,3,7,3,2,0.43729
1,3,7,3,2,0.44702
1,3,7,3,2,0.40959
1,3,7,3,2,0.40767
1,3,7,3,2,0.36986
1,3,7,3,2,0.39333
1,3,7,3,2,0.40067
1,3,7,3,2,0.4339
1,3,7,3,2,0.46273
1,3,7,3,2,0.43302
1,3,7,3,2,0.44079
1,3,7,3,2,0.38889
1,3,7,3,2,0.43934
1,3,7,3,2,0.45015
1,3,7,3,2,0.44262
1,3,7,3,2,0.40184
1,3,7,3,2,0.44482
1,3,7,3,2,0.39869
1,3,7,3,2,0.49364
1,3,7,3,2,0.43046
1,3,7,3,2,0.41987
1,3,7,3,2,0.45263
1,3,7,3,2,0.43403
1,3,7,3,2,0.38206
1,3,7,3,2,0.45
1,3,7,3,2,0.42751
1,3,7,3,2,0.43878
1,3,7,3,2,0.42955
1,3,7,3,2,0.41034
1,3,7,3,2,0.4
1,3,7,3,2,0.45977
1,3,7,3,2,0.41667
1,3,7,3,2,0.49521
1,3,7,3,2,0.45788
1,3,7,3,2,0.43682
1,3,7,3,2,0.41637
1,3,7,3,2,0.39667
1,3,7,3,2,0.41111
1,3,7,3,2,0.40614
1,3,7,3,2,0.46233
1,3,7,3,2,0.42712
1,3,7,3,2,0.41463
1,3,7,3,2,0.47945
1,3,7,3,2,0.42466
1,3,7,3,2,0.45
1,3,7,3,2,0.39695
1,3,7,3,2,0.42759
1,3,7,3,2,0.43151
1,3,7,3,2,0.46823
1,3,7,3,2,0.43382
1,3,7,3,2,0.38176
1,3,7,3,2,0.40484
1,3,7,3,2,0.42953
1,3,7,3,2,0.39161
1,3,7,3,2,0.40351
1,3,7,3,2,0.40141
1,3,7,3,2,0.48297
1,3,7,3,2,0.42808
1,3,7,3,2,0.43554
1,3,7,3,2,0.40143
1,3,7,3,2,0.4396
1,3,7,3,2,0.39925
1,3,7,3,2,0.44604
1,3,7,3,2,0.41241
1,3,7,3,2,0.44771
1,3,7,3,2,0.42754
1,3,7,3,2,0.4396
1,3,7,3,2,0.43299
1,3,7,3,2,0.39002
1,3,7,3,2,0.6
1,3,7,3,2,0.48533
1,3,7,3,2,0.48366
1,3,7,3,2,0.38874
1,3,7,3,2,0.54988
1,3,7,3,2,0.48395
1,3,7,3,2,0.56443
1,3,7,3,2,0.41045
1,3,7,3,2,0.38875
1,3,7,3,2,0.48209
1,3,7,3,2,0.41005
1,3,7,3,2,0.44628
1,3,7,3,2,0.36198
1,3,7,3,2,0.4507
1,3,7,3,2,0.41935
1,3,7,3,2,0.45946
1,3,7,3,2,0.39683
1,3,7,3,2,0.46322
1,3,7,3,2,0.34946
1,3,7,3,2,0.45783
1,3,7,3,2,0.42857
1,3,7,3,2,0.44
1,3,7,3,2,0.42274
1,3,7,3,2,0.4404
1,3,7,3,2,0.38689
1,3,7,3,2,0.44479
1,3,7,3,2,0.3791
1,3,7,3,2,0.35616
1,3,7,3,2,0.44816
1,3,7,3,2,0.41613
1,3,7,3,2,0.45794
1,3,7,3,2,0.40385
1,3,7,3,2,0.39528
1,3,7,3,2,0.4391
1,3,7,3,2,0.37695
1,3,7,3,2,0.43034
1,3,7,3,2,0.38095
1,3,7,3,2,0.38462
1,3,7,3,2,0.46181
1,3,7,3,2,0.38176
1,3,7,3,2,0.40373
1,3,7,3,2,0.45533
1,3,7,3,2,0.49096
1,3,7,3,2,0.48235
1,3,7,3,2,0.50898
1,3,7,3,2,0.52044
1,3,7,3,2,0.41127
1,3,7,3,2,0.44
1,3,7,3,2,0.40125
1,3,7,3,2,0.40123
1,3,7,3,2,0.3838
1,3,7,3,2,0.49462
1,3,7,3,2,0.41667
1,3,7,3,2,0.50485
1,3,7,3,2,0.41007
1,3,7,3,2,0.43816
1,3,7,3,2,0.45151
1,3,7,3,2,0.41608
1,3,7,3,2,0.44
1,3,7,3,2,0.42492
1,3,7,3,2,0.36462
1,3,7,3,2,0.44983
1,3,7,3,2,0.41042
1,3,7,3,2,0.42763
1,3,7,3,2,0.42456
1,3,7,3,2,0.46953
1,3,7,3,2,0.38284
1,3,7,3,2,0.4678
1,3,7,3,2,0.36786
1,3,7,3,2,0.49158
1,3,7,3,2,0.38182
1,3,7,3,2,0.45017
1,3,7,3,2,0.44781
1,3,7,3,2,0.42712
1,3,7,3,2,0.43729
1,3,7,3,2,0.44702
1,3,7,3,2,0.40959
1,3,7,3,2,0.40767
1,3,7,3,2,0.36986
1,3,7,3,2,0.39333
1,3,7,3,2,0.40067
1,3,7,3,2,0.4339
1,3,7,3,2,0.46273
1,3,7,3,2,0.43302
1,3,7,3,2,0.44079
1,3,7,3,2,0.38889
1,3,7,3,2,0.43934
1,3,7,3,2,0.45015
1,3,7,3,2,0.44262
1,3,7,3,2,0.40184
1,3,7,3,2,0.44482
1,3,7,3,2,0.39869
1,3,7,3,2,0.49364
1,3,7,3,2,0.43046
1,3,7,3,2,0.41987
1,3,7,3,2,0.45263
1,3,7,3,2,0.43403
1,3,7,3,2,0.38206
1,3,7,3,2,0.45
1,3,7,3,2,0.42751
1,3,7,3,2,0.43878
1,3,7,3,2,0.42955
1,3,7,3,2,0.41034
1,3,7,3,2,0.4
1,3,7,3,2,0.45977
1,3,7,3,2,0.41667
1,3,7,3,2,0.49521
1,3,7,3,2,0.45788
1,3,7,3,2,0.43682
1,3,7,3,2,0.41637
1,3,7,3,2,0.39667
1,3,7,3,2,0.41111
1,3,7,3,2,0.40614
1,3,7,3,2,0.46233
1,3,7,3,2,0.42712
1,3,7,3,2,0.41463
1,3,7,3,2,0.47945
1,3,7,3,2,0.42466
1,3,7,3,2,0.45
1,3,7,3,2,0.39695
1,3,7,3,2,0.42759
1,3,7,3,2,0.43151
1,3,7,3,2,0.46823
1,3,7,3,2,0.43382
1,3,7,3,2,0.38176
1,3,7,3,2,0.40484
1,3,7,3,2,0.42953
1,3,7,3,2,0.39161
1,3,7,3,2,0.40351
1,3,7,3,2,0.40141
1,3,7,3,2,0.48297
1,3,7,3,2,0.42808
1,3,7,3,2,0.43554
1,3,7,3,2,0.40143
1,3,7,3,2,0.4396
1,3,7,3,2,0.39925
1,3,7,3,2,0.44604
1,3,7,3,2,0.41241
1,3,7,3,2,0.44771
1,3,7,3,2,0.42754
1,3,7,3,2,0.4396
1,6,1,1,1,0.24718
1,6,1,1,1,0.47907
1,6,1,1,1,0.40881
1,6,1,1,1,0.57558
1,6,1,1,1,0.57402
1,6,1,1,1,0.6143
1,6,1,1,1,0.3408
1,6,1,1,1,0.60321
1,6,1,1,1,0.42733
1,6,1,1,1,0.55517
1,6,1,1,1,0.60694
1,6,1,1,1,0.48936
1,6,1,1,1,0.35126
1,6,1,1,1,0.53968
1,6,1,1,1,0.41425
1,6,1,1,1,0.47549
1,6,1,1,1,0.35488
1,6,1,1,1,0.60953
1,6,1,1,1,0.37219
1,6,1,1,1,0.55513
1,6,1,1,1,0.37436
1,6,1,1,1,0.44622
1,6,1,1,1,0.44086
1,6,1,1,1,0.49727
1,6,1,1,1,0.27134
1,6,1,1,1,0.60377
1,6,1,1,1,0.60127
1,6,1,1,1,0.55724
1,6,1,1,1,0.37847
1,6,1,1,1,0.51448
1,6,1,1,1,0.33872
1,6,1,1,1,0.70553
1,6,1,1,1,0.26557
1,6,1,1,1,0.60186
1,6,1,1,1,0.38255
1,6,1,1,1,0.59993
1,6,1,1,1,0.36305
1,6,1,1,1,0.54319
1,6,1,1,1,0.28317
1,6,1,1,1,0.58207
1,6,1,1,1,0.33159
1,6,1,1,1,0.66491
1,6,1,1,1,0.63158
1,6,1,1,1,0.57033
1,6,1,1,1,0.31872
1,6,1,1,1,0.50332
1,6,1,1,1,0.29255
1,6,1,1,1,0.54921
1,6,1,1,1,0.2764
1,6,1,1,1,0.62963
1,6,1,1,1,0.58763
1,6,1,1,1,0.61762
1,6,1,1,1,0.31531
1,6,1,1,1,0.33423
1,6,1,1,1,0.56994
1,6,1,1,1,0.36509
1,6,1,1,1,0.66062
1,6,1,1,1,0.3206
1,6,1,1,1,0.62832
1,6,1,1,1,0.42329
1,6,1,1,1,0.66847
1,6,1,1,1,0.37642
1,6,1,1,1,0.56532
1,6,1,1,1,0.40239
1,6,1,1,1,0.6613
1,6,1,1,1,0.27127
1,6,1,1,1,0.45902
1,6,1,1,1,0.59756
1,6,1,1,1,0.6285
1,6,1,1,1,0.27102
1,6,1,1,1,0.62722
1,6,1,1,1,0.25268
1,6,1,1,1,0.58592
1,6,1,1,1,0.2406
1,6,1,1,1,0.63598
1,6,1,1,1,0.26799
1,6,1,1,1,0.54715
1,6,1,1,1,0.45977
1,6,1,1,1,0.32787
1,6,1,1,1,0.30809
1,6,1,1,1,0.62808
1,6,1,1,1,0.36965
1,6,1,1,1,0.52096
1,6,1,1,1,0.30134
1,6,1,1,1,0.56868
1,6,1,1,1,0.38557
1,6,1,1,1,0.29114
1,6,1,1,1,0.44245
1,6,1,1,1,0.68183
1,6,1,1,1,0.30848
1,6,1,1,1,0.63465
1,6,1,1,1,0.34148
1,6,1,1,1,0.62825
1,6,1,1,1,0.26766
1,6,1,1,1,0.62999
1,6,1,1,1,0.31282
1,6,1,1,1,0.58908
1,6,1,1,1,0.19902
1,6,1,1,1,0.6014
1,6,1,1,1,0.27758
1,6,1,1,1,0.66304
1,6,1,1,1,0.25132
1,6,1,1,1,0.60676
1,6,1,1,1,0.27356
1,6,1,1,1,0.54462
1,6,1,1,1,0.44269
1,6,1,1,1,0.59761
1,6,1,1,1,0.32987
1,6,1,1,1,0.40659
1,6,1,1,1,0.70297
1,6,1,1,1,0.29725
1,6,1,1,1,0.56058
1,6,1,1,1,0.27124
1,6,1,1,1,0.57976
1,6,1,1,1,0.34725
1,6,1,1,1,0.63351
1,6,1,1,1,0.26155
1,6,1,1,1,0.6517
1,6,1,1,1,0.34441
1,6,1,1,1,0.61483
1,6,1,1,1,0.27359
1,6,1,1,1,0.65396
1,6,1,1,1,0.28957
1,6,1,1,1,0.58
1,6,1,1,1,0.51429
1,6,1,1,1,0.39344
1,6,1,1,1,0.33941
1,6,1,1,1,0.56275
1,6,1,1,1,0.4167
1,6,1,1,1,0.58099
1,6,1,1,1,0.43352
1,6,1,1,1,0.63633
1,6,1,1,1,0.24188
1,6,1,1,1,0.63147
1,6,1,1,1,0.24969
1,6,1,1,1,0.72115
1,6,1,1,1,0.32706
1,6,1,1,1,0.5718
1,6,1,1,1,0.29594
1,6,1,1,1,0.57646
1,6,1,1,1,0.3027
1,6,1,1,1,0.64759
1,6,1,1,1,0.34278
1,6,1,1,1,0.51456
1,6,1,1,1,0.47917
1,6,1,1,1,0.57089
1,6,1,1,1,0.31013
1,6,1,1,1,0.65863
1,6,1,1,1,0.30237
1,6,1,1,1,0.67256
1,6,1,1,1,0.30751
1,6,1,1,1,0.6047
1,6,1,1,1,0.30086
1,6,1,1,1,0.58337
1,6,1,1,1,0.4081
1,6,1,1,1,0.61361
1,6,1,1,1,0.644
1,6,1,1,1,0.57303
1,6,1,1,1,0.3167
1,6,1,1,1,0.46099
1,6,1,1,1,0.59722
1,6,1,1,1,0.67422
1,6,1,1,1,0.42466
1,6,1,1,1,0.66315
1,6,1,1,1,0.6129
1,6,1,1,1,0.46914
1,6,1,1,1,0.28219
1,6,1,1,1,0.68274
1,6,1,1,1,0.24718
1,6,1,1,1,0.47907
1,6,1,1,1,0.40881
1,6,1,1,1,0.57558
1,6,1,1,1,0.57402
1,6,1,1,1,0.6143
1,6,1,1,1,0.3408
1,6,1,1,1,0.60321
1,6,1,1,1,0.42733
1,6,1,1,1,0.55517
1,6,1,1,1,0.60694
1,6,1,1,1,0.48936
1,6,1,1,1,0.35126
1,6,1,1,1,0.53968
1,6,1,1,1,0.41425
1,6,1,1,1,0.47549
1,6,1,1,1,0.35488
1,6,1,1,1,0.60953
1,6,1,1,1,0.37219
1,6,1,1,1,0.55513
1,6,1,1,1,0.37436
1,6,1,1,1,0.44622
1,6,1,1,1,0.44086
1,6,1,1,1,0.49727
1,6,1,1,1,0.27134
1,6,1,1,1,0.60377
1,6,1,1,1,0.60127
1,6,1,1,1,0.55724
1,6,1,1,1,0.37847
1,6,1,1,1,0.51448
1,6,1,1,1,0.33872
1,6,1,1,1,0.70553
1,6,1,1,1,0.26557
1,6,1,1,1,0.60186
1,6,1,1,1,0.38255
1,6,1,1,1,0.59993
1,6,1,1,1,0.36305
1,6,1,1,1,0.54319
1,6,1,1,1,0.28317
1,6,1,1,1,0.58207
1,6,1,1,1,0.33159
1,6,1,1,1,0.66491
1,6,1,1,1,0.63158
1,6,1,1,1,0.57033
1,6,1,1,1,0.31872
1,6,1,1,1,0.50332
1,6,1,1,1,0.29255
1,6,1,1,1,0.54921
1,6,1,1,1,0.2764
1,6,1,1,1,0.62963
1,6,1,1,1,0.58763
1,6,1,1,1,0.61762
1,6,1,1,1,0.31531
