grp , pp , S , IDR , IDL , q2R
1,3,1,1,1,0.48378
1,3,1,1,1,0.55408
1,3,1,1,1,0.6532
1,3,1,1,1,0.48378
1,3,1,1,1,0.55408
1,3,1,1,1,0.6532
1,3,1,1,2,0.54953
1,3,1,1,2,0.52207
1,3,1,1,2,0.53097
1,3,1,1,2,0.54953
1,3,1,1,2,0.52207
1,3,1,1,2,0.53097
1,3,1,2,1,0.59656
1,3,1,2,1,0.55916
1,3,1,2,1,0.55436
1,3,1,2,1,0.59656
1,3,1,2,1,0.55916
1,3,1,2,1,0.55436
1,3,1,2,2,0.473
1,3,1,2,2,0.63387
1,3,1,2,2,0.58795
1,3,1,2,2,0.473
1,3,1,2,2,0.63387
1,3,1,2,2,0.58795
1,3,1,3,1,0.56079
1,3,1,3,1,0.60667
1,3,1,3,1,0.57993
1,3,1,3,1,0.56079
1,3,1,3,1,0.60667
1,3,1,3,1,0.57993
1,3,1,3,2,0.6866
1,3,1,3,2,0.79604
1,3,1,3,2,0.87461
1,3,1,3,2,0.6866
1,3,1,3,2,0.79604
1,3,1,3,2,0.87461
1,3,4,1,1,0.59808
1,3,4,1,1,0.63142
1,3,4,1,1,0.78881
1,3,4,1,1,0.59808
1,3,4,1,1,0.63142
1,3,4,1,1,0.78881
1,3,4,1,2,0.65743
1,3,4,1,2,0.62181
1,3,4,1,2,0.64938
1,3,4,1,2,0.65743
1,3,4,1,2,0.62181
1,3,4,1,2,0.64938
1,3,4,2,1,0.62895
1,3,4,2,1,0.63184
1,3,4,2,1,0.71876
1,3,4,2,1,0.62895
1,3,4,2,1,0.63184
1,3,4,2,1,0.71876
1,3,4,2,2,0.74793
1,3,4,2,2,0.69383
1,3,4,2,2,0.74389
1,3,4,2,2,0.74793
1,3,4,2,2,0.69383
1,3,4,2,2,0.74389
1,3,4,3,1,0.68421
1,3,4,3,1,0.8708
1,3,4,3,1,0.74316
1,3,4,3,1,0.68421
1,3,4,3,1,0.8708
1,3,4,3,1,0.74316
1,3,4,3,2,0.91461
1,3,4,3,2,0.90681
1,3,4,3,2,0.91884
1,3,4,3,2,0.91461
1,3,4,3,2,0.90681
1,3,4,3,2,0.91884
1,3,7,1,1,0.59091
1,3,7,1,1,0.55456
1,3,7,1,1,0.52693
1,3,7,1,1,0.59091
1,3,7,1,1,0.55456
1,3,7,1,1,0.52693
1,3,7,1,2,0.76204
1,3,7,1,2,0.65615
1,3,7,1,2,0.6115
1,3,7,1,2,0.76204
1,3,7,1,2,0.65615
1,3,7,1,2,0.6115
1,3,7,2,1,0.59618
1,3,7,2,1,0.47324
1,3,7,2,1,0.63017
1,3,7,2,1,0.59618
1,3,7,2,1,0.47324
1,3,7,2,1,0.63017
1,3,7,2,2,0.70817
1,3,7,2,2,0.78217
1,3,7,2,2,0.76584
1,3,7,2,2,0.70817
1,3,7,2,2,0.78217
1,3,7,2,2,0.76584
1,3,7,3,1,0.67524
1,3,7,3,1,0.67179
1,3,7,3,1,0.63391
1,3,7,3,1,0.67524
1,3,7,3,1,0.67179
1,3,7,3,1,0.63391
1,3,7,3,2,0.92658
1,3,7,3,2,0.9536
1,3,7,3,2,0.8424
1,3,7,3,2,0.92658
1,3,7,3,2,0.9536
1,3,7,3,2,0.8424
1,6,1,1,1,0.61362
1,6,1,1,1,0.53848
1,6,1,1,1,0.63869
1,6,1,1,1,0.61362
1,6,1,1,1,0.53848
1,6,1,1,1,0.63869
1,6,1,1,2,0.6208
1,6,1,1,2,0.47867
1,6,1,1,2,0.51553
1,6,1,1,2,0.6208
1,6,1,1,2,0.47867
1,6,1,1,2,0.51553
1,6,1,2,1,0.58693
1,6,1,2,1,0.72479
1,6,1,2,1,0.46902
1,6,1,2,1,0.58693
1,6,1,2,1,0.72479
1,6,1,2,1,0.46902
1,6,1,2,2,0.64275
1,6,1,2,2,0.47509
1,6,1,2,2,0.65861
1,6,1,2,2,0.64275
1,6,1,2,2,0.47509
1,6,1,2,2,0.65861
1,6,1,3,1,0.62278
1,6,1,3,1,0.53602
1,6,1,3,1,0.63494
1,6,1,3,1,0.62278
1,6,1,3,1,0.53602
1,6,1,3,1,0.63494
1,6,1,3,2,0.88564
1,6,1,3,2,0.73849
1,6,1,3,2,0.59547
1,6,1,3,2,0.88564
1,6,1,3,2,0.73849
1,6,1,3,2,0.59547
1,6,4,1,1,0.54749
1,6,4,1,1,0.53558
1,6,4,1,1,0.53016
1,6,4,1,1,0.54749
1,6,4,1,1,0.53558
1,6,4,1,1,0.53016
1,6,4,1,2,0.59394
1,6,4,1,2,0.70486
1,6,4,1,2,0.57698
1,6,4,1,2,0.59394
1,6,4,1,2,0.70486
1,6,4,1,2,0.57698
1,6,4,2,1,0.49326
1,6,4,2,1,0.59404
1,6,4,2,1,0.62775
1,6,4,2,1,0.49326
1,6,4,2,1,0.59404
1,6,4,2,1,0.62775
1,6,4,2,2,0.80465
1,6,4,2,2,0.65141
1,6,4,2,2,0.72595
1,6,4,2,2,0.80465
1,6,4,2,2,0.65141
1,6,4,2,2,0.72595
1,6,4,3,1,0.67964
1,6,4,3,1,0.59865
1,6,4,3,1,0.73942
1,6,4,3,1,0.67964
1,6,4,3,1,0.59865
1,6,4,3,1,0.73942
1,6,4,3,2,0.7754
1,6,4,3,2,0.88531
1,6,4,3,2,0.88835
1,6,4,3,2,0.7754
1,6,4,3,2,0.88531
1,6,4,3,2,0.88835
1,6,7,1,1,0.60437
1,6,7,1,1,0.51698
1,6,7,1,1,0.56998
1,6,7,1,1,0.60437
1,6,7,1,1,0.51698
1,6,7,1,1,0.56998
1,6,7,1,2,0.42976
1,6,7,1,2,0.62801
1,6,7,1,2,0.54223
1,6,7,1,2,0.42976
1,6,7,1,2,0.62801
1,6,7,1,2,0.54223
1,6,7,2,1,0.59747
1,6,7,2,1,0.54629
1,6,7,2,1,0.70436
1,6,7,2,1,0.59747
1,6,7,2,1,0.54629
1,6,7,2,1,0.70436
1,6,7,2,2,0.72682
1,6,7,2,2,0.6911
1,6,7,2,2,0.56157
1,6,7,2,2,0.72682
1,6,7,2,2,0.6911
1,6,7,2,2,0.56157
1,6,7,3,1,0.70238
1,6,7,3,1,0.53519
1,6,7,3,1,0.54988
1,6,7,3,1,0.70238
1,6,7,3,1,0.53519
1,6,7,3,1,0.54988
1,6,7,3,2,0.81503
1,6,7,3,2,0.98281
1,6,7,3,2,0.86145
1,6,7,3,2,0.81503
1,6,7,3,2,0.98281
1,6,7,3,2,0.86145
1,8,1,1,1,0.54538
1,8,1,1,1,0.54593
1,8,1,1,1,0.64515
1,8,1,1,1,0.54538
1,8,1,1,1,0.54593
1,8,1,1,1,0.64515
1,8,1,1,2,0.62758
1,8,1,1,2,0.61532
1,8,1,1,2,0.53171
1,8,1,1,2,0.62758
1,8,1,1,2,0.61532
1,8,1,1,2,0.53171
1,8,1,2,1,0.6265
1,8,1,2,1,0.59949
1,8,1,2,1,0.58158
1,8,1,2,1,0.6265
1,8,1,2,1,0.59949
1,8,1,2,1,0.58158
1,8,1,2,2,0.39743
1,8,1,2,2,0.48095
1,8,1,2,2,0.68135
1,8,1,2,2,0.39743
1,8,1,2,2,0.48095
1,8,1,2,2,0.68135
1,8,1,3,1,0.49475
1,8,1,3,1,0.62144
1,8,1,3,1,0.53586
1,8,1,3,1,0.49475
1,8,1,3,1,0.62144
1,8,1,3,1,0.53586
1,8,1,3,2,0.91543
1,8,1,3,2,0.89653
1,8,1,3,2,0.91484
1,8,1,3,2,0.91543
1,8,1,3,2,0.89653
1,8,1,3,2,0.91484
1,8,4,1,1,0.44332
1,8,4,1,1,0.59173
1,8,4,1,1,0.63682
1,8,4,1,1,0.44332
1,8,4,1,1,0.59173
1,8,4,1,1,0.63682
1,8,4,1,2,0.54664
1,8,4,1,2,0.57084
1,8,4,1,2,0.57343
1,8,4,1,2,0.54664
1,8,4,1,2,0.57084
1,8,4,1,2,0.57343
1,8,4,2,1,0.59622
1,8,4,2,1,0.51569
1,8,4,2,1,0.41378
1,8,4,2,1,0.59622
1,8,4,2,1,0.51569
1,8,4,2,1,0.41378
1,8,4,2,2,0.79502
1,8,4,2,2,0.84018
1,8,4,2,2,0.80291
1,8,4,2,2,0.79502
1,8,4,2,2,0.84018
1,8,4,2,2,0.80291
1,8,4,3,1,0.49734
1,8,4,3,1,0.65939
1,8,4,3,1,0.47657
1,8,4,3,1,0.49734
1,8,4,3,1,0.65939
1,8,4,3,1,0.47657
1,8,4,3,2,0.96481
1,8,4,3,2,0.8994
1,8,4,3,2,0.87185
1,8,4,3,2,0.96481
1,8,4,3,2,0.8994
1,8,4,3,2,0.87185
1,8,7,1,1,0.53368
1,8,7,1,1,0.49898
1,8,7,1,1,0.71003
1,8,7,1,1,0.53368
1,8,7,1,1,0.49898
1,8,7,1,1,0.71003
1,8,7,1,2,0.57487
1,8,7,1,2,0.57338
1,8,7,1,2,0.49585
1,8,7,1,2,0.57487
1,8,7,1,2,0.57338
1,8,7,1,2,0.49585
1,8,7,2,1,0.53504
1,8,7,2,1,0.49314
1,8,7,2,1,0.5638
1,8,7,2,1,0.53504
1,8,7,2,1,0.49314
1,8,7,2,1,0.5638
1,8,7,2,2,0.74219
1,8,7,2,2,0.91686
1,8,7,2,2,0.86037
1,8,7,2,2,0.74219
1,8,7,2,2,0.91686
1,8,7,2,2,0.86037
1,8,7,3,1,0.47498
1,8,7,3,1,0.6188
1,8,7,3,1,0.57638
1,8,7,3,1,0.47498
1,8,7,3,1,0.6188
1,8,7,3,1,0.57638
1,8,7,3,2,0.85283
1,8,7,3,2,0.94462
1,8,7,3,2,0.81922
1,8,7,3,2,0.85283
1,8,7,3,2,0.94462
1,8,7,3,2,0.81922
1,9,1,1,1,0.57179
1,9,1,1,1,0.61546
1,9,1,1,1,0.63121
1,9,1,1,1,0.57179
1,9,1,1,1,0.61546
1,9,1,1,1,0.63121
1,9,1,1,2,0.57134
1,9,1,1,2,0.53906
1,9,1,1,2,0.63445
1,9,1,1,2,0.57134
1,9,1,1,2,0.53906
1,9,1,1,2,0.63445
1,9,1,2,1,0.6513
1,9,1,2,1,0.64065
1,9,1,2,1,0.51569
1,9,1,2,1,0.6513
1,9,1,2,1,0.64065
1,9,1,2,1,0.51569
1,9,1,2,2,0.59508
1,9,1,2,2,0.75851
1,9,1,2,2,0.82342
1,9,1,2,2,0.59508
1,9,1,2,2,0.75851
1,9,1,2,2,0.82342
1,9,1,3,1,0.64276
1,9,1,3,1,0.70667
1,9,1,3,1,0.65578
1,9,1,3,1,0.64276
1,9,1,3,1,0.70667
1,9,1,3,1,0.65578
1,9,1,3,2,0.87854
1,9,1,3,2,0.93885
1,9,1,3,2,0.92342
1,9,1,3,2,0.87854
1,9,1,3,2,0.93885
1,9,1,3,2,0.92342
1,9,4,1,1,0.63074
1,9,4,1,1,0.56482
1,9,4,1,1,0.50828
1,9,4,1,1,0.63074
1,9,4,1,1,0.56482
1,9,4,1,1,0.50828
1,9,4,1,2,0.40758
1,9,4,1,2,0.77508
1,9,4,1,2,0.5437
1,9,4,1,2,0.40758
1,9,4,1,2,0.77508
1,9,4,1,2,0.5437
1,9,4,2,1,0.56194
1,9,4,2,1,0.47685
1,9,4,2,1,0.53972
1,9,4,2,1,0.56194
1,9,4,2,1,0.47685
1,9,4,2,1,0.53972
1,9,4,2,2,0.87492
1,9,4,2,2,0.83895
1,9,4,2,2,0.82235
1,9,4,2,2,0.87492
1,9,4,2,2,0.83895
1,9,4,2,2,0.82235
1,9,4,3,1,0.65772
1,9,4,3,1,0.59882
1,9,4,3,1,0.74442
1,9,4,3,1,0.65772
1,9,4,3,1,0.59882
1,9,4,3,1,0.74442
1,9,4,3,2,0.90838
1,9,4,3,2,0.93355
1,9,4,3,2,0.92965
1,9,4,3,2,0.90838
1,9,4,3,2,0.93355
1,9,4,3,2,0.92965
1,9,7,1,1,0.69938
1,9,7,1,1,0.64642
1,9,7,1,1,0.42871
1,9,7,1,1,0.69938
1,9,7,1,1,0.64642
1,9,7,1,1,0.42871
1,9,7,1,2,0.54937
1,9,7,1,2,0.36476
1,9,7,1,2,0.51363
1,9,7,1,2,0.54937
1,9,7,1,2,0.36476
1,9,7,1,2,0.51363
1,9,7,2,1,0.65816
1,9,7,2,1,0.53355
1,9,7,2,1,0.59961
1,9,7,2,1,0.65816
1,9,7,2,1,0.53355
1,9,7,2,1,0.59961
1,9,7,2,2,0.7698
1,9,7,2,2,0.68698
1,9,7,2,2,0.84442
1,9,7,2,2,0.7698
1,9,7,2,2,0.68698
1,9,7,2,2,0.84442
1,9,7,3,1,0.62871
1,9,7,3,1,0.61506
1,9,7,3,1,0.7056
1,9,7,3,1,0.62871
1,9,7,3,1,0.61506
1,9,7,3,1,0.7056
1,9,7,3,2,0.88557
1,9,7,3,2,0.97415
1,9,7,3,2,0.92674
1,9,7,3,2,0.88557
1,9,7,3,2,0.97415
1,9,7,3,2,0.92674
2,1,1,1,1,0.52142
2,1,1,1,1,0.49199
2,1,1,1,1,0.49592
2,1,1,1,1,0.52142
2,1,1,1,1,0.49199
2,1,1,1,1,0.49592
2,1,1,1,2,0.47487
2,1,1,1,2,0.48573
2,1,1,1,2,0.41296
2,1,1,1,2,0.47487
2,1,1,1,2,0.48573
2,1,1,1,2,0.41296
2,1,1,2,1,0.53564
2,1,1,2,1,0.61043
2,1,1,2,1,0.54726
2,1,1,2,1,0.53564
2,1,1,2,1,0.61043
2,1,1,2,1,0.54726
2,1,1,2,2,0.4985
2,1,1,2,2,0.62459
2,1,1,2,2,0.57232
2,1,1,2,2,0.4985
2,1,1,2,2,0.62459
2,1,1,2,2,0.57232
2,1,1,3,1,0.64864
2,1,1,3,1,0.68216
2,1,1,3,1,0.63632
2,1,1,3,1,0.64864
2,1,1,3,1,0.68216
2,1,1,3,1,0.63632
2,1,1,3,2,0.85772
2,1,1,3,2,0.70609
2,1,1,3,2,0.9191
2,1,1,3,2,0.85772
2,1,1,3,2,0.70609
2,1,1,3,2,0.9191
2,1,4,1,1,0.48661
2,1,4,1,1,0.56322
2,1,4,1,1,0.5058
2,1,4,1,1,0.48661
2,1,4,1,1,0.56322
2,1,4,1,1,0.5058
2,1,4,1,2,0.55419
2,1,4,1,2,0.58387
2,1,4,1,2,0.56836
2,1,4,1,2,0.55419
2,1,4,1,2,0.58387
2,1,4,1,2,0.56836
2,1,4,2,1,0.58978
2,1,4,2,1,0.59323
2,1,4,2,1,0.64249
2,1,4,2,1,0.58978
2,1,4,2,1,0.59323
2,1,4,2,1,0.64249
2,1,4,2,2,0.61454
2,1,4,2,2,0.65682
2,1,4,2,2,0.58608
2,1,4,2,2,0.61454
2,1,4,2,2,0.65682
2,1,4,2,2,0.58608
2,1,4,3,1,0.59089
2,1,4,3,1,0.5812
2,1,4,3,1,0.58383
2,1,4,3,1,0.59089
2,1,4,3,1,0.5812
2,1,4,3,1,0.58383
2,1,4,3,2,0.69763
2,1,4,3,2,0.90603
2,1,4,3,2,0.88598
2,1,4,3,2,0.69763
2,1,4,3,2,0.90603
2,1,4,3,2,0.88598
2,1,7,1,1,0.58481
2,1,7,1,1,0.53189
2,1,7,1,1,0.7199
2,1,7,1,1,0.58481
2,1,7,1,1,0.53189
2,1,7,1,1,0.7199
2,1,7,1,2,0.56459
2,1,7,1,2,0.70294
2,1,7,1,2,0.62376
2,1,7,1,2,0.56459
2,1,7,1,2,0.70294
2,1,7,1,2,0.62376
2,1,7,2,1,0.63725
2,1,7,2,1,0.57872
2,1,7,2,1,0.69177
2,1,7,2,1,0.63725
2,1,7,2,1,0.57872
2,1,7,2,1,0.69177
2,1,7,2,2,0.55759
2,1,7,2,2,0.78666
2,1,7,2,2,0.71662
2,1,7,2,2,0.55759
2,1,7,2,2,0.78666
2,1,7,2,2,0.71662
2,1,7,3,1,0.85494
2,1,7,3,1,0.85238
2,1,7,3,1,0.8944
2,1,7,3,1,0.85494
2,1,7,3,1,0.85238
2,1,7,3,1,0.8944
2,1,7,3,2,1.0066
2,1,7,3,2,0.98248
2,1,7,3,2,0.97111
2,1,7,3,2,1.0066
2,1,7,3,2,0.98248
2,1,7,3,2,0.97111
2,4,1,1,1,0.55124
2,4,1,1,1,0.54736
2,4,1,1,1,0.5305
2,4,1,1,1,0.55124
2,4,1,1,1,0.54736
2,4,1,1,1,0.5305
2,4,1,1,2,0.65335
2,4,1,1,2,0.62714
2,4,1,1,2,0.58295
2,4,1,1,2,0.65335
2,4,1,1,2,0.62714
2,4,1,1,2,0.58295
2,4,1,2,1,0.64208
2,4,1,2,1,0.59687
2,4,1,2,1,0.54218
2,4,1,2,1,0.64208
2,4,1,2,1,0.59687
2,4,1,2,1,0.54218
2,4,1,2,2,0.55737
2,4,1,2,2,0.77863
2,4,1,2,2,0.63505
2,4,1,2,2,0.55737
2,4,1,2,2,0.77863
2,4,1,2,2,0.63505
2,4,1,3,1,0.56391
2,4,1,3,1,0.56598
2,4,1,3,1,0.58269
2,4,1,3,1,0.56391
2,4,1,3,1,0.56598
2,4,1,3,1,0.58269
2,4,1,3,2,0.85236
2,4,1,3,2,0.82784
2,4,1,3,2,0.84216
2,4,1,3,2,0.85236
2,4,1,3,2,0.82784
2,4,1,3,2,0.84216
2,4,4,1,1,0.59793
2,4,4,1,1,0.56778
2,4,4,1,1,0.58695
2,4,4,1,1,0.59793
2,4,4,1,1,0.56778
2,4,4,1,1,0.58695
2,4,4,1,2,0.66814
2,4,4,1,2,0.83414
2,4,4,1,2,0.61277
2,4,4,1,2,0.66814
2,4,4,1,2,0.83414
2,4,4,1,2,0.61277
2,4,4,2,1,0.55679
2,4,4,2,1,0.54755
2,4,4,2,1,0.55843
2,4,4,2,1,0.55679
2,4,4,2,1,0.54755
2,4,4,2,1,0.55843
2,4,4,2,2,0.93054
2,4,4,2,2,0.78721
2,4,4,2,2,0.76648
2,4,4,2,2,0.93054
2,4,4,2,2,0.78721
2,4,4,2,2,0.76648
2,4,4,3,1,0.88995
2,4,4,3,1,0.83265
2,4,4,3,1,0.88591
2,4,4,3,1,0.88995
2,4,4,3,1,0.83265
2,4,4,3,1,0.88591
2,4,4,3,2,0.89905
2,4,4,3,2,0.89663
2,4,4,3,2,0.96241
2,4,4,3,2,0.89905
2,4,4,3,2,0.89663
2,4,4,3,2,0.96241
2,4,7,1,1,0.65396
2,4,7,1,1,0.71397
2,4,7,1,1,0.58434
2,4,7,1,1,0.65396
2,4,7,1,1,0.71397
2,4,7,1,1,0.58434
2,4,7,1,2,0.76133
2,4,7,1,2,0.74022
2,4,7,1,2,0.70384
2,4,7,1,2,0.76133
2,4,7,1,2,0.74022
2,4,7,1,2,0.70384
2,4,7,2,1,0.56159
2,4,7,2,1,0.7265
2,4,7,2,1,0.77311
2,4,7,2,1,0.56159
2,4,7,2,1,0.7265
2,4,7,2,1,0.77311
2,4,7,2,2,0.64758
2,4,7,2,2,0.76784
2,4,7,2,2,0.75674
2,4,7,2,2,0.64758
2,4,7,2,2,0.76784
2,4,7,2,2,0.75674
2,4,7,3,1,0.8211
2,4,7,3,1,0.87105
2,4,7,3,1,0.8499
2,4,7,3,1,0.8211
2,4,7,3,1,0.87105
2,4,7,3,1,0.8499
2,4,7,3,2,0.8929
2,4,7,3,2,0.8322
2,4,7,3,2,0.78796
2,4,7,3,2,0.8929
2,4,7,3,2,0.8322
2,4,7,3,2,0.78796
2,5,1,1,1,0.54818
2,5,1,1,1,0.66284
2,5,1,1,1,0.58244
2,5,1,1,1,0.54818
2,5,1,1,1,0.66284
2,5,1,1,1,0.58244
2,5,1,1,2,0.70163
2,5,1,1,2,0.58028
2,5,1,1,2,0.63351
2,5,1,1,2,0.70163
2,5,1,1,2,0.58028
2,5,1,1,2,0.63351
2,5,1,2,1,0.80476
2,5,1,2,1,0.61262
2,5,1,2,1,0.63422
2,5,1,2,1,0.80476
2,5,1,2,1,0.61262
2,5,1,2,1,0.63422
2,5,1,2,2,0.6435
2,5,1,2,2,0.658
2,5,1,2,2,0.76693
2,5,1,2,2,0.6435
2,5,1,2,2,0.658
2,5,1,2,2,0.76693
2,5,1,3,1,0.91413
2,5,1,3,1,0.92299
2,5,1,3,1,0.96035
2,5,1,3,1,0.91413
2,5,1,3,1,0.92299
2,5,1,3,1,0.96035
2,5,1,3,2,0.81907
2,5,1,3,2,0.85964
2,5,1,3,2,0.87784
2,5,1,3,2,0.81907
2,5,1,3,2,0.85964
2,5,1,3,2,0.87784
2,5,4,1,1,0.69281
2,5,4,1,1,0.68773
2,5,4,1,1,0.53607
2,5,4,1,1,0.69281
2,5,4,1,1,0.68773
2,5,4,1,1,0.53607
2,5,4,1,2,0.50932
2,5,4,1,2,0.70345
2,5,4,1,2,0.53194
2,5,4,1,2,0.50932
2,5,4,1,2,0.70345
2,5,4,1,2,0.53194
2,5,4,2,1,0.78975
2,5,4,2,1,0.81781
2,5,4,2,1,0.85419
2,5,4,2,1,0.78975
2,5,4,2,1,0.81781
2,5,4,2,1,0.85419
2,5,4,2,2,0.8736
2,5,4,2,2,0.85595
2,5,4,2,2,0.73963
2,5,4,2,2,0.8736
2,5,4,2,2,0.85595
2,5,4,2,2,0.73963
2,5,4,3,1,0.92531
2,5,4,3,1,0.90681
2,5,4,3,1,0.93689
2,5,4,3,1,0.92531
2,5,4,3,1,0.90681
2,5,4,3,1,0.93689
2,5,4,3,2,0.89665
2,5,4,3,2,0.85361
2,5,4,3,2,0.92146
2,5,4,3,2,0.89665
2,5,4,3,2,0.85361
2,5,4,3,2,0.92146
2,5,7,1,1,0.56329
2,5,7,1,1,0.54937
2,5,7,1,1,0.60915
2,5,7,1,1,0.56329
2,5,7,1,1,0.54937
2,5,7,1,1,0.60915
2,5,7,1,2,0.64076
2,5,7,1,2,0.54518
2,5,7,1,2,0.59782
2,5,7,1,2,0.64076
2,5,7,1,2,0.54518
2,5,7,1,2,0.59782
2,5,7,2,1,0.68964
2,5,7,2,1,0.89891
2,5,7,2,1,0.85892
2,5,7,2,1,0.68964
2,5,7,2,1,0.89891
2,5,7,2,1,0.85892
2,5,7,2,2,0.90087
2,5,7,2,2,0.71873
2,5,7,2,2,0.87578
2,5,7,2,2,0.90087
2,5,7,2,2,0.71873
2,5,7,2,2,0.87578
2,5,7,3,1,0.96573
2,5,7,3,1,0.87574
2,5,7,3,1,0.93139
2,5,7,3,1,0.96573
2,5,7,3,1,0.87574
2,5,7,3,1,0.93139
2,5,7,3,2,0.95856
2,5,7,3,2,0.8604
2,5,7,3,2,0.94589
2,5,7,3,2,0.95856
2,5,7,3,2,0.8604
2,5,7,3,2,0.94589
2,7,1,1,1,0.83297
2,7,1,1,1,0.75553
2,7,1,1,1,0.69093
2,7,1,1,1,0.83297
2,7,1,1,1,0.75553
2,7,1,1,1,0.69093
2,7,1,1,2,0.65272
2,7,1,1,2,0.63386
2,7,1,1,2,0.58206
2,7,1,1,2,0.65272
2,7,1,1,2,0.63386
2,7,1,1,2,0.58206
2,7,1,2,1,0.74523
2,7,1,2,1,0.72647
2,7,1,2,1,0.62629
2,7,1,2,1,0.74523
2,7,1,2,1,0.72647
2,7,1,2,1,0.62629
2,7,1,2,2,0.85003
2,7,1,2,2,0.96735
2,7,1,2,2,0.96343
2,7,1,2,2,0.85003
2,7,1,2,2,0.96735
2,7,1,2,2,0.96343
2,7,1,3,1,0.86854
2,7,1,3,1,0.70529
2,7,1,3,1,0.66239
2,7,1,3,1,0.86854
2,7,1,3,1,0.70529
2,7,1,3,1,0.66239
2,7,1,3,2,0.90971
2,7,1,3,2,0.87942
2,7,1,3,2,0.89213
2,7,1,3,2,0.90971
2,7,1,3,2,0.87942
2,7,1,3,2,0.89213
2,7,4,1,1,0.54556
2,7,4,1,1,0.64522
2,7,4,1,1,0.70527
2,7,4,1,1,0.54556
2,7,4,1,1,0.64522
2,7,4,1,1,0.70527
2,7,4,1,2,0.59185
2,7,4,1,2,0.60536
2,7,4,1,2,0.6616
2,7,4,1,2,0.59185
2,7,4,1,2,0.60536
2,7,4,1,2,0.6616
2,7,4,2,1,0.65079
2,7,4,2,1,0.71007
2,7,4,2,1,0.60721
2,7,4,2,1,0.65079
2,7,4,2,1,0.71007
2,7,4,2,1,0.60721
2,7,4,2,2,1.0024
2,7,4,2,2,0.84192
2,7,4,2,2,0.87271
2,7,4,2,2,1.0024
2,7,4,2,2,0.84192
2,7,4,2,2,0.87271
2,7,4,3,1,0.85936
2,7,4,3,1,0.99026
2,7,4,3,1,0.84113
2,7,4,3,1,0.85936
2,7,4,3,1,0.99026
2,7,4,3,1,0.84113
2,7,4,3,2,0.99736
