group , participant , session , IDRight , IDLeft , value
2,5,1,1,1,0.069596
2,5,1,1,1,0.054125
2,5,1,1,1,0.033176
2,5,1,1,2,1.0495
2,5,1,1,2,-1.0755
2,5,1,1,2,1.6628
2,5,1,2,1,-2.9511
2,5,1,2,1,0.33308
2,5,1,2,1,1.481
2,5,1,2,2,2.0386
2,5,1,2,2,0.28507
2,5,1,2,2,0.016634
2,5,1,3,1,-1.8949
2,5,1,3,1,-0.15594
2,5,1,3,1,3.1334
2,5,1,3,2,-0.056873
2,5,1,3,2,-0.080721
2,5,1,3,2,0.048353
2,5,4,1,1,0.36829
2,5,4,1,1,0.40043
2,5,4,1,1,0.31468
2,5,4,1,2,-1.3482
2,5,4,1,2,2.7993
2,5,4,1,2,0.030463
2,5,4,2,1,-2.0573
2,5,4,2,1,2.9955
2,5,4,2,1,-0.52541
2,5,4,2,2,1.2255
2,5,4,2,2,2.5658
2,5,4,2,2,0.72524
2,5,4,3,1,-0.65105
2,5,4,3,1,-0.63666
2,5,4,3,1,0.93959
2,5,4,3,2,-0.065989
2,5,4,3,2,0.01494
2,5,4,3,2,0.076072
2,5,7,1,1,0.41085
2,5,7,1,1,0.47451
2,5,7,1,1,0.38838
2,5,7,1,2,0.77887
2,5,7,1,2,-0.047344
2,5,7,1,2,-2.1271
2,5,7,2,1,2.9969
2,5,7,2,1,-2.5305
2,5,7,2,1,1.0873
2,5,7,2,2,-0.085011
2,5,7,2,2,1.7302
2,5,7,2,2,-1.5772
2,5,7,3,1,1.1211
2,5,7,3,1,3.0144
2,5,7,3,1,-0.96012
2,5,7,3,2,0.23188
2,5,7,3,2,0.11059
2,5,7,3,2,0.099111
2,7,1,1,1,-0.0023778
2,7,1,1,1,0.0051837
2,7,1,1,1,-0.0031208
2,7,1,1,2,0.0074925
2,7,1,1,2,0.023793
2,7,1,1,2,0.039741
2,7,1,2,1,0.02373
2,7,1,2,1,0.031358
2,7,1,2,1,0.0053749
2,7,1,2,2,0.054795
2,7,1,2,2,0.088474
2,7,1,2,2,0.074733
2,7,1,3,1,0.03426
2,7,1,3,1,0.042084
2,7,1,3,1,0.0181
2,7,1,3,2,0.018866
2,7,1,3,2,0.034852
2,7,1,3,2,0.041859
2,7,4,1,1,0.0066117
2,7,4,1,1,0.013133
2,7,4,1,1,0.05983
2,7,4,1,2,0.050538
2,7,4,1,2,0.035154
2,7,4,1,2,0.01979
2,7,4,2,1,0.047206
2,7,4,2,1,0.079383
2,7,4,2,1,0.058048
2,7,4,2,2,-0.26305
2,7,4,2,2,0.08917
2,7,4,2,2,0.10387
2,7,4,3,1,1.3217
2,7,4,3,1,2.7465
2,7,4,3,1,-2.7958
2,7,4,3,2,0.17744
2,7,4,3,2,0.18679
2,7,4,3,2,0.18514
2,7,7,1,1,-0.0001032
2,7,7,1,1,0.011198
2,7,7,1,1,0.0050003
2,7,7,1,2,1.5757
2,7,7,1,2,1.3439
2,7,7,1,2,0.47273
2,7,7,2,1,-0.81458
2,7,7,2,1,-1.1077
2,7,7,2,1,2.3204
2,7,7,2,2,-1.1308
2,7,7,2,2,1.5051
2,7,7,2,2,-2.7043
2,7,7,3,1,2.0174
2,7,7,3,1,3.0623
2,7,7,3,1,2.6749
2,7,7,3,2,0.22108
2,7,7,3,2,0.27678
2,7,7,3,2,0.17031
2,10,1,1,1,-0.03176
