group , participant , session , IDRight , IDLeft , value
2,10,4,1,2,0.35903
2,10,4,2,1,0.26334
2,10,4,2,1,0.26252
2,10,4,2,1,0.27344
2,10,4,2,2,0.52401
2,10,4,2,2,0.41594
2,10,4,2,2,0.51541
2,10,4,3,1,0.2694
2,10,4,3,1,0.3155
2,10,4,3,1,0.30141
2,10,4,3,2,0.68359
2,10,4,3,2,0.74084
2,10,4,3,2,0.71806
2,10,7,1,1,0.36821
2,10,7,1,1,0.30904
2,10,7,1,1,0.32124
2,10,7,1,2,0.4138
2,10,7,1,2,0.38365
2,10,7,1,2,0.44759
2,10,7,2,1,0.36272
2,10,7,2,1,0.36272
2,10,7,2,1,0.34102
2,10,7,2,2,0.57592
2,10,7,2,2,0.66964
2,10,7,2,2,0.61384
2,10,7,3,1,0.36991
2,10,7,3,1,0.40812
2,10,7,3,1,0.38147
2,10,7,3,2,0.78876
2,10,7,3,2,0.89164
2,10,7,3,2,0.83189
